name,city,state,address,zip
STATESBORO HIGH SCHOOL,STATESBORO,GA,10 COACH,30458
STRATTON ELEMENTARY SCHOOL,STRATTON,CO,6 MAIN,80836
THE FREE SCHOOL,ALBANY,NY,8 ELM ST,12202
STRONGS CREEK COMMUNITY DAY,FORTUNA,CA,922 N ST,95540
THE HEALTHCARE INSTITUTE,SAN ANTONIO,TX,5035,78201
THE MET,SACRAMENTO,CA,810 V ST,95818
THE PECK SCHOOL,MORRISTOWN,NJ,247 S ST,07960
THE TOGETHERSHIP,LAKE FOREST,CA,74 ICON,92610
THE WINSTON SCHOOL,SHORT HILLS,NJ,30 E LN,07078
SUNRISE PRESCHOOL,PROVO,UT,87 700 E,84606
SUNSET ELEMENTARY,NEWTON,KS,619 BOYD,67114
THOMPSON FALLS HIGH SCHL,THOMPSON FALLS,MT,601 GOLF,59873
SWAIN ELEMENTARY SCHOOL,PLAINVILLE,GA,9736,30733
TIERRA AMARILLA ELEMENTARY,TIERRA AMARILLA,NM,HWY 513,87575
TIMBERLAKE ES,JET,OK,THIRD &,73749
TITUS HOSTETTER,LINNEUS,MO,HWY P,64653
TL FAULKNER SCHOOL,PRICHARD,AL,PRICHARD,36610
TOHATCHI MIDDLE,TOHATCHI,NM,TOHATCHI,87325
TOLEDO SCHOOL FOR THE ARTS,TOLEDO,OH,7713,43604
TAFUNA ELEMENTARY,PAGO PAGO,AS,BOX DOE,96799
TAFUNA HIGH SCHOOL,PAGO PAGO,AS,BOX DOE,96799
TONASKET HIGH SCHOOL,TONASKET,WA,35 HS,98855
TATITLEK COMMUNITY SCHOOL,TATITLEK,AK,MAIN ST,99677
TOWER VIEV C/O JOHN MILLER,FREDERICKSBURG,OH,T.R. 607,44627
TAZEWELL HIGH,TAZEWELL,VA,COSBY LN,24651
TRAINABLE MENTALLY RETARDED,JANESVILLE,CA,PINE ST.,96114
TECHNOLOGY HIGH SCHOOL,NEWARK,NJ,187-223,7104
TRI-COUNTY SCHOOLS,EASTHAMPTON,MA,201 E ST,01027
TRIANGLE TECH INC-DUBOIS,FALLS CREEK,PA,225 T636,15840
THAYER CENTRAL HIGH SCHOOL,HEBRON,NE,HEBRON,68370
THE ACADEMY FOR CHILDREN,MOUNTAIN LAKES,NJ,215 BLVD,07046
TRITON HIGH,ERWIN,NC,8507 215,28339
THE ART INSTITUTE OF SAN ANTONIO,SAN ANTONIO,TX,10000,78230
TRUMANN HIGH SCHOOL,TRUMANN,AR,TRUMANN,72472
TSAILE ELEMENTARY SCHOOL,TSAILE,AZ,TSAILE,86556
TUCKER ELEMENTARY SCHOOL,PERRY,GA,3744,31069
TWIN PINES ELEMENTARY SCHOOL,BRENTWOOD,NY,2 MUR PL,11717
TUKURNGAILNGUQ SCHOOL,STEBBINS,AK,STEBBINS,99671
TYNAN EARLY CHILDHOOD CAMPUS,SAN ANTONIO,TX,925 GULF,78202
TYNDALL CENTER,OAK PARK,MI,OAK PARK,48237
TYRONE ES,TYRONE,OK,6TH ST &,73951
TYRONE HS,TYRONE,OK,6TH ST &,73951
TURNER MIDDLE,BELOIT,WI,BELOIT,53511
TURPIN ES,TURPIN,OK,315 LEE,73950
TURPIN HS,TURPIN,OK,315 LEE,73950
TURQUOISE DAWN ALTERNATIVE - CLOSED,CHINLE,AZ,HWY 191,86503
TURTLE MOUNTAIN COMMUNITY HIGH SCHOOL,BELCOURT,ND,BELCOURT,58316
TURTLE MOUNTAIN COMMUNITY MIDDLE SCHOOL,BELCOURT,ND,BELCOURT,58316
UNALAKLEET SCHOOL,UNALAKLEET,AK,MAIN ST,99684
UNDERWOOD ELEMENTARY SCHOOL,DEL NORTE,CO,10TH &,81132
UNION ELEMENTARY SCHOOL,TEMPLE,GA,2855,30179
TWIN LAKES ELEMENTARY,GALLUP,NM,RR 19,87301
TWIN LAKES ELEMENTARY SCHOOL,RATHDRUM,ID,RATHDRUM,83858
UNION SANBORN SCHOOL,NORTHFIELD,NH,5 ELM ST,03276
WALNUT GROVE ELEM,OLATHE,KS,OLATHE,66062
WALTER M. SCHIRRA ELEMENTARY SCHOOL,OLD BRIDGE,NJ,1 AWN ST,8857
WANAQUE ELEMENTARY SCHOOL,WANAQUE,NJ,1 1ST ST,7465
WARREN HIGH SCHOOL,VINCENT,OH,130 C804,45784
WARWICK EL SCH,JAMISON,PA,JAMISON,18929
WASATCH SCHOOL,SALT LAKE CITY,UT,30 R ST,84103
UTAH STATE UNIVERSITY - MILFORD CAMPUS,MILFORD,UT,62 300 W,84751
WASHINGTON NETWORK FOR INNOVATIVE CAREERS,REDMOND,WA,WANIC,98052
WATEREE RIVER HIGH,REMBERT,SC,HWY 261,29128
VALLEY CENTER ELEMENTARY,VALLEY CENTER,CA,L,92082
WATSON J H,MULESHOE,TX,500 W F,79347
VALLEY OAKS ELEMENTARY,GALT,CA,21 C ST,95632
VALLEY VIEW AMISH SCHOOL,LERAYSVILLE,PA,AMISH RD,18829
WAUSA ELEMENTARY SCHOOL,WAUSA,NE,WAUSA,68786
WAUSA HIGH SCHOOL,WAUSA,NE,WAUSA,68786
WAVERLY ELEM,WAVERLY,KS,607 DANE,66871
VALVERDE ELEMENTARY SCHOOL,DENVER,CO,DENVER,80223
VANCE ELEMENTARY SCHOOL,VANCE,AL,VANCE,35490
WEARE MIDDLE SCHOOL,WEARE,NH,16 E RD,3281
VANCE MIDDLE SCHOOL,BRISTOL,TN,BRISTOL,37620
VAUGHN HIGH,VAUGHN,NM,101 4TH,88353
WEBSTER UNIVERSITY - NORTHWEST ARKANSAS,ROGERS,AR,BOX 29,72756
WEDOWEE MIDDLE SCHOOL,WEDOWEE,AL,WEDOWEE,36278
WEISER MIDDLE SCHOOL,WEISER,ID,WEISER,83672
VERNON ELEMENTARY SCHOOL,VERNON,AZ,90 N3139,85940
WELLINGTON MIDDLE SCHOOL,WELLINGTON,KS,605 N A,67152
VIBURNUM HIGH,VIBURNUM,MO,35 MO-49,65566
WESKAN ELEM,WESKAN,KS,WESKAN,67762
VICTOR JUNIOR HIGH SCHOOL,VICTOR,NY,VICTOR,14564
VICTORIA MAGATHAN ELEMENTARY,ADELANTO,CA,ADELANTO,92301
VIDALIA UPPER ELEMENTARY SCHOOL,VIDALIA,LA,VIDALIA,71373
WEST END EL SCH,MEADVILLE,PA,12212,16335
WEST FLORENCE HIGH,FLORENCE,SC,FLORENCE,29501
VINEMONT HIGH SCHOOL,VINEMONT,AL,VINEMONT,35179
VIRGINIA CITY HIGH SCHOOL,VIRGINIA CITY,NV,95 R ST,89440
WEST NOBLE HIGH SCHOOL,LIGONIER,IN,5094 N,46767
VISTA ACADEMY OF HUNTSVILLE,HUNTSVILLE,TX,7174 S,77340
VISTA COLORADO ELEMENTARY,NEEDLES,CA,NEEDLES,92363
VISTA CONTINUATION HIGH,BAKERSFIELD,CA,200 P ST,93304
WEST ROAD SCHOOL,CONEWANGO VALLEY,NY,WEST RD,14726
"WEST ROAD/D'AQUANNIS INTERMEDIATE SCHOOL",PLEASANT VALLEY,NY,181 W RD,12569
VISTA SQUARE ELEMENTARY,CHULA VISTA,CA,540 G ST,91910
WEST SIDE MIDDLE SCHOOL,ELKHART,IN,ELKHART,46514
WEST TAYLOR ELEMENTARY SCHOOL,FLEMINGTON,WV,200,26347
WEST TEXAS MIDDLE,STINNETT,TX,F M 2277,79083
WEST-BEMIS MIDDLE SCHOOL,JACKSON,TN,230 D ST,38301
WADDELL ELEMENTARY SCHOOL,COLUMBUS,GA,1412,31907
WADE COLLEGE,DALLAS,TX,INFOMART,75207
WESTFIELD CHRISTIAN ACADEMY,WESTFIELD,MA,866 N RD,01085
WESTMARK SCHOOL,ENCINO,CA,2540,91316
WHITE EAGLE CHRISTIAN ACADEMY,MISSION,SD,MISSION,57555
WHITE HILL,FAIRFAX,CA,GLEN DR.,94930
WHITE OAK SCHOOL,WESTFIELD,MA,533 N RD,1085
WESTSIDE ELEMENTARY SCHOOL,SEARCY,AR,SEARCY,72143
WESTSIDE UNION ELEMENTARY,LOS BANOS,CA,659 K ST,93635
WHITEFORD SCHOOL (TMR),HAYWARD,CA,685 A ST,94541
WHITESVILLE CENTRAL SCHOOL,WHITESVILLE,NY,692 MAIN,14897
WETUMPKA HIGH SCHOOL,WETUMPKA,AL,9701,36092
WHITTIER COLLEGE,WHITTIER,CA,13406 E,90602
WHEATLAND ELEMENTARY SCHOOL,GRAINFIELD,KS,436 ELM,67737
WHEELER CENTRAL ELEMENTARY #45,BARTLETT,NE,690,68622
WIDE RUINS COMMUNITY SCHOOL,CHAMBERS,AZ,BOX 309,86502
WILLARD EAST ELEM.,WILLARD,MO,518 KIME,65781
WILLARD ELEMENTARY SCHOOL,BUSY,KY,BUSY,41723
WILLIAM EDGE INSTITUTE,NEW BRAUNFELS,TX,651,78130
WILLIAM MILLER MEMORIAL SCHOOL,NAPAKIAK,AK,NAPAKIAK,99634
WILLOW CREEK SCHOOL,WILLOW CREEK,MT,407 MAIN,59760
WILLOW MANOR ELEM.,OAKLAND,CA,OAKLAND,94607
WILMINGTON UNIVERSITY - WILSON GRADUATE CENTER CAMPUS,NEW CASTLE,DE,31 & WAY,19720
WINECOFF ELEMENTARY,CONCORD,NC,CONCORD,28027
WINNETT 7-8,WINNETT,MT,WINNETT,59087
WINNETT HIGH SCHOOL,WINNETT,MT,WINNETT,59087
WINNETT SCHOOL,WINNETT,MT,WINNETT,59087
WINONA ELEM.,WINONA,MO,WINONA,65588
WOODSIDE SCHOOL,CHARLOTTE HALL,MD,GLOCK PL,20659
WOODSTOCK MIDDLE SCHOOL,WOODSTOCK,GA,5288,30189
WOODWARD MS SOUTH CAMPUS,WOODWARD,OK,914 OAK,73802
WYANDOTTE HS,WYANDOTTE,OK,5 1ST ST,74370
WYANDOTTE MS,WYANDOTTE,OK,5 1ST ST,74370
YESHIVAT DARCHE ERES INC,BROOKLYN,NY,49 AVE T,11223
YOUNG ELEMENTARY SCHOOL,YOUNG,AZ,YOUNG,85554
YOUNG HIGH SCHOOL,YOUNG,AZ,YOUNG,85554
YOUTH FORESTRY CAMP #2,WHITE HAVEN,PA,PA-534,18661
YUBA CITY HIGH,YUBA CITY,CA,850 B ST,95991
YUBA CITY INDEPENDENCE ACADEMY,YUBA CITY,CA,984 B ST,95991
YUCAIPA ADULT EDUCATION,YUCAIPA,CA,12358 #B,92399
ZION LUTHERAN SCHOOL,COLOGNE,MN,9143,55322
ZUMBROTA-MAZEPPA PRIMARY SCHOOL,ZUMBROTA,MN,ZUMBROTA,55992
