Facility,Chargecode,Description,Rev,CPT,1/1/22 Fee
BAYCARE,10003790,"TREATMENT DEVICE, COMPLEX",333,77334,"2,520.00"
BAYCARE,10003791,PHYSICS CONSULT WEEKLY,333,77336,940.00
BAYCARE,10003792,MLC DEVICES FOR IMRT PER PLAN,333,77338,"2,920.00"
BAYCARE,10003793,PHYSICS CONSULT SPECIAL,333,77370,"1,190.00"
BAYCARE,10003795,IMAGE FUSION BY DOSIMETRIST,333,77399,810.00
BAYCARE,10003810,PORT FILM(S),333,77417,490.00
BAYCARE,10003813,SPECIAL TREATMENT PROCEDURE,333,77470,"7,000.00"
BAYCARE,10003816,INTERSTITIAL SOURCE COMPLEX,333,77778,"11,810.00"
BAYCARE,10003817,BRACHYTHERAPY 1 CHANNEL,333,77770,"7,980.00"
BAYCARE,10003818,BRACHYTHERAPY 2-12 CHANNELS,333,77771,"8,770.00"
BAYCARE,10003819,BRACHYTHERAPY >12 CHANNELS,333,77772,"9,660.00"
BAYCARE,10003838,ESOPHEGEAL MOTILITY STUDY,750,91010,"2,470.00"
BAYCARE,10003840,GERD TEST W/NASAL PH LEAD,750,91034,"2,590.00"
BAYCARE,10003841,GERD TEST W/MUCOSAL PH LEAD,750,91035,"2,590.00"
BAYCARE,10003843,"ENDOSCOPY, CAPSULE GI TRACT",750,91110,"4,470.00"
BAYCARE,10003849,PACER EVAL TELEPHONIC,480,93293,165.00
BAYCARE,10003850,PACER/ICD EVAL REMOTE,480,93296,220.00
BAYCARE,10003853,EMG CRANIAL NERVE MUSCLE,922,95867,470.00
BAYCARE,10003854,HB EMG PARASPINAL MUSCLES,922,95869,310.00
BAYCARE,10003856,EMG GUIDANCE W/DENERVATION,922,95874,190.00
BAYCARE,10003867,CHEMO INTRALESIONAL UP TO 7,280,96405,875.00
BAYCARE,10003868,CHEMO INTRAPERITONEAL VIA CATH,280,96446,"1,030.00"
BAYCARE,10003869,PORTABLE PUMP MAINTAIN/REFILL,940,96521,720.00
BAYCARE,10003870,CHEMO ADMIN-OMAYA,280,96542,765.00
BAYCARE,10003871,DEBRIDE NON-SELECTIVE WOUND(S),940,97602,270.00
BAYCARE,10003873,NEW PT; PREV MED 5-11 YR,510,99383,140.00
BAYCARE,10003877,"EST PT; PREV MED, 12-17 YR",510,99394,50.00
BAYCARE,10003882,POC-CLOTTING ASSAY (TEGS) DAY,305,85396,150.00
BAYCARE,10003891,IV INFUSION TPA CEREBRAL,450,37195,580.00
BAYCARE,10003893,HYPERBARIC O2/30MIN,413,G0277,965.00
BAYCARE,10003894,BRACHYTHERAPY NEEDLE,272,C1715,15.00
BAYCARE,10003897,BRACHYTX I-125 STRANDED,278,C2638,200.00
BAYCARE,10003898,BRACHYTX I-125 NON-STRANDED,278,C2639,200.00
BAYCARE,10003899,BRACHYTX P-103 STRANDED,278,C2640,295.00
BAYCARE,10003900,BRACHYTX P-103 NON-STRANDED,278,C2641,295.00
BAYCARE,10003901,BRACHYTX C-131 STRANDED,278,C2642,295.00
BAYCARE,10003902,BRACHYTX C-131 NON-STRANDED,278,C2643,295.00
BAYCARE,10003909,"SLEEP STUDY HOME, 4 CHANNEL",920,G0399,"1,000.00"
BAYCARE,10003912,PROLOTHERAPY,510,M0076,60.00
BAYCARE,10003913,FOAM DRSG NO BORDER 16-48 SQ IN,623,A6210,45.00
BAYCARE,10003918,SLEEP STUDY UNATTENDED,920,95806,740.00
BAYCARE,10003923,SUTURE REMOVAL*,516,99211,100.00
BAYCARE,10003961,MISC PROCEDURE INTERMEDIATE,360,,410.00
BAYCARE,10003962,MISC PROCEDURE COMPLEX,360,,535.00
BAYCARE,10003963,MISC PROCEDURE BASIC,360,,285.00
BAYCARE,10003970,BRONCHOSCOPY WITH STENT,360,,"4,080.00"
BAYCARE,10003971,"BRONCHOSCOPY, DIAGNOSTIC",360,,"4,480.00"
BAYCARE,10003972,"BRONCHOSCOPY, THERAPEUTIC",360,,"4,080.00"
BAYCARE,10003973,OP SERV COMPR-EST PT*,510,99215,"1,260.00"
BAYCARE,10003974,OP SERV COMPR-NEW PT*,510,99205,"1,360.00"
BAYCARE,10003978,"KIT, CRANIAL ACCESS",270,,"1,550.00"
BAYCARE,10003979,VENTRICULAR BOLT,270,,"2,910.00"
BAYCARE,10003983,"NEEDLE, NON CORING",272,A4212,20.00
BAYCARE,10004020,VASCULAR COMPRESSION DEVICE,270,,375.00
BAYCARE,10004035,LITHOTRIPSY,360,,"27,880.00"
BAYCARE,10004040,I&D*,516,,"1,600.00"
BAYCARE,10004041,LACERATION REPAIR-INTERMED*,516,,860.00
BAYCARE,10004042,LACERATION REPAIR-SIMPLE*,516,,800.00
BAYCARE,10004048,"EST PT; PREV MED, 12-17 YR*",510,99394,45.00
BAYCARE,10004058,BLADDER INSTILLATION-CHEMO,360,51720,870.00
BAYCARE,10004059,CANALITH REPOSITIONING,420,95992,185.00
BAYCARE,10004061,CHEMO INFUSION ADDL SEQUENTIAL,280,96417,410.00
BAYCARE,10004062,CHEMO IV PUSH 1ST OR SINGLE,280,96409,470.00
BAYCARE,10004063,CHEMO IV PUSH EA ADDITIONAL,280,96411,355.00
BAYCARE,10004064,CONTACT LAYER >16</=48 SQ IN,623,A6207,75.00
BAYCARE,10004197,DEBRIDE INF SKIN <10% BSA,516,11000,415.00
BAYCARE,10004204,GENERATOR ANALYZE NO REPROGRAM,920,95970,605.00
BAYCARE,10004206,"HYPOTHERMIA, TOTAL BODY",270,,"2,140.00"
BAYCARE,10004210,"INJECT NERVE, SCIATIC",360,64445,"1,670.00"
BAYCARE,10004218,INTRACRANIAL MONITORING/DAY,230,,660.00
BAYCARE,10004223,"PHERESIS, PLASMA",940,36514,"5,180.00"
BAYCARE,10004236,FNA W/O IMAGING  1ST LESION*,516,10021,840.00
BAYCARE,10004239,ASPIRATE ABSCESS OR HEMATOMA*,516,10160,530.00
BAYCARE,10004244,BURN LOCAL TRT/SM/<5% BSA*,516,16020,515.00
BAYCARE,10004245,APPLY SPLINT LONG ARM*,516,29105,260.00
BAYCARE,10004246,APPLY SPLINT SHORT ARM*,516,29125,240.00
BAYCARE,10004248,SPLINT SHORT LEG*,516,29515,390.00
BAYCARE,10004249,FB REMOVAL INTRANASAL*,516,30300,535.00
BAYCARE,10004251,FB CORNEA NO SLIT*,516,65220,690.00
BAYCARE,10004252,FB CORNEA W/SLIT*,516,65222,690.00
BAYCARE,10004253,FB REMOVAL EAR*,516,69200,400.00
BAYCARE,10004254,CERUMEN IMPACTION REMOVAL*,516,69210,100.00
BAYCARE,10004262,I&D OF HEMATOMA,516,10140,"1,620.00"
BAYCARE,10004267,CAMPYLOBACTER EIA,306,87449,65.00
BAYCARE,10004268,HUMAN EPIDIDYMIS PROTEIN 4,302,86305,395.00
BAYCARE,10004269,BUPRENORPHINE,301,80348,100.00
BAYCARE,10004279,"INCISE & REMOVE FB SQ, COMP",516,10121,"1,170.00"
BAYCARE,10004280,"KIT, INTRACRANIAL MONITORING",270,,875.00
BAYCARE,10004283,OP SERV HIGH ACUITY-EST PT*,510,99214,660.00
BAYCARE,10004284,OP SERV LOW ACUITY-EST PT*,510,99212,310.00
BAYCARE,10004285,OP SERV MOD ACUITY-EST PT*,510,99213,420.00
BAYCARE,10004286,OP SERVICE HIGH ACUITY NEW PT*,510,99204,865.00
BAYCARE,10004287,OP SERVICE LOW ACUITY NEW PT*,510,99202,395.00
BAYCARE,10004288,OP SERVICE MINOR EST PT*,510,99211,220.00
BAYCARE,10004290,OP SERVICE MOD ACUITY NEW PT*,510,99203,530.00
BAYCARE,10004293,RADIAL HEAD SUBLUXATION,516,,280.00
BAYCARE,10004294,CPR*,410,92950,"2,230.00"
BAYCARE,10004295,APPLY CAST SHORT ARM,700,29075,370.00
BAYCARE,10004298,"ADMIN FEE VACCINE, HEPATITIS B",771,90471,60.00
BAYCARE,10004311,CONTACT LAYER >48 SQ IN,623,A6208,150.00
BAYCARE,10004312,FOAM DRSG NO BORDER </=16 SQ IN,623,A6209,30.00
BAYCARE,10004313,FOAM DRSG W/BORDER </=16 SQ IN,623,A6212,30.00
BAYCARE,10004314,FOAM DRSG W/BORDER >16 </=48 SQ IN,623,A6213,45.00
BAYCARE,10004315,FOAM DRSG W/BORDER >48 SQ IN,623,A6214,70.00
BAYCARE,10004318,ATHLETIC TRAINING RE-EVAL,951,97172,225.00
BAYCARE,10004319,XR FOOT 1 VIEW LIMITED,320,73620,260.00
BAYCARE,10004353,CYSTOSCOPY,360,,"3,790.00"
BAYCARE,10004354,COLLAR-CERVICAL SEMI-RIGID W/CHIN,274,L0150,145.00
BAYCARE,10004356,ANGIOGRAPHY,481,,"1,600.00"
BAYCARE,10004358,PERIPHERAL INTERVENTION LEVEL 1,360,,"8,960.00"
BAYCARE,10004359,PERIPHERAL INTERVENTION LEVEL 2,360,,"10,560.00"
BAYCARE,10004360,"PURKINJE CELL ANTIBODY TITER,IGG  GG",302,86256,140.00
BAYCARE,10004367,PERIPHERAL INTERVENTION LEVEL 3,360,,"31,960.00"
BAYCARE,10004368,ATHERECTOMY OR EMBOLIZATION,360,,"22,510.00"
BAYCARE,10004369,CARDIAC ADD ON PROCEDURE,481,,"10,130.00"
BAYCARE,10004370,CARDIAC CATH,481,,"14,350.00"
BAYCARE,10004372,INJECTION VENOGRAM EXTREMITY,360,,"1,410.00"
BAYCARE,10004373,CATH INSERTION/INJECTION VEIN OR A,481,,"2,160.00"
BAYCARE,10004374,CENTRAL LINE INSERT/REPLACE/REPAIR,360,,855.00
BAYCARE,10004375,DEVICE EVAL &/OR PROGRAMMING 1,480,,850.00
BAYCARE,10004376,DEVICE EVAL &/OR PROGRAMMING 2,481,,"7,850.00"
BAYCARE,10004377,DOPPLER CARDIAC FLOW MEASUREMENT,481,,"4,660.00"
BAYCARE,10004378,ANEURYSM REPAIR LEVEL 1,360,,"3,870.00"
BAYCARE,10004379,EP PROCEDURE LEVEL 1,481,,"17,330.00"
BAYCARE,10004380,EP PROCEDURE LEVEL 2,481,,"28,170.00"
BAYCARE,10004381,EP PROCEDURE LEVEL 3,481,,"43,010.00"
BAYCARE,10004383,FLUOROSCOPY OR CINERADIOGRAPHY,320,,500.00
BAYCARE,10004384,GENERATOR & LEAD(S) INSERTION,481,,"60,120.00"
BAYCARE,10004385,LEAD INSERTION LEFT VENTRICLE,481,,"25,710.00"
BAYCARE,10004386,LEAD(S) INSERT OR REPLACE,481,,"4,650.00"
BAYCARE,10004387,PACER W/LEAD(S) INSERT/REPLACE,481,,"17,950.00"
BAYCARE,10004388,DEVICE REVISE POCKET,481,,"7,850.00"
BAYCARE,10004389,"DEVICE REPAIR, REMOVE, REVISE",481,,"6,970.00"
BAYCARE,10004390,PACER GENERATOR DUAL CHAMBER & LEAD(S),481,,"21,950.00"
BAYCARE,10004391,PACER INSERT/REPLACE LEVEL 1,481,,"19,890.00"
BAYCARE,10004392,RADIOLOGY S&I LEVEL 1,320,,"1,410.00"
BAYCARE,10004393,RADIOLOGY S&I LEVEL 2,320,,"3,000.00"
BAYCARE,10004394,RADIOLOGY S&I LEVEL 3,320,,"6,970.00"
BAYCARE,10004395,RADIOLOGY S&I LEVEL 4,320,,"9,900.00"
BAYCARE,10004396,RADIOLOGY S&I LEVEL 5,320,,"12,000.00"
BAYCARE,10004397,REVASCULARIZATION ILIO-FEMORAL,360,,"4,440.00"
BAYCARE,10004398,REVASCULARIZATION NON CARDIAC,360,,"12,450.00"
BAYCARE,10004399,STENT INSERTION CARDIAC,481,,"13,920.00"
BAYCARE,10004401,REPAIR STRUCTURAL HEART DEFECT,481,,"34,740.00"
BAYCARE,10004402,ULTRASOUND S&I,402,,600.00
BAYCARE,10004403,CARDIAC IMAGING,481,,"2,230.00"
BAYCARE,10004404,ULTRASOUND NON CARDIAC INTRAVASCULAR,360,,"4,090.00"
BAYCARE,10004405,VASCULAR PROCEDURE MISC LEVEL 2,360,,"4,950.00"
BAYCARE,10004406,VENA CAVA FILTER INSERT/REVISE/REM,360,,"8,000.00"
BAYCARE,10004408,ICD GENERATOR INSERTION,481,,"54,670.00"
BAYCARE,10004409,THROMBECTOMY,360,,"8,780.00"
BAYCARE,10004410,THROMBOLYSIS,360,,"5,360.00"
BAYCARE,10004411,VASCULAR PROCEDURE MISC LEVEL 1,481,,"3,950.00"
BAYCARE,10004412,EVENT RECORDER INSERTION (CATH LAB),481,,"9,630.00"
BAYCARE,10004413,EVENT RECORDER REMOVAL (CATH LAB),481,,"1,530.00"
BAYCARE,10004414,IABP INSERT (CATH LAB),481,,"11,660.00"
BAYCARE,10004416,PACER INSERT/REPLACE LEVEL 2,481,,"19,890.00"
BAYCARE,10004423,TRACHEOSTOMY INNER CANNULA,272,A4623,15.00
BAYCARE,10004430,NEEDLE POWERED BONE MARROw BX,272,C1830,585.00
BAYCARE,10004431,BRONCHIAL THERMOPLASTY 1 LOBE,360,31660,"9,270.00"
BAYCARE,10004432,BRONCHIAL THERMOPLASTY 2 LOBES OR,360,31661,"11,590.00"
BAYCARE,10004433,PERFLUTREN (DEFINITY) 1 ML,250,Q9957,310.00
BAYCARE,10004434,GENERAL HEALTH PANEL,301,80050,510.00
BAYCARE,10004442,MR CARDIAC FLOW/STRESS W/O DYE,610,75559,"4,450.00"
BAYCARE,10004443,MR CARDIAC FLOW/STRESS W/WO DYE,610,75563,"4,450.00"
BAYCARE,10004445,"BATH SALTS, SCREENING LC/MS",301,80371,135.00
BAYCARE,10004446,"NICOTINE, LC/MS",301,80323,150.00
BAYCARE,10004447,"BENZODIAZEPINES, LC/MS 1-12",301,80346,65.00
BAYCARE,10004451,PACU RECOVERY 1ST 30 MINUTES,710,,"1,060.00"
BAYCARE,10004452,PACU ADDL 30 MINUTES,710,,265.00
BAYCARE,10004455,CTA ABD/PELVIS W/DYE & POSTPROCESSING,350,74174,"5,130.00"
BAYCARE,10004456,ANALYZE PUMP PROGRAM & REFILL,360,62369,"1,080.00"
BAYCARE,10004457,ANALYZE PUMP PROGRAM REFILL MD,360,62370,"1,080.00"
BAYCARE,10004458,PARACENTESIS W/O IMAGING,360,49082,625.00
BAYCARE,10004459,PARACENTESIS W/IMAGING,360,49083,890.00
BAYCARE,10004460,PERITONEAL LAVAGE W OR WO IMAGING,360,49084,"1,250.00"
BAYCARE,10004462,SELECTIVE CATH 1ST ORDER RENAL UNILAT,360,36251,"5,800.00"
BAYCARE,10004463,SELECTIVE CATH 1ST ORDER RENAL BILAT,360,36252,"7,250.00"
BAYCARE,10004464,SELECTIVE CATH 2ND ORDER RENAL UNILAT,360,36253,"5,800.00"
BAYCARE,10004465,SELECTIVE CATH 2ND ORDER RENAL BILAT,360,36254,"7,250.00"
BAYCARE,10004466,IVC INSERT W/FLUORO/S&I,360,37191,"7,280.00"
BAYCARE,10004467,IVC REPOSITION W/FLUOROR/S&I,360,37192,"7,280.00"
BAYCARE,10004468,IVC RETRIEVE W/FLUORO/S&I,360,37193,"7,280.00"
BAYCARE,10004480,COMPRESSION DRSG FULL ARM,360,29584,270.00
BAYCARE,10004481,NEUROLYSIS FACET JOINT W/IMAGING,360,,"4,140.00"
BAYCARE,10004482,NEUROLYSIS FACET JOINT EA ADDL LEVEL,360,,"2,070.00"
BAYCARE,10004483,CHEMO INFUSION > 8HRS W/PUMP,280,96416,820.00
BAYCARE,10004484,BONE MARROW ASPIRATION,360,38220,"1,000.00"
BAYCARE,10004486,BIOPSY VAGINAL OR CERVICAL,360,,"1,360.00"
BAYCARE,10004487,COLPOSCOPY CERVIX/VAGINA,360,,"1,050.00"
BAYCARE,10004488,COLPOSCOPY CERVIX/VAGINA W/BIOPSY(S),360,,810.00
BAYCARE,10004494,RESP FLOW VOLUME LOOP,460,94375,410.00
BAYCARE,10004495,GLUCOSE MONITOR MINIMUM 72 HRS,920,95250,805.00
BAYCARE,10004506,PLETHYSMOGRAPHY LUNG VOLUMES,460,94726,630.00
BAYCARE,10004507,GAS DILUTION OR WASHOUT LUNG VOLV,460,94727,415.00
BAYCARE,10004508,AIRWAY RESISTANCE IMPULSE OSCILLIO,460,94728,415.00
BAYCARE,10004510,DIFFUSING CAPACITY,410,94729,495.00
BAYCARE,10004515,I-131 SODIUM IODIDE CAP DX/MCI,343,A9528,225.00
BAYCARE,10004516,INJECT URETHROGRAM-URETERAL CATH,320,50684,"2,800.00"
BAYCARE,10004525,STRAPPING KNEE,420,29530,195.00
BAYCARE,10004526,STRAPPING LOW BACK,420,29799,195.00
BAYCARE,10004529,SUPPLIES-VACUUM EXTRACTOR,272,,720.00
BAYCARE,10004530,THYROID CYST ASPIRATE/INJECT,360,60300,785.00
BAYCARE,10004531,US JOINT LTD NONVASCULAR EXTREMITY,402,76882,490.00
BAYCARE,10004532,US HIPS INFANT DYNAMIC,402,76885,645.00
BAYCARE,10004533,US SCREENING AAA,402,76706,655.00
BAYCARE,10004534,VARICOSE VEIN RFA 1ST,360,36475,"8,900.00"
BAYCARE,10004535,VARICOSE VEIN RFA ADDL,360,36476,"4,450.00"
BAYCARE,10004538,"CATH ABLATION, TISSUE, EXTRAVAS",272,C1886,"1,620.00"
BAYCARE,10004540,1-123 IOFLUPANE UP TO 5 MCI,343,A9584,"4,990.00"
BAYCARE,10004542,CAR SEAT TEST 1ST HOUR,410,94780,250.00
BAYCARE,10004543,CAR SEAT TEST EACH ADDL 30 MIN,410,94781,125.00
BAYCARE,10004544,EMG EXTREM/PARASPINAL +NCV LTD,922,95885,230.00
BAYCARE,10004545,EMG EXTREM/PARASPINAL +NCV COMPLETE,922,95886,230.00
BAYCARE,10004546,EMG NON-EXTREMITY MUSCLE W/NCV,922,95887,130.00
BAYCARE,10004547,EP SOMATOSENSORY ALL PERIPH NERVES,922,95938,"2,990.00"
BAYCARE,10004548,EP CENTRAL MOTOR UE AND LE,922,95939,"1,030.00"
BAYCARE,10004550,NM HEPATOBILIARY IMAGING W/WO GB,341,78226,"2,240.00"
BAYCARE,10004551,NM HEPATOBILIARY IMAGING W/MED,341,78227,"2,640.00"
BAYCARE,10004552,NM PULM VENT IMAGING AEROSOL OR GAS,341,78579,"2,000.00"
BAYCARE,10004553,NM PULM VENT & PERFUSION IMAGING,341,78582,"2,600.00"
BAYCARE,10004554,NM PULM PERFUSION QUANTATIVE DIFF,341,78597,"1,420.00"
BAYCARE,10004555,NM PULM PERFUSION & VENT QUANT DIF,341,78598,"2,090.00"
BAYCARE,10004557,ROOM CHARGE HOSPICE OR RESPITE,121,,"2,240.00"
BAYCARE,10004559,BLOOD DRAW > 3 YRS NON ROUTINE,450,36410,125.00
BAYCARE,10004563,"SODIUM FLUORIDE F-18, DX UP TO 30 MCI",343,A9580,"1,010.00"
BAYCARE,10004564,BLOOD DRAW < 3 YRS FEMORAL JUGULAR,450,36400,125.00
BAYCARE,10004565,BLOOD DRAW <3 YRS SCALP VEIN,450,36405,125.00
BAYCARE,10004566,BLOOD DRAW <3 YRS OTHER VEIN,450,36406,125.00
BAYCARE,10004570,ACTIGRAPHY STUDY 3 DAY MINIMUM,920,95803,520.00
BAYCARE,10004585,LUMBAR DECOMPRESSION,360,0275T,"11,880.00"
BAYCARE,10004589,NEUROSTIMULATOR TIBIAL NERVE,360,64566,760.00
BAYCARE,10004604,CYSTO STENT REMOVAL,360,52310,"4,140.00"
BAYCARE,10004605,"CYSTOMETROGRAM, COMPLEX",360,51726,"1,220.00"
BAYCARE,10004606,ENDOCERVICAL CURETTAGE,360,57505,735.00
BAYCARE,10004610,INSERTION OF INTRAUTERINE DEVICE,510,58300,990.00
BAYCARE,10004612,"IUD, REMOVAL",360,58301,300.00
BAYCARE,10004615,ROOM CHARGE NICU,174,,"6,160.00"
BAYCARE,10004616,SURFACTANT THERAPY,410,94610,350.00
BAYCARE,10004617,"UROFLOWMETRY, COMPLEX",360,51741,355.00
BAYCARE,10004646,ERCP DIRECT VISUALIZATION,750,43273,"4,020.00"
BAYCARE,10004649,DEVICE TISSUE LOCALIZE/EXCISE,272,C1819,"1,630.00"
BAYCARE,10004650,BILIARY ENDOSCOPY W/BIOPSY,360,47553,"4,140.00"
BAYCARE,10004655,"NITRIC OXIDE, NEONATAL PER DAY",250,,"9,830.00"
BAYCARE,10004658,CATH ASPIRATION TRACHEOBRONCHI,940,31725,585.00
BAYCARE,10004662,NEUROSTIMULATOR SACRAL NERVE,360,64561,"7,680.00"
BAYCARE,10004664,"PLEURAL CATHETER, IMPLANTED",278,C1729,"1,490.00"
BAYCARE,10004668,LEGIONEL LA PNEUMOPHILA BY PCR,306,87541,210.00
BAYCARE,10004670,ROOM CHARGE NURSERY,170,,"1,570.00"
BAYCARE,10004671,BALLOON CATHETER INSERT UTERUS,720,59899,315.00
BAYCARE,10004674,TRANSFUSION INTRAUTERINE FETAL,391,36460,"1,870.00"
BAYCARE,10004678,RRX TC99M AEROSOL UP TO 75MCI,343,A9567,200.00
BAYCARE,10004679,MISC PROCEDURE ANESTHESIA,360,64999,"2,150.00"
BAYCARE,10004692,BONE MARROW ASPIRATE W/BIOPSY,360,38222,"1,520.00"
BAYCARE,10004694,ANTI-MULLERIAN HORMONE,301,83520,250.00
BAYCARE,10004695,"COBALT, SERUM OR PLASMA",301,83018,115.00
BAYCARE,10004701,UNATTENDED E-STIM *,420,97014,95.00
BAYCARE,10004726,CYTOGENETICS DNA PROBE EA,311,88271,925.00
BAYCARE,10004728,CHROMOSOME ADDL HIGH RESOLUTION STUDY,311,88289,215.00
BAYCARE,10004735,HYDROGEL DRSG GEL FILLER PER OUNCE,623,A6248,55.00
BAYCARE,10004736,"RH IMMUNE GLOBULIN, 300 UG",250,J2790,355.00
BAYCARE,10004743,IMPLANT TISSUE MARKER PROSTATE,360,55876,"1,670.00"
BAYCARE,10004744,TITIN AB,301,83516,70.00
BAYCARE,10004745,SULFONYLUREA QUALITATIVE,301,80377,195.00
BAYCARE,10004787,DIATHERMY,420,97024,85.00
BAYCARE,10004793,DENERVATION MUSCLES BILAT MIGRAINE,360,64615,885.00
BAYCARE,10004794,TRANSCATHETER RETRIEVAL +S&I,360,37197,"5,030.00"
BAYCARE,10004795,THROMBOLYSIS ARTERIAL 1ST DAY,360,37211,"3,470.00"
BAYCARE,10004796,THROMBOLYSIS VENOUS 1ST DAY,360,37212,"3,470.00"
BAYCARE,10004797,THROMBOLYSIS ADDL DAY,360,37213,"6,070.00"
BAYCARE,10004798,THROMBOLYSIS ADDL+VESSEL CLOSE,360,37214,"6,070.00"
BAYCARE,10004799,CRITICAL CARE EA ADDL 30MIN,450,99292,540.00
BAYCARE,10004800,THORACENTESIS W/O IMAGING,360,32554,"1,780.00"
BAYCARE,10004801,THORACENTESIS W/IMAGING,360,32555,"1,990.00"
BAYCARE,10004802,PLEURAL DRAINAGE W/O IMAGING,360,32556,"1,930.00"
BAYCARE,10004803,PLEURAL DRAINAGE W/IMAGING,360,32557,"2,140.00"
BAYCARE,10004804,ANGIO CERVICOCEREBRAL ARCH,360,36221,"6,450.00"
BAYCARE,10004805,ANGIO CERVICAL CAROTID UNILAT,360,36222,"2,460.00"
BAYCARE,10004806,ANGIO CEREBRAL CAROTID UNILAT,360,36223,"7,150.00"
BAYCARE,10004807,ANGIO INT CAROTID UNI/CEREBRAL,360,36224,"3,180.00"
BAYCARE,10004808,ANGIO VERTEBRAL NON-SELECT,360,36225,"3,160.00"
BAYCARE,10004809,ANGIO VERTEBRAL SELECTIVE,360,36226,"2,840.00"
BAYCARE,10004810,ANGIO CAROTID EXT UNILAT,360,36227,"6,700.00"
BAYCARE,10004811,ANGIO INTRACRANIAL EA ADDL,360,36228,"3,350.00"
BAYCARE,10004818,NM THYROID IMAGING INCL VASC FLOW,341,78013,"1,170.00"
BAYCARE,10004819,NM THYROID IMAGING SGL/MULTIPLE,341,78014,"1,750.00"
BAYCARE,10004820,NM PARATHYROID IMAGING W/SPECT,341,78071,"2,200.00"
BAYCARE,10004821,NM PARATHYROID IMAGING W/SPECT+CT,341,78072,"2,470.00"
BAYCARE,10004822,FECAL TRANSPLANT,750,44705,840.00
BAYCARE,10004823,OVA1 OVARIAN CANCER AG,300,84999,"1,000.00"
BAYCARE,10004824,ALPHA GALACTOSIDASE,301,82657,415.00
BAYCARE,10004825,EVEROLIMUS,301,80169,295.00
BAYCARE,10004826,POSACOMAZOLE,301,80187,245.00
BAYCARE,10004827,VORICONAZOLE,301,80285,245.00
BAYCARE,10004843,NERVE CONDUCTION STUDIES 3-4,920,95908,"1,090.00"
BAYCARE,10004844,NERVE CONDUCTION STUDIES 5-6,920,95909,"1,910.00"
BAYCARE,10004845,NERVE CONDUCTION STUDIES 7-8,920,95910,"2,320.00"
BAYCARE,10004846,NERVE CONDUCTION STUDIES 9-10,920,95911,"2,860.00"
BAYCARE,10004847,NERVE CONDUCTION STUDIES 11-12,920,95912,"3,550.00"
BAYCARE,10004848,NERVE CONDUCTION STUDIES 13 OR >,920,95913,"4,350.00"
BAYCARE,10004850,"1,3 BETA-D GLUCAN ASSAY",306,87449,210.00
BAYCARE,10004853,CANAVAN DISEASE GENE ANALYSIS,300,81200,290.00
BAYCARE,10004854,BCR/ABL1 MAJOR BREAKPT QUANT,300,81206,810.00
BAYCARE,10004855,BLOOM SYNDROME GENE ANALYSIS,300,81209,280.00
BAYCARE,10004856,BRAF GENE ANALYSIS,300,81210,420.00
BAYCARE,10004858,HB CYSTIC FIBROSIS GENE ANALYSIS,300,81220,420.00
BAYCARE,10004859,CYP2C19 (CYTOCHROME P450),300,81225,"1,080.00"
BAYCARE,10004860,CYTOGENOMIC MICROARRAY SNP,300,81229,"2,680.00"
BAYCARE,10004861,EGFR GENE ANALYSIS,300,81235,775.00
BAYCARE,10004862,F2 GENE ANALYSIS,300,81240,205.00
BAYCARE,10004863,F5 LEIDEN GENE ANALYSIS,300,81241,255.00
BAYCARE,10004864,FANCC GENE ANALYSIS,300,81242,280.00
BAYCARE,10004865,FRAGILE X METHYLATION STATUS,300,81244,595.00
BAYCARE,10004866,GAUCHER DISEASE GENE ANALYSIS,300,81251,290.00
BAYCARE,10004867,CONNEXIN 26 GENE ANALYSIS,300,81252,"1,270.00"
BAYCARE,10004868,TAY SACHS DISEASE GENE ANALYSIS,300,81255,225.00
BAYCARE,10004869,HFE GENE ANALYSIS,300,81256,225.00
BAYCARE,10004870,IKBKAP GENE ANALYSIS,300,81260,255.00
BAYCARE,10004871,IGH B-CELL GENE REARRANGEMENT,300,81261,630.00
BAYCARE,10004873,MATERNAL CELL CONTAMINATION,300,81265,690.00
BAYCARE,10004874,JAK2 GENE ANALYSIS,300,81270,805.00
BAYCARE,10004875,KRAS GENE ANALYSIS,300,81275,470.00
BAYCARE,10004876,MCOLN1 GENE ANALYSIS,300,81290,290.00
BAYCARE,10004877,MTHFR GENE ANALYSIS,300,81291,180.00
BAYCARE,10004878,MICROSATELLITE INSTABILITY ANALYSIS,300,81301,925.00
BAYCARE,10004879,NIEMANN PICK DISEASE GENE ANALYSIS,300,81330,290.00
BAYCARE,10004880,T-CELL ANTIGEN RECEPTOR BETA,300,81340,640.00
BAYCARE,10004881,T-CELL ANTIGEN RECEPTOR GAMMA,300,81342,615.00
BAYCARE,10004882,"HLA CLASS I TYPING, LOW RES",300,81373,355.00
BAYCARE,10004883,HLA CLASS I EACH ANTIGEN,300,81374,290.00
BAYCARE,10004884,HLA CLASS II LOW RES DRB & DQB,300,81375,690.00
BAYCARE,10004885,"HLA CLASS II TYPING, LOW RES",300,81376,380.00
BAYCARE,10004888,TPMT DRUG METABOLISM,310,81401,945.00
BAYCARE,10004889,MLH1 PROMOTER METHYLATION,300,81288,620.00
BAYCARE,10004890,AB TO HLA PHENOTYPE CLASS I,302,86830,325.00
BAYCARE,10004891,AB TO HLA PHENOTYPE CLASS II,302,86831,325.00
