Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBS_KS_2022,HEALTH_PARTNERS,HUMANA_MEDICARE,UHC_MILITARY___VA,UHC_VA_CCN,WPPA
5258348_1,Serum Protein Electrophoresis(SPEP) - AMS,Inpatient,0309,84165,"Protein; electrophoretic fractionation and quantitation, serum",,0,126.00,126.00,51.86,126.00,N/A,110.88,N/A,N/A,N/A,122.22
5258348_1,Serum Protein Electrophoresis(SPEP) - AMS,Outpatient,0309,84165,"Protein; electrophoretic fractionation and quantitation, serum",,0,126.00,126.00,51.86,126.00,51.86,110.88,126.00,0.00,N/A,122.22
5259988_2,99211C Nurse Visit Other,ProFee,0989,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,521.00,521.00,8.99,521.00,N/A,458.48,8.99,N/A,N/A,0.00
5259988_3,99211C Nurse Visit Other,ProFee,0989,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,983.00,983.00,8.99,983.00,N/A,865.04,8.99,N/A,N/A,0.00
5260002_1,esomeprazole 40 mg IV Inj [KWKS],Inpatient,0259,,,,0,25.00,25.00,22.00,25.00,N/A,22.00,N/A,N/A,N/A,24.25
5260002_1,esomeprazole 40 mg IV Inj [KWKS],Outpatient,0259,,,,0,25.00,25.00,22.00,25.00,N/A,22.00,25.00,N/A,N/A,24.25
5260003_1,gabapentin 300 mg Cap UD [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5260003_1,gabapentin 300 mg Cap UD [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5261894_1,Iron - AMS,Inpatient,0309,83540,Iron,,0,50.00,50.00,32.98,50.00,N/A,44.00,N/A,N/A,N/A,48.50
5261894_1,Iron - AMS,Outpatient,0309,83540,Iron,,0,50.00,50.00,32.98,50.00,32.98,44.00,50.00,0.00,N/A,48.50
5261895_1,Ferritin - AMS,Inpatient,0309,82728,Ferritin,,0,165.00,165.00,68.51,165.00,N/A,145.20,N/A,N/A,N/A,160.05
5261895_1,Ferritin - AMS,Outpatient,0309,82728,Ferritin,,0,165.00,165.00,68.51,165.00,68.51,145.20,165.00,0.00,N/A,160.05
5261896_1,Iron Profile - AMS,Inpatient,0309,83540,Iron,,0,50.00,50.00,32.98,50.00,N/A,44.00,N/A,N/A,N/A,48.50
5261896_1,Iron Profile - AMS,Outpatient,0309,83540,Iron,,0,50.00,50.00,32.98,50.00,32.98,44.00,50.00,0.00,N/A,48.50
5265904_1,metoprolol 1 mg/mL Inj Sol 5 mL [KWKS],Inpatient,0259,,,,0,15.00,15.00,13.20,15.00,N/A,13.20,N/A,N/A,N/A,14.55
5265904_1,metoprolol 1 mg/mL Inj Sol 5 mL [KWKS],Outpatient,0259,,,,0,15.00,15.00,13.20,15.00,N/A,13.20,15.00,N/A,N/A,14.55
5266097_1,87205 Gram Stain AMS,Inpatient,0309,87205,"Smear, primary source with interpretation; Gram or Giemsa stain for bacteria, fungi, or cell types",,0,50.00,50.00,18.72,50.00,N/A,44.00,N/A,N/A,N/A,48.50
5266097_1,87205 Gram Stain AMS,Outpatient,0309,87205,"Smear, primary source with interpretation; Gram or Giemsa stain for bacteria, fungi, or cell types",,0,50.00,50.00,18.72,50.00,18.72,44.00,50.00,0.00,N/A,48.50
5267930_1,fosphenytoin 100 mgPE/2 mL Sol 2 mL [KWKS],Inpatient,0636,Q2009,Fosphenytoin inj pe,,0,15.00,15.00,7.58,15.00,N/A,13.20,N/A,N/A,N/A,14.55
5267930_1,fosphenytoin 100 mgPE/2 mL Sol 2 mL [KWKS],Outpatient,0636,Q2009,Fosphenytoin inj pe,,0,15.00,15.00,7.58,15.00,7.58,13.20,15.00,0.00,N/A,14.55
5268058_1,TR 10160 PUNCTURE ASPIRATION OF ABSCESS,Ambulatory Surgical,0761,10160,"Puncture aspiration of abscess, hematoma, bulla, or cyst",,0,1195.00,1195.00,1051.60,1195.00,0.00,1051.60,1195.00,0.00,N/A,1159.15
5268058_1,TR 10160 PUNCTURE ASPIRATION OF ABSCESS,Inpatient,0761,10160,"Puncture aspiration of abscess, hematoma, bulla, or cyst",,0,1195.00,1195.00,1051.60,1195.00,N/A,1051.60,N/A,N/A,N/A,1159.15
5274070_1,bumetanide 0.25 mg/mL Sol 10 mL [KWKS],Inpatient,0259,,,,0,3.80,3.80,3.34,3.80,N/A,3.34,N/A,N/A,N/A,3.69
5274070_1,bumetanide 0.25 mg/mL Sol 10 mL [KWKS],Outpatient,0259,,,,0,3.80,3.80,3.34,3.80,N/A,3.34,3.80,N/A,N/A,3.69
5281933_1,cyanocobalamin 1000 mcg/mL Inj Sol 1 mL [KWKS],Inpatient,0636,J3420,Vitamin b12 injection,,0,15.00,15.00,3.08,15.00,N/A,13.20,N/A,N/A,N/A,14.55
5281933_1,cyanocobalamin 1000 mcg/mL Inj Sol 1 mL [KWKS],Outpatient,0636,J3420,Vitamin b12 injection,,0,15.00,15.00,3.08,15.00,3.08,13.20,15.00,0.00,N/A,14.55
5281934_1,sodium chloride 0.9% Inj Sol 20 mL [KWKS],Inpatient,0258,A4216,"Sterile water/saline, 10 ml",,0,15.00,15.00,1.73,15.00,N/A,13.20,N/A,N/A,N/A,14.55
5281934_1,sodium chloride 0.9% Inj Sol 20 mL [KWKS],Outpatient,0258,A4216,"Sterile water/saline, 10 ml",,0,15.00,15.00,1.73,15.00,1.73,13.20,15.00,0.00,N/A,14.55
5282025_1,prednisoLONE sodium phosphate 5 mg/5 mL Oral Liq [KWKS],Inpatient,0250,J7510,Prednisolone oral per 5 mg,,0,129.93,129.93,0.25,129.93,N/A,114.34,N/A,N/A,N/A,126.03
5282025_1,prednisoLONE sodium phosphate 5 mg/5 mL Oral Liq [KWKS],Outpatient,0250,J7510,Prednisolone oral per 5 mg,,0,129.93,129.93,0.25,129.93,0.25,114.34,129.93,0.00,N/A,126.03
5282088_1,Epstein-Bar Virus Serology - AMS,Inpatient,0309,86664,"Antibody; Epstein-Barr (EB) virus, nuclear antigen (EBNA)",,0,603.00,603.00,80.56,603.00,N/A,530.64,N/A,N/A,N/A,584.91
5282088_1,Epstein-Bar Virus Serology - AMS,Outpatient,0309,86664,"Antibody; Epstein-Barr (EB) virus, nuclear antigen (EBNA)",,0,603.00,603.00,80.56,603.00,80.56,530.64,603.00,0.00,N/A,584.91
5282089_1,"CMV DNA QT, Plasma - AMS",Inpatient,0309,87497,"Infectious agent detection by nucleic acid (DNA or RNA); cytomegalovirus, quantification",,0,276.00,276.00,118.31,276.00,N/A,242.88,N/A,N/A,N/A,267.72
5282089_1,"CMV DNA QT, Plasma - AMS",Outpatient,0309,87497,"Infectious agent detection by nucleic acid (DNA or RNA); cytomegalovirus, quantification",,0,276.00,276.00,118.31,276.00,118.31,242.88,276.00,0.00,N/A,267.72
5292213_1,Helicobacter IgG - AMS,Inpatient,0309,86677,Antibody; Helicobacter pylori,,0,47.07,47.07,41.42,51.17,N/A,41.42,N/A,N/A,N/A,45.66
5292213_1,Helicobacter IgG - AMS,Outpatient,0309,86677,Antibody; Helicobacter pylori,,0,47.07,47.07,41.42,51.17,51.17,41.42,47.07,0.00,N/A,45.66
5293973_1,T3 Free - AMS,Inpatient,0309,84481,Triiodothyronine T3; free,,0,131.00,131.00,108.45,131.00,N/A,115.28,N/A,N/A,N/A,127.07
5293973_1,T3 Free - AMS,Outpatient,0309,84481,Triiodothyronine T3; free,,0,131.00,131.00,108.45,131.00,108.45,115.28,131.00,0.00,N/A,127.07
5295894_1,Fecal Leukocyte Stain - AMS,Inpatient,0309,89055,"Leukocyte assessment, fecal, qualitative or semiquantitative",,0,90.00,90.00,19.38,90.00,N/A,79.20,N/A,N/A,N/A,87.30
5295894_1,Fecal Leukocyte Stain - AMS,Outpatient,0309,89055,"Leukocyte assessment, fecal, qualitative or semiquantitative",,0,90.00,90.00,19.38,90.00,19.38,79.20,90.00,0.00,N/A,87.30
5295905_1,EPINEPHrine 1 mg/mL Inj Sol [KWKS],Inpatient,0636,J0171,Adrenalin epinephrine inject,,0,25.00,25.00,1.42,25.00,N/A,22.00,N/A,N/A,N/A,24.25
5295905_1,EPINEPHrine 1 mg/mL Inj Sol [KWKS],Outpatient,0636,J0171,Adrenalin epinephrine inject,,0,25.00,25.00,1.42,25.00,1.42,22.00,25.00,0.00,N/A,24.25
5296146_1,C. difficile Antigen Test - AMS,Inpatient,0309,87324,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Clostridium difficile toxin(s)",,0,151.00,151.00,70.59,151.00,N/A,132.88,N/A,N/A,N/A,146.47
5296146_1,C. difficile Antigen Test - AMS,Outpatient,0309,87324,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Clostridium difficile toxin(s)",,0,151.00,151.00,70.59,151.00,70.59,132.88,151.00,0.00,N/A,146.47
5299930_1,86901 Blood Type RH(D) AMS,Inpatient,0309,86901,"Blood typing, serologic; Rh (D)",,0,60.00,60.00,20.89,60.00,N/A,52.80,N/A,N/A,N/A,58.20
5299930_1,86901 Blood Type RH(D) AMS,Outpatient,0309,86901,"Blood typing, serologic; Rh (D)",,0,60.00,60.00,20.89,60.00,20.89,52.80,60.00,0.00,N/A,58.20
5299949_1,85611 Protime-Substitution/Plasma Frac,Inpatient,0309,85611,"Prothrombin time; substitution, plasma fractions, each",,0,97.00,97.00,20.44,97.00,N/A,85.36,N/A,N/A,N/A,94.09
5299949_1,85611 Protime-Substitution/Plasma Frac,Outpatient,0309,85611,"Prothrombin time; substitution, plasma fractions, each",,0,97.00,97.00,20.44,97.00,20.44,85.36,97.00,0.00,N/A,94.09
5305940_1,86900 Blood Type ABO AMS,Inpatient,0309,86900,"Blood typing, serologic; ABO",,0,65.00,65.00,21.29,65.00,N/A,57.20,N/A,N/A,N/A,63.05
5305940_1,86900 Blood Type ABO AMS,Outpatient,0309,86900,"Blood typing, serologic; ABO",,0,65.00,65.00,21.29,65.00,21.29,57.20,65.00,0.00,N/A,63.05
5305941_1,86850 Antibody Screening RBC AMS,Inpatient,0309,86850,"Antibody screen, RBC, each serum technique",,0,181.00,181.00,27.56,181.00,N/A,159.28,N/A,N/A,N/A,175.57
5305941_1,86850 Antibody Screening RBC AMS,Outpatient,0309,86850,"Antibody screen, RBC, each serum technique",,0,181.00,181.00,27.56,181.00,27.56,159.28,181.00,0.00,N/A,175.57
5308060_1,oseltamivir 6 mg/mL Pow 60 mL [KWKS],Inpatient,0250,,,,0,103.32,103.32,90.92,103.32,N/A,90.92,N/A,N/A,N/A,100.22
5308060_1,oseltamivir 6 mg/mL Pow 60 mL [KWKS],Outpatient,0250,,,,0,103.32,103.32,90.92,103.32,N/A,90.92,103.32,N/A,N/A,100.22
5315184_1,etomidate 2 mg/mL IV Sol 10 mL Vial [KWKS],Inpatient,0259,,,,0,15.00,15.00,13.20,15.00,N/A,13.20,N/A,N/A,N/A,14.55
5315184_1,etomidate 2 mg/mL IV Sol 10 mL Vial [KWKS],Outpatient,0259,,,,0,15.00,15.00,13.20,15.00,N/A,13.20,15.00,N/A,N/A,14.55
5315935_1,pantoprazole 40 mg IV Pow [KWKS],Inpatient,0259,S0164,Injection pantroprazole,,0,15.00,15.00,8.07,15.00,N/A,13.20,N/A,N/A,N/A,14.55
5315935_1,pantoprazole 40 mg IV Pow [KWKS],Outpatient,0259,S0164,Injection pantroprazole,,0,15.00,15.00,8.07,15.00,8.07,13.20,15.00,0.00,N/A,14.55
5315936_1,sulfamethoxazole-trimethoprim 200 mg-40 mg/5 mL Oral Susp 473 mL [KWKS],Inpatient,0250,,,,0,188.14,188.14,165.56,188.14,N/A,165.56,N/A,N/A,N/A,182.50
5315936_1,sulfamethoxazole-trimethoprim 200 mg-40 mg/5 mL Oral Susp 473 mL [KWKS],Outpatient,0250,,,,0,188.14,188.14,165.56,188.14,N/A,165.56,188.14,N/A,N/A,182.50
5315937_1,carvedilol 3.125 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5315937_1,carvedilol 3.125 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5315938_1,isosorbide dinitrate 20 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5315938_1,isosorbide dinitrate 20 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5316009_1,rOPINIRole 2 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5316009_1,rOPINIRole 2 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5316010_1,clarithromycin 500 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5316010_1,clarithromycin 500 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5316011_1,cilostazol 100 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5316011_1,cilostazol 100 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5316012_1,nitroglycerin 0.2 mg/hr Patch [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5316012_1,nitroglycerin 0.2 mg/hr Patch [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5316013_1,levothyroxine 50 mcg (0.05 mg) Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5316013_1,levothyroxine 50 mcg (0.05 mg) Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5316014_1,moxifloxacin 400 mg/250 mL IV Sol [KWKS],Inpatient,0636,J2280,"Inj, moxifloxacin 100 mg",,0,88.07,88.07,18.04,88.07,N/A,77.50,N/A,N/A,N/A,85.43
5316014_1,moxifloxacin 400 mg/250 mL IV Sol [KWKS],Outpatient,0636,J2280,"Inj, moxifloxacin 100 mg",,0,88.07,88.07,18.04,88.07,18.04,77.50,88.07,0.00,N/A,85.43
5316076_1,epoetin alfa 20000 units/mL Sol MDV 1 mL [KWKS],Inpatient,0636,J0885,"Epoetin alfa, non-esrd",,0,570.00,570.00,14.76,570.00,N/A,501.60,N/A,N/A,N/A,552.90
5316076_1,epoetin alfa 20000 units/mL Sol MDV 1 mL [KWKS],Outpatient,0636,J0885,"Epoetin alfa, non-esrd",,0,570.00,570.00,14.76,570.00,14.76,501.60,570.00,0.00,N/A,552.90
5318107_1,TR 11313 SHAVE LESION FEL OVER 2.0CM,Ambulatory Surgical,0761,11313,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter over 2.0 cm",,0,440.00,440.00,387.20,440.00,0.00,387.20,440.00,0.00,N/A,426.80
5318107_1,TR 11313 SHAVE LESION FEL OVER 2.0CM,Inpatient,0761,11313,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter over 2.0 cm",,0,440.00,440.00,387.20,440.00,N/A,387.20,N/A,N/A,N/A,426.80
5319951_1,cefepime 1 g Inj Vial 1 EA [KWKS],Inpatient,0636,J0692,Cefepime hcl for injection,,0,25.00,25.00,4.46,25.00,N/A,22.00,N/A,N/A,N/A,24.25
5319951_1,cefepime 1 g Inj Vial 1 EA [KWKS],Outpatient,0636,J0692,Cefepime hcl for injection,,0,25.00,25.00,4.46,25.00,4.46,22.00,25.00,0.00,N/A,24.25
5321859_1,Vitamin B Complex Cap [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5321859_1,Vitamin B Complex Cap [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5321860_1,bupivacaine 0.25% PF Inj Sol 10 mL [KWKS],Inpatient,0259,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5321860_1,bupivacaine 0.25% PF Inj Sol 10 mL [KWKS],Outpatient,0259,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5324027_1,ARIPiprazole 5 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5324027_1,ARIPiprazole 5 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5324028_1,calcium gluconate 100 mg/mL Sol,Inpatient,0636,J0610,Calcium gluconate injection,,0,25.00,25.00,6.44,25.00,N/A,22.00,N/A,N/A,N/A,24.25
5324028_1,calcium gluconate 100 mg/mL Sol,Outpatient,0636,J0610,Calcium gluconate injection,,0,25.00,25.00,6.44,25.00,6.44,22.00,25.00,0.00,N/A,24.25
5324029_1,ondansetron ODT 4 mg Tab [KWKS],Inpatient,0250,Q0162,Ondansetron oral,,0,2.10,2.10,0.35,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5324029_1,ondansetron ODT 4 mg Tab [KWKS],Outpatient,0250,Q0162,Ondansetron oral,,0,2.10,2.10,0.35,2.10,0.35,1.85,2.10,0.00,N/A,2.04
5328237_1,ciprofloxacin 400 mg/200 mL D5W IV Sol [KWKS],Inpatient,0636,J0744,Ciprofloxacin iv,,0,25.00,25.00,3.72,25.00,N/A,22.00,N/A,N/A,N/A,24.25
5328237_1,ciprofloxacin 400 mg/200 mL D5W IV Sol [KWKS],Outpatient,0636,J0744,Ciprofloxacin iv,,0,25.00,25.00,3.72,25.00,3.72,22.00,25.00,0.00,N/A,24.25
5328247_1,insulin lispro (Humalog Kwik Pen) 100 units/mL Sol [KWKS],Inpatient,0636,J1815,Insulin injection,,0,41.71,41.71,1.48,41.71,N/A,36.70,N/A,N/A,N/A,40.46
5328247_1,insulin lispro (Humalog Kwik Pen) 100 units/mL Sol [KWKS],Outpatient,0636,J1815,Insulin injection,,0,41.71,41.71,1.48,41.71,1.48,36.70,41.71,0.00,N/A,40.46
5328351_1,vancomycin 125 mg Cap [KWKS],Inpatient,0250,,,,0,24.98,24.98,21.98,24.98,N/A,21.98,N/A,N/A,N/A,24.23
5328351_1,vancomycin 125 mg Cap [KWKS],Outpatient,0250,,,,0,24.98,24.98,21.98,24.98,N/A,21.98,24.98,N/A,N/A,24.23
5328352_1,prednisoLONE ophthalmic acetate 1% Sus,Inpatient,0250,,,,0,54.92,54.92,48.33,54.92,N/A,48.33,N/A,N/A,N/A,53.27
5328352_1,prednisoLONE ophthalmic acetate 1% Sus,Outpatient,0250,,,,0,54.92,54.92,48.33,54.92,N/A,48.33,54.92,N/A,N/A,53.27
5328353_1,vancomycin 1 g IV Inj [KWKS],Inpatient,0636,J3370,Vancomycin hcl injection,,0,15.00,15.00,6.16,15.00,N/A,13.20,N/A,N/A,N/A,14.55
5328353_1,vancomycin 1 g IV Inj [KWKS],Outpatient,0636,J3370,Vancomycin hcl injection,,0,15.00,15.00,6.16,15.00,6.16,13.20,15.00,0.00,N/A,14.55
5328466_1,dabigatran 150 mg Cap [KWKS],Inpatient,0250,,,,0,12.97,12.97,11.41,12.97,N/A,11.41,N/A,N/A,N/A,12.58
5328466_1,dabigatran 150 mg Cap [KWKS],Outpatient,0250,,,,0,12.97,12.97,11.41,12.97,N/A,11.41,12.97,N/A,N/A,12.58
5329035_1,diltiazem ER 180 mg Cap [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5329035_1,diltiazem ER 180 mg Cap [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5329211_1,morphine 4 mg/mL preservative-free Sol [KWKS],Inpatient,0636,J2270,Morphine sulfate injection,,0,15.00,15.00,5.27,15.00,N/A,13.20,N/A,N/A,N/A,14.55
5329211_1,morphine 4 mg/mL preservative-free Sol [KWKS],Outpatient,0636,J2270,Morphine sulfate injection,,0,15.00,15.00,5.27,15.00,5.27,13.20,15.00,0.00,N/A,14.55
5329368_1,Sodium Chloride 0.9% Sol 1000 mL [KWKS],Inpatient,0636,J7030,Normal saline solution infus,,0,15.00,15.00,4.56,15.00,N/A,13.20,N/A,N/A,N/A,14.55
5329368_1,Sodium Chloride 0.9% Sol 1000 mL [KWKS],Outpatient,0636,J7030,Normal saline solution infus,,0,15.00,15.00,4.56,15.00,4.56,13.20,15.00,0.00,N/A,14.55
5329401_1,sterile water Inj Sol 50 mL [KWKS],Inpatient,0250,A4217,"Sterile water/saline, 500 ml",,0,15.00,15.00,4.23,15.00,N/A,13.20,N/A,N/A,N/A,14.55
5329401_1,sterile water Inj Sol 50 mL [KWKS],Outpatient,0250,A4217,"Sterile water/saline, 500 ml",,0,15.00,15.00,4.23,15.00,4.23,13.20,15.00,0.00,N/A,14.55
5329728_1,70486 CT Maxillofacial w/o Contrast,Inpatient,0350,70486,"Computed tomography, maxillofacial area; without contrast material",,0,800.00,800.00,588.90,800.00,N/A,704.00,N/A,N/A,N/A,776.00
5329728_1,70486 CT Maxillofacial w/o Contrast,Outpatient,0350,70486,"Computed tomography, maxillofacial area; without contrast material",,0,800.00,800.00,588.90,800.00,588.90,704.00,800.00,0.00,N/A,776.00
5329735_1,70490 CT Soft Tissue Neck w/o Contrast,Inpatient,0350,70490,"Computed tomography, soft tissue neck; without contrast material",,0,800.00,800.00,588.90,800.00,N/A,704.00,N/A,N/A,N/A,776.00
5329735_1,70490 CT Soft Tissue Neck w/o Contrast,Outpatient,0350,70490,"Computed tomography, soft tissue neck; without contrast material",,0,800.00,800.00,588.90,800.00,588.90,704.00,800.00,0.00,N/A,776.00
5329751_1,70480 CT Orbit/Sella w/o Contrast,Inpatient,0350,70480,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; without contrast material",,0,800.00,800.00,588.90,800.00,N/A,704.00,N/A,N/A,N/A,776.00
5329751_1,70480 CT Orbit/Sella w/o Contrast,Outpatient,0350,70480,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; without contrast material",,0,800.00,800.00,588.90,800.00,588.90,704.00,800.00,0.00,N/A,776.00
5329756_1,70481 CT Orbit/Sella w/Contrast,Inpatient,0350,70481,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; with contrast material(s)",,0,923.00,923.00,588.90,923.00,N/A,812.24,N/A,N/A,N/A,895.31
5329756_1,70481 CT Orbit/Sella w/Contrast,Outpatient,0350,70481,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; with contrast material(s)",,0,923.00,923.00,588.90,923.00,588.90,812.24,923.00,0.00,N/A,895.31
5329791_1,74170 CT Abdomen wo/w Contrast,Inpatient,0350,74170,"Computed tomography, abdomen; without contrast material, followed by contrast material(s) and further sections",,0,925.00,925.00,588.90,925.00,N/A,814.00,N/A,N/A,N/A,897.25
5329791_1,74170 CT Abdomen wo/w Contrast,Outpatient,0350,74170,"Computed tomography, abdomen; without contrast material, followed by contrast material(s) and further sections",,0,925.00,925.00,588.90,925.00,588.90,814.00,925.00,0.00,N/A,897.25
5329801_1,74160 CT Abdomen w/Contrast,Inpatient,0350,74160,"Computed tomography, abdomen; with contrast material(s)",,0,923.00,923.00,588.90,923.00,N/A,812.24,N/A,N/A,N/A,895.31
5329801_1,74160 CT Abdomen w/Contrast,Outpatient,0350,74160,"Computed tomography, abdomen; with contrast material(s)",,0,923.00,923.00,588.90,923.00,588.90,812.24,923.00,0.00,N/A,895.31
5329818_1,72128 CT Thoracic Spine w/o Contrast,Inpatient,0350,72128,"Computed tomography, thoracic spine; without contrast material",,0,800.00,800.00,588.90,800.00,N/A,704.00,N/A,N/A,N/A,776.00
5329818_1,72128 CT Thoracic Spine w/o Contrast,Outpatient,0350,72128,"Computed tomography, thoracic spine; without contrast material",,0,800.00,800.00,588.90,800.00,588.90,704.00,800.00,0.00,N/A,776.00
5329819_1,72129 CT Thoracic Spine w/Contrast,Inpatient,0350,72129,"Computed tomography, thoracic spine; with contrast material",,0,923.00,923.00,588.90,923.00,N/A,812.24,N/A,N/A,N/A,895.31
5329819_1,72129 CT Thoracic Spine w/Contrast,Outpatient,0350,72129,"Computed tomography, thoracic spine; with contrast material",,0,923.00,923.00,588.90,923.00,588.90,812.24,923.00,0.00,N/A,895.31
5329820_1,72130 Thoracic Spine w/o & w/Contrast,Inpatient,0350,72130,"Computed tomography, thoracic spine; without contrast material, followed by contrast material(s) and further sections",,0,925.00,925.00,588.90,925.00,N/A,814.00,N/A,N/A,N/A,897.25
5329820_1,72130 Thoracic Spine w/o & w/Contrast,Outpatient,0350,72130,"Computed tomography, thoracic spine; without contrast material, followed by contrast material(s) and further sections",,0,925.00,925.00,588.90,925.00,588.90,814.00,925.00,0.00,N/A,897.25
5330301_1,glimepiride 1 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5330301_1,glimepiride 1 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5330485_1,digoxin 250 mcg/mL (0.25 mg/mL) Inj Sol 2 mL [KWKS],Inpatient,0636,J1160,Digoxin injection,,0,25.00,25.00,8.26,25.00,N/A,22.00,N/A,N/A,N/A,24.25
5330485_1,digoxin 250 mcg/mL (0.25 mg/mL) Inj Sol 2 mL [KWKS],Outpatient,0636,J1160,Digoxin injection,,0,25.00,25.00,8.26,25.00,8.26,22.00,25.00,0.00,N/A,24.25
5330486_1,ceFAZolin 1 g Inj Vial [KWKS],Inpatient,0636,J0690,Cefazolin sodium injection,,0,15.00,15.00,1.61,15.00,N/A,13.20,N/A,N/A,N/A,14.55
5330486_1,ceFAZolin 1 g Inj Vial [KWKS],Outpatient,0636,J0690,Cefazolin sodium injection,,0,15.00,15.00,1.61,15.00,1.61,13.20,15.00,0.00,N/A,14.55
5330487_1,glipiZIDE 10 mg Tab UD [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5330487_1,glipiZIDE 10 mg Tab UD [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5330488_1,rOPINIRole 0.5 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
