Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Aetna_,Aetna_Better_Health,BCBS_BLUE_CHOICE,BCBS_CAP,HEALTH_PARTNERS_OF_KS__HPK_,Providrs_Care__WPPA_,United_Healthcare
4337713_1,ER 11750 EXCIS NAIL & MATRIX PART/COMP,Emergency,0450,11750,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal",,0,350.0000,350.0000,203.0000,518.7600,315.0000,203.0000,485.4500,511.0000,332.5000,518.7600,332.5000
4337713_1,ER 11750 EXCIS NAIL & MATRIX PART/COMP,Inpatient,0450,11750,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal",,0,350.0000,350.0000,203.0000,518.7600,315.0000,N/A,297.5000,N/A,332.5000,N/A,332.5000
4337714_1,ER 11765 EXCISION OF NAIL FOLD TOE,Emergency,0450,11765,"Wedge excision of skin of nail fold (eg, for ingrown toenail)",,0,350.0000,350.0000,203.0000,686.0000,315.0000,203.0000,651.7000,686.0000,332.5000,518.7600,332.5000
4337714_1,ER 11765 EXCISION OF NAIL FOLD TOE,Inpatient,0450,11765,"Wedge excision of skin of nail fold (eg, for ingrown toenail)",,0,350.0000,350.0000,203.0000,686.0000,315.0000,N/A,297.5000,N/A,332.5000,N/A,332.5000
4337715_1,ER 12002 SIMPLE RPR STHF 2.6CM-7.5CM,Emergency,0450,12002,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 2.6 cm to 7.5 cm",,0,567.5000,567.5000,269.3250,567.5000,510.7500,329.1500,430.3500,453.0000,539.1250,269.3250,539.1250
4337715_1,ER 12002 SIMPLE RPR STHF 2.6CM-7.5CM,Inpatient,0450,12002,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 2.6 cm to 7.5 cm",,0,567.5000,567.5000,269.3250,567.5000,510.7500,N/A,482.3750,N/A,539.1250,N/A,539.1250
4337716_1,ER 12004 SIMPLE RPR STHF 7.6CM-12.5CM,Emergency,0450,12004,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 7.6 cm to 12.5 cm",,0,384.5000,384.5000,223.0100,572.0000,346.0500,223.0100,543.4000,572.0000,365.2750,269.3250,365.2750
4337716_1,ER 12004 SIMPLE RPR STHF 7.6CM-12.5CM,Inpatient,0450,12004,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 7.6 cm to 12.5 cm",,0,384.5000,384.5000,223.0100,572.0000,346.0500,N/A,326.8250,N/A,365.2750,N/A,365.2750
4337717_1,ER 12005 SIMPLE RPR STHF 12.6-20CM,Emergency,0450,12005,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 12.6 cm to 20.0 cm",,0,265.0000,265.0000,153.7000,801.0000,238.5000,153.7000,760.9500,801.0000,251.7500,518.7600,251.7500
4337717_1,ER 12005 SIMPLE RPR STHF 12.6-20CM,Inpatient,0450,12005,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 12.6 cm to 20.0 cm",,0,265.0000,265.0000,153.7000,801.0000,238.5000,N/A,225.2500,N/A,251.7500,N/A,251.7500
4337718_1,ER 12006 RPR SIMP S/N/A/GN/TRK20.1-30.0CM,Emergency,0450,12006,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 20.1 cm to 30.0 cm",,0,320.0000,320.0000,185.6000,1523.0000,288.0000,185.6000,1446.8500,1523.0000,304.0000,518.7600,304.0000
4337718_1,ER 12006 RPR SIMP S/N/A/GN/TRK20.1-30.0CM,Inpatient,0450,12006,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 20.1 cm to 30.0 cm",,0,320.0000,320.0000,185.6000,1523.0000,288.0000,N/A,272.0000,N/A,304.0000,N/A,304.0000
4337719_1,ER 12007 RPR SIMP  S/N/A/G/TRNK >30.0 CM,Emergency,0450,12007,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); over 30.0 cm",,0,1400.0000,1400.0000,269.3250,1523.0000,1260.0000,812.0000,1446.8500,1523.0000,1330.0000,269.3250,1330.0000
4337719_1,ER 12007 RPR SIMP  S/N/A/G/TRNK >30.0 CM,Inpatient,0450,12007,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); over 30.0 cm",,0,1400.0000,1400.0000,269.3250,1523.0000,1260.0000,N/A,1190.0000,N/A,1330.0000,N/A,1330.0000
4337720_1,ER 12011 SIMPLE RPR FACE 2.5CM OR LESS,Emergency,0450,12011,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less",,0,435.7500,435.7500,252.7350,471.0000,392.1750,252.7350,447.4500,471.0000,413.9625,269.3250,413.9625
4337720_1,ER 12011 SIMPLE RPR FACE 2.5CM OR LESS,Inpatient,0450,12011,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less",,0,435.7500,435.7500,252.7350,471.0000,392.1750,N/A,370.3875,N/A,413.9625,N/A,413.9625
4337721_1,ER 12014 RPR SIMP F/E/E/N/L/M 5.1-7.5 CM,Emergency,0450,12014,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 5.1 cm to 7.5 cm",,0,962.0000,962.0000,269.3250,962.0000,865.8000,557.9600,447.4500,471.0000,913.9000,269.3250,913.9000
4337721_1,ER 12014 RPR SIMP F/E/E/N/L/M 5.1-7.5 CM,Inpatient,0450,12014,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 5.1 cm to 7.5 cm",,0,962.0000,962.0000,269.3250,962.0000,865.8000,N/A,817.7000,N/A,913.9000,N/A,913.9000
4337722_1,ER 12015 RPR SIMP F/E/E/N/L/M 7.6-12.5 CM,Emergency,0450,12015,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm",,0,550.0000,550.0000,269.3250,801.0000,495.0000,319.0000,760.9500,801.0000,522.5000,269.3250,522.5000
4337722_1,ER 12015 RPR SIMP F/E/E/N/L/M 7.6-12.5 CM,Inpatient,0450,12015,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm",,0,550.0000,550.0000,269.3250,801.0000,495.0000,N/A,467.5000,N/A,522.5000,N/A,522.5000
4337723_1,ER 12016 RPR SIMP F/E/E/L/M 12.6-20.0 CM,Emergency,0450,12016,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 12.6 cm to 20.0 cm",,0,550.0000,550.0000,319.0000,801.0000,495.0000,319.0000,760.9500,801.0000,522.5000,518.7600,522.5000
4337723_1,ER 12016 RPR SIMP F/E/E/L/M 12.6-20.0 CM,Inpatient,0450,12016,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 12.6 cm to 20.0 cm",,0,550.0000,550.0000,319.0000,801.0000,495.0000,N/A,467.5000,N/A,522.5000,N/A,522.5000
4337724_1,ER 12017 REPAIR SIMP FEL 20.1 TO 30.0CM,Emergency,0450,12017,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 20.1 cm to 30.0 cm",,0,1300.0000,1300.0000,518.7600,1523.0000,1170.0000,754.0000,1446.8500,1523.0000,1235.0000,518.7600,1235.0000
4337724_1,ER 12017 REPAIR SIMP FEL 20.1 TO 30.0CM,Inpatient,0450,12017,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 20.1 cm to 30.0 cm",,0,1300.0000,1300.0000,518.7600,1523.0000,1170.0000,N/A,1105.0000,N/A,1235.0000,N/A,1235.0000
4337725_1,ER 12020 TRMT SUPERFICIAL DEHISCENCE SIMP,Emergency,0450,12020,Treatment of superficial wound dehiscence; simple closure,,0,195.0000,195.0000,113.1000,786.2550,175.5000,113.1000,203.3000,214.0000,185.2500,786.2550,185.2500
4337725_1,ER 12020 TRMT SUPERFICIAL DEHISCENCE SIMP,Inpatient,0450,12020,Treatment of superficial wound dehiscence; simple closure,,0,195.0000,195.0000,113.1000,786.2550,175.5000,N/A,165.7500,N/A,185.2500,N/A,185.2500
4337726_1,ER 12021 TRMT SUPERFICIAL WOUND PACKING,Emergency,0450,12021,Treatment of superficial wound dehiscence; with packing,,0,195.0000,195.0000,113.1000,518.7600,175.5000,113.1000,203.3000,214.0000,185.2500,518.7600,185.2500
4337726_1,ER 12021 TRMT SUPERFICIAL WOUND PACKING,Inpatient,0450,12021,Treatment of superficial wound dehiscence; with packing,,0,195.0000,195.0000,113.1000,518.7600,175.5000,N/A,165.7500,N/A,185.2500,N/A,185.2500
4337727_1,ER 12031 INTRMD RPR SATE 2.5CM OR LESS,Emergency,0450,12031,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.5 cm or less",,0,1821.2500,1821.2500,518.7600,1821.2500,1639.1250,1056.3250,980.4000,1032.0000,1730.1875,518.7600,1730.1875
4337727_1,ER 12031 INTRMD RPR SATE 2.5CM OR LESS,Inpatient,0450,12031,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.5 cm or less",,0,1821.2500,1821.2500,518.7600,1821.2500,1639.1250,N/A,1548.0625,N/A,1730.1875,N/A,1730.1875
4337728_1,ER 12032 REPAIR INTER SATE 2.6-7.5CM,Emergency,0450,12032,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.6 cm to 7.5 cm",,0,1629.2000,1629.2000,518.7600,1629.2000,1466.2800,944.9360,1235.9500,1301.0000,1547.7400,518.7600,1547.7400
4337728_1,ER 12032 REPAIR INTER SATE 2.6-7.5CM,Inpatient,0450,12032,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.6 cm to 7.5 cm",,0,1629.2000,1629.2000,518.7600,1629.2000,1466.2800,N/A,1384.8200,N/A,1547.7400,N/A,1547.7400
4337729_1,ER 12034 INTMD RPR S/TR/EXT 7.6-12.5,Emergency,0450,12034,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 7.6 cm to 12.5 cm",,0,550.0000,550.0000,319.0000,1533.0000,495.0000,319.0000,1456.3500,1533.0000,522.5000,518.7600,522.5000
4337729_1,ER 12034 INTMD RPR S/TR/EXT 7.6-12.5,Inpatient,0450,12034,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 7.6 cm to 12.5 cm",,0,550.0000,550.0000,319.0000,1533.0000,495.0000,N/A,467.5000,N/A,522.5000,N/A,522.5000
4337730_1,ER 12035 INTMD RPR S/A/T/EXT 12.6-20,Emergency,0450,12035,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 12.6 cm to 20.0 cm",,0,5090.2500,5090.2500,518.7600,5090.2500,4581.2250,2952.3450,1715.7000,1806.0000,4835.7375,518.7600,4835.7375
4337730_1,ER 12035 INTMD RPR S/A/T/EXT 12.6-20,Inpatient,0450,12035,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 12.6 cm to 20.0 cm",,0,5090.2500,5090.2500,518.7600,5090.2500,4581.2250,N/A,4326.7125,N/A,4835.7375,N/A,4835.7375
4337731_1,ER 12036 INTMD RPR S/A/T/EXT 20.1-30,Emergency,0450,12036,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 20.1 cm to 30.0 cm",,0,1300.0000,1300.0000,754.0000,2183.0000,1170.0000,754.0000,2073.8500,2183.0000,1235.0000,786.2550,1235.0000
4337731_1,ER 12036 INTMD RPR S/A/T/EXT 20.1-30,Inpatient,0450,12036,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 20.1 cm to 30.0 cm",,0,1300.0000,1300.0000,754.0000,2183.0000,1170.0000,N/A,1105.0000,N/A,1235.0000,N/A,1235.0000
4337732_1,ER 12041 INTMD RPR N-HF/GENIT 2.5CM/<,Emergency,0450,12041,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.5 cm or less",,0,406.0000,406.0000,235.4800,527.0000,365.4000,235.4800,500.6500,527.0000,385.7000,518.7600,385.7000
4337732_1,ER 12041 INTMD RPR N-HF/GENIT 2.5CM/<,Inpatient,0450,12041,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.5 cm or less",,0,406.0000,406.0000,235.4800,527.0000,365.4000,N/A,345.1000,N/A,385.7000,N/A,385.7000
4337733_1,ER 12042 INTMD RPR N-HF/GENIT2.6-7.5,Emergency,0450,12042,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.6 cm to 7.5 cm",,0,2096.7500,2096.7500,518.7600,2096.7500,1887.0750,1216.1150,665.0000,700.0000,1991.9125,518.7600,1991.9125
4337733_1,ER 12042 INTMD RPR N-HF/GENIT2.6-7.5,Inpatient,0450,12042,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.6 cm to 7.5 cm",,0,2096.7500,2096.7500,518.7600,2096.7500,1887.0750,N/A,1782.2375,N/A,1991.9125,N/A,1991.9125
4337734_1,ER 12044 INTMD RPR N-HF/GENIT7.6-12.5,Emergency,0450,12044,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 7.6 cm to 12.5 cm",,0,550.0000,550.0000,319.0000,801.0000,495.0000,319.0000,760.9500,801.0000,522.5000,786.2550,522.5000
4337734_1,ER 12044 INTMD RPR N-HF/GENIT7.6-12.5,Inpatient,0450,12044,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 7.6 cm to 12.5 cm",,0,550.0000,550.0000,319.0000,801.0000,495.0000,N/A,467.5000,N/A,522.5000,N/A,522.5000
4337735_1,ER 12051 INTMD RPR FACE/MM 2.5 CM/<,Emergency,0450,12051,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less",,0,3008.5000,3008.5000,518.7600,3008.5000,2707.6500,1744.9300,672.6000,708.0000,2858.0750,518.7600,2858.0750
4337735_1,ER 12051 INTMD RPR FACE/MM 2.5 CM/<,Inpatient,0450,12051,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less",,0,3008.5000,3008.5000,518.7600,3008.5000,2707.6500,N/A,2557.2250,N/A,2858.0750,N/A,2858.0750
4337736_1,ER 12052 INTMD RPR FACE/MM 2.6-5.0 CM,Emergency,0450,12052,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm",,0,268.0000,268.0000,155.4400,873.0000,241.2000,155.4400,829.3500,873.0000,254.6000,518.7600,254.6000
4337736_1,ER 12052 INTMD RPR FACE/MM 2.6-5.0 CM,Inpatient,0450,12052,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm",,0,268.0000,268.0000,155.4400,873.0000,241.2000,N/A,227.8000,N/A,254.6000,N/A,254.6000
4337737_1,ER 12053 INTMD RPR FACE/MM 5.1-7.5 CM,Emergency,0450,12053,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 5.1 cm to 7.5 cm",,0,309.0000,309.0000,179.2200,964.0000,278.1000,179.2200,915.8000,964.0000,293.5500,518.7600,293.5500
4337737_1,ER 12053 INTMD RPR FACE/MM 5.1-7.5 CM,Inpatient,0450,12053,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 5.1 cm to 7.5 cm",,0,309.0000,309.0000,179.2200,964.0000,278.1000,N/A,262.6500,N/A,293.5500,N/A,293.5500
4337738_1,ER 12054 INTMD RPR FACE/MM 7.6-12.5CM,Emergency,0450,12054,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm",,0,550.0000,550.0000,319.0000,1050.0000,495.0000,319.0000,997.5000,1050.0000,522.5000,518.7600,522.5000
4337738_1,ER 12054 INTMD RPR FACE/MM 7.6-12.5CM,Inpatient,0450,12054,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm",,0,550.0000,550.0000,319.0000,1050.0000,495.0000,N/A,467.5000,N/A,522.5000,N/A,522.5000
4337739_1,ER 12055 INTMD RPR FACE/MM 12.6-20 CM,Emergency,0450,12055,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 12.6 cm to 20.0 cm",,0,550.0000,550.0000,319.0000,1350.0000,495.0000,319.0000,1282.5000,1350.0000,522.5000,518.7600,522.5000
4337739_1,ER 12055 INTMD RPR FACE/MM 12.6-20 CM,Inpatient,0450,12055,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 12.6 cm to 20.0 cm",,0,550.0000,550.0000,319.0000,1350.0000,495.0000,N/A,467.5000,N/A,522.5000,N/A,522.5000
4337740_1,ER 13100 CMPLX RPR TRUNK 1.1-2.5 CM,Emergency,0450,13100,"Repair, complex, trunk; 1.1 cm to 2.5 cm",,0,245.0000,245.0000,142.1000,786.2550,220.5000,142.1000,291.6500,307.0000,232.7500,786.2550,232.7500
4337740_1,ER 13100 CMPLX RPR TRUNK 1.1-2.5 CM,Inpatient,0450,13100,"Repair, complex, trunk; 1.1 cm to 2.5 cm",,0,245.0000,245.0000,142.1000,786.2550,220.5000,N/A,208.2500,N/A,232.7500,N/A,232.7500
4337741_1,ER 13121 CMPLX RPR S/A/L 2.6-7.5 CM,Emergency,0450,13121,"Repair, complex, scalp, arms, and/or legs; 2.6 cm to 7.5 cm",,0,500.0000,500.0000,290.0000,786.2550,450.0000,290.0000,507.3000,534.0000,475.0000,786.2550,475.0000
4337741_1,ER 13121 CMPLX RPR S/A/L 2.6-7.5 CM,Inpatient,0450,13121,"Repair, complex, scalp, arms, and/or legs; 2.6 cm to 7.5 cm",,0,500.0000,500.0000,290.0000,786.2550,450.0000,N/A,425.0000,N/A,475.0000,N/A,475.0000
4337742_1,ER 13122  CMPLX RPR S/A/L ADDL 5 CM/>,Emergency,0450,13122,"Repair, complex, scalp, arms, and/or legs; each additional 5 cm or less (List separately in addition to code for primary procedure)",,0,200.0000,200.0000,116.0000,200.0000,180.0000,116.0000,170.0000,180.0000,190.0000,120.0000,190.0000
4337742_1,ER 13122  CMPLX RPR S/A/L ADDL 5 CM/>,Inpatient,0450,13122,"Repair, complex, scalp, arms, and/or legs; each additional 5 cm or less (List separately in addition to code for primary procedure)",,0,200.0000,200.0000,116.0000,200.0000,180.0000,N/A,170.0000,N/A,190.0000,N/A,190.0000
4337743_1,ER 13131  REPAIR COMP FNH 1.1CM-2.5CM,Emergency,0450,13131,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 1.1 cm to 2.5 cm",,0,300.0000,300.0000,174.0000,780.0000,270.0000,174.0000,741.0000,780.0000,285.0000,518.7600,285.0000
4337743_1,ER 13131  REPAIR COMP FNH 1.1CM-2.5CM,Inpatient,0450,13131,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 1.1 cm to 2.5 cm",,0,300.0000,300.0000,174.0000,780.0000,270.0000,N/A,255.0000,N/A,285.0000,N/A,285.0000
4337744_1,ER 13132  REPAIR CMPLX FNH 2.6-7.5CM,Emergency,0450,13132,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 2.6 cm to 7.5 cm",,0,500.0000,500.0000,290.0000,999.0000,450.0000,290.0000,949.0500,999.0000,475.0000,786.2550,475.0000
4337744_1,ER 13132  REPAIR CMPLX FNH 2.6-7.5CM,Inpatient,0450,13132,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 2.6 cm to 7.5 cm",,0,500.0000,500.0000,290.0000,999.0000,450.0000,N/A,425.0000,N/A,475.0000,N/A,475.0000
4337745_1,ER 13133  REPAIR COMP FNH EA ADD 5CM,Emergency,0450,13133,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; each additional 5 cm or less (List separately in addition to code for primary procedure)",,0,200.0000,200.0000,116.0000,200.0000,180.0000,116.0000,170.0000,180.0000,190.0000,120.0000,190.0000
4337745_1,ER 13133  REPAIR COMP FNH EA ADD 5CM,Inpatient,0450,13133,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; each additional 5 cm or less (List separately in addition to code for primary procedure)",,0,200.0000,200.0000,116.0000,200.0000,180.0000,N/A,170.0000,N/A,190.0000,N/A,190.0000
4337746_1,ER 13151 REPAIR COMPLX ENEL 1.1-2.5 CM,Emergency,0450,13151,"Repair, complex, eyelids, nose, ears and/or lips; 1.1 cm to 2.5 cm",,0,300.0000,300.0000,174.0000,1302.0000,270.0000,174.0000,1236.9000,1302.0000,285.0000,786.2550,285.0000
4337746_1,ER 13151 REPAIR COMPLX ENEL 1.1-2.5 CM,Inpatient,0450,13151,"Repair, complex, eyelids, nose, ears and/or lips; 1.1 cm to 2.5 cm",,0,300.0000,300.0000,174.0000,1302.0000,270.0000,N/A,255.0000,N/A,285.0000,N/A,285.0000
4337747_1,ER 13152 CMPLX RPR E/N/E/L 2.6-7.5 CM,Emergency,0450,13152,"Repair, complex, eyelids, nose, ears and/or lips; 2.6 cm to 7.5 cm",,0,750.0000,750.0000,435.0000,1602.0000,675.0000,435.0000,1521.9000,1602.0000,712.5000,786.2550,712.5000
4337747_1,ER 13152 CMPLX RPR E/N/E/L 2.6-7.5 CM,Inpatient,0450,13152,"Repair, complex, eyelids, nose, ears and/or lips; 2.6 cm to 7.5 cm",,0,750.0000,750.0000,435.0000,1602.0000,675.0000,N/A,637.5000,N/A,712.5000,N/A,712.5000
4337748_1,ER 14040 TISSUE TRANS FGHF 10SQ.CM<,Emergency,0450,14040,"Adjacent tissue transfer or rearrangement, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; defect 10 sq cm or less",,0,350.0000,350.0000,203.0000,2573.0400,315.0000,203.0000,1672.9500,1761.0000,332.5000,2573.0400,332.5000
4337748_1,ER 14040 TISSUE TRANS FGHF 10SQ.CM<,Inpatient,0450,14040,"Adjacent tissue transfer or rearrangement, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; defect 10 sq cm or less",,0,350.0000,350.0000,203.0000,2573.0400,315.0000,N/A,297.5000,N/A,332.5000,N/A,332.5000
4337749_1,ER 14060 TISSUE TRANS ENEL 10 SQ CM<,Emergency,0450,14060,"Adjacent tissue transfer or rearrangement, eyelids, nose, ears and/or lips; defect 10 sq cm or less",,0,350.0000,350.0000,203.0000,2573.0400,315.0000,203.0000,1795.0725,1889.5500,332.5000,2573.0400,332.5000
4337749_1,ER 14060 TISSUE TRANS ENEL 10 SQ CM<,Inpatient,0450,14060,"Adjacent tissue transfer or rearrangement, eyelids, nose, ears and/or lips; defect 10 sq cm or less",,0,350.0000,350.0000,203.0000,2573.0400,315.0000,N/A,297.5000,N/A,332.5000,N/A,332.5000
4337750_1,ER 17000 DESTRUCT ANY METHOD 1ST LESION,Emergency,0450,17000,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), premalignant lesions (eg, actinic keratoses); first lesion",,0,250.0000,250.0000,145.0000,300.0000,225.0000,145.0000,285.0000,300.0000,237.5000,269.3250,237.5000
4337750_1,ER 17000 DESTRUCT ANY METHOD 1ST LESION,Inpatient,0450,17000,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), premalignant lesions (eg, actinic keratoses); first lesion",,0,250.0000,250.0000,145.0000,300.0000,225.0000,N/A,212.5000,N/A,237.5000,N/A,237.5000
4337751_1,ER 17003 DESTRUCT ANY METHOD 2-14 LESNS,Emergency,0450,17003,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), premalignant lesions (eg, actinic keratoses); second through 14 lesions, each (List separately in addition to code for first lesion)",,0,25.0000,25.0000,14.5000,25.0000,22.5000,14.5000,21.2500,22.5000,23.7500,15.0000,23.7500
4337751_1,ER 17003 DESTRUCT ANY METHOD 2-14 LESNS,Inpatient,0450,17003,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), premalignant lesions (eg, actinic keratoses); second through 14 lesions, each (List separately in addition to code for first lesion)",,0,25.0000,25.0000,14.5000,25.0000,22.5000,N/A,21.2500,N/A,23.7500,N/A,23.7500
4337752_1,ER 17110 DESTRUCT B9 LESION 1-14,Emergency,0450,17110,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), of benign lesions other than skin tags or cutaneous vascular proliferative lesions; up to 14 lesions",,0,325.0000,325.0000,188.5000,983.0000,292.5000,188.5000,933.8500,983.0000,308.7500,269.3250,308.7500
4337752_1,ER 17110 DESTRUCT B9 LESION 1-14,Inpatient,0450,17110,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), of benign lesions other than skin tags or cutaneous vascular proliferative lesions; up to 14 lesions",,0,325.0000,325.0000,188.5000,983.0000,292.5000,N/A,276.2500,N/A,308.7500,N/A,308.7500
4337756_1,ER 20102  EXPLR PENETR WOUND ABD/FLK/BCK,Emergency,0450,20102,Exploration of penetrating wound (separate procedure); abdomen/flank/back,,0,300.0000,300.0000,174.0000,2573.0400,270.0000,174.0000,291.6500,307.0000,285.0000,2573.0400,285.0000
4337756_1,ER 20102  EXPLR PENETR WOUND ABD/FLK/BCK,Inpatient,0450,20102,Exploration of penetrating wound (separate procedure); abdomen/flank/back,,0,300.0000,300.0000,174.0000,2573.0400,270.0000,N/A,255.0000,N/A,285.0000,N/A,285.0000
4337757_1,ER 20103 EXPL PENETRATING WOUND EXTRM,Emergency,0450,20103,Exploration of penetrating wound (separate procedure); extremity,,0,300.0000,300.0000,174.0000,932.9550,270.0000,174.0000,291.6500,307.0000,285.0000,932.9550,285.0000
4337757_1,ER 20103 EXPL PENETRATING WOUND EXTRM,Inpatient,0450,20103,Exploration of penetrating wound (separate procedure); extremity,,0,300.0000,300.0000,174.0000,932.9550,270.0000,N/A,255.0000,N/A,285.0000,N/A,285.0000
4337759_1,ER 20550 INJ TENDON SHEATH/LIGAMENT,Emergency,0450,20550,"Injection(s); single tendon sheath, or ligament, aponeurosis (eg, plantar ""fascia"")",,0,170.0000,170.0000,98.6000,391.7550,153.0000,98.6000,133.9500,141.0000,161.5000,391.7550,161.5000
4337759_1,ER 20550 INJ TENDON SHEATH/LIGAMENT,Inpatient,0450,20550,"Injection(s); single tendon sheath, or ligament, aponeurosis (eg, plantar ""fascia"")",,0,170.0000,170.0000,98.6000,391.7550,153.0000,N/A,144.5000,N/A,161.5000,N/A,161.5000
4337760_1,ER 20551  INJ SNGL TENDON ORIGIN/INSERT,Emergency,0450,20551,Injection(s); single tendon origin/insertion,,0,170.0000,170.0000,98.6000,391.7550,153.0000,98.6000,133.9500,141.0000,161.5000,391.7550,161.5000
4337760_1,ER 20551  INJ SNGL TENDON ORIGIN/INSERT,Inpatient,0450,20551,Injection(s); single tendon origin/insertion,,0,170.0000,170.0000,98.6000,391.7550,153.0000,N/A,144.5000,N/A,161.5000,N/A,161.5000
