Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Aetna,Cigna,First_Health,Meritain,Midlands_Choice,RURAL_CARRIERS,UHC
4633725_1,OT Moderate Complex Units 97166,Outpatient,0434,97166,"Occupational therapy evaluation, moderate complexity, requiring these components: An occupational profile and medical and therapy history, which includes an expanded review of medical and/or therapy records and additional review of physical, cognitive, or psychosocial history related to current functional performance; An assessment(s) that identifies 3-5 performance deficits (ie, relating to physical, cognitive, or psychosocial skills) that result in activity limitations and/or participation restrictions; and Clinical decision making of moderate analytic complexity, which includes an analysis of the occupational profile, analysis of data from detailed assessment(s), and consideration of several treatment options. Patient may present with comorbidities that affect occupational performance. Minimal to moderate modification of tasks or assistance (eg, physical or verbal) with assessment(s) is necessary to enable patient to complete evaluation component. Typically, 45 minutes are spent face-to-face with the patient and/or family.",,0,146.0000,109.5000,109.5000,138.7000,131.4000,138.7000,138.7000,131.4000,138.7000,124.1000,138.7000
4633728_1,OT High Complex Units 97167,Inpatient,0434,97167,"Occupational therapy evaluation, high complexity, requiring these components: An occupational profile and medical and therapy history, which includes review of medical and/or therapy records and extensive additional review of physical, cognitive, or psychosocial history related to current functional performance; An assessment(s) that identifies 5 or more performance deficits (ie, relating to physical, cognitive, or psychosocial skills) that result in activity limitations and/or participation restrictions; and Clinical decision making of high analytic complexity, which includes an analysis of the patient profile, analysis of data from comprehensive assessment(s), and consideration of multiple treatment options. Patient presents with comorbidities that affect occupational performance. Significant modification of tasks or assistance (eg, physical or verbal) with assessment(s) is necessary to enable patient to complete evaluation component. Typically, 60 minutes are spent face-to-face with the patient and/or family.",,0,175.0000,131.2500,131.2500,166.2500,157.5000,166.2500,166.2500,157.5000,166.2500,148.7500,166.2500
4633728_1,OT High Complex Units 97167,Outpatient,0434,97167,"Occupational therapy evaluation, high complexity, requiring these components: An occupational profile and medical and therapy history, which includes review of medical and/or therapy records and extensive additional review of physical, cognitive, or psychosocial history related to current functional performance; An assessment(s) that identifies 5 or more performance deficits (ie, relating to physical, cognitive, or psychosocial skills) that result in activity limitations and/or participation restrictions; and Clinical decision making of high analytic complexity, which includes an analysis of the patient profile, analysis of data from comprehensive assessment(s), and consideration of multiple treatment options. Patient presents with comorbidities that affect occupational performance. Significant modification of tasks or assistance (eg, physical or verbal) with assessment(s) is necessary to enable patient to complete evaluation component. Typically, 60 minutes are spent face-to-face with the patient and/or family.",,0,175.0000,131.2500,131.2500,166.2500,157.5000,166.2500,166.2500,157.5000,166.2500,148.7500,166.2500
4633730_1,OT ReEval Units 97168,Inpatient,0434,97168,"Re-evaluation of occupational therapy established plan of care, requiring these components: An assessment of changes in patient functional or medical status with revised plan of care; An update to the initial occupational profile to reflect changes in condition or environment that affect future interventions and/or goals; and A revised plan of care. A formal reevaluation is performed when there is a documented change in functional status or a significant change to the plan of care is required. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,175.0000,131.2500,131.2500,166.2500,157.5000,166.2500,166.2500,157.5000,166.2500,148.7500,166.2500
4633730_1,OT ReEval Units 97168,Outpatient,0434,97168,"Re-evaluation of occupational therapy established plan of care, requiring these components: An assessment of changes in patient functional or medical status with revised plan of care; An update to the initial occupational profile to reflect changes in condition or environment that affect future interventions and/or goals; and A revised plan of care. A formal reevaluation is performed when there is a documented change in functional status or a significant change to the plan of care is required. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,175.0000,131.2500,131.2500,166.2500,157.5000,166.2500,166.2500,157.5000,166.2500,148.7500,166.2500
4635115_1,Fecal Occult Blood Screen - IA,Inpatient,0300,G0328,Fecal blood scrn immunoassay,,0,48.0000,36.0000,36.0000,45.6000,43.2000,45.6000,45.6000,43.2000,45.6000,40.8000,45.6000
4635115_1,Fecal Occult Blood Screen - IA,Outpatient,0300,G0328,Fecal blood scrn immunoassay,,0,48.0000,36.0000,36.0000,45.6000,43.2000,45.6000,45.6000,43.2000,45.6000,40.8000,45.6000
4635116_1,Fecal Occult Blood Diagnostic - IA,Inpatient,0300,82274,"Blood, occult, by fecal hemoglobin determination by immunoassay, qualitative, feces, 1-3 simultaneous determinations",,0,48.0000,36.0000,36.0000,45.6000,43.2000,45.6000,45.6000,43.2000,45.6000,40.8000,45.6000
4635116_1,Fecal Occult Blood Diagnostic - IA,Outpatient,0300,82274,"Blood, occult, by fecal hemoglobin determination by immunoassay, qualitative, feces, 1-3 simultaneous determinations",,0,48.0000,36.0000,36.0000,45.6000,43.2000,45.6000,45.6000,43.2000,45.6000,40.8000,45.6000
4635948_1,Protime/INR Fingerstick,Inpatient,0300,85610,Prothrombin time,,0,53.0000,39.7500,39.7500,50.3500,47.7000,50.3500,50.3500,47.7000,50.3500,45.0500,50.3500
4635948_1,Protime/INR Fingerstick,Outpatient,0300,85610,Prothrombin time,,0,53.0000,39.7500,39.7500,50.3500,47.7000,50.3500,50.3500,47.7000,50.3500,45.0500,50.3500
4644559_1,US Renal Duplex,Inpatient,0921,93975,"Duplex scan of arterial inflow and venous outflow of abdominal, pelvic, scrotal contents and/or retroperitoneal organs; complete study",,0,600.0000,450.0000,450.0000,570.0000,540.0000,570.0000,570.0000,540.0000,570.0000,510.0000,570.0000
4644559_1,US Renal Duplex,Outpatient,0921,93975,"Duplex scan of arterial inflow and venous outflow of abdominal, pelvic, scrotal contents and/or retroperitoneal organs; complete study",,0,600.0000,450.0000,450.0000,570.0000,540.0000,570.0000,570.0000,540.0000,570.0000,510.0000,570.0000
4645732_1,"Cytomegalovirus DNA, Quant, RT PCR QST",Inpatient,0309,87497,"Infectious agent detection by nucleic acid (DNA or RNA); cytomegalovirus, quantification",,0,413.0000,309.7500,309.7500,392.3500,371.7000,392.3500,392.3500,371.7000,392.3500,351.0500,392.3500
4645732_1,"Cytomegalovirus DNA, Quant, RT PCR QST",Outpatient,0309,87497,"Infectious agent detection by nucleic acid (DNA or RNA); cytomegalovirus, quantification",,0,413.0000,309.7500,309.7500,392.3500,371.7000,392.3500,392.3500,371.7000,392.3500,351.0500,392.3500
4645774_1,Glucometer Acucheck POC (82962),Inpatient,0300,82962,"Glucose, blood by glucose monitoring device(s) cleared by the FDA specifically for home use",,0,30.0000,22.5000,22.5000,28.5000,27.0000,28.5000,28.5000,27.0000,28.5000,25.5000,28.5000
4645774_1,Glucometer Acucheck POC (82962),Outpatient,0300,82962,"Glucose, blood by glucose monitoring device(s) cleared by the FDA specifically for home use",,0,30.0000,22.5000,22.5000,28.5000,27.0000,28.5000,28.5000,27.0000,28.5000,25.5000,28.5000
4645777_1,UA non-automated without microscopy POC (81002),Inpatient,0300,81002,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; non-automated, without microscopy",,0,30.0000,22.5000,22.5000,28.5000,27.0000,28.5000,28.5000,27.0000,28.5000,25.5000,28.5000
4645777_1,UA non-automated without microscopy POC (81002),Outpatient,0300,81002,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; non-automated, without microscopy",,0,30.0000,22.5000,22.5000,28.5000,27.0000,28.5000,28.5000,27.0000,28.5000,25.5000,28.5000
4646324_1,Influenza by PCR,Inpatient,0300,87502,"Infectious agent detection by nucleic acid (DNA or RNA); influenza virus, for multiple types or sub-types, includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, first 2 types or sub-types",,0,147.0000,110.2500,110.2500,139.6500,132.3000,139.6500,139.6500,132.3000,139.6500,124.9500,139.6500
4646324_1,Influenza by PCR,Outpatient,0300,87502,"Infectious agent detection by nucleic acid (DNA or RNA); influenza virus, for multiple types or sub-types, includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, first 2 types or sub-types",,0,147.0000,110.2500,110.2500,139.6500,132.3000,139.6500,139.6500,132.3000,139.6500,124.9500,139.6500
4646450_1,CT Chest/Abdomen/Pelvis w/ Contrast,Inpatient,0350,74177,"Computed tomography, abdomen and pelvis; with contrast material(s)",,0,820.0000,615.0000,615.0000,779.0000,738.0000,779.0000,779.0000,738.0000,779.0000,697.0000,779.0000
4646450_1,CT Chest/Abdomen/Pelvis w/ Contrast,Outpatient,0350,74177,"Computed tomography, abdomen and pelvis; with contrast material(s)",,0,820.0000,615.0000,615.0000,779.0000,738.0000,779.0000,779.0000,738.0000,779.0000,697.0000,779.0000
4646451_1,CT Chest/Abdomen/Pelvis wo/ Contrast,Inpatient,0350,71250,"Computed tomography, thorax, diagnostic; without contrast material",,0,820.0000,615.0000,615.0000,779.0000,738.0000,779.0000,779.0000,738.0000,779.0000,697.0000,779.0000
4646451_1,CT Chest/Abdomen/Pelvis wo/ Contrast,Outpatient,0350,71250,"Computed tomography, thorax, diagnostic; without contrast material",,0,820.0000,615.0000,615.0000,779.0000,738.0000,779.0000,779.0000,738.0000,779.0000,697.0000,779.0000
4649061_1,CT Abdomen w + w/o Contrast + Chest/Pelvis w/ Contrast,Inpatient,0350,74170,"Computed tomography, abdomen; without contrast material, followed by contrast material(s) and further sections",,0,820.0000,615.0000,615.0000,779.0000,738.0000,779.0000,779.0000,738.0000,779.0000,697.0000,779.0000
4649061_1,CT Abdomen w + w/o Contrast + Chest/Pelvis w/ Contrast,Outpatient,0350,74170,"Computed tomography, abdomen; without contrast material, followed by contrast material(s) and further sections",,0,820.0000,615.0000,615.0000,779.0000,738.0000,779.0000,779.0000,738.0000,779.0000,697.0000,779.0000
4649071_1,CT Neck + Chest + Abdomen + Pelvis w/ + w/o Contrast,Inpatient,0350,70492,"Computed tomography, soft tissue neck; without contrast material followed by contrast material(s) and further sections",,0,820.0000,615.0000,615.0000,779.0000,738.0000,779.0000,779.0000,738.0000,779.0000,697.0000,779.0000
4649071_1,CT Neck + Chest + Abdomen + Pelvis w/ + w/o Contrast,Outpatient,0350,70492,"Computed tomography, soft tissue neck; without contrast material followed by contrast material(s) and further sections",,0,820.0000,615.0000,615.0000,779.0000,738.0000,779.0000,779.0000,738.0000,779.0000,697.0000,779.0000
4649074_1,XR Hip 2-3 View - Left,Inpatient,0320,73502,"Radiologic examination, hip, unilateral, with pelvis when performed; 2-3 views",,0,200.0000,150.0000,150.0000,190.0000,180.0000,190.0000,190.0000,180.0000,190.0000,170.0000,190.0000
4649074_1,XR Hip 2-3 View - Left,Outpatient,0320,73502,"Radiologic examination, hip, unilateral, with pelvis when performed; 2-3 views",,0,200.0000,150.0000,150.0000,190.0000,180.0000,190.0000,190.0000,180.0000,190.0000,170.0000,190.0000
4663380_1,Splint Finger Gutter,Inpatient,0270,,,,0,1.8500,1.3875,1.3875,1.7575,1.6650,1.7575,1.7575,1.6650,1.7575,1.5725,1.7575
4663380_1,Splint Finger Gutter,Outpatient,0270,,,,0,1.8500,1.3875,1.3875,1.7575,1.6650,1.7575,1.7575,1.6650,1.7575,1.5725,1.7575
4663385_1,L1830 Splint Knee Immobilizer 24,Inpatient,0274,L1830,Ko immob canvas long pre ots,,1,42.7500,32.0625,32.0625,40.6125,38.4750,40.6125,40.6125,38.4750,40.6125,36.3375,40.6125
4663385_1,L1830 Splint Knee Immobilizer 24,Outpatient,0274,L1830,Ko immob canvas long pre ots,,1,42.7500,32.0625,32.0625,40.6125,38.4750,40.6125,40.6125,38.4750,40.6125,36.3375,40.6125
4666057_1,CT Chest w/ + w/o Contrast,Inpatient,0350,71270,"Computed tomography, thorax, diagnostic; without contrast material, followed by contrast material(s) and further sections",,0,820.0000,615.0000,615.0000,779.0000,738.0000,779.0000,779.0000,738.0000,779.0000,697.0000,779.0000
4666057_1,CT Chest w/ + w/o Contrast,Outpatient,0350,71270,"Computed tomography, thorax, diagnostic; without contrast material, followed by contrast material(s) and further sections",,0,820.0000,615.0000,615.0000,779.0000,738.0000,779.0000,779.0000,738.0000,779.0000,697.0000,779.0000
4666059_1,CT Chest w/o Contrast,Inpatient,0320,71250,"Computed tomography, thorax, diagnostic; without contrast material",,0,820.0000,615.0000,615.0000,779.0000,738.0000,779.0000,779.0000,738.0000,779.0000,697.0000,779.0000
4666059_1,CT Chest w/o Contrast,Outpatient,0320,71250,"Computed tomography, thorax, diagnostic; without contrast material",,0,820.0000,615.0000,615.0000,779.0000,738.0000,779.0000,779.0000,738.0000,779.0000,697.0000,779.0000
4687096_3,"20610 Arthrocentesis, Aspiration and/or Injection X 2",ProFee,0983,20610,"Arthrocentesis, aspiration and/or injection, major joint or bursa (eg, shoulder, hip, knee, subacromial bursa); without ultrasound guidance",,0,123.5000,92.6250,92.6250,117.3250,111.1500,117.3250,N/A,111.1500,117.3250,104.9750,117.3250
4867424_1,Holter Monitoring (Nursing),Inpatient,0731,93225,"External electrocardiographic recording up to 48 hours by continuous rhythm recording and storage; recording (includes connection, recording, and disconnection)",,0,37.0000,27.7500,27.7500,35.1500,33.3000,35.1500,35.1500,33.3000,35.1500,31.4500,35.1500
4867424_1,Holter Monitoring (Nursing),Outpatient,0731,93225,"External electrocardiographic recording up to 48 hours by continuous rhythm recording and storage; recording (includes connection, recording, and disconnection)",,0,37.0000,27.7500,27.7500,35.1500,33.3000,35.1500,35.1500,33.3000,35.1500,31.4500,35.1500
4989242_1,hydrochlorothiazide-triamterene 25 mg-37.5 mg Tab,Inpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989242_1,hydrochlorothiazide-triamterene 25 mg-37.5 mg Tab,Outpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989243_1,montelukast 10. mg Tab,Inpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989243_1,montelukast 10. mg Tab,Outpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989244_1,Al hydroxide/Mg hydroxide/simethicone 200 mg-200 mg-20 mg/5 mL Oral Susp 30 mL [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989244_1,Al hydroxide/Mg hydroxide/simethicone 200 mg-200 mg-20 mg/5 mL Oral Susp 30 mL [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989245_1,lactobacillus rhamnosus GG - Cap[JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,2.1200,1.5900,1.5900,2.0140,1.9080,2.0140,2.0140,1.9080,2.0140,1.8020,2.0140
4989245_1,lactobacillus rhamnosus GG - Cap[JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,2.1200,1.5900,1.5900,2.0140,1.9080,2.0140,2.0140,1.9080,2.0140,1.8020,2.0140
4989246_1,ketorolac 30 mg/mL Inj Sol 2 mL [JWKS],Inpatient,0636,J1885,Ketorolac tromethamine inj,,4,24.9600,18.7200,18.7200,23.7120,22.4640,23.7120,23.7120,22.4640,23.7120,21.2160,23.7120
4989246_1,ketorolac 30 mg/mL Inj Sol 2 mL [JWKS],Outpatient,0636,J1885,Ketorolac tromethamine inj,,4,24.9600,18.7200,18.7200,23.7120,22.4640,23.7120,23.7120,22.4640,23.7120,21.2160,23.7120
4989247_1,senna 8.6 mg Tab [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989247_1,senna 8.6 mg Tab [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989248_1,amoxicillin 250 mg/5 mL Oral Liq 80 mL [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,9.6000,7.2000,7.2000,9.1200,8.6400,9.1200,9.1200,8.6400,9.1200,8.1600,9.1200
4989248_1,amoxicillin 250 mg/5 mL Oral Liq 80 mL [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,9.6000,7.2000,7.2000,9.1200,8.6400,9.1200,9.1200,8.6400,9.1200,8.1600,9.1200
4989249_1,multivitamin with minerals Cap,Inpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989249_1,multivitamin with minerals Cap,Outpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989250_1,simethicone 125 mg Tab-Chew [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989250_1,simethicone 125 mg Tab-Chew [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989251_1,midazolam 5 mg/mL Inj Sol 10mL [JWKS],Inpatient,0636,J2250,Inj midazolam hydrochloride,,50,27.5000,20.6250,20.6250,26.1250,24.7500,26.1250,26.1250,24.7500,26.1250,23.3750,26.1250
4989251_1,midazolam 5 mg/mL Inj Sol 10mL [JWKS],Outpatient,0636,J2250,Inj midazolam hydrochloride,,50,27.5000,20.6250,20.6250,26.1250,24.7500,26.1250,26.1250,24.7500,26.1250,23.3750,26.1250
4989252_1,rivastigmine 13.3 mg/24 hr Fil [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989252_1,rivastigmine 13.3 mg/24 hr Fil [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989253_1,metolazone 5 mg Tab [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,4.7600,3.5700,3.5700,4.5220,4.2840,4.5220,4.5220,4.2840,4.5220,4.0460,4.5220
4989253_1,metolazone 5 mg Tab [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,4.7600,3.5700,3.5700,4.5220,4.2840,4.5220,4.5220,4.2840,4.5220,4.0460,4.5220
4989254_1,acetaminophen ER 650 mg Tab [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989254_1,acetaminophen ER 650 mg Tab [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989255_1,acetaminophen 500 mg Tab [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989255_1,acetaminophen 500 mg Tab [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989256_1,etodolac 500 mg ER Tab[JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,17.6100,13.2075,13.2075,16.7295,15.8490,16.7295,16.7295,15.8490,16.7295,14.9685,16.7295
4989256_1,etodolac 500 mg ER Tab[JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,17.6100,13.2075,13.2075,16.7295,15.8490,16.7295,16.7295,15.8490,16.7295,14.9685,16.7295
4989257_1,fluticasone Nasal 0.05 mg/inh Spray 16 gm [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,7.0400,5.2800,5.2800,6.6880,6.3360,6.6880,6.6880,6.3360,6.6880,5.9840,6.6880
4989257_1,fluticasone Nasal 0.05 mg/inh Spray 16 gm [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,7.0400,5.2800,5.2800,6.6880,6.3360,6.6880,6.6880,6.3360,6.6880,5.9840,6.6880
4989258_1,norEPINEPHrine 1 mg/mL IV Sol 4 mL [JWKS],Inpatient,0259,,,,1,18.4000,13.8000,13.8000,17.4800,16.5600,17.4800,17.4800,16.5600,17.4800,15.6400,17.4800
4989258_1,norEPINEPHrine 1 mg/mL IV Sol 4 mL [JWKS],Outpatient,0259,,,,1,18.4000,13.8000,13.8000,17.4800,16.5600,17.4800,17.4800,16.5600,17.4800,15.6400,17.4800
4989259_1,naproxen 250 mg Tab [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989259_1,naproxen 250 mg Tab [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989260_1,allopurinol 100 mg Tab UD [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989260_1,allopurinol 100 mg Tab UD [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989261_1,rivaroxaban 10 mg Tab [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,26.5500,19.9125,19.9125,25.2225,23.8950,25.2225,25.2225,23.8950,25.2225,22.5675,25.2225
4989261_1,rivaroxaban 10 mg Tab [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,26.5500,19.9125,19.9125,25.2225,23.8950,25.2225,25.2225,23.8950,25.2225,22.5675,25.2225
4989262_1,meperidine 100 mg/mL Inj Sol 1 mL Syringe [JWKS],Inpatient,0636,J2175,Meperidine hydrochl /100 mg,,1,8.7600,6.5700,6.5700,8.3220,7.8840,8.3220,8.3220,7.8840,8.3220,7.4460,8.3220
4989262_1,meperidine 100 mg/mL Inj Sol 1 mL Syringe [JWKS],Outpatient,0636,J2175,Meperidine hydrochl /100 mg,,1,8.7600,6.5700,6.5700,8.3220,7.8840,8.3220,8.3220,7.8840,8.3220,7.4460,8.3220
4989263_1,tetracaine Ophth 0.5% Sol 4 mL [JWKS],Inpatient,0250,,,,1,210.0000,157.5000,157.5000,199.5000,189.0000,199.5000,199.5000,189.0000,199.5000,178.5000,199.5000
4989263_1,tetracaine Ophth 0.5% Sol 4 mL [JWKS],Outpatient,0250,,,,1,210.0000,157.5000,157.5000,199.5000,189.0000,199.5000,199.5000,189.0000,199.5000,178.5000,199.5000
4989264_1,PARoxetine 37.5 mg ER Tab[JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,12.4400,9.3300,9.3300,11.8180,11.1960,11.8180,11.8180,11.1960,11.8180,10.5740,11.8180
4989264_1,PARoxetine 37.5 mg ER Tab[JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,12.4400,9.3300,9.3300,11.8180,11.1960,11.8180,11.8180,11.1960,11.8180,10.5740,11.8180
4989265_1,traZODone 50 mg Tab [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989265_1,traZODone 50 mg Tab [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989266_1,lidocaine 1% Sol 20 mL Vial [JWKS],Inpatient,0259,,,,1,8.0000,6.0000,6.0000,7.6000,7.2000,7.6000,7.6000,7.2000,7.6000,6.8000,7.6000
4989266_1,lidocaine 1% Sol 20 mL Vial [JWKS],Outpatient,0259,,,,1,8.0000,6.0000,6.0000,7.6000,7.2000,7.6000,7.6000,7.2000,7.6000,6.8000,7.6000
4989267_1,acetaminophen 650 mg Supp [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989267_1,acetaminophen 650 mg Supp [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989268_1,acetylcysteine 20% Inh Sol 30 mL [JWKS],Inpatient,0250,,,,1,80.2500,60.1875,60.1875,76.2375,72.2250,76.2375,76.2375,72.2250,76.2375,68.2125,76.2375
4989268_1,acetylcysteine 20% Inh Sol 30 mL [JWKS],Outpatient,0250,,,,1,80.2500,60.1875,60.1875,76.2375,72.2250,76.2375,76.2375,72.2250,76.2375,68.2125,76.2375
4989269_1,oxybutynin 5 mg Tab [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989269_1,oxybutynin 5 mg Tab [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,4.0000,3.0000,3.0000,3.8000,3.6000,3.8000,3.8000,3.6000,3.8000,3.4000,3.8000
4989270_1,ocular lubricant - Sol UD [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989270_1,ocular lubricant - Sol UD [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989271_1,NIFEdipine ER 30 mg Tab [JWKS],Inpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989271_1,NIFEdipine ER 30 mg Tab [JWKS],Outpatient,0250,A9270,Non-covered item or service,,1,2.0000,1.5000,1.5000,1.9000,1.8000,1.9000,1.9000,1.8000,1.9000,1.7000,1.9000
4989272_1,tenecteplase 50 mg IV Inj [JWKS],Inpatient,0636,J3101,Tenecteplase injection,,50,10044.0000,7533.0000,7533.0000,9541.8000,9039.6000,9541.8000,9541.8000,9039.6000,9541.8000,8537.4000,9541.8000
4989272_1,tenecteplase 50 mg IV Inj [JWKS],Outpatient,0636,J3101,Tenecteplase injection,,50,10044.0000,7533.0000,7533.0000,9541.8000,9039.6000,9541.8000,9541.8000,9039.6000,9541.8000,8537.4000,9541.8000
4989273_1,"EPINEPHrine-lidocaine 1:100,000-1% Soln",Inpatient,0259,,,,1,8.0000,6.0000,6.0000,7.6000,7.2000,7.6000,7.6000,7.2000,7.6000,6.8000,7.6000
4989273_1,"EPINEPHrine-lidocaine 1:100,000-1% Soln",Outpatient,0259,,,,1,8.0000,6.0000,6.0000,7.6000,7.2000,7.6000,7.6000,7.2000,7.6000,6.8000,7.6000
4989274_1,nitrofurantoin 100. mg Cap,Inpatient,0250,A9270,Non-covered item or service,,1,3.9200,2.9400,2.9400,3.7240,3.5280,3.7240,3.7240,3.5280,3.7240,3.3320,3.7240
4989274_1,nitrofurantoin 100. mg Cap,Outpatient,0250,A9270,Non-covered item or service,,1,3.9200,2.9400,2.9400,3.7240,3.5280,3.7240,3.7240,3.5280,3.7240,3.3320,3.7240
