name,city,state,address,website
TOLBERT ELEMENTARY SCHOOL,RESACA,GA,1435 HALL MEMORIAL RD NW,
SOUTHSIDE ELEMENTARY SCHOOL,CAIRO,GA,491 3RD ST SE,
SOUTH GWINNETT HIGH SCHOOL,SNELLVILLE,GA,2288 MAIN ST E,
ANNISTOWN ELEMENTARY SCHOOL,SNELLVILLE,GA,3150 SPAIN RD,
LINDSEY ELEMENTARY SCHOOL,WARNER ROBINS,GA,81 TABOR DR,
ALLGOOD ELEMENTARY SCHOOL,DALLAS,GA,312 HART RD,
GLADBROOK-REINBECK ELEMENTARY SCHOOL,REINBECK,IA,300 CEDAR STREET,
ANDREW ELEMENTARY SCHOOL,ANDREW,IA,13 S MARION,
HARDING MIDDLE SCHOOL,DES MOINES,IA,203 E EUCLID AVE,
MADISON ELEM SCHOOL,CHICAGO,IL,7433 S DORCHESTER AV,
OLD ORCHARD JR HIGH SCHOOL,SKOKIE,IL,9310 KENTON AVE,
ROBERT FROST ELEM SCHOOL,MT PROSPECT,IL,1308 S CYPRESS DR,
LINDOP ELEM SCHOOL,BROADVIEW,IL,2400 S 18TH AVE,
GLENBARD NORTH HIGH SCHOOL,CAROL STREAM,IL,990 KUHN RD,
SERENA ELEM SCHOOL,SERENA,IL,PO BOX 107,
ST CLAIR CO JUV DETENTION CENTER,BELLEVILLE,IL,9006 LEBANON RD,
ELDORADO MIDDLE SCHOOL,ELDORADO,IL,1907 1ST ST,
PARK ELEM,GREAT BEND,KS,1801 WILLIAMS,
MERRYVILLE HIGH SCHOOL,MERRYVILLE,LA,7061 HIGHWAY 110 WEST,
RIVERVIEW ELEMENTARY SCHOOL,ELKHART,IN,2509 WOOD ST,
TIMOTHY BALL ELEMENTARY SCHOOL,CROWN POINT,IN,720 W SUMMIT ST,
DECATUR CENTRAL HIGH SCHOOL,INDIANAPOLIS,IN,5251 KENTUCKY AVE,
HARRY M. HURST MIDDLE SCHOOL,DESTREHAN,LA,170 ROAD RUNNER LANE,
JOHN G WHITTIER,HAVERHILL,MA,256 CONCORD STREET,
LYNN VOCATIONAL TECHNICAL INSTITUTE,LYNN,MA,80 NEPTUNE BLVD,
VINE STREET SCHOOL,BANGOR,ME,66 VINE STREET,
LINE ELEMENTARY,WEST NEWFIELD,ME,818 WATER STREET,
MARSHWOOD MIDDLE SCHOOL,ELIOT,ME,626 H.L. DOW HIGHWAY,
RIVERSIDE MIDDLE SCHOOL,GRAND RAPIDS,MI,265 ELEANOR ST NE,
REED CITY HIGH SCHOOL,REED CITY,MI,225 WEST CHURCH AVE,
DECKERVILLE COMMUNITY HIGH SCHOOL,DECKERVILLE,MI,2633 BLACK RIVER ST,
STRUTHERS MIDDLE SCHOOL,STRUTHERS,OH,800 5TH ST,
CLARKS SUMMIT EL SCH,CLARKS SUMMIT,PA,401 W GROVE ST,
LAKE-LEHMAN JSHS,LEHMAN,PA,OLD ROUTE 115,
CASCADE MIDDLE SCHOOL,VANCOUVER,WA,13900 NE 18TH STREET,
DANBURY MIDDLE SCHOOL,LAKESIDE,OH,9451 E HARBOR RD,
CENTRAL ELEMENTARY SCHOOL,LOGAN,OH,445 N MARKET ST,
INGLESIDE H S,INGLESIDE,TX,2807 MUSTANG DR,
THE CHAMPION MIDDLE THEME SCHOOL,STONE MOUNTAIN,GA,5265 MIMOSA DR,
P H MILLER ELEM SCHOOL,PLANO,IL,904 N LEW ST,
WAYNE COUNTY ALTERNATIVE SCHOOL,WAYNESBORO,MS,1325 AZALEA DR,
BRANCH ELEMENTARY,ARROYO GRANDE,CA,970 SCH RD.,
ELIZABETH GRAHAM ELEM SCHOOL,SPRINGFIELD,IL,900 W EDWARDS ST,
CYPRESS SPRINGS ELEMENTARY SCHOOL,RUSTON,LA,1040 SARATOGA STREET,
WALLACE ELEMENTARY SCHOOL,HASTINGS,NE,2975 S BALTIMORE AVE,
HOPEWELL ELEMENTARY SCHOOL,HOPEWELL,NJ,35 PRINCETON AVENUE,
J. ACKERMAN COLES ELEMENTARY SCHOOL,SCOTCH PLAINS,NJ,16 KEVIN ROAD,
PUNXSUTAWNEY AREA MS,PUNXUTAWNEY,PA,465 BEYER AVE,
GEORGE JR REPUBLIC HS,GROVE CITY,PA,233 GEORGE JUNIOR RD,
BURKE EL,SAN ANTONIO,TX,10111 TERRA OAK,
COLLEGE PLACE ELEMENTARY,LYNNWOOD,WA,20401 76TH AVE W,
SACAJAWEA MIDDLE SCHOOL,SPOKANE,WA,401 E 33RD AVE,
AMES VISUAL/PERF. ARTS,ST LOUIS,MO,2900 HADLEY,
KIRCHER SCHOOL,MILES CITY,MT,331 KIRCHER CREEK ROAD,
MCKINLEY ELEM SCHOOL,CICERO,IL,5900 W 14TH ST,
BUDLONG ELEM SCHOOL,CHICAGO,IL,2701 W FOSTER AVE,
MONFORTON SCHOOL,BOZEMAN,MT,6001 MONFORTON SCHOOL RD,
DODSON HIGH SCHOOL,DODSON,MT,124 FIRST AVE W,
RIVER SPRINGS ELEMENTARY,IRMO,SC,115 CONNIE WRIGHT ROAD,
HILLSIDE ELEMENTARY SCHOOL,SPARKS,NV,1250 PERI RANCH ROAD,
ROBERT REID EL SCH,MIDDLETOWN,PA,201 OBERLIN ROAD,
HOWE JULIA WARD SCH,PHILADELPHIA,PA,5800 N 13TH ST,
VIRGILIO DAVILA,BAYAMON,PR,CARR 864 CALLE HATO TEJAS,
CORINNA ELEMENTARY SCHOOL,CORINNA,ME,42 STETSON RD,
RIO VISTA ELEMENTARY,EL MONTE,CA,4300 N. ESTO,
CARSON CITY MONTESSORI CHARTER SCHOOL,CARSON CITY,NV,2263 MOUTON DRIVE,
NE CORRECTIONAL YOUTH FACILITY,OMAHA,NE,2610 N 20TH ST EAST,
ROCK CREEK ELEMENTARY SCHOOL,ROCK CREEK,OH,3134 N MAIN ST,
RED ROCKS ELEMENTARY SCHOOL,MORRISON,CO,17199 HIGHWAY 74,
ASPIRA CHARTER SCHOOLS,CHICAGO,IL,1711 N CALIFORNIA,
FORT JENNINGS ELEMENTARY SCHOOL,FORT JENNINGS,OH,#1 MUSKETEER DRIVE,
LAKE-NOXEN EL SCH,HARVEYS LAKE,PA,RR 3 BOX 270,
COLLIER EL,SAN ANTONIO,TX,834 W SOUTHCROSS BLVD,
CLAYTON HIGH SCHOOL,CLAYTON,NJ,55 POP KRAMER BLVD,
NEW KENT MIDDLE,NEW KENT,VA,7501 EGYPT ROAD,
ALTERNATIVE SPECIAL EDUCATION PROGRAM (ASEP),BRISTOL,CT,632 KING ST.,
HERITAGE HILLS MIDDLE SCHOOL,LINCOLN CITY,IN,3646 E CR 1600 N,
WICKES SCHOOL,WARWICK,RI,50 CHILD LANE,
DCYF ALTERNATIVE ED. PROGRAM,CRANSTON,RI,57 POWER ROAD,
DERRY EL,PORT ISABEL,TX,1702 2ND ST,
PINNACLE ONLINE HIGH SCHOOL,TEMPE,AZ,4700 S. MCCLINTOCK DR.,
ZEPHYR EL SCH,WHITEHALL,PA,2934 ZEPHYR BLVD,
LAKE MIDDLE SCHOOL,MILLBURY,OH,28100 LEMOYNE RD,
WHITEFIELD ELEMENTARY SCHOOL,WHITEFIELD,ME,164 GRAND ARMY ROAD,
WAGONER ELEM,SAUK VILLAGE,IL,1831 215TH PL,
KOKOMO AREA CAREER CENTER,KOKOMO,IN,2415 S BERKLEY RD,
BUCKEYE ELEMENTARY SCHOOL,PAINESVILLE,OH,175 BUCKEYE RD,
KLINGER MS,SOUTHAMPTON,PA,1415 2ND STREET PIKE,
WEST VALLEY MIDDLE SCHOOL,KNOXVILLE,TN,9118 GEORGE WILLIAMS RD,
NIMITZ MIDDLE,ODESSA,TX,4900 MAPLE AVE,
XAVIER SCHOOL OF EXCELLENCE,SOUTH BEND,IN,3423 S MICHIGAN,
CHERRYVALE ELEMENTARY,SUMTER,SC,1420 FURMAN DRIVE,
MANSFIELD MIDDLE SCHOOL,MANSFIELD,LA,1915 MCARTHUR DR,
WASHOE INNOVATIONS HIGH SCHOOL,RENO,NV,777 WEST 2ND STREET,
ANTHONY WAYNE MIDDLE SCHOOL,WAYNE,NJ,201 GARSIDE AVENUE,
AUSTINBURG ELEMENTARY SCHOOL,AUSTINBURG,OH,3030 STATE ROUTE 307,
CHESTER W. BARROWS SCHOOL,CRANSTON,RI,9 BEACHMONT AVENUE,
MARTIN G. BRUMBAUGH,SAN JUAN,PR,CALLE SAN JUAN BAUTISTA PDA 7 1/2 PUERTA DE TIERRA,
SANDRA TOVAR MEDEIROS ELEMENTARY,TURLOCK,CA,651 W. SPRINGER DR.,
LUBEC CONSOLIDATED SCHOOL,LUBEC,ME,44 SOUTH STREET,
NORTH ANDOVER MIDDLE,NORTH ANDOVER,MA,495 MAIN STREET,
ENGLEWOOD ON THE PALISADES CHARTER SCHOOL,ENGLEWOOD,NJ,65 WEST DEMAREST AVENUE,
VERDE ELEMENTARY,RICHMOND,CA,2000 GIARAMITA ST.,
HAVRE DE GRACE MIDDLE,HAVRE DE GRACE,MD,401 LEWIS LN,
STEPHENSON MIDDLEHIGH SCHOOL,STEPHENSON,MI,526 DIVISION ST,
HUNDRED HIGH SCHOOL,HUNDRED,WV,ROUTE 250,
ROE 53 ACADEMY,CREVE COEUR,IL,107 RIVERVIEW DR,
YOUTH VILLAGES AT INNER HARBOUR,DOUGLASVILLE,GA,4685 DORSETT SHOALS RD,
SOUTH NEWTON SENIOR HIGH SCHOOL,KENTLAND,IN,13102 S 50 E,
SULLIVAN HIGH SCHOOL,CHICAGO,IL,6631 N BOSWORTH AVE,
WEST PARK ELEM ACADEMY,CHICAGO,IL,1425 N TRIPP AVE,
OAKLAND INTERNATIONAL ACADEMY ELEMENTARY,DETROIT,MI,4001 MILLER ST,
MERCER COUNTY JR HIGH SCHOOL,JOY,IL,203 N WASHINGTON ST,
LAKE GEORGE CHARTER SCHOOL,LAKE GEORGE,CO,38874 US HWY 24,
CHRISTOPHER COLUMBUS SCHOOL #8,GARFIELD,NJ,147 CEDAR STREET,
CRADDOCK ELEMENTARY SCHOOL,AURORA,OH,105 HURD RD,
RAINIER VIEW ELEMENTARY SCHOOL,SEATTLE,WA,11650 BEACON AV S,
SNOWHILL ELEMENTARY SCHOOL,SPRINGFIELD,OH,531 W HARDING RD,
PEEPLES ELEMENTARY SCHOOL,FAYETTEVILLE,GA,153 PANTHER PATH,
LIBERTY CHARTER SCHOOL,NAMPA,ID,1063 EAST LEWIS LANE,
MAPLEBROOK ELEM SCHOOL,NAPERVILLE,IL,1630 WARBLER DR,
NEW HAVEN INTERMEDIATE SCHOOL,NEW HAVEN,IN,1065 WOODMERE DR,
NICHOLAS COUNTY ELEMENTARY SCHOOL,CARLISLE,KY,133 SCHOOL DRIVE,
SOLON MIDDLE SCHOOL,SOLON,OH,6835 SOM CENTER RD,
DEWITT D. BARLOW ELEMENTARY SCHOOL,PLAINFIELD,NJ,E FRONT ST & FARRAGUT RD,
ST JAMES ELEMENTARY,DENVER,NC,1774 ST JAMES CHURCH ROAD,
MICHAEL R. WHITE,CLEVELAND,OH,1000 E 92ND ST,
EAST HIGH SCHOOL,COLUMBUS,OH,1500 E BROAD ST,
SALNAVE ELEMENTARY,CHENEY,WA,1015 SALNAVE ROAD,
JAMES A HARMON ELEMENTARY SCHOOL,GROVE CITY,OH,1861 GANTZ RD,
LUIS NEGRON LOPEZ,SABANA GRANDE,PR,CARR #368 KM 1.0 BO MACHUCHAL,
SU JAGUAL ADENTRO,SAN LORENZO,PR,CARR 181 RAMAL 765 KM 2 BO JAGUAL,
HENRY FORD ACADEMY SCHOOL FOR CREATIVE STUDIES PSAD,DETROIT,MI,485 W MILWAUKEE ST,
ODYSSEY SCHOOL,OGDEN,UT,375 GODDARD STREET,
KENSTON INTERMEDIATE SCHOOL,CHAGRIN FALLS,OH,17419 SNYDER RD,
RIVER GLEN,SAN JOSE,CA,1088 BRD.WAY,
GLENDALE ELEMENTARY SCHOOL,CINCINNATI,OH,930 CONGRESS AVE,
PHOENIX MILITARY ACADEMY HS,CHICAGO,IL,145 S CAMPBELL AVE,
RIVERDALE ELEMENTARY SCHOOL,MT BLANCHARD,OH,20613 STATE ROUTE 37,
MORGAN ELEMENTARY SCHOOL,PADUCAH,KY,2200 S 28TH ST,
MORTON ELEMENTARY SCHOOL,MORTON,MS,265 E SECOND AVENUE,
DEERFIELD SCHOOL,LEWISTOWN,MT,DEERFIELD COLONY,
GORDON-RUSHVILLE HIGH SCHOOL,GORDON,NE,810 N OAK ST,
FORSAN H S,FORSAN,TX,411 W 6TH,
MONTVALE ELEMENTARY,MONTVALE,VA,ONE LITTLE PATRIOT DR,
WADSWORTH MIDDLE SCHOOL,WADSWORTH,OH,150 SILVERCREEK RD,
CAMP CREEK MIDDLE SCHOOL,ATLANTA,GA,4345 WELCOME ALL RD SW,
GALENA MIDDLE SCHOOL,GALENA,IL,1230 FRANKLIN ST,
UNIOTO MIDDLE SCHOOL,CHILLICOTHE,OH,160 MOUNDSVILLE RD,
SALVATORE R. CALABRO,HOBOKEN,NJ,524 PARK AVENUE,
MARTIN CENTER FOR THE ARTS,JERSEY CITY,NJ,59 WILKINSON AVE,
WEST ELEMENTARY,MC ARTHUR,OH,57710 US HIGHWAY 50,
FORSYTHE SATELLITE ACADEMY,NEW YORK,NY,198 FORSYTH ST,
SENITA VALLEY ELEMENTARY SCHOOL,TUCSON,AZ,10750 EAST BILBY ROAD,
SEVENTY-FOURTH STREET ELEMENTARY,LOS ANGELES,CA,2112 W. 74TH ST.,
IS 364 GATEWAY,BROOKLYN,NY,1426 FREEPORT LOOP,
HILLIARD MEMORIAL MIDDLE SCHOOL,HILLIARD,OH,5600 SCIOTO DARBY RD,
ELLA LEWIS SCHOOL,STEUBEN,ME,15 OLD VILLAGE ROAD,
EATON HIGH SCHOOL,EATON,CO,114 PARK AVENUE,
COLUMBIA MIDDLE SCHOOL,COLUMBIA,IL,100 EAGLE DR,
WASHINGTON ELEM SCHOOL,RUSHVILLE,IL,100 BUCHANAN ST,
CROFTON ELEMENTARY,CROFTON,MD,1405 DUKE OF KENT DR,
CREIGHTON COMMUNITY HIGH SCH,CREIGHTON,NE,1609 REDICK AVE,
ELKHORN VALLEY HIGH SCHOOL,TILDEN,NE,601 S MADISON STREET,
CROSSTIMBERS ACADEMY,WEATHERFORD,TX,242 HARMONY RD,
EDMONDS ELEMENTARY,EDMONDS,WA,1215 OLYMPIC AVENUE,
WASHINGTON G ELEM SCHOOL,CHICAGO,IL,3611 E 114TH ST,
RAFAEL APARICIO JIMENEZ,ADJUNTAS,PR,CALLE RODULFO GONZALEZ FINAL,
JOSE DAVILA SEMPRIT,BAYAMON,PR,SIERRA BAYAMON CALLE 22 FINAL,
WEBB ELEMENTARY SCHOOL,FRANKLIN,IN,1400 WEBB CT,
LUSTRE SCHOOL,FRAZER,MT,282 LUSTRE ROAD,
POND ROAD MIDDLE SCHOOL,ROBBINSVILLE,NJ,150 POND ROAD,
WINFIELD TOWNSHIP,WINFIELD,NJ,7 1/2 GULFSTREAM AVENUE,
LAFAYETTE TOWNSHIP SCHOOL,LAFAYETTE,NJ,178 BEAVER RUN ROAD,
WESTERLY HIGH SCHOOL,WESTERLY,RI,23 WARD AVENUE,
ABINGTON HEIGHTS HS,CLARKS SUMMIT,PA,222 NOBLE ROAD,
PITTSTON AREA MS,PITTSTON,PA,120 NEW STREET,
KEANSBURG HIGH SCHOOL,KEANSBURG,NJ,140 PORT MONMOUTH ROAD,
ABRAHAM LINCOLN ELEMENTARY,COLTON,CA,444 E. OLIVE ST.,
GREENE CENTRAL SCHOOL,GREENE,ME,41 MAIN STREET,
STEWART COUNTY MIDDLE SCHOOL,DOVER,TN,723 SPRING ST,
HANOVER AREA JSHS,HANOVER TOWNSHIP,PA,1600 SANS SOUCI PKWY,
OLGA L. REED ELEMENTARY,LOS ALAMOS,CA,480 CENTENNIAL ST.,
VALLEY VIEW MS,ARCHBALD,PA,1 COLUMBUS DR,
CENTRAL CROSSING HIGH SCHOOL,GROVE CITY,OH,4500 BIG RUN SOUTH RD,
SHALER AREA HS,PITTSBURGH,PA,381 WIBLE RUN RD,
ERNESTO RAMOS ANTONINI (MUSICA),SAN JUAN,PR,AVE CHARDON 125,
PINE GROVE AREA HS,PINE GROVE,PA,101 SCHOOL STREET,
VERNON TOWNSHIP HIGH SCHOOL,VERNON,NJ,1832 ROUTE 565,
PEORIA HIGH SCHOOL,PEORIA,AZ,11200 N 83RD AVE,
GLENBROOK SOUTH HIGH SCHOOL,GLENVIEW,IL,4000 W LAKE AVE,
HAWTHORNE HIGH SCHOOL,HAWTHORNE,NJ,160 PARMELEE AVENUE,
HEBRON STATION SCHOOL,HEBRON,ME,884 STATION ROAD,
PENNRIDGE CENTRAL MS,PERKASIE,PA,144 WALNUT STREET,
SCHOOL OF CULINARY ARTS HOSPITALITY AND TOURISM,PATERSON,NJ,150 PARK AVENUE,
GRAND CENTER ARTS ACAD MIDDLE,ST LOUIS,MO,711 N. GRAND,
ARBUCKLE ELEMENTARY,ARBUCKLE,CA,701 HALL ST.,
CENTRAL DAUPHIN EAST SHS,HARRISBURG,PA,626 RUTHERFORD RD,
CREATIVE LEARNING CENTER HIGHLAND PARK,HIGHLAND PARK,MI,14104 WOODWARD AVE,
SOUTHEAST PRIMARY ELEMENTARY SCHOOL,RAVENNA,OH,8301 TALLMADGE RD,
PEDRO J. RODRIGUEZ OQUENDO,CAROLINA,PR,CARR 859 BO STA CRUZ,
PITTSBORO PRIMARY SCHOOL,PITTSBORO,IN,540 OSBORNE ST,
FALLBROOK HIGH,FALLBROOK,CA,2400 S. STAGE COACH LN.,
BONDURANT MIDDLE SCHOOL,FRANKFORT,KY,BONDURANT DR,
ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,BRONX,NY,120 E 184TH ST,
LOVEJOY HIGH SCHOOL,HAMPTON,GA,1587 MCDONOUGH RD,
MOUNTAIN RIDGE INTERMEDIATE,GERRARDSTOWN,WV,2691 GERRARDSTOWN ROAD,
ELLA G CLARKE ELEMENTARY SCHOOL,LAKEWOOD,NJ,455 MANETTA AVENUE,
CLAY-BATTELLE HIGH SCHOOL,BLACKSVILLE,WV,RT. 7 WEST,
CALZADA,MAUNABO,PR,CARR 759 INT 7761,
MIFFLIN CO JHS,LEWISTOWN,PA,700 CEDAR STREET,
LOWELL SCOTT MIDDLE SCHOOL,BOISE,ID,13600 WEST MCMILLAN ROAD,
WARETOWN ELEMENTARY SCHOOL,WARETOWN,NJ,64 RAILROAD AVENUE,
ISEAP PROGRAM,HIGHLAND SPRINGS,VA,201 E. NINE MILE ROAD,
QUAKERTOWN COMMUNITY HS,QUAKERTOWN,PA,600 PARK AVE,
C O R E ACADEMY,HOUSTON,TX,12707 CULLEN BLVD,
BEL AIR ELEMENTARY,BAY POINT,CA,663 CANAL RD.,
DEL MAR MIDDLE,TIBURON,CA,105 AVENIDA MIRAFLORES,
BEL AIRE ELEMENTARY,TIBURON,CA,277 KAREN WAY,
ULYSSES GRANT ELEMENTARY,COLTON,CA,550 W. OLIVE ST.,
KUMEYAAY ELEMENTARY,SAN DIEGO,CA,6475 ANTIGUA BLVD.,
EL CAMINO HIGH,SOUTH SAN FRANCISCO,CA,1320 MISSION RD.,
TAFT ELEMENTARY,REDWOOD CITY,CA,TENTH AVE. AND BAY RD.,
HENRY FORD ELEMENTARY,REDWOOD CITY,CA,2498 MASSACHUSETTS AVE.,
LEIGH HIGH,SAN JOSE,CA,5210 LEIGH AVE.,
SUMMIT HILLS ELEMENTARY SCHOOL,IDAHO FALLS,ID,2853 NORTH LUCINA AVENUE,
INDIAN RIDGE ELEMENTARY SCHOOL,AURORA,CO,16501 EAST PROGRESS DRIVE,
PUTNAM ELEMENTARY SCHOOL,FORT COLLINS,CO,1400 MAPLE STREET,
BLAIR MOODY ELEMENTARY SCHOOL,TAYLOR,MI,8280 HIPP ST,
WESTAMPTON CAMPUS,WESTAMPTON,NJ,20 PIONEER BLVD,
LONGSTRETH WILLIAM C SCH,PHILADELPHIA,PA,5700 WILLOWS AVE,
MAHANTONGO EL SCH,KLINGERSTOWN,PA,1200 RIDGE RD,
SU JOAQUIN PARRILLA,PATILLAS,PR,CARR 184 KM 2 HM 5,
PATRIOT HIGH SCHOOL,FALCON,CO,11990 SWINGLINE ROAD,
DUPONT ELEMENTARY SCHOOL,COMMERCE CITY,CO,7970 KIMBERLY STREET,
WALNUT MIDDLE SCHOOL,GRAND ISLAND,NE,1600 N CUSTER AVE,
SOUTH FANT SCHOOL OF EARLY EDUCATION,ANDERSON,SC,1700 SOUTH FANT STREET,
HILTON HEAD ISLAND ELEMENTARY,HILTON HEAD ISLAND,SC,30 SCHOOL ROAD,
WILLIAMSBURG HIGH SCHOOL FOR ART AND TECHNOLOGY,BROOKLYN,NY,223 GRAHAM AVE,
ROBERTS EL,LUBBOCK,TX,7901 AVE P,
LOUISVILLE ELEMENTARY SCHOOL,LOUISVILLE,CO,400 HUTCHINSON STREET,
MASCOUTAH MIDDLE SCHOOL,MASCOUTAH,IL,846 N 6TH ST,
RICHARD E BYRD,GLEN ROCK,NJ,640 DOREMUS AVE,
N. A. BLESHMAN REGIONAL DAY SCHOOL,PARAMUS,NJ,333 EAST RIDGEWOOD AVENUE,
FLORENCE RIVERFRONT SCHOOL,FLORENCE,NJ,500 FRONT STREET,
ADRIAN ELEMENTARY SCHOOL,SOUTH EUCLID,OH,1071 HOMESTEAD RD,
SHENANDOAH ELEMENTARY SCHOOL,SARAHSVILLE,OH,20977 ZEP RD E,
PEARCY EL,ARLINGTON,TX,601 E HARRIS RD,
JAYENNE ELEMENTARY SCHOOL,FAIRMONT,WV,1504 COUNTRY CLUB ROAD,
ISABEL FLORES,JUNCOS,PR,URB LOS ALMENDROS,
UNION HEIGHTS ELEMENTARY,CARTHAGE,TN,663 LEBANON HWY,
ELKHART DAEP,PALESTINE,TX,420 W PALESTINE AVE,
BELL CO J J A E P,KILLEEN,TX,4800 E RANCIER AVE,
ROBERT LEWIS MAGNET SCHOOL,NATCHEZ,MS,1221 MARTIN LUTHER KING STREET,
GARRY MIDDLE SCHOOL,SPOKANE,WA,725 E JOSEPH AVE,
MOSCOW HIGH,MOSCOW,KS,301 HIGH ROAD,
PS 69 JACKSON HEIGHTS,JACKSON HEIGHTS,NY,77-02 37TH AVE,
OAKMONT ELEMENTARY SCHOOL,COLUMBUS,OH,5666 OAKMONT DR,
ASHAWAY ELEMENTARY SCHOOL,ASHAWAY,RI,12A HILLSIDE AVENUE,
CRANBERRY-PROSPERITY ELEMENTARY,BECKLEY,WV,4575 ROBERT C BYRD DR,
SOUTH DOUGLAS ELEMENTARY SCHOOL,DOUGLASVILLE,GA,8299 HIGHWAY 166,
BATESVILLE PRIMARY SCHOOL,BATESVILLE,IN,760 SR 46 W,
CAMP DICK ROBINSON ELEMENTARY SCHOOL,LANCASTER,KY,279 NORTH CAMP DICK RD,
277 WESTONKA AREA LEARNING ACADEMY,MINNETRISTA,MN,5901 SUNNYFIELD RD E,
OLD ORCHARD ELEMENTARY SCHOOL,TOLEDO,OH,2402 CHELTENHAM RD,
CHARLOTTE LAPPLA EL SCH,WELLSBORO,PA,32 MEADE ST,
WEST-OAK HIGH,WESTMINSTER,SC,130 WARRIOR LANE,
NORTH RIDGE EL,LUBBOCK,TX,6302 11TH PL,
VIVIAN FOWLER EL,MOUNT PLEASANT,TX,503 N OTYSON,
CROWNHILL ELEMENTARY SCHOOL,BREMERTON,WA,1500 ROCKY POINT RD,
FORT BEND CO ALTER,STAFFORD,TX,1625 STAFFORDSHIRE RD,
KANE PRESCHOOL,KANAB,UT,746 S 175 E,
F B MCCORD ELEM SCHOOL,BURBANK,IL,8450 NASHVILLE AVE,
DON E HAYDEN ELEMENTARY SCHOOL,NORTH LAS VEGAS,NV,150 W. ROME BLVD.,
LAKE POINTE EL,AUSTIN,TX,11801 SONOMA DR,
BENJAMIN SYMS MIDDLE,HAMPTON,VA,170 FOX HILL RD,
FAIRVIEW MIDDLE SCHOOL,BREMERTON,WA,8107 CENTRAL VALLEY RD NW,
CHATTAROY ELEMENTARY,CHATTAROY,WA,25717 N. YALE RD.,
VACTE - VALLEY ACADEMY FOR CAREER AND TECHNOLOGY EDUCATION,COTTONWOOD,AZ,830 S. MAIN ST.,
HAYDOCK ACADEMY OF ARTS & SCIENCES,OXNARD,CA,647 W. HILL ST.,
CARMEN FELICIANO CARRERA (INTERMEDIA BO PALMER),RIO GRANDE,PR,CALLE PRINCIPAL CARR 967 BO PALMER,
GEORGE COX ELEMENTARY SCHOOL,GRETNA,LA,2630 BELLE CHASSE HIGHWAY,
UTICA HIGH SCHOOL,UTICA,MI,47255 SHELBY RD,
THE VILLAGE CHARTER SCHOOL,TRENTON,NJ,101 SULLIVAN WAY,
HANCOCK EL SCH,NORRISTOWN,PA,ARCH & SUMMIT STREETS,
LUIS MUNOZ RIVERA,AGUADILLA,PR,CARR. 457 C/E BASE RAMEY BO. CAMASEYES,
ELTON ELEMENTARY SCHOOL,ELTON,LA,614 POWELL ROAD,
PUGET SOUND HIGH SCHOOL,BURIEN,WA,18010 8TH AVE SOUTH,
WOODLAND MIDDLE,MARBLE HILL,MO,RTE 5 BOX 3210,
HARTINGTON-NEWCASTLE ELEM AT HARTINGTON,HARTINGTON,NE,501 S BROADWAY,
LITTLETON ELEMENTARY SCHOOL,MORRIS PLAINS,NJ,250 BROOKLAWN DRIVE,
ALBERT GALLATIN SOUTH MS,POINT MARION,PA,224 NEW GENEVA ROAD,
SAM HOUSTON H S,ARLINGTON,TX,2000 SAM HOUSTON DR,
BRUCEVILLE-EDDY H S,EDDY,TX,1 EAGLE DR,
C C MASON EL,CEDAR PARK,TX,1501 N LAKELINE BLVD,
ESCUELA LIBRE DE MUSICA (ESPECIALIZADA),ARECIBO,PR,CARR 662 SECTOR LOS LLANOS BO SANTANA,
ARCHER HIGH SCHOOL,LAWRENCEVILLE,GA,2255 NEW HOPE RD,
WEST,HOLLAND,MI,500 WEST 24TH ST,
HEMPSTEAD MIDDLE,HEMPSTEAD,TX,2532 9TH ST,
NORTH GLEN ELEMENTARY,GLEN BURNIE,MD,615 WEST FURNACE BRANCH RD,
VALLEY FORGE ELEMENTARY SCHOOL,HUBER HEIGHTS,OH,7191 TROY MANOR RD,
MAYNARD ELEMENTARY,KNOXVILLE,TN,737 COLLEGE ST,
LAKE CHELAN PRESCHOOL,CHELAN,WA,324 E JOHNSON,
MARCELA GARCIA CORA,GUAYAMA,PR,BO PUERTO DE JOBOS 707,
DARWIN ELEM SCHOOL,CHICAGO,IL,3116 W BELDEN AVE,
WAUCONDA GRADE SCHOOL,WAUCONDA,IL,225 OSAGE ST,
COUNTRY MEADOW ELEMENTARY SCHOOL,ASHLEY,IN,2410 CR 10,
SANFORD REGIONAL TECHNICAL CENTER,SANFORD,ME,52 SANFORD HIGH SCHOOL BLVD,
FRANKLIN LOWER ELEMENTARY,MEADVILLE,MS,481 HWY 98 E,
SENECA HIGH SCHOOL,TABERNACLE,NJ,110 CARRANZA ROAD,
CORNELIA F. BRADFORD SCHOOL,JERSEY CITY,NJ,96 SUSSEX ST,
PS 197 JOHN B RUSSWURM,NEW YORK,NY,2230 5TH AVE,
KEEWAYDIN DISCOVERY CENTER,KENNEWICK,WA,202 SOUTH DAYTON STREET,
WEST VIEW ELEMENTARY,BURLINGTON,WA,515 W VICTORIA AVE,
JOSE M. RIVERA SOLIS,SAN JUAN,PR,CALLE CAMPANILLA URB RIVIERAS CUPEY,
INDEPENDENCE MIDDLE,VIRGINIA BEACH,VA,1370 DUNSTAN LN,
FERNWAY ELEMENTARY SCHOOL,SHAKER HEIGHTS,OH,17420 FERNWAY RD,
