cms_certification_num,payer,code,description,price,inpatient_outpatient
171313,Cigna Inpatient Allowable Rate,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",19546.44,INPATIENT
171313,Aetna Inpatient Allowable Rate,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",16460.16,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",2059.00,INPATIENT
171313,Average Total Charges,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",12097.25,INPATIENT
171313,MIN,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",2059.00,INPATIENT
171313,MAX,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",11492.39,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",6627.09,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",9193.91,INPATIENT
171313,Cigna Inpatient Allowable Rate,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",11492.39,INPATIENT
171313,Aetna Inpatient Allowable Rate,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",9677.80,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",2059.00,INPATIENT
171313,Average Total Charges,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,6985.89,INPATIENT
171313,MIN,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,2059.00,INPATIENT
171313,MAX,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,10132.45,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,10132.45,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,5309.28,INPATIENT
171313,Cigna Inpatient Allowable Rate,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,6636.60,INPATIENT
171313,Aetna Inpatient Allowable Rate,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,5588.71,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,2059.00,INPATIENT
171313,Average Total Charges,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,11032.26,INPATIENT
171313,MIN,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,2059.00,INPATIENT
171313,MAX,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,12825.64,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,12825.64,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,8384.52,INPATIENT
171313,Cigna Inpatient Allowable Rate,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,10480.65,INPATIENT
171313,Aetna Inpatient Allowable Rate,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,8825.81,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,2059.00,INPATIENT
171313,Average Total Charges,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,16481.69,INPATIENT
171313,MIN,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,2059.00,INPATIENT
171313,MAX,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,15657.61,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,9930.75,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,12526.08,INPATIENT
171313,Cigna Inpatient Allowable Rate,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,15657.61,INPATIENT
171313,Aetna Inpatient Allowable Rate,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,13185.35,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,2059.00,INPATIENT
171313,Average Total Charges,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,7001.34,INPATIENT
171313,MIN,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,2059.00,INPATIENT
171313,MAX,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,6651.27,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,5439.99,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,5321.01,INPATIENT
171313,Cigna Inpatient Allowable Rate,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,6651.27,INPATIENT
171313,Aetna Inpatient Allowable Rate,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,5601.07,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,7803.98,INPATIENT
171313,MIN,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,2059.00,INPATIENT
171313,MAX,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,7413.78,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,4415.55,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,5931.02,INPATIENT
171313,Cigna Inpatient Allowable Rate,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,7413.78,INPATIENT
171313,Aetna Inpatient Allowable Rate,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,6243.18,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,539,OSTEOMYELITIS WITH MCC,12089.63,INPATIENT
171313,MIN,539,OSTEOMYELITIS WITH MCC,2059.00,INPATIENT
171313,MAX,539,OSTEOMYELITIS WITH MCC,11485.15,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,539,OSTEOMYELITIS WITH MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,539,OSTEOMYELITIS WITH MCC,10661.72,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,539,OSTEOMYELITIS WITH MCC,9188.12,INPATIENT
171313,Cigna Inpatient Allowable Rate,539,OSTEOMYELITIS WITH MCC,11485.15,INPATIENT
171313,Aetna Inpatient Allowable Rate,539,OSTEOMYELITIS WITH MCC,9671.70,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,539,OSTEOMYELITIS WITH MCC,2059.00,INPATIENT
171313,Average Total Charges,540,OSTEOMYELITIS WITH CC,10693.25,INPATIENT
171313,MIN,540,OSTEOMYELITIS WITH CC,2059.00,INPATIENT
171313,MAX,540,OSTEOMYELITIS WITH CC,10158.59,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,540,OSTEOMYELITIS WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,540,OSTEOMYELITIS WITH CC,8360.00,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,540,OSTEOMYELITIS WITH CC,8126.87,INPATIENT
171313,Cigna Inpatient Allowable Rate,540,OSTEOMYELITIS WITH CC,10158.59,INPATIENT
171313,Aetna Inpatient Allowable Rate,540,OSTEOMYELITIS WITH CC,8554.60,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,540,OSTEOMYELITIS WITH CC,2059.00,INPATIENT
171313,Average Total Charges,541,OSTEOMYELITIS WITHOUT CC/MCC,9629.64,INPATIENT
171313,MIN,541,OSTEOMYELITIS WITHOUT CC/MCC,2059.00,INPATIENT
171313,MAX,541,OSTEOMYELITIS WITHOUT CC/MCC,9148.16,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,541,OSTEOMYELITIS WITHOUT CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,541,OSTEOMYELITIS WITHOUT CC/MCC,6002.85,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,541,OSTEOMYELITIS WITHOUT CC/MCC,7318.53,INPATIENT
171313,Cigna Inpatient Allowable Rate,541,OSTEOMYELITIS WITHOUT CC/MCC,9148.16,INPATIENT
171313,Aetna Inpatient Allowable Rate,541,OSTEOMYELITIS WITHOUT CC/MCC,7703.71,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,541,OSTEOMYELITIS WITHOUT CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,8557.92,INPATIENT
171313,MIN,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,2059.00,INPATIENT
171313,MAX,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,13063.35,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,13063.35,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,6504.02,INPATIENT
171313,Cigna Inpatient Allowable Rate,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,8130.02,INPATIENT
171313,Aetna Inpatient Allowable Rate,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,6846.34,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,2059.00,INPATIENT
171313,Average Total Charges,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,12714.03,INPATIENT
171313,MIN,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,2059.00,INPATIENT
171313,MAX,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,12078.33,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,6264.46,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,9662.67,INPATIENT
171313,Cigna Inpatient Allowable Rate,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,12078.33,INPATIENT
171313,Aetna Inpatient Allowable Rate,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,10171.23,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,2059.00,INPATIENT
171313,Average Total Charges,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",9438.86,INPATIENT
171313,MIN,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",2059.00,INPATIENT
171313,MAX,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",8966.92,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",5468.65,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",7173.53,INPATIENT
171313,Cigna Inpatient Allowable Rate,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",8966.92,INPATIENT
171313,Aetna Inpatient Allowable Rate,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",7551.09,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",2059.00,INPATIENT
171313,Average Total Charges,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",6329.50,INPATIENT
171313,MIN,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",2059.00,INPATIENT
171313,MAX,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",6274.76,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",6274.76,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",4810.42,INPATIENT
171313,Cigna Inpatient Allowable Rate,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",6013.03,INPATIENT
171313,Aetna Inpatient Allowable Rate,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",5063.60,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",2059.00,INPATIENT
171313,Average Total Charges,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",3853.82,INPATIENT
171313,MIN,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",2059.00,INPATIENT
171313,MAX,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",3901.60,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",3901.60,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",2928.90,INPATIENT
171313,Cigna Inpatient Allowable Rate,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",3661.13,INPATIENT
171313,Aetna Inpatient Allowable Rate,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",3083.06,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",2059.00,INPATIENT
171313,Average Total Charges,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",1403.80,INPATIENT
171313,MIN,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",1066.89,INPATIENT
171313,MAX,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",6614.28,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",6614.28,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",1066.89,INPATIENT
171313,Cigna Inpatient Allowable Rate,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",1333.61,INPATIENT
171313,Aetna Inpatient Allowable Rate,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",1123.04,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",2059.00,INPATIENT
171313,Average Total Charges,596,MAJOR SKIN DISORDERS WITHOUT MCC,4471.89,INPATIENT
171313,MIN,596,MAJOR SKIN DISORDERS WITHOUT MCC,2059.00,INPATIENT
171313,MAX,596,MAJOR SKIN DISORDERS WITHOUT MCC,5557.79,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,596,MAJOR SKIN DISORDERS WITHOUT MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,596,MAJOR SKIN DISORDERS WITHOUT MCC,5557.79,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,596,MAJOR SKIN DISORDERS WITHOUT MCC,3398.64,INPATIENT
171313,Cigna Inpatient Allowable Rate,596,MAJOR SKIN DISORDERS WITHOUT MCC,4248.30,INPATIENT
171313,Aetna Inpatient Allowable Rate,596,MAJOR SKIN DISORDERS WITHOUT MCC,3577.51,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,596,MAJOR SKIN DISORDERS WITHOUT MCC,2059.00,INPATIENT
171313,Average Total Charges,607,MINOR SKIN DISORDERS WITHOUT MCC,16111.80,INPATIENT
171313,MIN,607,MINOR SKIN DISORDERS WITHOUT MCC,2059.00,INPATIENT
171313,MAX,607,MINOR SKIN DISORDERS WITHOUT MCC,15306.21,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,607,MINOR SKIN DISORDERS WITHOUT MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,607,MINOR SKIN DISORDERS WITHOUT MCC,4256.28,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,607,MINOR SKIN DISORDERS WITHOUT MCC,12244.97,INPATIENT
171313,Cigna Inpatient Allowable Rate,607,MINOR SKIN DISORDERS WITHOUT MCC,15306.21,INPATIENT
171313,Aetna Inpatient Allowable Rate,607,MINOR SKIN DISORDERS WITHOUT MCC,12889.44,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,607,MINOR SKIN DISORDERS WITHOUT MCC,2059.00,INPATIENT
171313,Average Total Charges,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,1443.73,INPATIENT
171313,MIN,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,1097.23,INPATIENT
171313,MAX,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,24110.46,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,24110.46,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,1097.23,INPATIENT
171313,Cigna Inpatient Allowable Rate,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,1371.54,INPATIENT
171313,Aetna Inpatient Allowable Rate,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,1154.98,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",16028.22,INPATIENT
171313,MIN,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",2059.00,INPATIENT
171313,MAX,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",24274.75,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",24274.75,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",12181.45,INPATIENT
171313,Cigna Inpatient Allowable Rate,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",15226.81,INPATIENT
171313,Aetna Inpatient Allowable Rate,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",12822.58,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",2059.00,INPATIENT
171313,Average Total Charges,638,DIABETES WITH CC,3669.87,INPATIENT
171313,MIN,638,DIABETES WITH CC,2059.00,INPATIENT
171313,MAX,638,DIABETES WITH CC,7355.26,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,638,DIABETES WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,638,DIABETES WITH CC,7355.26,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,638,DIABETES WITH CC,2789.10,INPATIENT
171313,Cigna Inpatient Allowable Rate,638,DIABETES WITH CC,3486.38,INPATIENT
171313,Aetna Inpatient Allowable Rate,638,DIABETES WITH CC,2935.90,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,638,DIABETES WITH CC,2059.00,INPATIENT
171313,Average Total Charges,639,DIABETES WITHOUT CC/MCC,8395.99,INPATIENT
171313,MIN,639,DIABETES WITHOUT CC/MCC,2059.00,INPATIENT
171313,MAX,639,DIABETES WITHOUT CC/MCC,7976.19,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,639,DIABETES WITHOUT CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,639,DIABETES WITHOUT CC/MCC,5409.40,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,639,DIABETES WITHOUT CC/MCC,6380.95,INPATIENT
171313,Cigna Inpatient Allowable Rate,639,DIABETES WITHOUT CC/MCC,7976.19,INPATIENT
171313,Aetna Inpatient Allowable Rate,639,DIABETES WITHOUT CC/MCC,6716.79,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,639,DIABETES WITHOUT CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",1597.51,INPATIENT
171313,MIN,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",1214.11,INPATIENT
171313,MAX,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",7087.04,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",7087.04,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",1214.11,INPATIENT
171313,Cigna Inpatient Allowable Rate,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",1517.64,INPATIENT
171313,Aetna Inpatient Allowable Rate,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",1278.01,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",2059.00,INPATIENT
171313,Average Total Charges,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",9225.98,INPATIENT
