Department Description,ChargeID,ChargeDesc,RevCode,UnitofMeasure,Price,CPT_CODE,MODIFIER_1,MODIFIER_2,De-Identified Minimum Outpatient Allowable Rate,De-Identified Maximum Outpatient Allowable Rate,De-Identified Minimum Inpatient Allowable Rate,De-Identified Maximum Inpatient Allowable Rate,Medicare Outpatient Allowable Rate,Medicare Inpatient Allowable Rate,Blue Cross Outpatient Allowable Rate,Blue Cross Inpatient Allowable Rate,United Healthcare Outpatient Allowable Rate,United Healthcare Inpatient Allowable Rate,Cigna Outpatient Allowable Rate,Cigna Inpatient Allowable Rate,Aetna Outpatient Allowable Rate,Aetna Inpatient Allowable Rate,WPPA Inc Outpatient Allowable Rate,WPPA Inc Inpatient Allowable Rate Per Day
PHARMACY,12500951,A&D Oint 113gm,259,,$9.70 ,,,,$0.00 ,$9.22 ,$0.00 ,$9.22 ,$4.07 ,$0.00 ,$8.25 ,$8.25 ,$7.54 ,$7.54 ,$9.22 ,$9.22 ,$7.76 ,,$0.00 ,$0.00
PHARMACY,12500952,HALDOL 0.5MG TAB,259,,$3.25 ,,,,$0.00 ,$3.09 ,$0.00 ,$3.09 ,$1.37 ,$0.00 ,$2.76 ,$2.76 ,$2.53 ,$2.53 ,$3.09 ,$3.09 ,$2.60 ,,$0.00 ,$0.00
PHARMACY,12500953,EUCERIN ITCH SPRAY REL 6.8OZ,259,,$17.98 ,,,,$0.00 ,$17.08 ,$0.00 ,$17.08 ,$7.55 ,$0.00 ,$15.28 ,$15.28 ,$13.97 ,$13.97 ,$17.08 ,$17.08 ,$14.38 ,,$0.00 ,$0.00
PHARMACY,12500955,NITROFURAN 100MG CAP,259,,$8.11 ,,,,$0.00 ,$7.70 ,$0.00 ,$7.70 ,$3.41 ,$0.00 ,$6.89 ,$6.89 ,$6.30 ,$6.30 ,$7.70 ,$7.70 ,$6.49 ,,$0.00 ,$0.00
PHARMACY,12500956,HYDROCODONE/IBUPROFEN 7.5MG/200MG TAB,259,,$6.28 ,,,,$0.00 ,$5.97 ,$0.00 ,$5.97 ,$2.64 ,$0.00 ,$5.34 ,$5.34 ,$4.88 ,$4.88 ,$5.97 ,$5.97 ,$5.02 ,,$0.00 ,$0.00
PHARMACY,12500957,CARRASYN WOUND DRESSING SPRAY GEL,250,,$36.04 ,,,,$0.00 ,$34.24 ,$0.00 ,$34.24 ,$15.14 ,$0.00 ,$30.63 ,$30.63 ,$28.00 ,$28.00 ,$34.24 ,$34.24 ,$28.83 ,,$0.00 ,$0.00
PHARMACY,12500958,ADENOSINE 6MG/2ML INJ,636,,$83.53 ,J0153,,,$35.08 ,$79.35 ,$0.00 ,$79.35 ,$35.08 ,$0.00 ,$71.00 ,$71.00 ,$64.90 ,$64.90 ,$79.35 ,$79.35 ,$66.82 ,,$50.12 ,$0.00
PHARMACY,12500959,PERCOCET Tab 5mg/325mg,259,,$4.11 ,,,,$0.00 ,$3.90 ,$0.00 ,$3.90 ,$1.73 ,$0.00 ,$3.49 ,$3.49 ,$3.19 ,$3.19 ,$3.90 ,$3.90 ,$3.29 ,,$0.00 ,$0.00
PHARMACY,12500960,ALDOMET (methyldopa) Tab 250mg,259,,$3.58 ,,,,$0.00 ,$3.40 ,$0.00 ,$3.40 ,$1.50 ,$0.00 ,$3.04 ,$3.04 ,$2.78 ,$2.78 ,$3.40 ,$3.40 ,$2.86 ,,$0.00 ,$0.00
PHARMACY,12500961,ROBAXIN 750MG TAB,259,,$4.27 ,,,,$0.00 ,$4.06 ,$0.00 ,$4.06 ,$1.79 ,$0.00 ,$3.63 ,$3.63 ,$3.32 ,$3.32 ,$4.06 ,$4.06 ,$3.42 ,,$0.00 ,$0.00
PHARMACY,12500963,WELLBUTRIN 100MG TAB,259,,$5.41 ,,,,$0.00 ,$5.14 ,$0.00 ,$5.14 ,$2.27 ,$0.00 ,$4.60 ,$4.60 ,$4.20 ,$4.20 ,$5.14 ,$5.14 ,$4.33 ,,$0.00 ,$0.00
PHARMACY,12500964,ANCEF 2GM/NS 100ML (ceFAZolin) IVPB,636,,$0.00 ,J0690,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12500965,ZOVIRAX (acyclovir) 5% Oint 15gm,259,,$235.39 ,,,,$0.00 ,$223.62 ,$0.00 ,$223.62 ,$98.86 ,$0.00 ,$200.08 ,$200.08 ,$182.90 ,$182.90 ,$223.62 ,$223.62 ,$188.31 ,,$0.00 ,$0.00
PHARMACY,12500966,ISORDIL Tab 20mg,259,,$3.10 ,,,,$0.00 ,$2.95 ,$0.00 ,$2.95 ,$1.30 ,$0.00 ,$2.64 ,$2.64 ,$2.41 ,$2.41 ,$2.95 ,$2.95 ,$2.48 ,,$0.00 ,$0.00
PHARMACY,12500967,ZYPREXA Tab 10mg,259,,$68.89 ,,,,$0.00 ,$65.45 ,$0.00 ,$65.45 ,$28.93 ,$0.00 ,$58.56 ,$58.56 ,$53.53 ,$53.53 ,$65.45 ,$65.45 ,$55.11 ,,$0.00 ,$0.00
PHARMACY,12500968,KEPPRA (levetiracetam) Tab 500mg,259,,$13.03 ,,,,$0.00 ,$12.38 ,$0.00 ,$12.38 ,$5.47 ,$0.00 ,$11.08 ,$11.08 ,$10.12 ,$10.12 ,$12.38 ,$12.38 ,$10.42 ,,$0.00 ,$0.00
PHARMACY,12500969,MARINOL 2.5MG CAP,259,,$20.53 ,,,,$0.00 ,$19.50 ,$0.00 ,$19.50 ,$8.62 ,$0.00 ,$17.45 ,$17.45 ,$15.95 ,$15.95 ,$19.50 ,$19.50 ,$16.42 ,,$0.00 ,$0.00
PHARMACY,12500970,GEODON 20MG CAP,259,,$18.91 ,,,,$0.00 ,$17.96 ,$0.00 ,$17.96 ,$7.94 ,$0.00 ,$16.07 ,$16.07 ,$14.69 ,$14.69 ,$17.96 ,$17.96 ,$15.13 ,,$0.00 ,$0.00
PHARMACY,12500971,FELDENE 10MG CAP,259,,$6.73 ,,,,$0.00 ,$6.39 ,$0.00 ,$6.39 ,$2.83 ,$0.00 ,$5.72 ,$5.72 ,$5.23 ,$5.23 ,$6.39 ,$6.39 ,$5.38 ,,$0.00 ,$0.00
PHARMACY,12500972,STALEVO 100MG TAB,259,,$10.00 ,,,,$0.00 ,$9.50 ,$0.00 ,$9.50 ,$4.20 ,$0.00 ,$8.50 ,$8.50 ,$7.77 ,$7.77 ,$9.50 ,$9.50 ,$8.00 ,,$0.00 ,$0.00
PHARMACY,12500973,CYANOCOBALAMIN (vit b12) Tab 100mcg,259,,$2.56 ,,,,$0.00 ,$2.43 ,$0.00 ,$2.43 ,$1.08 ,$0.00 ,$2.18 ,$2.18 ,$1.99 ,$1.99 ,$2.43 ,$2.43 ,$2.05 ,,$0.00 ,$0.00
PHARMACY,12500974,GLUCOSAMINE SULFATE 1000MG TAB,259,,$2.71 ,,,,$0.00 ,$2.57 ,$0.00 ,$2.57 ,$1.14 ,$0.00 ,$2.30 ,$2.30 ,$2.11 ,$2.11 ,$2.57 ,$2.57 ,$2.17 ,,$0.00 ,$0.00
PHARMACY,12500976,VANICREAM CREAM 16OZ,259,,$29.98 ,,,,$0.00 ,$28.48 ,$0.00 ,$28.48 ,$12.59 ,$0.00 ,$25.48 ,$25.48 ,$23.29 ,$23.29 ,$28.48 ,$28.48 ,$23.98 ,,$0.00 ,$0.00
PHARMACY,12500977,DESONIDE 0.05% Oint 60GM,259,,$122.14 ,,,,$0.00 ,$116.03 ,$0.00 ,$116.03 ,$51.30 ,$0.00 ,$103.82 ,$103.82 ,$94.90 ,$94.90 ,$116.03 ,$116.03 ,$97.71 ,,$0.00 ,$0.00
PHARMACY,12500978,BETAMETHASONE VALERATE 0.1% Oint,259,,$31.84 ,,,,$0.00 ,$30.25 ,$0.00 ,$30.25 ,$13.37 ,$0.00 ,$27.06 ,$27.06 ,$24.74 ,$24.74 ,$30.25 ,$30.25 ,$25.47 ,,$0.00 ,$0.00
PHARMACY,12500979,INFLUENZA VACCINE PED 0.25ML SYRINGE,636,,$30.00 ,90658,,,$12.60 ,$28.50 ,$0.00 ,$28.50 ,$12.60 ,$0.00 ,$25.50 ,$25.50 ,$23.31 ,$23.31 ,$28.50 ,$28.50 ,$24.00 ,,$18.00 ,$0.00
PHARMACY,12500981,NEOSPORIN Oint 454gm,259,,$70.63 ,,,,$0.00 ,$67.10 ,$0.00 ,$67.10 ,$29.66 ,$0.00 ,$60.04 ,$60.04 ,$54.88 ,$54.88 ,$67.10 ,$67.10 ,$56.50 ,,$0.00 ,$0.00
PHARMACY,12500982,ICAPS+LUTEIN+ZEAXAN TAB,259,,$3.04 ,,,,$0.00 ,$2.89 ,$0.00 ,$2.89 ,$1.28 ,$0.00 ,$2.58 ,$2.58 ,$2.36 ,$2.36 ,$2.89 ,$2.89 ,$2.43 ,,$0.00 ,$0.00
PHARMACY,12500983,FAMVIR 500MG TAB,259,,$56.02 ,,,,$0.00 ,$53.22 ,$0.00 ,$53.22 ,$23.53 ,$0.00 ,$47.62 ,$47.62 ,$43.53 ,$43.53 ,$53.22 ,$53.22 ,$44.82 ,,$0.00 ,$0.00
PHARMACY,12500984,HYDROCORTISONE 2.5% Cream 28gm,259,,$35.50 ,,,,$0.00 ,$33.73 ,$0.00 ,$33.73 ,$14.91 ,$0.00 ,$30.18 ,$30.18 ,$27.58 ,$27.58 ,$33.73 ,$33.73 ,$28.40 ,,$0.00 ,$0.00
PHARMACY,12500985,FORMOTEROL FUMARATE INHALATION,250,,$8.64 ,,,,$0.00 ,$8.21 ,$0.00 ,$8.21 ,$3.63 ,$0.00 ,$7.34 ,$7.34 ,$6.71 ,$6.71 ,$8.21 ,$8.21 ,$6.91 ,,$0.00 ,$0.00
PHARMACY,12500986,ZINCATE 220MG CAP,259,,$2.92 ,,,,$0.00 ,$2.77 ,$0.00 ,$2.77 ,$1.23 ,$0.00 ,$2.48 ,$2.48 ,$2.27 ,$2.27 ,$2.77 ,$2.77 ,$2.34 ,,$0.00 ,$0.00
PHARMACY,12500987,ADVICOR 500/20 TAB,259,,$11.23 ,,,,$0.00 ,$10.67 ,$0.00 ,$10.67 ,$4.72 ,$0.00 ,$9.55 ,$9.55 ,$8.73 ,$8.73 ,$10.67 ,$10.67 ,$8.98 ,,$0.00 ,$0.00
PHARMACY,12500988,(TH) CLEOCIN Cap 150mg (4btle),253,,$19.30 ,,,,$0.00 ,$18.34 ,$0.00 ,$18.34 ,$8.11 ,$0.00 ,$16.41 ,$16.41 ,$15.00 ,$15.00 ,$18.34 ,$18.34 ,$15.44 ,,$0.00 ,$0.00
PHARMACY,12500989,"PROCRIT Inj 20,000units/1mL",636,,$747.84 ,J0885,,,$314.09 ,$710.45 ,$0.00 ,$710.45 ,$314.09 ,$0.00 ,$635.66 ,$635.66 ,$581.07 ,$581.07 ,$710.45 ,$710.45 ,$598.27 ,,$471.14 ,$0.00
PHARMACY,12500990,DIOVAN (valsartan) Tab 80mg,259,,$13.95 ,,,,$0.00 ,$13.25 ,$0.00 ,$13.25 ,$5.86 ,$0.00 ,$11.86 ,$11.86 ,$10.84 ,$10.84 ,$13.25 ,$13.25 ,$11.16 ,,$0.00 ,$0.00
PHARMACY,12500991,BISMUTH SUBSALICYLATE 262MG/15ML SUSP,259,,$15.85 ,,,,$0.00 ,$15.06 ,$0.00 ,$15.06 ,$6.66 ,$0.00 ,$13.47 ,$13.47 ,$12.32 ,$12.32 ,$15.06 ,$15.06 ,$12.68 ,,$0.00 ,$0.00
PHARMACY,12500993,PHOSLO (calcium acetate) Tab 667mg,259,,$4.87 ,,,,$0.00 ,$4.63 ,$0.00 ,$4.63 ,$2.05 ,$0.00 ,$4.14 ,$4.14 ,$3.78 ,$3.78 ,$4.63 ,$4.63 ,$3.90 ,,$0.00 ,$0.00
PHARMACY,12500994,DIATX ZN TAB,259,,$4.33 ,,,,$0.00 ,$4.11 ,$0.00 ,$4.11 ,$1.82 ,$0.00 ,$3.68 ,$3.68 ,$3.36 ,$3.36 ,$4.11 ,$4.11 ,$3.46 ,,$0.00 ,$0.00
PHARMACY,12500995,MINOCIN 100MG CAP,259,,$12.70 ,,,,$0.00 ,$12.07 ,$0.00 ,$12.07 ,$5.33 ,$0.00 ,$10.80 ,$10.80 ,$9.87 ,$9.87 ,$12.07 ,$12.07 ,$10.16 ,,$0.00 ,$0.00
PHARMACY,12500996,LAMISIL 1% 12 GRAMS CREAM,259,,$26.95 ,,,,$0.00 ,$25.60 ,$0.00 ,$25.60 ,$11.32 ,$0.00 ,$22.91 ,$22.91 ,$20.94 ,$20.94 ,$25.60 ,$25.60 ,$21.56 ,,$0.00 ,$0.00
PHARMACY,12500997,PULMICORT RESPULES HHN 0.25mg/2mL,259,,$19.98 ,,,,$0.00 ,$18.98 ,$0.00 ,$18.98 ,$8.39 ,$0.00 ,$16.98 ,$16.98 ,$15.52 ,$15.52 ,$18.98 ,$18.98 ,$15.98 ,,$0.00 ,$0.00
PHARMACY,12500998,MEGACE Susp 40mg/1mL (200mL),259,,$212.50 ,,,,$0.00 ,$201.88 ,$0.00 ,$201.88 ,$89.25 ,$0.00 ,$180.63 ,$180.63 ,$165.11 ,$165.11 ,$201.88 ,$201.88 ,$170.00 ,,$0.00 ,$0.00
PHARMACY,12501000,SINEMET ER Tab 25/100mg,259,,$71.74 ,,,,$0.00 ,$68.15 ,$0.00 ,$68.15 ,$30.13 ,$0.00 ,$60.98 ,$60.98 ,$55.74 ,$55.74 ,$68.15 ,$68.15 ,$57.39 ,,$0.00 ,$0.00
PHARMACY,12501001,ILOTYCIN Ophth Oint 1gm,259,,$39.73 ,,,,$0.00 ,$37.74 ,$0.00 ,$37.74 ,$16.69 ,$0.00 ,$33.77 ,$33.77 ,$30.87 ,$30.87 ,$37.74 ,$37.74 ,$31.78 ,,$0.00 ,$0.00
PHARMACY,12501002,CLOTRIMAZOLE TROCHE 10MG TAB,259,,$7.66 ,,,,$0.00 ,$7.28 ,$0.00 ,$7.28 ,$3.22 ,$0.00 ,$6.51 ,$6.51 ,$5.95 ,$5.95 ,$7.28 ,$7.28 ,$6.13 ,,$0.00 ,$0.00
PHARMACY,12501003,MEGACE Susp 400mg/10mL,259,,$15.19 ,,,,$0.00 ,$14.43 ,$0.00 ,$14.43 ,$6.38 ,$0.00 ,$12.91 ,$12.91 ,$11.80 ,$11.80 ,$14.43 ,$14.43 ,$12.15 ,,$0.00 ,$0.00
PHARMACY,12501004,LOTREL (amLOD/benaz) Cap 10/20mg,259,,$13.57 ,,,,$0.00 ,$12.89 ,$0.00 ,$12.89 ,$5.70 ,$0.00 ,$11.53 ,$11.53 ,$10.54 ,$10.54 ,$12.89 ,$12.89 ,$10.86 ,,$0.00 ,$0.00
PHARMACY,12501005,ASTELIN (azelastine) Spray 30mL,259,,$146.67 ,,,,$0.00 ,$139.34 ,$0.00 ,$139.34 ,$61.60 ,$0.00 ,$124.67 ,$124.67 ,$113.96 ,$113.96 ,$139.34 ,$139.34 ,$117.34 ,,$0.00 ,$0.00
PHARMACY,12501007,CYTOTEC Tab 100mcg,259,,$7.87 ,,,,$0.00 ,$7.48 ,$0.00 ,$7.48 ,$3.31 ,$0.00 ,$6.69 ,$6.69 ,$6.11 ,$6.11 ,$7.48 ,$7.48 ,$6.30 ,,$0.00 ,$0.00
PHARMACY,12501008,DIGIFAB 40MG IV,636,,"$2,372.29 ",J1162,,,$996.36 ,"$2,253.68 ",$0.00 ,"$2,253.68 ",$996.36 ,$0.00 ,"$2,016.45 ","$2,016.45 ","$1,843.27 ","$1,843.27 ","$2,253.68 ","$2,253.68 ","$1,897.83 ",,"$1,494.54 ",$0.00
PHARMACY,12501009,TIMOPTIC-XE 0.5% Ophthalmic 5mL,259,,$99.64 ,,,,$0.00 ,$94.66 ,$0.00 ,$94.66 ,$41.85 ,$0.00 ,$84.69 ,$84.69 ,$77.42 ,$77.42 ,$94.66 ,$94.66 ,$79.71 ,,$0.00 ,$0.00
PHARMACY,12501010,COENZYME Q-10 100MG CAP,259,,$4.21 ,,,,$0.00 ,$4.00 ,$0.00 ,$4.00 ,$1.77 ,$0.00 ,$3.58 ,$3.58 ,$3.27 ,$3.27 ,$4.00 ,$4.00 ,$3.37 ,,$0.00 ,$0.00
PHARMACY,12501011,VYTORIN Tab 10/20mg,259,,$13.33 ,,,,$0.00 ,$12.66 ,$0.00 ,$12.66 ,$5.60 ,$0.00 ,$11.33 ,$11.33 ,$10.36 ,$10.36 ,$12.66 ,$12.66 ,$10.66 ,,$0.00 ,$0.00
PHARMACY,12501012,OXY IR Cap 5mg,259,,$3.55 ,,,,$0.00 ,$3.37 ,$0.00 ,$3.37 ,$1.49 ,$0.00 ,$3.02 ,$3.02 ,$2.76 ,$2.76 ,$3.37 ,$3.37 ,$2.84 ,,$0.00 ,$0.00
PHARMACY,12501014,ZOFRAN (ondansetron) Tab 4mg,259,,$85.57 ,,,,$0.00 ,$81.29 ,$0.00 ,$81.29 ,$35.94 ,$0.00 ,$72.73 ,$72.73 ,$66.49 ,$66.49 ,$81.29 ,$81.29 ,$68.46 ,,$0.00 ,$0.00
PHARMACY,12501015,VANCOCIN Oral 1gm,259,,$5.53 ,,,,$0.00 ,$5.25 ,$0.00 ,$5.25 ,$2.32 ,$0.00 ,$4.70 ,$4.70 ,$4.30 ,$4.30 ,$5.25 ,$5.25 ,$4.42 ,,$0.00 ,$0.00
PHARMACY,12501016,OXYCONTIN Tab 40mg,259,,$20.11 ,,,,$0.00 ,$19.10 ,$0.00 ,$19.10 ,$8.45 ,$0.00 ,$17.09 ,$17.09 ,$15.63 ,$15.63 ,$19.10 ,$19.10 ,$16.09 ,,$0.00 ,$0.00
PHARMACY,12501017,OXYCONTIN Tab 20mg,259,,$12.43 ,,,,$0.00 ,$11.81 ,$0.00 ,$11.81 ,$5.22 ,$0.00 ,$10.57 ,$10.57 ,$9.66 ,$9.66 ,$11.81 ,$11.81 ,$9.94 ,,$0.00 ,$0.00
PHARMACY,12501019,BACTROBAN 2% Cream 15gm,259,,$399.13 ,,,,$0.00 ,$379.17 ,$0.00 ,$379.17 ,$167.63 ,$0.00 ,$339.26 ,$339.26 ,$310.12 ,$310.12 ,$379.17 ,$379.17 ,$319.30 ,,$0.00 ,$0.00
PHARMACY,12501020,ZANAFLEX 4MG TAB,259,,$6.91 ,,,,$0.00 ,$6.56 ,$0.00 ,$6.56 ,$2.90 ,$0.00 ,$5.87 ,$5.87 ,$5.37 ,$5.37 ,$6.56 ,$6.56 ,$5.53 ,,$0.00 ,$0.00
PHARMACY,12501021,ANUSOL-HC Supp 25mg,259,,$64.54 ,,,,$0.00 ,$61.31 ,$0.00 ,$61.31 ,$27.11 ,$0.00 ,$54.86 ,$54.86 ,$50.15 ,$50.15 ,$61.31 ,$61.31 ,$51.63 ,,$0.00 ,$0.00
PHARMACY,12501022,DRIXORAL COLD/ALLERGY TAB (BOX 20),259,,$26.47 ,,,,$0.00 ,$25.15 ,$0.00 ,$25.15 ,$11.12 ,$0.00 ,$22.50 ,$22.50 ,$20.57 ,$20.57 ,$25.15 ,$25.15 ,$21.18 ,,$0.00 ,$0.00
PHARMACY,12501024,(Do Not USE) PROAIR (albuterol) HFA,259,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501025,IMITREX 100MG TAB,259,,$71.41 ,,,,$0.00 ,$67.84 ,$0.00 ,$67.84 ,$29.99 ,$0.00 ,$60.70 ,$60.70 ,$55.49 ,$55.49 ,$67.84 ,$67.84 ,$57.13 ,,$0.00 ,$0.00
PHARMACY,12501026,MYCAMINE 100MG IV,636,,$419.07 ,J2248,,,$176.01 ,$398.12 ,$0.00 ,$398.12 ,$176.01 ,$0.00 ,$356.21 ,$356.21 ,$325.62 ,$325.62 ,$398.12 ,$398.12 ,$335.26 ,,$251.44 ,$0.00
PHARMACY,12501027,CORGARD Tab 40mg,259,,$5.74 ,,,,$0.00 ,$5.45 ,$0.00 ,$5.45 ,$2.41 ,$0.00 ,$4.88 ,$4.88 ,$4.46 ,$4.46 ,$5.45 ,$5.45 ,$4.59 ,,$0.00 ,$0.00
PHARMACY,12501028,CIPRO 500MG TAB,259,,$10.60 ,,,,$0.00 ,$10.07 ,$0.00 ,$10.07 ,$4.45 ,$0.00 ,$9.01 ,$9.01 ,$8.24 ,$8.24 ,$10.07 ,$10.07 ,$8.48 ,,$0.00 ,$0.00
PHARMACY,12501029,STRONG IODINE 5% 100ML Soln,259,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501030,OSMOPREP TAB,259,,$24.72 ,,,,$0.00 ,$23.48 ,$0.00 ,$23.48 ,$10.38 ,$0.00 ,$21.01 ,$21.01 ,$19.21 ,$19.21 ,$23.48 ,$23.48 ,$19.78 ,,$0.00 ,$0.00
PHARMACY,12501031,QUESTRAN 4GM/378GMS,259,,$156.61 ,,,,$0.00 ,$148.78 ,$0.00 ,$148.78 ,$65.78 ,$0.00 ,$133.12 ,$133.12 ,$121.69 ,$121.69 ,$148.78 ,$148.78 ,$125.29 ,,$0.00 ,$0.00
PHARMACY,12501032,BUMEX Tab 0.5mg,259,,$7.20 ,,,,$0.00 ,$6.84 ,$0.00 ,$6.84 ,$3.02 ,$0.00 ,$6.12 ,$6.12 ,$5.59 ,$5.59 ,$6.84 ,$6.84 ,$5.76 ,,$0.00 ,$0.00
PHARMACY,12501033,PROBALAN 500MG TAB,259,,$5.47 ,,,,$0.00 ,$5.20 ,$0.00 ,$5.20 ,$2.30 ,$0.00 ,$4.65 ,$4.65 ,$4.25 ,$4.25 ,$5.20 ,$5.20 ,$4.38 ,,$0.00 ,$0.00
PHARMACY,12501034,MINIPRESS 5MG CAP,259,,$5.32 ,,,,$0.00 ,$5.05 ,$0.00 ,$5.05 ,$2.23 ,$0.00 ,$4.52 ,$4.52 ,$4.13 ,$4.13 ,$5.05 ,$5.05 ,$4.26 ,,$0.00 ,$0.00
PHARMACY,12501035,TRILIPIX Cap 135mg,259,,$16.01 ,,,,$0.00 ,$15.21 ,$0.00 ,$15.21 ,$6.72 ,$0.00 ,$13.61 ,$13.61 ,$12.44 ,$12.44 ,$15.21 ,$15.21 ,$12.81 ,,$0.00 ,$0.00
PHARMACY,12501036,ZOLOFT Soln 20mg/1mL (60mL),259,,$147.13 ,,,,$0.00 ,$139.77 ,$0.00 ,$139.77 ,$61.79 ,$0.00 ,$125.06 ,$125.06 ,$114.32 ,$114.32 ,$139.77 ,$139.77 ,$117.70 ,,$0.00 ,$0.00
PHARMACY,12501037,NUTREN 1.0 + FIBER DIETARY SUPPLEMENT,259,,$17.20 ,,,,$0.00 ,$16.34 ,$0.00 ,$16.34 ,$7.22 ,$0.00 ,$14.62 ,$14.62 ,$13.36 ,$13.36 ,$16.34 ,$16.34 ,$13.76 ,,$0.00 ,$0.00
PHARMACY,12501038,PROVENTIL (albuterol) HFA 90mcg (8.5g),259,,$240.78 ,,,,$0.00 ,$228.74 ,$0.00 ,$228.74 ,$101.13 ,$0.00 ,$204.66 ,$204.66 ,$187.09 ,$187.09 ,$228.74 ,$228.74 ,$192.62 ,,$0.00 ,$0.00
PHARMACY,12501039,DANTRIUM 20MG IV,253,,$239.34 ,,,,$0.00 ,$227.37 ,$0.00 ,$227.37 ,$100.52 ,$0.00 ,$203.44 ,$203.44 ,$185.97 ,$185.97 ,$227.37 ,$227.37 ,$191.47 ,,$0.00 ,$0.00
PHARMACY,12501040,MAXIDEX 4MG TAB,259,,$4.42 ,,,,$0.00 ,$4.20 ,$0.00 ,$4.20 ,$1.86 ,$0.00 ,$3.76 ,$3.76 ,$3.43 ,$3.43 ,$4.20 ,$4.20 ,$3.54 ,,$0.00 ,$0.00
PHARMACY,12501041,REFRESH EYE DROPS,259,,$3.37 ,,,,$0.00 ,$3.20 ,$0.00 ,$3.20 ,$1.42 ,$0.00 ,$2.86 ,$2.86 ,$2.62 ,$2.62 ,$3.20 ,$3.20 ,$2.70 ,,$0.00 ,$0.00
PHARMACY,12501042,BLEPH 10 OPTHALMIC,259,,$17.74 ,,,,$0.00 ,$16.85 ,$0.00 ,$16.85 ,$7.45 ,$0.00 ,$15.08 ,$15.08 ,$13.78 ,$13.78 ,$16.85 ,$16.85 ,$14.19 ,,$0.00 ,$0.00
PHARMACY,12501043,VERAPAMIL ER Tab 240mg,259,,$7.12 ,,,,$0.00 ,$6.76 ,$0.00 ,$6.76 ,$2.99 ,$0.00 ,$6.05 ,$6.05 ,$5.53 ,$5.53 ,$6.76 ,$6.76 ,$5.70 ,,$0.00 ,$0.00
PHARMACY,12501044,KEPPRA Oral Soln 100mg/1mL 10mL,259,,$20.80 ,,,,$0.00 ,$19.76 ,$0.00 ,$19.76 ,$8.74 ,$0.00 ,$17.68 ,$17.68 ,$16.16 ,$16.16 ,$19.76 ,$19.76 ,$16.64 ,,$0.00 ,$0.00
PHARMACY,12501045,CLARITIN Syrup 5mg/5mL (120mL),259,,$31.99 ,,,,$0.00 ,$30.39 ,$0.00 ,$30.39 ,$13.44 ,$0.00 ,$27.19 ,$27.19 ,$24.86 ,$24.86 ,$30.39 ,$30.39 ,$25.59 ,,$0.00 ,$0.00
PHARMACY,12501046,ISONIAZID 300MG TAB,259,,$3.13 ,,,,$0.00 ,$2.97 ,$0.00 ,$2.97 ,$1.31 ,$0.00 ,$2.66 ,$2.66 ,$2.43 ,$2.43 ,$2.97 ,$2.97 ,$2.50 ,,$0.00 ,$0.00
PHARMACY,12501047,STARLIX 120MG TAB,259,,$7.27 ,,,,$0.00 ,$6.91 ,$0.00 ,$6.91 ,$3.05 ,$0.00 ,$6.18 ,$6.18 ,$5.65 ,$5.65 ,$6.91 ,$6.91 ,$5.82 ,,$0.00 ,$0.00
PHARMACY,12501048,NOVOLOG MIX 70/30 Inj 100units/1mL,636,,$1.08 ,J1815,,,$0.45 ,$1.03 ,$0.00 ,$1.03 ,$0.45 ,$0.00 ,$0.92 ,$0.92 ,$0.84 ,$0.84 ,$1.03 ,$1.03 ,$0.86 ,,$0.65 ,$0.00
PHARMACY,12501049,BENEFIBER Powder 155gms,259,,$23.56 ,,,,$0.00 ,$22.38 ,$0.00 ,$22.38 ,$9.90 ,$0.00 ,$20.03 ,$20.03 ,$18.31 ,$18.31 ,$22.38 ,$22.38 ,$18.85 ,,$0.00 ,$0.00
PHARMACY,12501050,NAFCILLIN SODIUM 2GM INJ,636,,$94.96 ,J3490,,,$39.88 ,$90.21 ,$0.00 ,$90.21 ,$39.88 ,$0.00 ,$80.72 ,$80.72 ,$73.78 ,$73.78 ,$90.21 ,$90.21 ,$75.97 ,,$56.98 ,$0.00
PHARMACY,12501051,PROCTOSOL 2.5% Cream 28.35gm,259,,$77.35 ,,,,$0.00 ,$73.48 ,$0.00 ,$73.48 ,$32.49 ,$0.00 ,$65.75 ,$65.75 ,$60.10 ,$60.10 ,$73.48 ,$73.48 ,$61.88 ,,$0.00 ,$0.00
PHARMACY,12501052,REQUIP 0.25MG TAB,259,,$4.69 ,,,,$0.00 ,$4.46 ,$0.00 ,$4.46 ,$1.97 ,$0.00 ,$3.99 ,$3.99 ,$3.64 ,$3.64 ,$4.46 ,$4.46 ,$3.75 ,,$0.00 ,$0.00
