id,accession_number,title,maker,ulan,department,classification,culture,period,creation_date,creation_date_earliest,creation_date_latest,accession_date,source_name,object_name,medium,Description,credit_line,paper_support,catalogue_raisonne,portfolio,signed,marks,inscriptions,filename,dimensions,element_type,width_cm,height_cm,depth_cm,width_in,height_in,depth_in,area_in,size_s_m_l,is_3d,orientation_p_l_s,copyright_holder,publicCaption,artistNationality,artistLifeSpan,description,terms,data_date
2884,95.7.D,"Untitled (from ""Artists' Impressions"")",John Beerman, 500331771,WCMA,WCMA-PRINTS,,,1991,1991,1991,1995,Williams College Museum of Art,lithograph,lithograph on paper,,"Museum purchase, Kathryn Hurd Fund",,,,,,recto l.l. in pencil: 23/30; l.r. in pencil: J. Beerman '91; verso l.r. in pencil: 90-360/soft white Somerset,95_7_D.jpg,"sheet: 12 x 12 in. (30.5 x 30.5 cm)
image: 5 1/2 x 5 7/16 in. (14 x 13.8 cm)",image,13.8,14.0,0.0,5.43,5.51,0.0,29.92,small,false,P,The Artist,,American, 1958-,,Term not found,2022-06-14
2887,RC.5.52,"Blind Time III, No. 5",Robert Morris, 500020041,WCMA,WCMA Reserve Collection,,,1977,1977,1977,1992,Williams College Museum of Art,print,lithograph on paper,,Gift of the artist,,,,,,l.l. in pencil: Blind time III No. 5. 16/20; l.r. in pencil: R.Morris [underlined]/ 77 AA,,sheet: 31 3/4 x 47 5/8 in. (80.7 x 121 cm),sheet,121.0,80.7,0.0,47.64,31.77,0.0,1513.52,large,false,L,Artists Rights Society (ARS),,American, 1931-2018,,Term not found,2022-06-14
2888,96.6.2,"Eight Images from Stacks from Felix Gonzalez-Torres Exhibition, Guggenheim Museum, March 3-May 10, 1995",Felix Gonzalez-Torres, 500114715,WCMA,WCMA-PRINTS,,,1995,1995,1995,1996,Williams College Museum of Art,prints,off-set lithographs,SEE individual screens 96.6.2.A-H,"Gift of Michael Glier, Class of 1976",,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,,,American, 1958-1996,SEE individual screens 96.6.2.A-H,erm not found,2022-06-14
2891,92.5.136.C,"The Siege of the Isle of Ré, plate BC",Jacques Callot, 500021688,WCMA,WCMA-PRINTS,,,19th century,1800,1899,1992,Williams College Museum of Art,etching,etching on paper,,"Found in the collection and catalogued, 1992",,,,,,l.r. in pencil: 3652/2,92_5_136_C.jpg,"sheet: 25 11/16 x 19 5/8 in. (65.2 x 49.9 cm)
plate: 23 1/16 x 18 1/8 in. (58.5 x 46 cm)",sheet,49.9,65.2,0.0,19.65,25.67,0.0,504.42,large,false,P,,,Frenc, 1592-1635,,Term not found,2022-06-14
2892,RC.3.30,Passage to the Sea,Max Kahn, 500048818,WCMA,WCMA Reserve Collection,,,1965,1965,1965,1991,Williams College Museum of Art,print,color lithograph on paper,,Gift of Dorothy D. and Frederick Rudolph,,,,,,l.l. in pencil: 2/40; l.c. in pencil: Passage to the Sea; l.r. in pencil: Max Kahn,RC.3.30.jpg,"image: 14 3/4 x 19 1/8 in. (37.5 x 48.5 cm)
frame: 23 1/16 x 26 15/16 in. (58.5 x 68.5 cm)",image,48.5,37.5,0.0,19.09,14.76,0.0,281.77,medium,false,L,,,not found,not found,,Term not found,2022-06-14
2893,78.30.6,Kou Hsiung,Dorothy Pulis Lathrop,not found,WCMA,WCMA-PRINTS,,,1944,1944,1944,1978,Williams College Museum of Art,engraving,wood engraving on paper,,Gift of Dr. and Mrs. Gifford M. Lloyd,,,,,,l.r. in pencil: Dorothy P. Lathrop,78_30_6.jpg,"sheet: 9 1/2 x 10 1/2 in. (24.1 x 26.7 cm)
image: 6 1/16 x 7 1/16 in. (15.4 x 18 cm)",image,18.0,15.4,0.0,7.09,6.06,0.0,42.97,small,false,L,,,American, 1891-1980,,Term not found,2022-06-14
2897,CG.44,Corinthian Aryballos,"Corinthian, Greek",not found,WCMA,WCMA-ANCIENT,,,650-550 BC,-650,-550,1919,Williams College Museum of Art,aryballos,terracotta,"The clay is a pale yellowish-buff with decoration in black glaze with added red glaze and incision.  Two warriors are shown in a battle scene.  Both are armed with Plumed helmets round shields, and shields.  On the right, the warrior wears a short tunic that covers his torso and upper thighs.",Gift of Miss Anna M. Stetson,,,,,,on base on label: CG44 [on top of label reading:S ?]; on side in pencil: 12899.B,CG_44_a.jpg,"Overall: 2 11/16 in. (6.8 cm)
circumference: 7 7/8 in. (20 cm)",Overall,0.0,6.8,0.0,0.0,2.68,0.0,0.0,small,false,P,,,not found,not found,"The clay is a pale yellowish-buff with decoration in black glaze with added red glaze and incision.  Two warriors are shown in a battle scene.  Both are armed with Plumed helmets round shields, and shields.  On the right, the warrior wears a short tunic that covers his torso and upper thighs.",Term not found,2022-06-14
2900,RC.58.4,"Motoyama (from the series ""Sixty-nine Stations of the Kisokaido"" (Kisokaido rokujuku tsugi no uchi))",Hiroshige, 500019641,WCMA,WCMA Reserve Collection,Japanese,,1834-42,1834,1842,2001,Williams College Museum of Art,print,color woodblock print,Station number 33,"Gift of Orson L. St. John, Class of 1928 in memory of Charles Francis Gaskill, Class of 1928, Talcott Miner Banks, Class of 1928, Gordon Bailey Washburn, Class of 1928, John W.G. Tenney, Class of 1928 and Bronson Fargo, Class of 1951",,,,,,Publisher's seal in lower left; Censor seal: kiwame (approved) censor seal in lower left,RC_58_4.jpg,Overall: 12 1/4 x 17 in. (31.1 x 43.2 cm),Overall,43.18,31.11,0.0,17.0,12.25,0.0,208.25,medium,false,L,,,Japanese, 1797-1858,Station number 33,erm not found,2022-06-14
2901,74.50.7,"Soft Scissors (from the ""National Collection of Fine Arts Poster Series"")",Claes Oldenburg, 500029735,WCMA,WCMA-PRINTS,,,1968,1968,1968,1974,Williams College Museum of Art,silkscreen,silkscreen and lithograph on paper,,"Gift of Susan W. and Stephen D. Paine, Class of 1954",,,,,,l.l. in pencil: 17/144; l.r. in pencil: C.O.,74_50_7.jpg,sheet: 29 15/16 x 20 in. (76 x 50.8 cm),sheet,50.8,76.0,0.0,20.0,29.92,0.0,598.4,large,false,P,The Artist,© Claes Oldenburg,not found,not found,,Term not found,2022-06-14
2902,82.10.16,Pot Sherd,Roman,not found,WCMA,WCMA-ANCIENT,,,no date,0,0,1982,Williams College Museum of Art,sherd,ceramic,,Gift of John Davis Hatch V,,,,,,,Misc_no_markings1.jpg,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,,,not found,not found,,erm not found,2022-06-14
2903,1887.1.133,Reproduction of Boy with a Thorn in his Foot (Spinario),Achille Collas and Ferdinand Barbedienne,not found,WCMA,WCMA-SCULPTURE,,,19th century,1800,1899,1887,Williams College Museum of Art,sculpture,bronze,,Gift of Mrs. John W. Field in memory of her husband,,,,,,stamped on base: [seal]: REDUCTION MECHANIQUE. A. COLLAS BREVEDE/ F. BARBEDIENNE. FONDEUR.,1887_1_133_a.jpg,"Overall: 6 1/8 in. (15.5 cm)
Base: 4 9/16 x 2 3/8 in. (11.6 x 6.1 cm)",Overall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,small,false,,,,not found,not found,,Term not found,2022-06-14
2904,93.1.5,N'tomo Mask,Bamana Cultural Group,not found,WCMA,WCMA-AFRICAN,Bamana,,19th-20th century,1800,1993,1993,Williams College Museum of Art,mask,wood | mud,,"Found in the collection and catalogued, 1993",,,,,,,93_1_5.jpg,Overall: 16 3/4 x 6 7/16 x 5 3/4 in. (42.5 x 16.3 x 14.6 cm),Overall,16.3,0.0,14.6,6.42,0.0,5.75,0.0,small,true,L,,,not found,not found,,Term not found,2022-06-14
2905,81.46.2,TR II,Anni Albers, 500012591,WCMA,WCMA-PRINTS,,,1970,1970,1970,1981,Williams College Museum of Art,lithograph,color lithograph on paper,,"Gift of Frederick M. Myers, Class of 1943",,,,,,l.l. in pencil: TR.II 27/45; l.r. in pencil: Anni Albers 1970,81_46_2.jpg,"sheet: 20 x 22 1/16 in. (50.8 x 56 cm)
image: 14 x 16 in. (35.5 x 40.6 cm)",image,40.6,35.5,0.0,15.98,13.98,0.0,223.4,medium,false,L,Artists Rights Society (ARS),,"American, born Germa", 1899-1994,,Term not found,2022-06-14
2907,77.53.41,Untitled,Richard Howard Hunt, 500124131,WCMA,WCMA-PRINTS,,,after 1950,1950,1977,1977,Williams College Museum of Art,lithograph,lithograph on paper,,Gift of Mr. and Mrs. George Prussin,,,,,,l.r. in pencil: Richard Hunt 8/50: verso l.l. in pencil: 610/ III,77_53_41.jpg,Overall: 22 x 30 in. (55.9 x 76.2 cm),Overall,76.2,55.9,0.0,30.0,22.01,0.0,660.3,large,false,L,Artist or artist's estate,,American, 1935-,,Term not found,2022-06-14
2909,54.34.A,Worcester Vase with lid,British,not found,WCMA,WCMA-DEC ARTS,,,18th century,1700,1799,1954,Williams College Museum of Art,ceramics,porcelain,,Gift of Judge Irwin Untermyer,,,,,,bottom in red ink: 653 A; inside lid in red: 65 3 A,54_34_A_a.jpg,"Overall: 18 1/8 in. (46 cm)
circumference: 22 1/16 in. (56 cm)
rim: 3 9/16 in. (9 cm)",Overall,0.0,46.0,0.0,0.0,18.11,0.0,0.0,small,false,P,,,not found,not found,,Term not found,2022-06-14
2911,81.10.3,Attendants Subduing an Angry Elephant,Rajput,not found,WCMA,WCMA-EASTERN,Indian,,early 18th century,1700,1750,1981,Williams College Museum of Art,drawing,ink and watercolor on paper,,Gift of Ralph and Catherine Benkaim,,,,,,no inscription,81_10_3.jpg,sheet: 8 1/16 x 11 3/8 in. (20.4 x 28.9 cm),sheet,28.9,20.4,0.0,11.38,8.03,0.0,91.38,medium,false,L,,,not found,not found,,Term not found,2022-06-14
2912,79.65.2,Confessional/Czestochowa,Elliott Erwitt, 500084345,WCMA,WCMA-PHOTO,,,1964,1964,1964,1979,Williams College Museum of Art,photograph,gelatin silver print,,Gift of Kenneth Futter,,,,,,verso l.c. in pencil: 64-41-51 /16; verso l.r. in pencil: 46/100/ Elliott Erwitt,79_65_2.jpg,"sheet: 7 7/8 x 9 13/16 in. (20 x 25 cm)
image: 6 1/4 x 9 3/8 in. (15.9 x 23.8 cm)",image,23.8,15.9,0.0,9.37,6.26,0.0,58.66,small,false,L,The Artist,,American, 1928-,,Term not found,2022-06-14
2914,77.53.56,Theta Woman Series,Knox Martin, 500356081,WCMA,WCMA-PRINTS,,,1974,1974,1974,1977,Williams College Museum of Art,etching,color etching and aquatint,,Gift of Mr. and Mrs. George Prussin,,,,,,l.l. in pencil: 35/50; l.r. in pencil: Knox Martin; verso l.r. in pencil: Mar1/19h [?],77_53_56.jpg,"sheet: 17 15/16 x 14 15/16 in. (45.5 x 38 cm)
plate: 6 x 4 1/2 in. (15.3 x 11.5 cm)",sheet,38.0,45.5,0.0,14.96,17.91,0.0,267.93,medium,false,P,Artists Rights Society (ARS),,American, 1923-,,Term not found,2022-06-14
2916,99.1.37,We Will Sweep the Whole Country.,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,"October 16, 1880",1880,1880,1999,Williams College Museum of Art,print,wood engraving on newsprint,,Gift of Irwin and Dianne Steinberg,,,,,,none,99_1_37.jpg,Overall: 15 13/16 x 11 1/4 in. (40.2 x 28.6 cm),Overall,28.6,40.2,0.0,11.26,15.83,0.0,178.25,medium,false,P,,,American, 1840-1902,,Term not found,2022-06-14
2917,52.7.23,The Commanding Officer!,John Harmon Cassel, 500097474,WCMA,WCMA-DRAWING,,,"June 21, 1918",1918,1918,1952,Williams College Museum of Art,drawing | cartoon,crayon and ink on board,,Gift of the artist,,,,,,l.l. in crayon: John Cassel; l.c. in pencil: The Commanding Officer!; l.r. in pencil: 4 col 6arm/ eve edit.,52_7_23.jpg,Overall: 19 15/16 x 14 15/16 in. (50.6 x 38 cm),Overall,38.0,50.6,0.0,14.96,19.92,0.0,298.0,medium,false,P,,,American, 1877-1960,,Term not found,2022-06-14
2919,RC.58.3.C,"Bijin-ga, Beauties triptych",Eishin,not found,WCMA,WCMA Reserve Collection,Japanese,,ca. 1800,1775,1825,2001,Williams College Museum of Art,print,woodblock print,,"Gift of Orson L. St. John, Class of 1928 in memory of Charles Francis Gaskill, Class of 1928, Talcott Miner Banks, Class of 1928, Gordon Bailey Washburn, Class of 1928, John W.G. Tenney, Class of 1928 and Bronson Fargo, Class of 1951",,,,,,Japanese inscription on verso,RC_58_3_C_r.jpg,Overall: 10 1/4 x 17 1/2 in. (26 x 44.5 cm),Overall,44.45,26.04,0.0,17.5,10.25,0.0,179.38,medium,false,L,,,not found,not found,,Term not found,2022-06-14
2921,59.21.14,Pieces of mummy cartonnage,Egyptian,not found,WCMA,WCMA-ANCIENT,,,no date,0,0,1959,Williams College Museum of Art,mummy cartonage,linen or paprus covered with plaster,,Gift of Horace Mayer,,,,,,verso u.c. on label in pencil: 5,59_21_14.jpg,frame: 21 5/16 x 14 9/16 in. (54.2 x 37 cm),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,,,not found,not found,,Term not found,2022-06-14
2922,80.13.12,Abstract Composition,Abraham Walkowitz, 500026928,WCMA,WCMA-DRAWING,,,possibly 1930's,1930,1939,1980,Williams College Museum of Art,drawing,pencil on paper,visible watermark: ANIMATION BOND,Anonymous gift,,,,,,l.c. in pencil: A.Walkowitz,80_13_12.jpg,Overall: 14 x 8 7/16 in. (35.5 x 21.4 cm),Overall,21.4,35.5,0.0,8.43,13.98,0.0,117.85,medium,false,P,,,American, 1880-1965,visible watermark: ANIMATION BOND,Term not found,2022-06-14
2924,92.21.37,"Untitled [Man with Lamp] (from ""The Most Crowded Block"" series)",Aaron Siskind, 500024299,WCMA,WCMA-PHOTO,,,1940,1940,1940,1992,Williams College Museum of Art,photograph,gelatin silver print,,"Gift of Mr. and Mrs. Richard R. Jeffrey, Class of 1952",,,,,,l.r. in ink: Aaron Siskind; verso l.l. in pencil in another hand: Harlem 1940; verso l.c. i pencil in another hand: Man with Lamp; verso l.r. in pencil in another hand: 28.20  MCB,92_21_37.jpg,"sheet: 13 7/8 x 10 13/16 in. (35.3 x 27.4 cm)
image: 10 7/8 x 7 1/2 in. (27.7 x 19.1 cm)",image,19.1,27.7,0.0,7.52,10.91,0.0,82.04,medium,false,P,Aaron Siskind Foundation,,American, 1903-1991,,Term not found,2022-06-14
2925,99.1.115,Pitiful Reform.,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,October 30. 1875,1875,1875,1999,Williams College Museum of Art,print,wood engraving on newsprint,,Gift of Irwin and Dianne Steinberg,,,,,,none,99_1_115.jpg,Overall: 15 13/16 x 11 5/16 in. (40.2 x 28.7 cm),Overall,28.7,40.2,0.0,11.3,15.83,0.0,178.88,medium,false,P,,,American, 1840-1902,,Term not found,2022-06-14
2930,88.14,Brooklyn Night,Richard Sica,not found,WCMA,WCMA-DRAWING,,,1985,1985,1985,1988,Williams College Museum of Art,drawing,"graphite, colored pencil and pastel on paper",,"Museum purchase, with funds provided by Norman Hirschl",,,,,,,88_14.jpg,"image: 19 1/16 x 25 5/8 in. (48.4 x 65.1 cm)
frame: 21 9/16 x 29 1/16 in. (54.8 x 73.8 cm)",image,65.1,48.4,0.0,25.63,19.06,0.0,488.51,large,false,L,The Artist,,American, 1950-,,Term not found,2022-06-14
2932,53.23.B,Dining Chair,Italian,not found,WCMA,WCMA-DEC ARTS,,,17th century,1600,1699,1953,Williams College Museum of Art,furniture,walnut | upholstery,gold color upholstery on seat and back with fringe,"Gift of George Alfred Cluett, Class of 1896",,,,,,,53_23_B.jpg,Overall: 42 15/16 x 20 1/2 in. (109 x 52 cm),Overall,52.0,109.0,0.0,20.47,42.91,0.0,878.37,large,false,P,,,not found,not found,gold color upholstery on seat and back with fringe,Term not found,2022-06-14
2933,55.8,Christmas Car,Colleen Browning, 500010875,WCMA,WCMA-PAINTING,,,1954-55,1954,1955,1955,Williams College Museum of Art,painting,oil on masonite,,"Gift of the American Academy of Arts and Letters, on the Childe Hassam Fund",,,,,,u.r. in black: COLLEEN BROWNING,55_8.jpg,"frame: 19 1/8 x 46 5/16 in. (48.5 x 117.7 cm)
image: 10 1/8 x 37 1/2 in. (25.7 x 95.3 cm)",image,95.25,25.72,0.0,37.5,10.12,0.0,379.5,large,false,L,The Artist,,American, b.1929,,Term not found,2022-06-14
2934,41.15.5,Landscape sketch,Fang Shishu,not found,WCMA,WCMA-EASTERN,Chinese,,first half of 18th century,1700,1750,1941,Williams College Museum of Art,painting,ink on silk,,"Selection from the Peterson Collection, Gift of William Bingham II",,,,,,u.l. in ink: [calligraphic inscription],41_15_5.jpg,"image: 49 x 13 9/16 in. (124.5 x 34.5 cm)
frame: 60 1/4 x 21 1/4 in. (153 x 54 cm)",image,34.5,124.5,0.0,13.58,49.02,0.0,665.69,large,false,P,,,Chinese, 1692-1751,,Term not found,2022-06-14
2936,88.7.4,Stoneware Teapot 26N,Ken Friedman, 500087925,WCMA,WCMA-DEC ARTS,,,ca. 1987,1982,1992,1988,Williams College Museum of Art,ceramics,stoneware with incised paint,,Gift of Paula Myllykangas / Oy Arabia Ab,,,,,,on side incised in paint: KF; inside lid in paint: 26N; on interior pot in paint: 26N; stamped on base: Arabia Finland Domino,88_7_4_a.jpg,"Overall: 5 5/16 x 9 13/16 in. (13.5 x 25 cm)
circumference: 19 13/16 in. (50.4 cm)",Overall,25.0,13.5,0.0,9.84,5.31,0.0,52.25,small,false,L,,,American, 1949-,,Term not found,2022-06-14
2938,91.27.40,Untitled,Stanley William Hayter, 500010689,WCMA,WCMA-PRINTS,,,1944,1944,1944,1991,Williams College Museum of Art,etching,color etching on paper,,"Found in collection and catalogued, 1991",,Reynolds,,,,l.l. in pencil: 26/35; l.r. in pencil: Switchy Tw 44,91_27_40.jpg,"sheet: 11 7/16 x 9 3/16 in. (29 x 23.3 cm)
plate: 5 7/8 x 3 15/16 in. (15 x 10 cm)",sheet,23.3,29.0,0.0,9.17,11.42,0.0,104.72,medium,false,P,Artists Rights Society (ARS),,British, 1901-1988,,Term not found,2022-06-14
2940,84.13.4,Adze,Kamba Cultural Group,not found,WCMA,WCMA-AFRICAN,Kamba,,19th-20th century,1800,1999,1984,Williams College Museum of Art,tool,steel and rhino hide,,"Museum purchase, John B. Turner '24 Memorial Fund",,,,,,,1984_13_4.jpg,Overall: 14 11/16 x 5 7/8 in. (37.3 x 15 cm),Overall,15.0,0.0,0.0,5.91,0.0,0.0,0.0,small,false,L,,,not found,not found,,Term not found,2022-06-14
2941,84.14.1.L,"Austin, Texas",Garry Winogrand, 500014550,WCMA,WCMA-PHOTO,,,1974,1974,1974,1984,Williams College Museum of Art,photograph,gelatin silver print,,"Gift of Elizabeth and Frederick M. Myers, Class of 1943",,,,,,verso l.l. in pencil: 37 GarryWinogrand,84_14_1_L.jpg,"sheet: 11 x 13 7/8 in. (27.9 x 35.3 cm)
image: 9 1/16 x 13 7/16 in. (23 x 34.1 cm)",image,34.1,23.0,0.0,13.43,9.06,0.0,121.68,medium,false,L,"The Estate of the Artist ,Fraenkel Gallery",,American, 1928-1984,,Term not found,2022-06-14
2944,81.13.75.A,"Untitled (from ""Fragments"")",William Turnbull, 500031291,WCMA,WCMA-PRINTS,,,1971,1971,1971,1981,Williams College Museum of Art,etching,etching on paper,,"Gift of Saul Steinberg, through the Martin S. Ackerman Foundation",,,,,,l.l. in pencil: 43/70; l.r. in pencil: Turnbull 71,81_13_75_A.jpg,"sheet: 24 x 18 1/2 in. (60.9 x 47 cm)
plate: 10 x 7 7/8 in. (25.4 x 20 cm)",sheet,47.0,60.9,0.0,18.5,23.98,0.0,443.63,large,false,P,Artists Rights Society (ARS),,not found,not found,,Term not found,2022-06-14
2946,56.5.B,Landscape with a windmill,Rosa Bonheur, 500014964,WCMA,WCMA-DRAWING,,,no date,1822,1899,1956,Williams College Museum of Art,drawing,pen and ink,,Gift of Mrs. Carl S. Hoar,,,,,,,56_5_b.jpg,frame: 15 1/4 x 12 5/16 in. (38.8 x 31.2 cm),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,,,French, 1822-1899,,Term not found,2022-06-14
2950,57.17,Female Portrait Head,Henri Matisse, 500017300,WCMA,WCMA-PRINTS,,,no date,1869,1954,1957,Williams College Museum of Art,etching,etching on paper,,Bequest of Susan Watts Street,,,,,,l.r. in ink: Tirage à quinze [illegible word]/ ci [two illegible words]/ Henri Matisse,57_17.jpg,"sheet: 12 3/4 x 9 7/8 in. (32.4 x 25.1 cm)
plate: 5 7/8 x 4 1/4 in. (14.9 x 10.8 cm)",sheet,25.1,32.4,0.0,9.88,12.76,0.0,126.07,medium,false,P,,,French, 1869-1954,,Term not found,2022-06-14
2952,99.2.J,"1916 Deauville: Daisy Spéranza (from ""The Lartigue Portfolio"" 1903-1916"")",Jacques-Henri Lartigue,not found,WCMA,WCMA-PHOTO,,,1916; reprinted 1978,1978,1978,1999,Williams College Museum of Art,photograph,Autochrome,per booklet in portfolio,"Museum purchase, Joseph O. Eaton Fund",,,,,,l.r. in ink on photograph: 683/5000U.S.; on mount in gold lettering: 1916 - DEAUVILLE:DAISY SPÉRANZA; l.c. blind stamped: [Lartique supervision stamp]; in ink on inside portfolio case: 683/ J.H.LARTIGUE [sun-like symbol],99_2_J.jpg,"mat: 16 x 13 in. (40.7 x 33 cm)
sheet: 6 5/8 x 8 3/8 in. (16.8 x 21.3 cm)
image: 4 13/16 x 7 1/2 in. (12.2 x 19 cm)",image,19.0,12.2,0.0,7.48,4.8,0.0,35.9,small,false,L,,,French, 1894-1986,per booklet in portfolio,Term not found,2022-06-14
2953,39.1.290,"THE WAR OF MUNITIONS, HOW GREAT BRITAIN HAS MOBILIZED HER INDUSTRIES",Anonymous (British),not found,WCMA,WCMA-PRINTS,,,1917,1917,1917,1939,Williams College Museum of Art,poster,poster,,Anonymous gift,,,,,,,IMG_39.1.290.JPG,Overall: 42 1/2 x 53 5/16 in. (108 x 135.4 cm),Overall,135.38,107.95,0.0,53.3,42.5,0.0,2265.25,large,false,L,,,not found,not found,,Term not found,2022-06-14
2954,86.22.2,"Petite fille aux feuilles mortes, Paris",Edouard Boubat, 500001755,WCMA,WCMA-PHOTO,,,1947; printed 1981,1947,1981,1986,Williams College Museum of Art,photograph,gelatin silver print,,"Gift of Mr. Christopher Myers, Class of 1988",,,Edouard Boubat,,,verso l.r. in pencil: E. Boubat,86_22_2.jpg,"sheet: 15 7/8 x 11 7/8 in. (40.3 x 30.2 cm)
image: 10 1/16 x 7 5/16 in. (25.6 x 18.6 cm)",image,18.6,25.6,0.0,7.32,10.08,0.0,73.79,small,false,P,"The Estate of the Artist ,Galerie Agathe Gaillard, Paris",,not found,not found,,Term not found,2022-06-14
2955,82.14.2.A,Taschenbuch der Panzer,Ian Hamilton Finlay, 500023934,WCMA,WCMA-DEC ARTS,,,1981,1981,1981,1982,Williams College Museum of Art,book,watercolor in facsimile,,Gift of Mr. and Mrs. Eugene Judd through the Martin S. Ackerman Foundation,,,,,,last page l.c. in pencil: Ian Hamilton Findlay/ Ian Gardner,IMG_82.14.2.A.jpg,"Overall: 9 3/4 x 11 13/16 in., 3/16 in. (24.7 x 30 cm, 0.5 cm)",Overall,30.0,24.7,0.5,11.81,9.72,0.2,114.79,medium,true,L,,,Scottis," 1925-2006),Ian Gard",,Term not found,2022-06-14
2956,82.26.13,Preparatory sketch for cartoon,Rube Goldberg, 500053744,WCMA,WCMA-DRAWING,,,no date,1883,1970,1982,Williams College Museum of Art,drawing,pencil on paper,,Gift of George W. George,,,,,,,IMG_82.26.13.jpg,Overall: 11 1/16 x 8 9/16 in. (28.1 x 21.7 cm),Overall,21.7,28.1,0.0,8.54,11.06,0.0,94.45,medium,false,P,"Rube Goldberg, Inc.",,American, 1883-1970,,Term not found,2022-06-14
2960,78.32.3,Black by Yellow,Mark Tobey, 500012870,WCMA,WCMA-PRINTS,,,1973,1973,1973,1978,Williams College Museum of Art,lithograph,color lithograph,,Gift of Nicolo Pignatelli through the Martin S. Ackerman Foundation,,,,,,l.l. in pencil: 35/70; l.r. in pencil: Tobey 73,78_32_3.jpg,"sheet: 17 5/16 x 14 3/8 in. (44 x 36.5 cm)
image: 13 15/16 x 10 13/16 in. (35.4 x 27.5 cm)",image,27.5,35.4,0.0,10.83,13.94,0.0,150.97,medium,false,P,"The Estate of the Artist ,Artists Rights Society (ARS)",,American, 1890-1976,,Term not found,2022-06-14
2962,EL.81.3.79,"Art History Classrooms, Offices, Slide Room & Lecture Hall, Lawrence Hall Addition Plan Level 700","Moore, Grover & Harper",not found,WCMA,WCMA-PRINTS,,,1981,1981,1981,,Williams College Museum of Art,blueprint,photocopy of blueprint,mounted to foam core,On extended loan from Williams College Buildings & Grounds Department,,,,,,l.r. stamped in blue: [received stamp],EL_81_3_79.jpg,"Overall: 27 1/4 x 38 1/4 in. (69.2 x 97.1 cm)
sheet: 23 1/16 x 34 in. (58.5 x 86.3 cm)",sheet,86.3,58.5,0.0,33.98,23.03,0.0,782.56,large,false,L,,,not found,not found,mounted to foam core,Term not found,2022-06-14
2963,91.12.2,Saucer,Chinese, 500125222,WCMA,WCMA-EASTERN,Chinese,,Ming Dynasty (1368-1644),1368,1644,1991,Williams College Museum of Art,ceramic,Junyao ware,heavily potted on a wedge shaped foot rim; two purple splashes suffused in a mottled lavender blue glaze,"Gift of Faith D. Waterman, in honor of her friend Paul F. Robinson, Class of 1930 (91.12.1)
Gift of Faith D. Waterman, in honor of her sister Doris W. Neu (91.12.2)",,,,,,,91_12_2_a.jpg,rim: 9 in. (22.9 cm),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,,,not found,not found,heavily potted on a wedge shaped foot rim; two purple splashes suffused in a mottled lavender blue glaze,Term not found,2022-06-14
2964,93.1.104.D,Medallion of Napoleon Francois Joseph Charles (Honoring the Birth of King of Rome),Anonymous (French),not found,WCMA,WCMA-DEC ARTS,,,1811,1811,1811,1993,Williams College Museum of Art,medallion,bronze,,"Found in the collection and catalogued, 1993",,,,,,on edge: [illegible mard]Bronze; recto: Napoleon Francois Joseph Charles Roi de rome/ Andrieu.F./ XX Mars MDCCCXI.; verso: Naissance du Roi de Rome./ Denon.D./ Jouanin/ MDCCCXI.,93_1_104_D_a.jpg,"Overall: 1 9/16 in., 1/16 in. (4 cm, 0.2 cm)",Overall,0.0,0.0,0.2,0.0,0.0,0.08,0.0,small,true,,,,not found,not found,,Term not found,2022-06-14
2965,93.1.150,Fragment,Anonymous,not found,WCMA,WCMA-DEC ARTS,,,no date,0,0,1993,Williams College Museum of Art,fragment,bronze,,"Found in the collection and catalogued, 1993",,,,,,no inscription,93_1_150_a.jpg,"Overall: 1 1/4 x 9/16 in., 1/8 in. (3.1 x 1.5 cm, 0.3 cm)",Overall,0.0,1.5,0.3,0.0,0.59,0.12,0.0,small,true,P,,,not found,not found,,Term not found,2022-06-14
2966,39.1.387,"We'll Help You to Win the War, Dad",Urquhart Wilcox,not found,WCMA,WCMA-PRINTS,,,ca. 1910-1920,1900,1920,1939,Williams College Museum of Art,poster,poster,,Anonymous gift,,,,,,,IMG_39.1.387.JPG,Overall: 27 13/16 x 18 1/16 in. (70.7 x 45.9 cm),Overall,45.9,70.7,0.0,18.07,27.83,0.0,502.89,large,false,P,,,American, 1876-1941,,Term not found,2022-06-14
2967,RC.53,"Germinal study of Ran, drawn in Winthrop, Massachusetts",John Richard Raimondi,not found,WCMA,WCMA Reserve Collection,,,1978,1978,1978,1999,Williams College Museum of Art,drawing,felt | pen on paper,,"Gift of Linda and David S. Paresky, Class of 1960",,,,,,"signed on label on verso, John Raimondi",IMG_RC.53.jpg,frame: 14 x 14 1/4 in. (35.6 x 36.2 cm),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,,,American, 1948-,,erm not found,2022-06-14
