name,business_type,state_registered,street_registered,city_registered,zip5_registered,filing_number,corp_id
"KINGFISHER COUNTY DEVELOPMENT FOUNDATION, INC.",CORPORATION,OK,,,,1900158585,1900158585
"GODDARD'S READY-MIX CONCRETE, INC.",CORPORATION,OK,,,,1900158747,1900158747
HOYLE HOLT ALLIED SERVICES CO.,CORPORATION,OK,,,,1900158764,1900158764
"O'CONNOR'S LAWN & GARDEN, INC",CORPORATION,OK,,,,1900158781,1900158781
"SOFTWATER SERVICE, INCORPORATED",CORPORATION,OK,,,,1900158842,1900158842
"U.S. PETROLEUM, INC.",CORPORATION,OK,,,,1900158967,1900158967
STANDARD DISTRIBUTING COMPANY,CORPORATION,OK,,,,1900158974,1900158974
EOLA OIL COMPANY,CORPORATION,OK,,,,1900159170,1900159170
CARSON & BARNES CIRCUS COMPANY,CORPORATION,OK,,,,1900159178,1900159178
MYERS-AUBREY COMPANY,CORPORATION,OK,,,,1900159237,1900159237
CAPITOL PAINT MANUFACTURING CORPORATION,CORPORATION,OK,,,,1900159298,1900159298
SOUTHWEST FILTER COMPANY,CORPORATION,OK,,,,1900159392,1900159392
RICK INC.,CORPORATION,OK,,,,1900159579,1900159579
"TAG OKC, INC.",CORPORATION,OK,,,,1900159657,1900159657
"SETTCO, INC.",CORPORATION,OK,,,,1900159660,1900159660
MUDD REAL ESTATE COMPANY,CORPORATION,OK,,,,1900159745,1900159745
"SOUTHWEST CONSTRUCTION NEWS SERVICE, INC.",CORPORATION,OK,,,,1900159924,1900159924
STEPHANIE'S BEAUTIQUE INC.,CORPORATION,OK,,,,1900160039,1900160039
WETZEL PRODUCING COMPANY,CORPORATION,OK,,,,1900160079,1900160079
"TULSA TUBE BENDING CO., INC.",CORPORATION,OK,,,,1900160127,1900160127
"APPRAISAL ASSOCIATES OF OKLAHOMA, INC.",CORPORATION,OK,,,,1900160246,1900160246
"VAL-GENE FOOD SERVICE, INC.",CORPORATION,OK,,,,1900160520,1900160520
"SHIRLEY BRIMBERRY, INC.",CORPORATION,OK,,,,1900160534,1900160534
C & Y CASING PULLING COMPANY,CORPORATION,OK,,,,1900160537,1900160537
SOONER PETROLEUM COMPANY,CORPORATION,OK,,,,1900160634,1900160634
"GENERAL, INC.",CORPORATION,OK,,,,1900160683,1900160683
"LUCKINBILL, INC.",CORPORATION,OK,,,,1900160790,1900160790
"THEODORE LOW COMPANY, INCORPORATED",CORPORATION,OK,,,,1900161063,1900161063
THE AMERICAN REGISTRY OF MAMS,CORPORATION,OK,,,,1900161110,1900161110
"BERNHARDT ENTERPRISES, INC.",CORPORATION,OK,,,,1900161167,1900161167
TULSA RUBBER CO.,CORPORATION,OK,,,,1900161338,1900161338
CROWL MACHINE & HEAT TREATING CO.,CORPORATION,OK,,,,1900161545,1900161545
"TRIAD MARKETING, INC.",CORPORATION,OK,,,,1900161574,1900161574
"FABRICUT, INC.",CORPORATION,OK,,,,1900161636,1900161636
WILDMAN MANUFACTURING INCORPORATED,CORPORATION,OK,,,,1900161730,1900161730
"STERRS FOODS, INC.",CORPORATION,OK,,,,1900161994,1900161994
"MILLER FLOORS, INC.",CORPORATION,OK,,,,1900162045,1900162045
RAMBLER OIL COMPANY,CORPORATION,OK,,,,1900162302,1900162302
MIAMI**THE MIAMI COOPERATIVE ASSOCIATION,CORPORATION,OK,,,,1900162358,1900162358
"MCINTYRE DEVELOPMENT CO., INC.",CORPORATION,OK,,,,1900162473,1900162473
EVANS DRUG COMPANY,CORPORATION,OK,,,,1900162754,1900162754
DENTAL ARTS BUILDING CORPORATION,CORPORATION,OK,,,,1900162786,1900162786
"FARMERS ELEVATOR OF GOODWELL, OK, INC.",CORPORATION,OK,,,,1900162795,1900162795
RANGER OIL CO.,CORPORATION,OK,,,,1900163002,1900163002
INVESTORS TRUST COMPANY,CORPORATION,OK,,,,1900163090,1900163090
STEPHEN INVESTMENT COMPANY,CORPORATION,OK,,,,1900163194,1900163194
"SWISS CLEANERS & LAUNDRY, INC.",CORPORATION,OK,,,,1900163248,1900163248
MODULAR SERVICES COMPANY,CORPORATION,OK,,,,1900163333,1900163333
"AUTO AND TRUCK SUPPLY, INC.",CORPORATION,OK,,,,1900163468,1900163468
TOM L. DAVIS LUMBER CO.,CORPORATION,OK,,,,1900163563,1900163563
"AKDAR TEMPLE ASSOCIATION, INC.,TULSA, OKLAHOMA",CORPORATION,OK,,,,1900163580,1900163580
"BURCH MACHINE AND AUTO PARTS, INC.",CORPORATION,OK,,,,1900163866,1900163866
LANDERS BROS. CO.,CORPORATION,OK,,,,1900163938,1900163938
PHIL-GOOD PRODUCTS INC.,CORPORATION,OK,,,,1900164024,1900164024
"ROBERT MALLETT, INC.",CORPORATION,OK,,,,1900164030,1900164030
CLINTON DAILY NEWS COMPANY,CORPORATION,OK,,,,1900164080,1900164080
HELDENBRAND & SON MFG. CO.,CORPORATION,OK,,,,1900164082,1900164082
"GUARANTY ABSTRACT & TITLE COMPANY OF GUYMON, OKLAHOMA",CORPORATION,OK,,,,1900164157,1900164157
AMERICAN OIL & GAS CO.,CORPORATION,OK,,,,1900164321,1900164321
"RICHARDS CONSTRUCTION, INC.",CORPORATION,OK,,,,1900164389,1900164389
F. C. ZIEGLER CO.,CORPORATION,OK,,,,1900164670,1900164670
"P. B. ODOM ENTERPRISES, INC.",CORPORATION,OK,,,,1900164691,1900164691
OKLAHOMA LAND AND CATTLE COMPANY,CORPORATION,OK,,,,1900164745,1900164745
"SAPULPA DRIVE-IN PHARMACY, INC.",CORPORATION,OK,,,,1900164763,1900164763
"CONNELLY EQUIPMENT CO., INC.",CORPORATION,OK,,,,1900164903,1900164903
"BARRISON AND CLARKE, INC",CORPORATION,OK,,,,1900165044,1900165044
"THE CITY DRUG, INC.",CORPORATION,OK,,,,1900165056,1900165056
"LINDSAY MANUFACTURING, INC.",CORPORATION,OK,,,,1900165106,1900165106
BORDEN COMPANY INC.,CORPORATION,OK,,,,1900165129,1900165129
"HEAVENLY HOMES, INC.",CORPORATION,OK,,,,1900165171,1900165171
"QUAIL CREEK GOLF AND COUNTRY CLUB, INC.",CORPORATION,OK,,,,1900165188,1900165188
"SAPULPA INDUSTRIAL FOUNDATION, INC.",CORPORATION,OK,,,,1900165192,1900165192
"SEQUOYAH HOUSE, INC.",CORPORATION,OK,,,,1900165193,1900165193
"HEDGES AG. SERVICE, INC.",CORPORATION,OK,,,,1900165307,1900165307
FRIENDS CLUB INC.,CORPORATION,OK,,,,1900165505,1900165505
SANDLANE INVESTMENT CO.,CORPORATION,OK,,,,1900165563,1900165563
"DOTSON ENTERPRISES, INC.",CORPORATION,OK,,,,1900165579,1900165579
"GATEWAY SHOPPING CENTER, INC.",CORPORATION,OK,,,,1900165654,1900165654
GENERAL PROPERTY MANAGEMENT CO.,CORPORATION,OK,,,,1900165698,1900165698
AUBURN-CORD-DUESENBERG CO.,CORPORATION,OK,,,,1900165771,1900165771
"LYNN BOYER, INC.",CORPORATION,OK,,,,1900165893,1900165893
"HARVEY-DOUGLAS FUNERAL HOME, INCORPORATED",CORPORATION,OK,,,,1900165941,1900165941
"THE MISSION CORPORATION OF ALTUS, OKLAHOMA",CORPORATION,OK,,,,1900165997,1900165997
"WESKO, INC.",CORPORATION,OK,,,,1900166236,1900166236
"LONDON-MONTIN-HARBERT, INC.",CORPORATION,OK,,,,1900166333,1900166333
"HALLREN POULTRY & CREAMEY CO., INC.",CORPORATION,OK,,,,1900166471,1900166471
BARTER ISLAND OIL COMPANY,CORPORATION,OK,,,,1900166483,1900166483
W. W. STARR LUMBER CO.,CORPORATION,OK,,,,1900166496,1900166496
UTILITY SUPPLY CO.,CORPORATION,OK,,,,1900166681,1900166681
"ALLIED METALS SPECIALTIES, CO.",CORPORATION,OK,,,,1900166708,1900166708
PRACTICAL PRODUCTS CORPORATION,CORPORATION,OK,,,,1900166753,1900166753
ROBERT HALL CLOTHES MINGO ROAD CORP,CORPORATION,OK,,,,1900166832,1900166832
"ETTINGER CUSTOM-BUILT HOMES, INC.",CORPORATION,OK,,,,1900166926,1900166926
"CREDIT SERVICE, INC.",CORPORATION,OK,,,,1900167012,1900167012
"LEE KEELING AND ASSOCIATES, INC.",CORPORATION,OK,,,,1900167072,1900167072
AMERICAN FIDELITY INVESTMENT COMPANY,CORPORATION,OK,,,,1900167156,1900167156
HOLLAND AIRCRAFT CO.,CORPORATION,OK,,,,1900167211,1900167211
"THE LUMBER SHED, INC.",CORPORATION,OK,,,,1900167219,1900167219
GREENLEAF NURSERY CO.,CORPORATION,OK,,,,1900167302,1900167302
"DIAMOND CONSTRUCTION CO. OF SHATTUCK, INC.",CORPORATION,OK,,,,1900167316,1900167316
"CEDAR CREST MANOR, INC.",CORPORATION,OK,,,,1900167354,1900167354
"SONIC DRIVE-IN, INC., ELK CITY, OKLAHOMA",CORPORATION,OK,,,,1900167390,1900167390
"ATLAS TELEPHONE COMPANY, INC.",CORPORATION,OK,,,,1900167540,1900167540
"LIBERTY ABSTRACT CO., INC.",CORPORATION,OK,,,,1900167679,1900167679
ARROW MACHINERY COMPANY,CORPORATION,OK,,,,1900167705,1900167705
HICKS BRUNSON COMPANY,CORPORATION,OK,,,,1900167793,1900167793
FALCON CONSTRUCTION CO.,CORPORATION,OK,,,,1900167862,1900167862
"BLITZ U.S.A., INC.",CORPORATION,OK,,,,1900167897,1900167897
"ECONOMY SQUARE, INC.",CORPORATION,OK,,,,1900167996,1900167996
J. P. MACHINE & TOOL COMPANY,CORPORATION,OK,,,,1900168214,1900168214
"GREGSTON NURSING HOME, INC.",CORPORATION,OK,,,,1900168309,1900168309
DAVIDSON IMPLEMENT COMPANY,CORPORATION,OK,,,,1900168310,1900168310
AMERICAN FIDELITY ASSURANCE COMPANY,CORPORATION,OK,,,,1900168331,1900168331
"HALL'S RANCH, INC.",CORPORATION,OK,,,,1900168348,1900168348
ELECTRONIC RESEARCH AND DEVELOPMENT CORPORATION,CORPORATION,OK,,,,1900168495,1900168495
L. A. JACOBSON INC.,CORPORATION,OK,,,,1900168567,1900168567
THE G. C. BROACH COMPANY,CORPORATION,OK,,,,1900168608,1900168608
"WATER CONDITIONING, INC.",CORPORATION,OK,,,,1900168667,1900168667
"SEVIER FUNERAL HOME, INC.",CORPORATION,OK,,,,1900168795,1900168795
"DRABEK & HILL, INC.",CORPORATION,OK,,,,1900168949,1900168949
DIANE OIL COMPANY,CORPORATION,OK,,,,1900168961,1900168961
MCKNIGHT REALTY CO.,CORPORATION,OK,,,,1900169077,1900169077
MESSER-BOWERS REALTY CO.,CORPORATION,OK,,,,1900169246,1900169246
MESSER-BOWERS COMPANY,CORPORATION,OK,,,,1900169247,1900169247
PRYOR INDUSTRIAL CONSERVATION COMPANY,CORPORATION,OK,,,,1900169270,1900169270
"BROKEN ARROW PLAZA, INC.",CORPORATION,OK,,,,1900169320,1900169320
"SMITH FARM AND GARDEN, INC.",CORPORATION,OK,,,,1900169436,1900169436
"CLEVELAND PETROLEUM PRODUCTS, INC.",CORPORATION,OK,,,,1900169691,1900169691
CADDO COUNTY ABSTRACT COMPANY,CORPORATION,OK,,,,1900169880,1900169880
LAVERNE GOLF AND COUNTRY CLUB INC.,CORPORATION,OK,,,,1900170223,1900170223
RICKEY ROYALTY CORPORATION,CORPORATION,OK,,,,1900170302,1900170302
"LEWIS ALAN HOLDINGS, INC.",CORPORATION,OK,,,,1900170350,1900170350
"DON'S PHARMACY, LTD.",CORPORATION,OK,,,,1900170371,1900170371
A.R.K. -RAMOS FOUNDRY AND MANUFACTURING CO.,CORPORATION,OK,,,,1900170464,1900170464
"SMITHS INVESTMENT, INC.",CORPORATION,OK,,,,1900170489,1900170489
CAPITAL MANAGEMENT CO.,CORPORATION,OK,,,,1900170551,1900170551
G-F-F CORPORATION,CORPORATION,OK,,,,1900170573,1900170573
MELCO MILLINERY CORP,CORPORATION,OK,,,,1900170611,1900170611
"BES PROPERTIES, INC.",CORPORATION,OK,,,,1900170649,1900170649
"CARDINAL POOLS OF OKLAHOMA, INC.",CORPORATION,OK,,,,1900170705,1900170705
TEMPLE JOHNSON FLOOR CO.,CORPORATION,OK,,,,1900170706,1900170706
"OAK HILLS ESTATES, INC.",CORPORATION,OK,,,,1900170815,1900170815
EDMOND BUILDING CORPORATION,CORPORATION,OK,,,,1900170854,1900170854
"DEPCO CONSTRUCTION, INC.",CORPORATION,OK,,,,1900170944,1900170944
"R. K. BLACK, INC.",CORPORATION,OK,,,,1900171133,1900171133
OIL FIELD IGNITION PARTS CO.,CORPORATION,OK,,,,1900171134,1900171134
"MCALESTER DEMOCRAT, INCORPORATED",CORPORATION,OK,,,,1900171181,1900171181
GMC OIL & GAS LIMITED,CORPORATION,OK,,,,1900171229,1900171229
"GLASS WHOLESALE, INC.",CORPORATION,OK,,,,1900171406,1900171406
"TOM MORRIS ENTERPRISES, INC.",CORPORATION,OK,,,,1900171565,1900171565
BARRETT DRILLING COMPANY,CORPORATION,OK,,,,1900171623,1900171623
"COOLING PRODUCTS, INC.",CORPORATION,OK,,,,1900171725,1900171725
"ARROW HEAD HOMES, INC.",CORPORATION,OK,,,,1900171796,1900171796
"EASTERN HILLS DEVELOPMENT CO. OF LAWTON, INC.",CORPORATION,OK,,,,1900171836,1900171836
EISCHEN INDUSTRIES INC.,CORPORATION,OK,,,,1900171900,1900171900
H S H ROYALTY CORPORATION,CORPORATION,OK,,,,1900172091,1900172091
"GOOSE HILL, INCORPORATED",CORPORATION,OK,,,,1900172134,1900172134
THE GEMINI OIL COMPANY,CORPORATION,OK,,,,1900172244,1900172244
TULSA AUTOMATIC MUSIC COMPANY,CORPORATION,OK,,,,1900172325,1900172325
BECKHAM OPERATING CORPORATION,CORPORATION,OK,,,,1900172342,1900172342
"TOPOGRAPHIC, INC.",CORPORATION,OK,,,,1900172409,1900172409
"HANSEN MASONRY CONTRACTORS, INC.",CORPORATION,OK,,,,1900172415,1900172415
HUNTER CATTLE COMPANY,CORPORATION,OK,,,,1900172771,1900172771
"CHAPMAN CONSTRUCTION, INC.",CORPORATION,OK,,,,1900173057,1900173057
NAIFEH REALTY COMPANY,CORPORATION,OK,,,,1900173185,1900173185
"HEALTH FOOD ASSOCIATES, INC.",CORPORATION,OK,,,,1900173205,1900173205
"LEE DRAKE HOMES, INC.",CORPORATION,OK,,,,1900174010,1900174010
"OKLAHOMA GENERAL AGENCY, INC.",CORPORATION,OK,,,,1900174035,1900174035
"JOLCO, INC.",CORPORATION,OK,,,,1900174049,1900174049
"TWIN HILLS GOLF AND COUNTRY CLUB, INC.",CORPORATION,OK,,,,1900174077,1900174077
"CIMARRON APARTMENTS, INC.",CORPORATION,OK,,,,1900174200,1900174200
"OLSEN OILS, INC.",CORPORATION,OK,,,,1900174213,1900174213
"GRAPHIC ENGINEERING, INC.",CORPORATION,OK,,,,1900174260,1900174260
"FIZZ-O, INC.",CORPORATION,OK,,,,1900174332,1900174332
"LAWSON CANADIAN HOMES, INC.",CORPORATION,OK,,,,1900174472,1900174472
"W. J. SPREHE CO., INC.",CORPORATION,OK,,,,1900174518,1900174518
"TWILIGHTERS CLUB, INC.",CORPORATION,OK,,,,1900174652,1900174652
SCOVIL AND SIDES HARDWARE COMPANY,CORPORATION,OK,,,,1900174697,1900174697
"OKLAHOMA ABSTRACT COMPANY OF LAWTON, INC.",CORPORATION,OK,,,,1900174726,1900174726
"CHICKASHA IRON WORKS & SUPPLIES, INC.",CORPORATION,OK,,,,1900174840,1900174840
ELECTRONIC SYSTEMS ENGINEERING CO.,CORPORATION,OK,,,,1900174882,1900174882
"COLONIAL MANOR NURSING HOME, INC.",CORPORATION,OK,,,,1900174912,1900174912
GLASS TRUCKING CO.,CORPORATION,OK,,,,1900174946,1900174946
"GORMAN, INC.",CORPORATION,OK,,,,1900174980,1900174980
RANOLA OIL COMPANY,CORPORATION,OK,,,,1900175128,1900175128
"COOKSHACK, INC.",CORPORATION,OK,,,,1900175218,1900175218
DAWSON-MARKWELL EXPLORATION CO.,CORPORATION,OK,,,,1900175249,1900175249
LAKE CORPORATION,CORPORATION,OK,,,,1900175316,1900175316
NORMAN CONSTRUCTION AND PAVING COMPANY,CORPORATION,OK,,,,1900175340,1900175340
"SHELL CONSTRUCTION COMPANY, INC.",CORPORATION,OK,,,,1900175617,1900175617
"TOWER INSPECTION, INC.",CORPORATION,OK,,,,1900175631,1900175631
MATSON ROYALTY COMPANY,CORPORATION,OK,,,,1900175643,1900175643
FOUR-D CORP.,CORPORATION,OK,,,,1900175677,1900175677
PAYNE EXPLORATION COMPANY,CORPORATION,OK,,,,1900175785,1900175785
"YAFFE IRON & METAL COMPANY, INC.",CORPORATION,OK,,,,1900175963,1900175963
"PETROLEUM CLUB OF TULSA, INC.",CORPORATION,OK,,,,1900175994,1900175994
"OKLAHOMA FARM BUREAU INSURANCE AGENTS, INC.",CORPORATION,OK,,,,1900176132,1900176132
"VONDEL L. SMITH AND SON MORTUARY, INC.",CORPORATION,OK,,,,1900176431,1900176431
BOWMAN'S AUTOMOTIVE SUPPLY CO.,CORPORATION,OK,,,,1900176498,1900176498
FENTON OFFICE SUPPLY CO.,CORPORATION,OK,,,,1900176572,1900176572
"ARTESIAN HOME, INC.",CORPORATION,OK,,,,1900176707,1900176707
H. K. & S. IRON CO.,CORPORATION,OK,,,,1900182358,1900182358
"EQUAL HOLDING, INC.",CORPORATION,OK,,,,1900186974,1900186974
"THE UNLAUB COMPANY, INC.",CORPORATION,OK,,,,1900187165,1900187165
"COIN WASH, INC.",CORPORATION,OK,,,,1900187301,1900187301
INDEPENDENT INDUSTRIES INC.,CORPORATION,OK,,,,1900187371,1900187371
"TULSAIR BEECHCRAFT, INC.",CORPORATION,OK,,,,1900187383,1900187383
"DANIEL MEDICAL SYSTEMS, INC.",CORPORATION,OK,,,,1900187394,1900187394
"JOE BROWN COMPANY, INC.",CORPORATION,OK,,,,1900187481,1900187481
"RICH AND CARTMILL, INC.",CORPORATION,OK,,,,1900187485,1900187485
"A & M ELECTRIC, INC.",CORPORATION,OK,,,,1900187559,1900187559
"GIFFORD MONUMENT WORKS, INC.",CORPORATION,OK,,,,1900187595,1900187595
"RED BAKER PROPANE, INC.",CORPORATION,OK,,,,1900187642,1900187642
"ATLAS-TUCK CONCRETE, INC.",CORPORATION,OK,,,,1900187656,1900187656
FOOD PAK INC.,CORPORATION,OK,,,,1900187711,1900187711
"JIM NELSON LEASING COMPANY, INC.",CORPORATION,OK,,,,1900187756,1900187756
"R.J. EDWARDS, INC.",CORPORATION,OK,,,,1900187874,1900187874
"O.K. PACKING COMPANY, INC.",CORPORATION,OK,,,,1900188113,1900188113
"COIFFURES CONTINENTAL, INC.",CORPORATION,OK,,,,1900188138,1900188138
"KAW VALLEY OIL CO., INC.",CORPORATION,OK,,,,1900188221,1900188221
"89'ER SERVICES, INC.",CORPORATION,OK,,,,1900188280,1900188280
"KANAKUK, INC.",CORPORATION,OK,,,,1900188288,1900188288
"AQUARIUS ENTERPRISES, INC.",CORPORATION,OK,,,,1900188299,1900188299
"UTICA SQUARE SHOPPING CENTER, INC.",CORPORATION,OK,,,,1900188413,1900188413
GENE SEARS SUPPLY COMPANY,CORPORATION,OK,,,,1900188467,1900188467
"MALO, INC.",CORPORATION,OK,,,,1900188676,1900188676
"TRIANGLE EXPRESS, INC.",CORPORATION,OK,,,,1900188702,1900188702
"TAYLOR VALVE TECHNOLOGY, INC.",CORPORATION,OK,,,,1900188788,1900188788
GENERAL ROYALTIES CORPORATION,CORPORATION,OK,,,,1900188918,1900188918
EARL AUSTIN CONSTRUCTION CO.,CORPORATION,OK,,,,1900188975,1900188975
"KLEEN PRODUCTS, INC.",CORPORATION,OK,,,,1900189020,1900189020
HUGO PUBLISHING COMPANY,CORPORATION,OK,,,,1900189062,1900189062
"THOMPSON SCHOOL BOOK DEPOSITORY, INC.",CORPORATION,OK,,,,1900189064,1900189064
"INVESTORS TRADING, INC.",CORPORATION,OK,,,,1900189145,1900189145
BENSON LUMBER COMPANY,CORPORATION,OK,,,,1900189376,1900189376
VIERSEN OIL & GAS CO.,CORPORATION,OK,,,,1900189458,1900189458
"DANTE'S, INC.",CORPORATION,OK,,,,1900189828,1900189828
"OSBORN ENGINEERING, INC.",CORPORATION,OK,,,,1900189864,1900189864
J-BAR OIL COMPANY,CORPORATION,OK,,,,1900189905,1900189905
DSJ CORP,CORPORATION,OK,,,,1900189934,1900189934
MUSKOGEE ABSTRACT AND TITLE COMPANY,CORPORATION,OK,,,,1900190026,1900190026
"ROY ROYALTY, INC.",CORPORATION,OK,,,,1900190078,1900190078
GARRETT EDUCATIONAL CORPORATION,CORPORATION,OK,,,,1900190088,1900190088
"A & H COMPRESSOR EXCHANGE, INC.",CORPORATION,OK,,,,1900190353,1900190353
"TULSA BEEF & PROVISION, INC.",CORPORATION,OK,,,,1900190375,1900190375
"LOGAN SMITH PLUMBING COMPANY, INC.",CORPORATION,OK,,,,1900190457,1900190457
"CARTER-MAXWELL AUTO SERVICE, INC.",CORPORATION,OK,,,,1900190548,1900190548
PANHANDLE FURNITURE COMPANY,CORPORATION,OK,,,,1900190561,1900190561
TULSA CASH REGISTER COMPANY,CORPORATION,OK,,,,1900190671,1900190671
GRAND RIVER ABSTRACT & TITLE CO.,CORPORATION,OK,,,,1900190752,1900190752
CEO INC.,CORPORATION,OK,,,,1900190822,1900190822
BALON CORPORATION,CORPORATION,OK,,,,1900190829,1900190829
"STARMIST, INC.",CORPORATION,OK,,,,1900190878,1900190878
"NORTHWEST NURSING AND CONVALESCENT HOME, INC.",CORPORATION,OK,,,,1900191037,1900191037
"""KNOB HILL THEATRE""",CORPORATION,OK,,,,1900191050,1900191050
"BRENTCO, INC.",CORPORATION,OK,,,,1900191149,1900191149
CRAWFORD ABSTRACT AND TITLE COMPANY,CORPORATION,OK,,,,1900191174,1900191174
CREST SUPPLY COMPANY,CORPORATION,OK,,,,1900191276,1900191276
"PEEVY INVESTMENT CO., INC.",CORPORATION,OK,,,,1900191285,1900191285
"CAROUSEL REALTY, INC.",CORPORATION,OK,,,,1900191351,1900191351
ABERSON'S INC.,CORPORATION,OK,,,,1900191456,1900191456
"ALLIED GLASS, INC.",CORPORATION,OK,,,,1900191512,1900191512
100 PARK AVENUE CORPORATION,CORPORATION,OK,,,,1900191526,1900191526
"RICHART DISTRIBUTORS, INC.",CORPORATION,OK,,,,1900191576,1900191576
JUDE N' JODY FURNITURE INC.,CORPORATION,OK,,,,1900191898,1900191898
"ENID MOTORS LEASING, INC.",CORPORATION,OK,,,,1900191970,1900191970
"OVERHEAD DOOR COMPANY OF OKLAHOMA CITY, INC.",CORPORATION,OK,,,,1900192030,1900192030
NATIONAL PRODUCTION CORPORATION,CORPORATION,OK,,,,1900192119,1900192119
"L. D. ELECTRICAL CONTRACTORS, INC.",CORPORATION,OK,,,,1900192211,1900192211
"FIRST OKLAHOMA BANINSURANCE, INC.",CORPORATION,OK,,,,1900192258,1900192258
VINITA LODGE 22 IOOF,CORPORATION,OK,,,,1900192286,1900192286
"LOMA, INC.",CORPORATION,OK,,,,1900192435,1900192435
HILL STEEL CORPORATION,CORPORATION,OK,,,,1900192504,1900192504
"ARNOLD BROS., INC.",CORPORATION,OK,,,,1900192517,1900192517
"TULSA AGRICULTURE CENTER, INC.",CORPORATION,OK,,,,1900192842,1900192842
"OIL FILTER COMPANY, INC.",CORPORATION,OK,,,,1900192994,1900192994
"AAA ABSTRACT COMPANY, INC.",CORPORATION,OK,,,,1900193084,1900193084
"GARRISON & GARRISON, INC.",CORPORATION,OK,,,,1900193214,1900193214
"MIDWAY, INC.",CORPORATION,OK,,,,1900193310,1900193310
"R & D PATTERN & FOUNDRY COMPANY, INC.",CORPORATION,OK,,,,1900193418,1900193418
"EWBANK, INC.",CORPORATION,OK,,,,1900193422,1900193422
"MONEY SERVICES, INC.",CORPORATION,OK,,,,1900193533,1900193533
"TROY SMITH, INC.",CORPORATION,OK,,,,1900193603,1900193603
"MORGAN WELL SERVICE, INC.",CORPORATION,OK,,,,1900193651,1900193651
"BALKAN SIDING COMPANY, INC.",CORPORATION,OK,,,,1900193696,1900193696
"THE UNIFORM SHOPPE, INC.",CORPORATION,OK,,,,1900193791,1900193791
OKMULGEE LAND TITLE COMPANY,CORPORATION,OK,,,,1900193809,1900193809
"NEELY INSURANCE AGENCY, INC.",CORPORATION,OK,,,,1900193920,1900193920
"MID-AMERICA LUMBER, INC.",CORPORATION,OK,,,,1900194088,1900194088
"VILLA VENICE OF TULSA, INC.",CORPORATION,OK,,,,1900194158,1900194158
KERR MACHINE CO.,CORPORATION,OK,,,,1900194199,1900194199
"DOLLAR SAVER STORES, INC.",CORPORATION,OK,,,,1900194242,1900194242
"SONIC DRIVE-IN, ALVA, INC.",CORPORATION,OK,,,,1900194286,1900194286
"SOUTHWEST CHEMICAL CO. OF LAWTON, INC.",CORPORATION,OK,,,,1900194297,1900194297
"INDEPENDENT RENTALS, INC.",CORPORATION,OK,,,,1900194369,1900194369
"BEADLES, INC.",CORPORATION,OK,,,,1900194459,1900194459
"GRAY HORSE PROPERTIES, INC.",CORPORATION,OK,,,,1900194498,1900194498
"OAKRIDGE RANCH, INC.",CORPORATION,OK,,,,1900195760,1900195760
PEARSON'S LUMBER YARD INC.,CORPORATION,OK,,,,1900195794,1900195794
"JOHNSONS OF KINGFISHER, INC.",CORPORATION,OK,,,,1900195980,1900195980
"NIX LUMBER, INC.",CORPORATION,OK,,,,1900196045,1900196045
"FINE ARTS ENGRAVING COMPANY, INC.",CORPORATION,OK,,,,1900196230,1900196230
"WARRENTON NEIGHBORS, INC.",CORPORATION,OK,,,,1900196383,1900196383
"N.R.J., INC.",CORPORATION,OK,,,,1900196560,1900196560
ROYALTY FUNDS COMPANY,CORPORATION,OK,,,,1900196653,1900196653
"S&W POWER SYSTEMS AND ENGINE SERVICE, INC.",CORPORATION,OK,,,,1900196759,1900196759
BEASLEY OIL COMPANY,CORPORATION,OK,,,,1900197121,1900197121
"YORK METAL FABRICATORS, INC.",CORPORATION,OK,,,,1900197771,1900197771
"GENE WILSON & ASSOCIATES, INC.",CORPORATION,OK,,,,1900197804,1900197804
"KETNER ENTERPRISES OF OKLAHOMA CITY, INC.",CORPORATION,OK,,,,1900198667,1900198667
"WESTCO OF OKLAHOMA, INC.",CORPORATION,OK,,,,1900198670,1900198670
"CLAPP OIL CO., INC.",CORPORATION,OK,,,,1900198673,1900198673
"OKLAHOMA CITY MEAT COMPANY, INC.",CORPORATION,OK,,,,1900198712,1900198712
PEDIA-DENT CO.,CORPORATION,OK,,,,1900198723,1900198723
IRWIN AUTO CO.,CORPORATION,OK,,,,1900198801,1900198801
"PARK LANE SHOPPING CENTER, INC.",CORPORATION,OK,,,,1900198868,1900198868
"EVANS-POTEAU FUNERAL HOME, INC.",CORPORATION,OK,,,,1900198875,1900198875
DUNCAN MANUFACTURING COMPANY,CORPORATION,OK,,,,1900198878,1900198878
"FIGLEY, SALZ & CO., INC.",CORPORATION,OK,,,,1900198888,1900198888
SOUTHWEST MAINTENANCE AND SUPPLY CORP.,CORPORATION,OK,,,,1900199003,1900199003
COMMERCIAL BODY WORKS,CORPORATION,OK,,,,1900199033,1900199033
CUSHING LUMBER CO.,CORPORATION,OK,,,,1900199051,1900199051
"SOUTHEAST PLUMBING, INC.",CORPORATION,OK,,,,1900199053,1900199053
CEJA CORPORATION,CORPORATION,OK,,,,1900199369,1900199369
"TRI COUNTY FARM CENTER, INC.",CORPORATION,OK,,,,1900199579,1900199579
"KERNS CONSTRUCTION, INC.",CORPORATION,OK,,,,1900199777,1900199777
W. R. JONES COMPANY,CORPORATION,OK,,,,1900199913,1900199913
"LORENZ, INCORPORATED",CORPORATION,OK,,,,1900199972,1900199972
