Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBS_BLUE_CHOICE,BCBS_CAP,CHOICE_CARE_MEDICARE,OPTUM_VA_CCN,UHC_ALL_PAYER
4435562_1,"Culture, Throat QST",Outpatient,0309,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,60.00,57.00,8.62,60.00,29.98,31.56,60.00,8.62,51.00
4435563_1,"Culture, Urine, Routine QST",Inpatient,0309,87086,"Culture, bacterial; quantitative colony count, urine",,0,58.00,55.10,8.07,58.00,N/A,N/A,N/A,N/A,49.30
4435563_1,"Culture, Urine, Routine QST",Outpatient,0309,87086,"Culture, bacterial; quantitative colony count, urine",,0,58.00,55.10,8.07,58.00,28.58,30.08,58.00,8.07,49.30
4435564_1,"Culture, Anaerobic Bacteria W/Gram Stain QST",Inpatient,0309,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,59.00,56.05,9.47,59.00,N/A,N/A,N/A,N/A,50.15
4435564_1,"Culture, Anaerobic Bacteria W/Gram Stain QST",Outpatient,0309,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",,0,59.00,56.05,9.47,59.00,29.36,30.90,59.00,9.47,50.15
4435565_1,"Streptococcus, Group A Culture QST",Inpatient,0309,87081,"Culture, presumptive, pathogenic organisms, screening only",,0,46.00,43.70,6.63,46.00,N/A,N/A,N/A,N/A,39.10
4435565_1,"Streptococcus, Group A Culture QST",Outpatient,0309,87081,"Culture, presumptive, pathogenic organisms, screening only",,0,46.00,43.70,6.63,46.00,22.53,23.72,46.00,6.63,39.10
4435566_1,"Culture, Aerobic Bacteria QST",Inpatient,0309,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,60.00,57.00,8.62,60.00,N/A,N/A,N/A,N/A,51.00
4435566_1,"Culture, Aerobic Bacteria QST",Outpatient,0309,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,60.00,57.00,8.62,60.00,29.98,31.56,60.00,8.62,51.00
4435567_1,"Culture, Sputum/Lower Respiratory QST",Inpatient,0309,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,60.00,57.00,8.62,60.00,N/A,N/A,N/A,N/A,51.00
4435567_1,"Culture, Sputum/Lower Respiratory QST",Outpatient,0309,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,60.00,57.00,8.62,60.00,29.98,31.56,60.00,8.62,51.00
4435568_1,"Susceptibility, Aerobic Bacterium QST",Inpatient,0309,87184,"Susceptibility studies, antimicrobial agent; disk method, per plate (12 or fewer agents)",,0,49.00,46.55,7.48,49.00,N/A,N/A,N/A,N/A,41.65
4435568_1,"Susceptibility, Aerobic Bacterium QST",Outpatient,0309,87184,"Susceptibility studies, antimicrobial agent; disk method, per plate (12 or fewer agents)",,0,49.00,46.55,7.48,49.00,24.25,25.53,49.00,7.48,41.65
4435569_1,"Culture, Group B Strep With Susceptibility QST",Inpatient,0309,87081,"Culture, presumptive, pathogenic organisms, screening only",,0,46.00,43.70,6.63,46.00,N/A,N/A,N/A,N/A,39.10
4435569_1,"Culture, Group B Strep With Susceptibility QST",Outpatient,0309,87081,"Culture, presumptive, pathogenic organisms, screening only",,0,46.00,43.70,6.63,46.00,22.53,23.72,46.00,6.63,39.10
4435570_1,MRSA Culture Screen QST,Inpatient,0309,87081,"Culture, presumptive, pathogenic organisms, screening only",,0,46.00,43.70,6.63,46.00,N/A,N/A,N/A,N/A,39.10
4435570_1,MRSA Culture Screen QST,Outpatient,0309,87081,"Culture, presumptive, pathogenic organisms, screening only",,0,46.00,43.70,6.63,46.00,22.53,23.72,46.00,6.63,39.10
4435571_1,Acid-Fast Bacilli Stain QST,Inpatient,0309,87206,"Smear, primary source with interpretation; fluorescent and/or acid fast stain for bacteria, fungi, parasites, viruses or cell types",,0,64.00,60.80,5.39,64.00,N/A,N/A,N/A,N/A,54.40
4435571_1,Acid-Fast Bacilli Stain QST,Outpatient,0309,87206,"Smear, primary source with interpretation; fluorescent and/or acid fast stain for bacteria, fungi, parasites, viruses or cell types",,0,64.00,60.80,5.39,64.00,28.89,30.41,64.00,5.39,54.40
4435572_1,"Ova and Parasites, Stool Conc and Perm Smear QST",Inpatient,0309,87177,"Ova and parasites, direct smears, concentration and identification",,0,59.00,56.05,8.90,59.00,N/A,N/A,N/A,N/A,50.15
4435572_1,"Ova and Parasites, Stool Conc and Perm Smear QST",Outpatient,0309,87177,"Ova and parasites, direct smears, concentration and identification",,0,59.00,56.05,8.90,59.00,29.55,31.10,59.00,8.90,50.15
4435573_1,Ova and Parasites with Giardia Antigen QST,Inpatient,0309,87177,"Ova and parasites, direct smears, concentration and identification",,0,59.00,56.05,8.90,59.00,N/A,N/A,N/A,N/A,50.15
4435573_1,Ova and Parasites with Giardia Antigen QST,Outpatient,0309,87177,"Ova and parasites, direct smears, concentration and identification",,0,59.00,56.05,8.90,59.00,29.55,31.10,59.00,8.90,50.15
4435574_1,"Helicobacter Pylori Ag, EIA, Stool QST",Inpatient,0309,87338,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",,0,34.00,32.30,14.38,34.00,N/A,N/A,N/A,N/A,28.90
4435574_1,"Helicobacter Pylori Ag, EIA, Stool QST",Outpatient,0309,87338,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",,0,34.00,32.30,14.38,34.00,29.33,30.87,34.00,14.38,28.90
4435575_1,Fecal Leukocyte Stain QST,Inpatient,0309,89055,"Leukocyte assessment, fecal, qualitative or semiquantitative",,0,29.00,27.55,4.27,29.00,N/A,N/A,N/A,N/A,24.65
4435575_1,Fecal Leukocyte Stain QST,Outpatient,0309,89055,"Leukocyte assessment, fecal, qualitative or semiquantitative",,0,29.00,27.55,4.27,29.00,14.16,14.91,29.00,4.27,24.65
4435576_1,"Yersinia, Culture QST",Inpatient,0309,87046,"Culture, bacterial; stool, aerobic, additional pathogens, isolation and presumptive identification of isolates, each plate",,0,55.00,52.25,9.44,55.00,N/A,N/A,N/A,N/A,46.75
4435576_1,"Yersinia, Culture QST",Outpatient,0309,87046,"Culture, bacterial; stool, aerobic, additional pathogens, isolation and presumptive identification of isolates, each plate",,0,55.00,52.25,9.44,55.00,27.86,29.33,55.00,9.44,46.75
4435577_1,"Giardia Ag, EIA, Stool QST",Inpatient,0309,87329,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; giardia",,0,107.00,101.65,11.98,107.00,N/A,N/A,N/A,N/A,90.95
4435577_1,"Giardia Ag, EIA, Stool QST",Outpatient,0309,87329,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; giardia",,0,107.00,101.65,11.98,107.00,51.59,54.30,107.00,11.98,90.95
4435578_1,"Culture, Aerobic And Anaerobic W/Gram Stain QST",Inpatient,0309,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,60.00,57.00,8.62,60.00,N/A,N/A,N/A,N/A,51.00
4435578_1,"Culture, Aerobic And Anaerobic W/Gram Stain QST",Outpatient,0309,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,60.00,57.00,8.62,60.00,29.98,31.56,60.00,8.62,51.00
4435579_1,"Cryptosporidium Ag, DFA QST",Inpatient,0309,87015,"Concentration (any type), for infectious agents",,0,71.00,67.45,6.68,71.00,N/A,N/A,N/A,N/A,60.35
4435579_1,"Cryptosporidium Ag, DFA QST",Outpatient,0309,87015,"Concentration (any type), for infectious agents",,0,71.00,67.45,6.68,71.00,33.63,35.40,71.00,6.68,60.35
4435580_1,"Culture, Fungus w/Smear not Hair, Skin, Blood QST",Inpatient,0309,87206,"Smear, primary source with interpretation; fluorescent and/or acid fast stain for bacteria, fungi, parasites, viruses or cell types",,0,64.00,60.80,5.39,64.00,N/A,N/A,N/A,N/A,54.40
4435580_1,"Culture, Fungus w/Smear not Hair, Skin, Blood QST",Outpatient,0309,87206,"Smear, primary source with interpretation; fluorescent and/or acid fast stain for bacteria, fungi, parasites, viruses or cell types",,0,64.00,60.80,5.39,64.00,28.89,30.41,64.00,5.39,54.40
4435581_1,"Mycobacteria, Culture, with Fluorochrome Smear QST",Inpatient,0309,87015,"Concentration (any type), for infectious agents",,0,71.00,67.45,6.68,71.00,N/A,N/A,N/A,N/A,60.35
4435581_1,"Mycobacteria, Culture, with Fluorochrome Smear QST",Outpatient,0309,87015,"Concentration (any type), for infectious agents",,0,71.00,67.45,6.68,71.00,33.63,35.40,71.00,6.68,60.35
4435582_1,"Culture, Fungus, Skin, Hair Or Nails QST",Inpatient,0309,87101,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; skin, hair, or nail",,0,46.00,43.70,7.71,46.00,N/A,N/A,N/A,N/A,39.10
4435582_1,"Culture, Fungus, Skin, Hair Or Nails QST",Outpatient,0309,87101,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; skin, hair, or nail",,0,46.00,43.70,7.71,46.00,22.71,23.91,46.00,7.71,39.10
4435583_1,"Sal/Shig/Campy, Culture And Shiga Toxin, EIA w/Rfl to E.Coli, Culture QST",Inpatient,0309,87045,"Culture, bacterial; stool, aerobic, with isolation and preliminary examination (eg, KIA, LIA), Salmonella and Shigella species",,0,55.00,52.25,9.44,55.00,N/A,N/A,N/A,N/A,46.75
4435583_1,"Sal/Shig/Campy, Culture And Shiga Toxin, EIA w/Rfl to E.Coli, Culture QST",Outpatient,0309,87045,"Culture, bacterial; stool, aerobic, with isolation and preliminary examination (eg, KIA, LIA), Salmonella and Shigella species",,0,55.00,52.25,9.44,55.00,27.86,29.33,55.00,9.44,46.75
4435584_1,"Cyclosporine A Peak (2 Hr), Blood QST",Inpatient,0309,80158,Cyclosporine,,0,139.00,132.05,18.05,139.00,N/A,N/A,N/A,N/A,118.15
4435584_1,"Cyclosporine A Peak (2 Hr), Blood QST",Outpatient,0309,80158,Cyclosporine,,0,139.00,132.05,18.05,139.00,66.95,70.47,139.00,18.05,118.15
4435586_1,"Carbamazepine, Total QST",Inpatient,0309,80161,"Carbamazepine; -10,11-epoxide",,0,179.00,170.05,18.64,179.00,N/A,N/A,N/A,N/A,152.15
4435586_1,"Carbamazepine, Total QST",Outpatient,0309,80161,"Carbamazepine; -10,11-epoxide",,0,179.00,170.05,18.64,179.00,152.15,161.10,179.00,18.64,152.15
4435587_1,Lithium QST,Inpatient,0309,80178,Lithium,,0,53.00,50.35,6.61,53.00,N/A,N/A,N/A,N/A,45.05
4435587_1,Lithium QST,Outpatient,0309,80178,Lithium,,0,53.00,50.35,6.61,53.00,24.87,26.18,53.00,6.61,45.05
4435588_1,Phenobarbital QST,Inpatient,0309,80184,Phenobarbital,,0,106.00,100.70,15.30,106.00,N/A,N/A,N/A,N/A,90.10
4435588_1,Phenobarbital QST,Outpatient,0309,80184,Phenobarbital,,0,106.00,100.70,15.30,106.00,50.79,53.46,106.00,15.30,90.10
4435589_1,"Gentamicin, Trough QST",Inpatient,0309,80170,Gentamicin,,0,107.00,101.65,16.38,107.00,N/A,N/A,N/A,N/A,90.95
4435589_1,"Gentamicin, Trough QST",Outpatient,0309,80170,Gentamicin,,0,107.00,101.65,16.38,107.00,54.00,56.84,107.00,16.38,90.95
4435592_1,"Helicobacter Pylori, Urea Breath Test QST",Inpatient,0309,83013,"Helicobacter pylori; breath test analysis for urease activity, non-radioactive isotope (eg, C-13)",,0,440.00,418.00,67.36,440.00,N/A,N/A,N/A,N/A,374.00
4435592_1,"Helicobacter Pylori, Urea Breath Test QST",Outpatient,0309,83013,"Helicobacter pylori; breath test analysis for urease activity, non-radioactive isotope (eg, C-13)",,0,440.00,418.00,67.36,440.00,258.55,272.16,440.00,67.36,374.00
4435594_1,"Lead, Blood QST",Inpatient,0309,83655,Lead,,0,44.00,41.80,12.11,44.00,N/A,N/A,N/A,N/A,37.40
4435594_1,"Lead, Blood QST",Outpatient,0309,83655,Lead,,0,44.00,41.80,12.11,44.00,22.91,24.12,44.00,12.11,37.40
4435597_1,Cocaine Metabolites by GC/MS (U) QST,Inpatient,0309,80353,Cocaine,,0,41.00,38.95,32.92,41.00,N/A,N/A,N/A,N/A,34.85
4435597_1,Cocaine Metabolites by GC/MS (U) QST,Outpatient,0309,80353,Cocaine,,0,41.00,38.95,32.92,41.00,32.92,34.65,41.00,N/A,34.85
4435598_1,Opiates by GC/MS (U) QST,Inpatient,0309,80361,"Opiates, 1 or more",,0,50.00,47.50,40.15,50.00,N/A,N/A,N/A,N/A,42.50
4435598_1,Opiates by GC/MS (U) QST,Outpatient,0309,80361,"Opiates, 1 or more",,0,50.00,47.50,40.15,50.00,40.15,42.26,50.00,N/A,42.50
4435599_1,"Phencyclidine by GC/MS, Urine QST",Inpatient,0309,83992,Phencyclidine (PCP),,0,64.00,60.80,52.83,64.00,N/A,N/A,N/A,N/A,54.40
4435599_1,"Phencyclidine by GC/MS, Urine QST",Outpatient,0309,83992,Phencyclidine (PCP),,0,64.00,60.80,52.83,64.00,52.83,55.61,64.00,N/A,54.40
4435600_1,Barbiturates by GC/MS QST,Inpatient,0309,80345,Barbiturates,,0,62.00,58.90,52.12,62.00,N/A,N/A,N/A,N/A,52.70
4435600_1,Barbiturates by GC/MS QST,Outpatient,0309,80345,Barbiturates,,0,62.00,58.90,52.12,62.00,52.12,54.86,62.00,N/A,52.70
4435601_1,Benzodiazepines by GC/MS QST,Inpatient,0309,G0480,Drug test def 1-7 classes,,1,63.00,59.85,53.55,114.43,N/A,N/A,N/A,N/A,53.55
4435601_1,Benzodiazepines by GC/MS QST,Outpatient,0309,G0480,Drug test def 1-7 classes,,1,63.00,59.85,53.55,114.43,69.06,72.69,63.00,114.43,53.55
4435602_1,Methadone by GC/MS QST,Inpatient,0309,80358,Methadone,,0,63.00,59.85,52.70,63.00,N/A,N/A,N/A,N/A,53.55
4435602_1,Methadone by GC/MS QST,Outpatient,0309,80358,Methadone,,0,63.00,59.85,52.70,63.00,52.70,55.47,63.00,N/A,53.55
4435603_1,Oxycodone and Metabolite GC/MS QST,Inpatient,0309,80365,Oxycodone,,0,30.00,28.50,22.46,30.00,N/A,N/A,N/A,N/A,25.50
4435603_1,Oxycodone and Metabolite GC/MS QST,Outpatient,0309,80365,Oxycodone,,0,30.00,28.50,22.46,30.00,22.46,23.64,30.00,N/A,25.50
4435605_1,"Culture, Viral, Body Fluids, Tissues QST",Inpatient,0309,87252,"Virus isolation; tissue culture inoculation, observation, and presumptive identification by cytopathic effect",,0,125.00,118.75,26.07,125.00,N/A,N/A,N/A,N/A,106.25
4435605_1,"Culture, Viral, Body Fluids, Tissues QST",Outpatient,0309,87252,"Virus isolation; tissue culture inoculation, observation, and presumptive identification by cytopathic effect",,0,125.00,118.75,26.07,125.00,87.49,92.09,125.00,26.07,106.25
4435606_1,Herpes Simplex Virus Culture w/Rfl To Typing QST,Inpatient,0309,87255,"Virus isolation; including identification by non-immunologic method, other than by cytopathic effect (eg, virus specific enzymatic activity)",,0,141.00,133.95,33.86,141.00,N/A,N/A,N/A,N/A,119.85
4435606_1,Herpes Simplex Virus Culture w/Rfl To Typing QST,Outpatient,0309,87255,"Virus isolation; including identification by non-immunologic method, other than by cytopathic effect (eg, virus specific enzymatic activity)",,0,141.00,133.95,33.86,141.00,75.75,79.74,141.00,33.86,119.85
4435607_1,Felbamate QST,Inpatient,0309,80167,Felbamate,,0,128.00,121.60,18.64,128.00,N/A,N/A,N/A,N/A,108.80
4435607_1,Felbamate QST,Outpatient,0309,80167,Felbamate,,0,128.00,121.60,18.64,128.00,108.80,115.20,128.00,18.64,108.80
4435608_1,Rubella Antibody (IgM) QST,Inpatient,0309,86762,Antibody; rubella,,0,42.00,39.90,14.39,42.00,N/A,N/A,N/A,N/A,35.70
4435608_1,Rubella Antibody (IgM) QST,Outpatient,0309,86762,Antibody; rubella,,0,42.00,39.90,14.39,42.00,29.06,30.59,42.00,14.39,35.70
4435609_1,Myositis Assessr(TM) Plus JO 1 Antibody QST,Inpatient,0309,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,95.00,90.25,17.93,95.00,N/A,N/A,N/A,N/A,80.75
4435609_1,Myositis Assessr(TM) Plus JO 1 Antibody QST,Outpatient,0309,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,95.00,90.25,17.93,95.00,49.15,51.74,95.00,17.93,80.75
4435610_1,"Epstein Barr Virus DNA, Qn Real Time PCR QST",Inpatient,0309,87799,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; quantification, each organism",,0,1444.00,1371.80,42.84,1444.00,N/A,N/A,N/A,N/A,1227.40
4435610_1,"Epstein Barr Virus DNA, Qn Real Time PCR QST",Outpatient,0309,87799,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; quantification, each organism",,0,1444.00,1371.80,42.84,1444.00,236.64,249.09,1444.00,42.84,1227.40
4435611_1,"Bk Virus DNA, Qn Real Time PCR, Plasma QST",Inpatient,0309,87799,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; quantification, each organism",,0,1444.00,1371.80,42.84,1444.00,N/A,N/A,N/A,N/A,1227.40
4435611_1,"Bk Virus DNA, Qn Real Time PCR, Plasma QST",Outpatient,0309,87799,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; quantification, each organism",,0,1444.00,1371.80,42.84,1444.00,236.64,249.09,1444.00,42.84,1227.40
4435612_1,Levetiracetam QST,Inpatient,0309,80177,Levetiracetam,,0,128.00,121.60,13.25,128.00,N/A,N/A,N/A,N/A,108.80
4435612_1,Levetiracetam QST,Outpatient,0309,80177,Levetiracetam,,0,128.00,121.60,13.25,128.00,34.29,36.09,128.00,13.25,108.80
4435614_1,"Testosterone, Total, LC/MS/MS QST",Inpatient,0309,84403,Testosterone; total,,0,205.00,194.75,25.81,205.00,N/A,N/A,N/A,N/A,174.25
4435614_1,"Testosterone, Total, LC/MS/MS QST",Outpatient,0309,84403,Testosterone; total,,0,205.00,194.75,25.81,205.00,98.63,103.82,205.00,25.81,174.25
4435615_1,"Vitamin D, 1,25 Dihydroxy LC/MS/MS QST",Inpatient,0309,82652,"Vitamin D; 1, 25 dihydroxy, includes fraction(s), if performed",,0,157.00,149.15,38.50,157.00,N/A,N/A,N/A,N/A,133.45
4435615_1,"Vitamin D, 1,25 Dihydroxy LC/MS/MS QST",Outpatient,0309,82652,"Vitamin D; 1, 25 dihydroxy, includes fraction(s), if performed",,0,157.00,149.15,38.50,157.00,83.19,87.57,157.00,38.50,133.45
4435616_1,"BK Virus DNA, Qn Real Time PCR, Urine QST",Inpatient,0309,87799,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; quantification, each organism",,0,1444.00,1371.80,42.84,1444.00,N/A,N/A,N/A,N/A,1227.40
4435616_1,"BK Virus DNA, Qn Real Time PCR, Urine QST",Outpatient,0309,87799,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; quantification, each organism",,0,1444.00,1371.80,42.84,1444.00,236.64,249.09,1444.00,42.84,1227.40
4435617_1,Anti Mullerian Hormone Assessr(TM) QST,Inpatient,0309,83520,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, not otherwise specified",,0,205.00,194.75,17.27,205.00,N/A,N/A,N/A,N/A,174.25
4435617_1,Anti Mullerian Hormone Assessr(TM) QST,Outpatient,0309,83520,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, not otherwise specified",,0,205.00,194.75,17.27,205.00,34.31,36.12,205.00,17.27,174.25
4435619_1,"Suscept Antimicrobial, AFB, Rapid Grower, MIC QST",Inpatient,0309,87186,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",,0,61.00,57.95,8.65,61.00,N/A,N/A,N/A,N/A,51.85
4435619_1,"Suscept Antimicrobial, AFB, Rapid Grower, MIC QST",Outpatient,0309,87186,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",,0,61.00,57.95,8.65,61.00,30.98,32.61,61.00,8.65,51.85
4435621_1,Lamotrigine QST,Inpatient,0309,80175,Lamotrigine,,0,128.00,121.60,13.25,128.00,N/A,N/A,N/A,N/A,108.80
4435621_1,Lamotrigine QST,Outpatient,0309,80175,Lamotrigine,,0,128.00,121.60,13.25,128.00,34.29,36.09,128.00,13.25,108.80
4435623_1,"Varicella Zoster Virus Antibodies (IgG,IgM) QST",Inpatient,0309,86787,Antibody; varicella-zoster,,0,130.00,123.50,12.88,130.00,N/A,N/A,N/A,N/A,110.50
4435623_1,"Varicella Zoster Virus Antibodies (IgG,IgM) QST",Outpatient,0309,86787,Antibody; varicella-zoster,,0,130.00,123.50,12.88,130.00,62.26,65.54,130.00,12.88,110.50
4435626_1,"Testosterone,Fr(Dialysis) and Total(LC/MS/MS) QST",Inpatient,0309,84402,Testosterone; free,,0,211.00,200.45,25.47,211.00,N/A,N/A,N/A,N/A,179.35
4435626_1,"Testosterone,Fr(Dialysis) and Total(LC/MS/MS) QST",Outpatient,0309,84402,Testosterone; free,,0,211.00,200.45,25.47,211.00,102.19,107.57,211.00,25.47,179.35
4435627_1,"Heavy Metals Panel, 24 Hour Urine QST",Inpatient,0309,83825,"Mercury, quantitative",,0,227.00,215.65,16.26,227.00,N/A,N/A,N/A,N/A,192.95
4435627_1,"Heavy Metals Panel, 24 Hour Urine QST",Outpatient,0309,83825,"Mercury, quantitative",,0,227.00,215.65,16.26,227.00,46.79,49.25,227.00,16.26,192.95
4435628_1,Amiodarone QST,Inpatient,0309,80151,Amiodarone,,0,128.00,121.60,18.64,128.00,N/A,N/A,N/A,N/A,108.80
4435628_1,Amiodarone QST,Outpatient,0309,80151,Amiodarone,,0,128.00,121.60,18.64,128.00,108.80,115.20,128.00,18.64,108.80
4435629_1,"Rubella Antibodies (IgG, IgM) Diagnostic QST",Inpatient,0309,86762,Antibody; rubella,,0,42.00,39.90,14.39,42.00,N/A,N/A,N/A,N/A,35.70
4435629_1,"Rubella Antibodies (IgG, IgM) Diagnostic QST",Outpatient,0309,86762,Antibody; rubella,,0,42.00,39.90,14.39,42.00,29.06,30.59,42.00,14.39,35.70
4435630_1,"Hepatitis C Viral RNA Genotype, Lipa(R) QST",Inpatient,0309,87902,Infectious agent genotype analysis by nucleic acid (DNA or RNA); Hepatitis C virus,,0,616.00,585.20,257.45,616.00,N/A,N/A,N/A,N/A,523.60
4435630_1,"Hepatitis C Viral RNA Genotype, Lipa(R) QST",Outpatient,0309,87902,Infectious agent genotype analysis by nucleic acid (DNA or RNA); Hepatitis C virus,,0,616.00,585.20,257.45,616.00,519.61,546.96,616.00,257.45,523.60
4435633_1,"Testosterone, Free, LC/MS/MS QST",Inpatient,0309,84402,Testosterone; free,,0,211.00,200.45,25.47,211.00,N/A,N/A,N/A,N/A,179.35
4435633_1,"Testosterone, Free, LC/MS/MS QST",Outpatient,0309,84402,Testosterone; free,,0,211.00,200.45,25.47,211.00,102.19,107.57,211.00,25.47,179.35
4435634_1,"HSV 1/2 Ab (IgM), IFA w/Rfl to Titer QST",Inpatient,0309,86695,"Antibody; herpes simplex, type 1",,0,125.00,118.75,13.19,125.00,N/A,N/A,N/A,N/A,106.25
4435634_1,"HSV 1/2 Ab (IgM), IFA w/Rfl to Titer QST",Outpatient,0309,86695,"Antibody; herpes simplex, type 1",,0,125.00,118.75,13.19,125.00,59.76,62.90,125.00,13.19,106.25
4435637_1,"Questassured 25-OH Vit D, (D2,D3), LC/MS/MS QST",Inpatient,0309,82306,"Vitamin D; 25 hydroxy, includes fraction(s), if performed",,0,423.00,401.85,29.60,423.00,N/A,N/A,N/A,N/A,359.55
4435637_1,"Questassured 25-OH Vit D, (D2,D3), LC/MS/MS QST",Outpatient,0309,82306,"Vitamin D; 25 hydroxy, includes fraction(s), if performed",,0,423.00,401.85,29.60,423.00,205.46,216.27,423.00,29.60,359.55
4435638_1,"Varicella Zoster Virus Antibody, Serum QST",Inpatient,0309,86787,Antibody; varicella-zoster,,0,130.00,123.50,12.88,130.00,N/A,N/A,N/A,N/A,110.50
4435638_1,"Varicella Zoster Virus Antibody, Serum QST",Outpatient,0309,86787,Antibody; varicella-zoster,,0,130.00,123.50,12.88,130.00,62.26,65.54,130.00,12.88,110.50
4435639_1,"Catecholamines, Fractionated, Plasma QST",Inpatient,0309,82384,Catecholamines; fractionated,,0,128.00,121.60,25.25,128.00,N/A,N/A,N/A,N/A,108.80
4435639_1,"Catecholamines, Fractionated, Plasma QST",Outpatient,0309,82384,Catecholamines; fractionated,,0,128.00,121.60,25.25,128.00,109.10,114.84,128.00,25.25,108.80
4435640_1,"Factor II Activity, Clotting QST",Inpatient,0309,85210,"Clotting; factor II, prothrombin, specific",,0,127.00,120.65,12.98,127.00,N/A,N/A,N/A,N/A,107.95
4435640_1,"Factor II Activity, Clotting QST",Outpatient,0309,85210,"Clotting; factor II, prothrombin, specific",,0,127.00,120.65,12.98,127.00,61.10,64.32,127.00,12.98,107.95
4435641_1,"Factor VIII Activity, Clotting QST",Inpatient,0309,85240,"Clotting; factor VIII (AHG), 1-stage",,0,121.00,114.95,17.90,121.00,N/A,N/A,N/A,N/A,102.85
4435641_1,"Factor VIII Activity, Clotting QST",Outpatient,0309,85240,"Clotting; factor VIII (AHG), 1-stage",,0,121.00,114.95,17.90,121.00,83.21,87.59,121.00,17.90,102.85
4435642_1,"Estrogen, Total, Serum QST",Inpatient,0309,82672,Estrogens; total,,0,165.00,156.75,21.70,165.00,N/A,N/A,N/A,N/A,140.25
4435642_1,"Estrogen, Total, Serum QST",Outpatient,0309,82672,Estrogens; total,,0,165.00,156.75,21.70,165.00,79.49,83.67,165.00,21.70,140.25
4435643_1,"Fecal Lipids, Total QST",Inpatient,0309,82710,"Fat or lipids, feces; quantitative",,0,118.00,112.10,16.80,118.00,N/A,N/A,N/A,N/A,100.30
4435643_1,"Fecal Lipids, Total QST",Outpatient,0309,82710,"Fat or lipids, feces; quantitative",,0,118.00,112.10,16.80,118.00,59.58,62.72,118.00,16.80,100.30
4435644_1,Vitamin A QST,Inpatient,0309,84590,Vitamin A,,0,50.00,47.50,11.61,50.00,N/A,N/A,N/A,N/A,42.50
4435644_1,Vitamin A QST,Outpatient,0309,84590,Vitamin A,,0,50.00,47.50,11.61,50.00,44.11,46.43,50.00,11.61,42.50
4435645_1,Vitamin B6 QST,Inpatient,0309,84207,Pyridoxal phosphate (Vitamin B-6),,0,251.00,238.45,28.10,251.00,N/A,N/A,N/A,N/A,213.35
