property_type,property_id,physical_address,city,zip5,sale_type,sale_price,sale_date,county,state,source_url
9100 - VACANT LAND,27961,1203 ROSECRANS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,99000,2019-07-24 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,27962,1215 ROSECRANS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,99000,2019-07-24 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27967,1105 ROSECRANS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,335000,2019-02-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27969,1118 LOGAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,0,2021-04-23 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27970,1136 LOGAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,279000,2017-03-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27971,1135 LOGAN ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2022-01-04 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27972,1113 LOGAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,180000,2014-06-17 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27973,1103 LOGAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,278500,2017-12-06 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27975,1120 THOMAS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,300000,2020-05-11 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27976,1138 THOMAS ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2020-04-20 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27977,1041 LOGAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,163250,2014-05-08 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27979,1013 LOGAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,170000,2015-05-27 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27981,1002 THOMAS ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2020-09-21 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27982,1014 THOMAS ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2022-02-07 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27984,1042 THOMAS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,130000,2017-04-28 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27985,1037 ROSECRANS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,345000,2020-08-13 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27987,1007 ROSECRANS ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2020-04-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27988,1008 LOGAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,355000,2019-12-23 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27989,1022 LOGAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,332000,2018-07-12 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27990,1038 LOGAN ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2021-03-23 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
5830 - FAST FOODS,27992,600 SIMS WAY,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2013-05-02 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27995,828 JACKMAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,550000,2020-10-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,27998,913 JACKMAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,733000,2021-08-18 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28000,918 HOLCOMB ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,205968,2017-01-17 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,28001,902 HOLCOMB ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,199000,2021-06-25 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28010,918 WILSON ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,1200000,2021-06-02 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28011,925 WILSON ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,618000,2019-08-14 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
6513 - HOSPITAL SERVICES,28016,915 SHERIDAN ST,PORT TOWNSEND,98368,REC,7413272,2012-07-03 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28021,905 GRANT ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,235000,2014-09-19 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28023,938 HENDRICKS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,290000,2018-01-23 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28024,1330 9TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,339000,2020-01-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28026,909 HENDRICKS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,295000,2016-10-28 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,28033,980 HANCOCK ST UNIT 1,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,215000,2021-08-19 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28035,1636 9TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,0,2021-12-03 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28038,909 ROSECRANS,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2012-09-04 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28042,910 LOGAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,245000,2016-11-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28044,917 LOGAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,265000,2020-01-02 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28045,903 LOGAN ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2016-01-14 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28046,902 THOMAS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,490000,2021-09-23 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28047,922 THOMAS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,277000,2016-08-19 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28051,1909 9TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,232500,2017-07-21 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1300 - MULTI UNIT APARTMENTS,28053,1509 9TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,4500000,2021-03-31 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28056,1433 9TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,470000,2019-06-13 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28058,826 HENDRICKS ST,PORT TOWNSEND,98368,PARTIAL RELEASED OF DEED OF TRUST,0,2021-07-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28059,834 HENDRICKS ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2019-09-13 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28060,812 HENDRICKS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,260000,2014-07-11 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28061,1309 9TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,225000,2014-02-03 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1300 - MULTI UNIT APARTMENTS,28063,824 GRANT ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2022-01-25 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28070,835 JACKMAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,433000,2016-02-24 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28071,810 HOLCOMB ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,715000,2017-08-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28074,693 SIMS WAY,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,400000,2012-02-29 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28075,708 HOLCOMB ST,PORT TOWNSEND,98368,PARTIAL RELEASED OF DEED OF TRUST,0,2020-12-08 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28077,730 GISE ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2021-04-28 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28078,705 HOLCOMB ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2021-12-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28084,1237 8TH ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2020-12-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28087,735 GRANT ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,250000,2015-03-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28089,703 GRANT ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2018-08-29 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28091,1336 7TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,160000,2016-07-01 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28094,723 GRANT ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2012-05-29 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1500 - MOBILE HOME PARKS AND COURTS,28096,545 HENDRICKS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,830000,2014-06-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28097,1575 8TH ST,PORT TOWNSEND,98368,BSD,126900,2013-07-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28098,1553 8TH ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2016-08-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28099,1539 8TH ST,PORT TOWNSEND,98368,MISC,0,2014-03-11 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28103,1542 7TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,133000,2014-06-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28104,1508 7TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,329000,2020-12-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28107,706 MCPHERSON ST,PORT TOWNSEND,98368,PARTIAL RELEASED OF DEED OF TRUST,0,2019-02-19 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28110,601 THOMAS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,370000,2021-01-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28111,623 THOMAS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,301300,2018-10-05 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28112,635 THOMAS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,322000,2020-10-23 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28114,659 THOMAS ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,20000,2014-03-27 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,28115,671 THOMAS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,55000,2019-07-23 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28116,683 THOMAS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,62500,2015-11-20 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,28121,1351 7TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,36200,2021-10-08 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28123,627 WILSON ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,345000,2014-03-28 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28129,928 7TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,636000,2021-12-21 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28131,610 GISE ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,575000,2015-06-24 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,28139,509 CLEVELAND ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,300000,2019-05-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
5500 - RETAIL TRADE - AUTO/MARINE/AIR,28143,1510 W SIMS WAY,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,550000,2019-08-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
2000 - MANUFACTURING,28145,1900 WEST SIMS WAY,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,165000,2016-03-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
5500 - RETAIL TRADE - AUTO/MARINE/AIR,28146,1980 SIMS WAY,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,200000,2017-08-18 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
6400 - REPAIR SERVICES,28151,2099 W SIMS WAY,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,1660000,2021-07-02 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
5700 - RETAIL TRADE - FURN/HMEFURN/EQUIP,28154,1915 W SIMS WAY,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2017-10-26 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28155,1910 4TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,220000,2018-03-06 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28156,1932 4TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,115000,2014-03-13 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28157,1924 4TH ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,42600,2012-05-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28160,346 LOGAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,238000,2016-10-11 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
5969 - OTHER FARM/GARDEN SUPPLY NEC,28165,1615 W SIMS WAY,PORT TOWNSEND,98368,BLA,0,2016-10-26 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
6400 - REPAIR SERVICES,28168,401 SHERMAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,373000,2019-10-11 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28174,423 CLEVELAND ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,321750,2019-12-06 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28175,1010 SIMS WAY,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,365000,2016-05-20 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28177,1028 SIMS WAY,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,305000,2015-08-26 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28179,827 SIMS WAY,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,1084550,2021-10-08 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28180,919 W SIMS WAY,PORT TOWNSEND,98368,LOP,0,2020-03-02 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28182,330 CLEVELAND ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2020-10-14 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28185,329 CLEVELAND ST,PORT TOWNSEND,98368,TRED,270000,2015-03-27 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28187,310 SHERIDAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,160000,2012-09-21 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28188,334 SHERIDAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,247000,2018-01-03 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,28189,335 SHERIDAN ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2019-01-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
6500 - PROFESSIONAL SERVICES,28193,1233 SIMS WAY,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2019-01-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28196,304 HENDRICKS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,315000,2019-03-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28199,305 GRANT ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,30000,2012-08-06 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28202,308 SHERMAN ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2015-01-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
6300 - BUSINESS SERVICES,28203,334 SHERMAN ST,PORT TOWNSEND,98368,QUIT CLAIM DEED,0,2021-03-19 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28212,1510 3RD ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,242500,2019-04-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28220,314 LOGAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,123500,2016-04-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28223,313 LOGAN ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,300000,2017-06-21 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28225,322 THOMAS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,385000,2021-05-04 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
5932 - SECONDHAND MERCHANDISE,28227,328 THOMAS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,140000,2016-06-01 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,28232,305 THOMAS ST,PORT TOWNSEND,98368,SPECIAL WARRANTY DEED,273500,2018-05-24 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
