name,restaurant_name,identifier,calories,fat_g,carbohydrates_g,protein_g,sodium_mg,price_usd,cholesterol_mg,fiber_g,sugars_g
"DAGWOOD PITA ON WHEAT, SMALLER",PITA PIT,NATIONAL,420,17.00,34,25,1650,,60,3,4
"DAGWOOD PITA ON WHITE, BIGGER",PITA PIT,NATIONAL,640,29.00,51,39,2960,,100,4,9
"DAGWOOD PITA ON WHITE, SMALLER",PITA PIT,NATIONAL,420,17.00,36,25,1700,,60,1,4
"DAGWOOD SALAD, BIGGER",PITA PIT,NATIONAL,460,28.00,15,33,2570,,100,2,9
"DAGWOOD SALAD, SMALLER",PITA PIT,NATIONAL,280,16.00,7,20,1390,,60,0,4
DAILY DOUBLE,MCDONALD'S,NATIONAL,430,22.00,34,22,760,1.99,80,2,7
"DALE BROTHERS POMONA QUEEN LAGER, 16 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,290,0.00,25,2,20,,0,0,0
"DALE BROTHERS POMONA QUEEN LAGER, 22 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,390,0.00,34,3,30,,0,0,0
"DALE'S PALE ALE, BOTTLE/CAN",OUTBACK STEAKHOUSE,NATIONAL,150,0.00,12,2,15,,0,0,0
DARIEN COOKIE DOUGH CONCRETE,SHAKE SHACK,NATIONAL,550,30.00,63,9,480,,145,0,47
"DARIEN COOKIE DOUGH, DOUBLE CONCRETE",SHAKE SHACK,NATIONAL,1090,59.00,127,18,960,,295,0,95
"DARK CHAI, HOT - 12 OZ",AROMA JOE'S,NATIONAL,410,11.00,66,11,250,,45,1,63
"DARK CHAI, HOT - 16 OZ",AROMA JOE'S,NATIONAL,520,15.00,80,15,350,,65,2,76
"DARK CHAI, HOT - 20 OZ",AROMA JOE'S,NATIONAL,650,18.00,102,18,430,,80,2,97
"DARK CHAI, HOT - 24 OZ",AROMA JOE'S,NATIONAL,790,22.00,124,22,510,,95,3,118
"DARK CHAI, ICED - 12 OZ",AROMA JOE'S,NATIONAL,200,3.00,41,3,75,,15,0,40
"DARK CHAI, ICED - 16 OZ",AROMA JOE'S,NATIONAL,240,4.50,46,5,110,,20,1,45
"DARK CHAI, ICED - 20 OZ",AROMA JOE'S,NATIONAL,360,7.00,66,7,180,,35,1,64
"DARK CHAI, ICED - 24 OZ",AROMA JOE'S,NATIONAL,460,10.00,84,10,230,,40,1,81
"DARK CHAI, ICED - 32 OZ",AROMA JOE'S,NATIONAL,580,11.00,109,11,270,,50,1,106
DARK CHOCOLATE CHIP OATMEAL COOKIE,NESTLE TOLLHOUSE CAFE,NATIONAL,310,15.00,43,3,270,,20,1,24
DARK CHOCOLATE CHIPS,HAPPY JOE'S,NATIONAL,130,9.00,14,1,0,,0,2,0
DARK CHOCOLATE CHUNKS (ASKINOSIE CHOCOLATE) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,80,5.00,7,1,0,,0,3,4
DARK CHOCOLATE CHUNKS (DANDELION) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,70,5.00,7,1,0,,0,0,4
DARK CHOCOLATE CHUNKS (MAST BROTHERS) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,80,6.00,7,1,5,,0,2,4
DARK CHOCOLATE CHUNKS (TAZA) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,80,4.50,7,1,0,,0,1,4
DARK CHOCOLATE CHUNKS (THEO'S) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,80,6.00,7,1,5,,0,2,4
DARK CHOCOLATE CHUNKS (ZAK'S) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,70,5.00,7,1,0,,0,0,4
DARK CHOCOLATE COOKIE (WARM BELLY) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,70,4.00,8,1,30,,15,0,6
"DARK CHOCOLATE ICE CREAM, BEST VALUE",MARBLE SLAB CREAMERY,NATIONAL,810,46.00,86,13,430,,175,4,56
"DARK CHOCOLATE ICE CREAM, CHILD",MARBLE SLAB CREAMERY,NATIONAL,200,11.00,21,3,105,,45,1,14
"DARK CHOCOLATE ICE CREAM, GOTTA HAVE IT",COLD STONE CREAMERY,NATIONAL,750,47.00,84,16,240,,175,4,74
"DARK CHOCOLATE ICE CREAM, KIDS",COLD STONE CREAMERY,NATIONAL,190,12.00,21,4,60,,45,1,18
"DARK CHOCOLATE ICE CREAM, LIKE IT",COLD STONE CREAMERY,NATIONAL,310,19.00,35,7,100,,75,2,31
"DARK CHOCOLATE ICE CREAM, LOVE IT",COLD STONE CREAMERY,NATIONAL,500,31.00,53,11,160,,115,2,49
"DARK CHOCOLATE ICE CREAM, PINT",MARBLE SLAB CREAMERY,NATIONAL,220,13.00,24,4,115,,45,1,15
"DARK CHOCOLATE ICE CREAM, QUART",MARBLE SLAB CREAMERY,NATIONAL,220,13.00,24,4,115,,45,1,15
"DARK CHOCOLATE ICE CREAM, REGULAR",MARBLE SLAB CREAMERY,NATIONAL,600,34.00,64,9,320,,130,3,42
"DARK CHOCOLATE ICE CREAM, SMALL",MARBLE SLAB CREAMERY,NATIONAL,400,23.00,43,6,210,,85,2,28
"DARK CHOCOLATE PEPPERMINT ICE CREAM, GOTTA HAVE IT",COLD STONE CREAMERY,NATIONAL,760,46.00,86,16,240,,175,4,73
"DARK CHOCOLATE PEPPERMINT ICE CREAM, KIDS",COLD STONE CREAMERY,NATIONAL,190,12.00,21,4,60,,45,1,18
"DARK CHOCOLATE PEPPERMINT ICE CREAM, LIKE IT",COLD STONE CREAMERY,NATIONAL,320,19.00,36,7,100,,75,2,31
"DARK CHOCOLATE PEPPERMINT ICE CREAM, LOVE IT",COLD STONE CREAMERY,NATIONAL,510,31.00,57,11,160,,115,3,49
DARK CHOCOLATE RASPBERRY CUPS,HAPPY JOE'S,NATIONAL,160,9.00,16,1,15,,0,0,15
DARK CHOCOLATE SAUCE,SCOOTER'S COFFEE AND YOGURT,NATIONAL,60,0.50,13,1,5,,0,1,12
DARK CHOCOLATE SYRUP,SCOOTER'S COFFEE AND YOGURT,NATIONAL,25,0.00,6,0,0,,0,0,6
"DARK CHOCOLATE YOGURT, GOTTA HAVE IT",COLD STONE CREAMERY,NATIONAL,420,1.00,96,14,340,,0,3,75
"DARK CHOCOLATE YOGURT, KIDS",COLD STONE CREAMERY,NATIONAL,110,0.00,24,4,85,,0,1,19
"DARK CHOCOLATE YOGURT, LIKE IT",COLD STONE CREAMERY,NATIONAL,180,0.00,40,6,140,,0,1,32
"DARK CHOCOLATE YOGURT, LOVE IT",COLD STONE CREAMERY,NATIONAL,280,0.50,64,9,230,,0,2,50
"DARK CHOCOLATE, BEST VALUE",MAGGIEMOO'S ICE CREAM & TREATERY,NATIONAL,810,46.00,86,13,430,,175,4,56
"DARK CHOCOLATE, CHILD",MAGGIEMOO'S ICE CREAM & TREATERY,NATIONAL,200,11.00,21,3,105,,45,1,14
"DARK CHOCOLATE, PINT",MAGGIEMOO'S ICE CREAM & TREATERY,NATIONAL,220,13.00,24,4,115,,45,1,15
"DARK CHOCOLATE, QUART",MAGGIEMOO'S ICE CREAM & TREATERY,NATIONAL,220,13.00,24,4,115,,45,1,15
"DARK CHOCOLATE, REGULAR",MAGGIEMOO'S ICE CREAM & TREATERY,NATIONAL,600,34.00,64,9,320,,130,3,42
"DARK CHOCOLATE, SMALL",MAGGIEMOO'S ICE CREAM & TREATERY,NATIONAL,400,23.00,43,6,210,,85,2,28
DARK ESPRESSO ROAST WHOLE BEAN COFFEE,STARBUCKS,NATIONAL,2,5.00,0,0,5,,0,0,0
"DARK MOCHA LATTE, HOT - 12 OZ",AROMA JOE'S,NATIONAL,330,9.00,52,9,230,,40,1,48
"DARK MOCHA LATTE, HOT - 16 OZ",AROMA JOE'S,NATIONAL,440,13.00,65,13,320,,60,2,60
"DARK MOCHA LATTE, HOT - 20 OZ",AROMA JOE'S,NATIONAL,520,15.00,79,15,370,,65,2,72
"DARK MOCHA LATTE, HOT - 24 OZ",AROMA JOE'S,NATIONAL,650,19.00,98,19,460,,80,2,90
"DARK MOCHA LATTE, ICED - 12 OZ",AROMA JOE'S,NATIONAL,130,2.00,27,2,55,,10,0,25
"DARK MOCHA LATTE, ICED - 16 OZ",AROMA JOE'S,NATIONAL,170,3.50,31,3,85,,15,0,29
"DARK MOCHA LATTE, ICED - 20 OZ",AROMA JOE'S,NATIONAL,230,4.50,43,5,120,,20,1,39
"DARK MOCHA LATTE, ICED - 24 OZ",AROMA JOE'S,NATIONAL,330,7.00,58,7,180,,30,1,53
"DARK MOCHA LATTE, ICED - 32 OZ",AROMA JOE'S,NATIONAL,380,7.00,72,7,190,,30,1,65
DARK ROAST AJ'S DOUBLE SHOT,AROMA JOE'S,NATIONAL,5,0.00,1,0,10,,0,0,0
"DARK ROAST BREWED COFFEE, TRAVELER",STARBUCKS,NATIONAL,5,0.00,0,0,5,,0,0,0
"DARK ROAST BREWED COFFEE/BOLD PICK OF THE DAY, GRANDE",STARBUCKS,NATIONAL,5,0.00,0,1,10,,0,0,0
"DARK ROAST BREWED COFFEE/BOLD PICK OF THE DAY, SHORT",STARBUCKS,NATIONAL,5,0.00,0,0,5,,0,0,0
"DARK ROAST BREWED COFFEE/BOLD PICK OF THE DAY, TALL",STARBUCKS,NATIONAL,5,0.00,0,0,10,,0,0,0
"DARK ROAST BREWED COFFEE/BOLD PICK OF THE DAY, VENTI",STARBUCKS,NATIONAL,5,0.00,0,1,10,,0,0,0
"DARKHORSE, ROSE - 6 FL OZ",BUFFALO WILD WINGS,NATIONAL,150,0.00,7,1,10,,0,0,7
"DARKHORSE, ROSE - 9 FL OZ",BUFFALO WILD WINGS,NATIONAL,230,0.00,10,1,15,,0,0,10
DASANI CHERRY,PERKINS RESTAURANT AND BAKERY,NATIONAL,0,0.00,0,0,55,,0,0,0
DASANI GRAPE,PERKINS RESTAURANT AND BAKERY,NATIONAL,0,0.00,0,0,55,,0,0,0
DASANI LEMON,PERKINS RESTAURANT AND BAKERY,NATIONAL,0,0.00,0,0,55,,0,0,0
DASANI LIME,PERKINS RESTAURANT AND BAKERY,NATIONAL,0,0.00,0,0,55,,0,0,0
DASANI ORANGE,PERKINS RESTAURANT AND BAKERY,NATIONAL,0,0.00,0,0,55,,0,0,0
DASANI PEACH,PERKINS RESTAURANT AND BAKERY,NATIONAL,0,0.00,0,0,55,,0,0,0
DASANI RASPBERRY,PERKINS RESTAURANT AND BAKERY,NATIONAL,0,0.00,0,0,55,,0,0,0
DASANI SPARKLING LEMON LIME,PERKINS RESTAURANT AND BAKERY,NATIONAL,0,0.00,0,0,55,,0,0,0
DASANI SPARKLING WATER,PERKINS RESTAURANT AND BAKERY,NATIONAL,0,0.00,0,0,45,,0,0,0
DASANI STRAWBERRY,PERKINS RESTAURANT AND BAKERY,NATIONAL,0,0.00,0,0,55,,0,0,0
"DAWG POUND DELUXE PIZZA, ORIGINAL CRUST EXTRA LARGE",PAPA JOHN'S,NATIONAL,340,14.00,41,12,840,,30,2,5
"DAWG POUND DELUXE PIZZA, ORIGINAL CRUST LARGE",PAPA JOHN'S,NATIONAL,330,13.00,39,12,800,,30,2,5
"DAWG POUND DELUXE PIZZA, ORIGINAL CRUST MEDIUM",PAPA JOHN'S,NATIONAL,210,7.00,27,8,510,,15,1,3
"DAWG POUND DELUXE PIZZA, ORIGINAL CRUST PIZZA FOR ONE",PAPA JOHN'S,NATIONAL,230,10.00,26,8,560,,20,1,4
"DAWG POUND DELUXE PIZZA, ORIGINAL CRUST SMALL",PAPA JOHN'S,NATIONAL,220,9.00,26,8,530,,20,1,3
"DAWG POUND DELUXE PIZZA, PAN CRUST",PAPA JOHN'S,NATIONAL,310,13.00,36,11,710,,25,2,3
"DAWG POUND DELUXE PIZZA, THIN CRUST",PAPA JOHN'S,NATIONAL,250,15.00,21,9,580,,30,1,2
"DEATH BY CHOCOLATE ICE CREAM IN A DISH, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,670,33.00,83,9,320,,70,4,64
"DEATH BY CHOCOLATE ICE CREAM IN A DISH, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,500,25.00,62,7,240,,50,3,48
"DEATH BY CHOCOLATE ICE CREAM IN A DISH, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,330,16.00,42,5,160,,35,2,32
"DEATH BY CHOCOLATE ICE CREAM ON A CAKE CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,690,33.00,88,10,330,,70,4,64
"DEATH BY CHOCOLATE ICE CREAM ON A CAKE CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,520,25.00,67,8,250,,50,3,48
"DEATH BY CHOCOLATE ICE CREAM ON A CAKE CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,360,16.00,47,5,170,,35,2,32
"DEATH BY CHOCOLATE ICE CREAM ON A SUGAR CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,720,33.00,95,10,340,,70,4,67
"DEATH BY CHOCOLATE ICE CREAM ON A SUGAR CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,550,25.00,74,8,260,,50,3,51
"DEATH BY CHOCOLATE ICE CREAM ON A SUGAR CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,390,17.00,54,5,180,,35,2,35
"DEATH BY CHOCOLATE ICE CREAM ON A WAFFLE CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,790,36.00,106,11,320,,80,4,75
"DEATH BY CHOCOLATE ICE CREAM ON A WAFFLE CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,630,28.00,85,9,240,,60,3,58
"DEATH BY CHOCOLATE ICE CREAM ON A WAFFLE CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,460,19.00,65,6,160,,45,2,42
DEATH BY CHOCOLATE SHAKE,NESTLE TOLLHOUSE CAFE,NATIONAL,920,47.00,108,18,210,,135,4,92
"DECADENT COOKIE, LARGE",JERSEY MIKE'S SUBS,NATIONAL,570,28.00,78,7,290,,45,3,49
DECAF AJ'S DOUBLE SHOT,AROMA JOE'S,NATIONAL,5,0.00,1,0,10,,0,0,0
"DECAF CLOVER BREWED COFFEE, GRANDE",STARBUCKS,NATIONAL,10,0.00,0,1,10,,0,0,0
"DECAF CLOVER BREWED COFFEE, SHORT",STARBUCKS,NATIONAL,10,0.00,0,0,5,,0,0,0
"DECAF CLOVER BREWED COFFEE, TALL",STARBUCKS,NATIONAL,10,0.00,0,0,10,,0,0,0
"DECAF CLOVER BREWED COFFEE, VENTI",STARBUCKS,NATIONAL,10,0.00,0,1,10,,0,0,0
DECAF COFFEE,CHEEBURGER CHEEBURGER,NATIONAL,0,0.00,0,0,5,,0,0,0
"DECAF COFFEE, DINE-IN",PIZZA RANCH,NATIONAL,0,0.00,0,0,5,,0,0,0
"DECAF COFFEE, TO GO",PIZZA RANCH,NATIONAL,0,0.00,0,0,5,,0,0,0
"DECAF PIKE PLACE ROAST BREWED COFFEE, GRANDE",STARBUCKS,NATIONAL,5,0.00,0,1,10,,0,0,0
"DECAF PIKE PLACE ROAST BREWED COFFEE, SHORT",STARBUCKS,NATIONAL,5,0.00,0,0,5,,0,0,0
"DECAF PIKE PLACE ROAST BREWED COFFEE, TALL",STARBUCKS,NATIONAL,5,0.00,0,0,5,,0,0,0
"DECAF PIKE PLACE ROAST BREWED COFFEE, TRAVELER",STARBUCKS,NATIONAL,5,0.00,0,1,10,,0,0,0
"DECAF PIKE PLACE ROAST BREWED COFFEE, VENTI",STARBUCKS,NATIONAL,5,0.00,0,1,10,,0,0,0
DECLARATION OF DONUTS CONCRETE,SHAKE SHACK,NATIONAL,440,23.00,50,9,330,,115,0,40
"DECLARATION OF DONUTS, DOUBLE CONCRETE",SHAKE SHACK,NATIONAL,880,47.00,100,18,650,,230,1,79
"DEEP DISH APPLE PIE ICE CREAM IN A DISH, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,670,33.00,86,7,220,,75,1,73
"DEEP DISH APPLE PIE ICE CREAM IN A DISH, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,500,25.00,65,6,160,,60,0,55
"DEEP DISH APPLE PIE ICE CREAM IN A DISH, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,340,17.00,43,4,110,,40,0,37
"DEEP DISH APPLE PIE ICE CREAM ON A CAKE CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,700,33.00,91,8,230,,75,1,73
"DEEP DISH APPLE PIE ICE CREAM ON A CAKE CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,530,25.00,70,6,170,,60,0,55
"DEEP DISH APPLE PIE ICE CREAM ON A CAKE CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,360,17.00,48,4,120,,40,0,37
"DEEP DISH APPLE PIE ICE CREAM ON A SUGAR CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,730,34.00,98,8,240,,75,1,76
"DEEP DISH APPLE PIE ICE CREAM ON A SUGAR CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,560,25.00,77,6,180,,60,0,58
"DEEP DISH APPLE PIE ICE CREAM ON A SUGAR CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,390,17.00,55,4,130,,40,0,40
"DEEP DISH APPLE PIE ICE CREAM ON A WAFFLE CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,800,36.00,109,9,220,,85,1,84
"DEEP DISH APPLE PIE ICE CREAM ON A WAFFLE CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,630,28.00,87,7,160,,65,0,65
"DEEP DISH APPLE PIE ICE CREAM ON A WAFFLE CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,460,20.00,66,5,110,,45,0,47
DEEP EDDY CRUSH,BUFFALO WILD WINGS,NATIONAL,200,0.00,32,0,10,,0,0,25
"DEFENDER PIZZA, GLUTEN FREE",PAPA JOHN'S,NATIONAL,220,14.00,16,9,570,,35,1,2
"DEFENDER PIZZA, ORIGINAL CRUST EXTRA LARGE",PAPA JOHN'S,NATIONAL,410,19.00,41,17,1050,,45,2,5
"DEFENDER PIZZA, ORIGINAL CRUST LARGE",PAPA JOHN'S,NATIONAL,420,21.00,38,17,1090,,50,2,5
"DEFENDER PIZZA, ORIGINAL CRUST MEDIUM",PAPA JOHN'S,NATIONAL,290,15.00,27,12,770,,35,1,5
"DEFENDER PIZZA, ORIGINAL CRUST PIZZA FOR ONE",PAPA JOHN'S,NATIONAL,290,15.00,26,12,780,,35,1,3
"DEFENDER PIZZA, ORIGINAL CRUST SMALL",PAPA JOHN'S,NATIONAL,270,14.00,26,11,720,,35,1,3
"DEFENDER PIZZA, PAN CRUST",PAPA JOHN'S,NATIONAL,390,19.00,36,16,950,,45,2,3
"DEFENDER PIZZA, THIN CRUST",PAPA JOHN'S,NATIONAL,340,22.00,21,15,880,,50,1,2
"DELI HAM, BIGGER PORTION",PITA PIT,NATIONAL,60,2.00,1,9,640,,25,0,1
"DELI HAM, SMALLER PORTION",PITA PIT,NATIONAL,30,1.00,1,5,320,,15,0,1
"DELI TURKEY, BIGGER PORTION",PITA PIT,NATIONAL,50,1.00,2,9,530,,25,0,0
"DELI TURKEY, SMALLER PORTION",PITA PIT,NATIONAL,25,0.00,1,5,270,,15,0,0
"DELUXE CLUB, EXTRA MEAT",LENNY'S GRILL & SUBS,NATIONAL,30,0.00,1,6,290,,10,0,0
"DELUXE CLUB, SPINACH",LENNY'S GRILL & SUBS,NATIONAL,540,22.00,55,31,1820,,50,2,1
"DELUXE HAND TOSSED PIZZA, LARGE",DOMINO'S,NATIONAL,320,13.00,37,12,670,,25,2,3
"DELUXE HAND TOSSED PIZZA, MEDIUM",DOMINO'S,NATIONAL,230,10.00,27,9,490,,20,2,2
"DELUXE HAND TOSSED PIZZA, SMALL",DOMINO'S,NATIONAL,220,9.00,25,9,460,,15,1,2
"DELUXE HAND TOSSED PIZZA, XLARGE",DOMINO'S,NATIONAL,410,17.00,48,16,890,,35,3,4
"DELUXE PIZZA - ORIGINAL CRUST, LARGE",GATTI'S PIZZA,NATIONAL,2430,,,,,,,,
"DELUXE PIZZA - ORIGINAL CRUST, MEDIUM",GATTI'S PIZZA,NATIONAL,1700,,,,,,,,
"DELUXE PIZZA - ORIGINAL CRUST, SMALL",GATTI'S PIZZA,NATIONAL,1170,,,,,,,,
"DELUXE PIZZA - ORIGINAL CRUST, XL",GATTI'S PIZZA,NATIONAL,3210,,,,,,,,
"DELUXE PIZZA - PAN CRUST, LARGE",GATTI'S PIZZA,NATIONAL,2470,,,,,,,,
"DELUXE PIZZA - PAN CRUST, MEDIUM",GATTI'S PIZZA,NATIONAL,1840,,,,,,,,
"DELUXE PIZZA - THIN CRUST, LARGE",GATTI'S PIZZA,NATIONAL,1880,,,,,,,,
"DELUXE PIZZA - THIN CRUST, MEDIUM",GATTI'S PIZZA,NATIONAL,1350,,,,,,,,
"DELUXE PIZZA - THIN CRUST, SMALL",GATTI'S PIZZA,NATIONAL,920,,,,,,,,
"DELUXE SPAGHETTI, CHILD",PIZZA INN,NATIONAL,700,23.00,98,27,1360,,40,8,19
"DELUXE SPAGHETTI, INDIVIDUAL OR SMALL",PIZZA INN,NATIONAL,700,23.00,98,27,1360,,40,8,19
"DELUXE SPAGHETTI, LARGE",PIZZA INN,NATIONAL,1570,57.00,199,65,3040,,115,16,38
"DELUXE TACO SALAD, FULL",HAPPY JOE'S,NATIONAL,410,27.00,34,59,1490,,50,6,10
"DELUXE TACO SALAD, HALF",HAPPY JOE'S,NATIONAL,230,15.00,20,30,820,,25,3,6
DENVER OMELET BREAKFAST PIZZA,PIZZA INN,NATIONAL,1990,100.00,182,89,4520,,500,8,12
"DENVER OMELET BREAKFAST PIZZA, 1 SLICE",PIZZA INN,NATIONAL,200,10.00,18,9,450,,50,1,1
"DENVER OMELET PIZZA, LARGE",HAPPY JOE'S,NATIONAL,100,3.00,13,4,270,,25,1,1
"DENVER OMELET PIZZA, LITTLE JOE'S",HAPPY JOE'S,NATIONAL,200,9.00,20,7,420,,50,1,2
"DENVER OMELET PIZZA, MEDIUM",HAPPY JOE'S,NATIONAL,80,2.50,11,4,230,,20,1,1
"DENVER OMELET PIZZA, SMALL",HAPPY JOE'S,NATIONAL,70,2.50,9,3,190,,25,1,1
DENVER OMELET WITH ENGLISH MUFFIN,CLAIM JUMPER,NATIONAL,980,60.00,60,50,2480,,740,0,0
DENVER OMELET WITH RYE,CLAIM JUMPER,NATIONAL,1060,60.00,70,60,2600,,740,0,0
DENVER OMELET WITH WHITE,CLAIM JUMPER,NATIONAL,1040,60.00,70,50,2620,,740,0,10
DENVER SCRAMBLER,HAPPY JOE'S,NATIONAL,780,34.00,74,37,2400,,365,5,11
"DESCHUTES BLACK BUTTE PORTER, 16 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,260,0.00,27,2,10,,0,0,0
"DESCHUTES BLACK BUTTE PORTER, 22 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,350,0.00,37,3,15,,0,0,0
"DESCHUTES FRESH SQUEEZED IPA, 16 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,300,0.00,30,2,20,,0,0,0
"DESCHUTES FRESH SQUEEZED IPA, 22 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,410,0.00,41,3,30,,0,0,0
"DESCHUTES HOP SLICE IPA, 16 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,210,0.00,21,2,20,,0,0,0
"DESCHUTES HOP SLICE IPA, 22 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,290,0.00,29,3,30,,0,0,0
"DESCHUTES INVERSION IPA, 16 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,300,0.00,30,2,20,,0,0,0
"DESCHUTES INVERSION IPA, 22 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,420,0.00,41,3,30,,0,0,0
"DESCHUTES MIRROR POND PALE ALE, 16 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,230,0.00,18,2,20,,0,0,0
"DESCHUTES MIRROR POND PALE ALE, 22 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,310,0.00,25,3,30,,0,0,0
"DESCHUTES PACIFIC WONDERLAND LAGER, 16 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,290,0.00,25,2,20,,0,0,0
"DESCHUTES PACIFIC WONDERLAND LAGER, 22 OZ",ISLANDS FINE BURGERS & DRINKS,NATIONAL,400,0.00,34,3,30,,0,0,0
DESERT HEAT SEASONING,BUFFALO WILD WINGS,NATIONAL,10,0.00,2,0,290,,0,0,1
DESERT PEAR SYRUP,SCOOTER'S COFFEE AND YOGURT,NATIONAL,25,0.00,6,0,0,,0,0,6
DESSERT PIZZA,ROUND TABLE PIZZA,NATIONAL,210,8.00,32,3,250,,0,1,10
"DESSERT PIZZA - APPLE, LARGE",HAPPY JOE'S,NATIONAL,230,10.00,31,3,65,,0,2,10
"DESSERT PIZZA - APPLE, MEDIUM",HAPPY JOE'S,NATIONAL,150,6.00,20,2,40,,0,1,7
"DESSERT PIZZA - APPLE, SMALL",HAPPY JOE'S,NATIONAL,120,4.50,17,1,30,,0,1,6
"DESSERT PIZZA - CHERRY, LARGE",HAPPY JOE'S,NATIONAL,240,10.00,32,3,65,,0,1,14
"DESSERT PIZZA - CHERRY, MEDIUM",HAPPY JOE'S,NATIONAL,150,6.00,22,2,40,,0,1,9
"DESSERT PIZZA - CHERRY, SMALL",HAPPY JOE'S,NATIONAL,120,4.50,18,1,35,,0,1,8
"DESSERT PLATTER TRIO, 4-6 (6 SERVINGS)",CLAIM JUMPER,NATIONAL,4990,250.00,640,50,2610,,530,20,440
"DESSERT PLATTER TRIO, 4-6 (6 SERVINGS) WITH CHOCOLATE CHIPS",CLAIM JUMPER,NATIONAL,5070,250.00,650,50,2630,,530,20,450
"DESSERT PLATTER TRIO, 4-6 (6 SERVINGS) WITH WALNUTS",CLAIM JUMPER,NATIONAL,5090,260.00,640,50,2610,,530,20,440
"DESSERT PLATTER TRIO, 8-10 (10 SERVINGS)",CLAIM JUMPER,NATIONAL,7970,410.00,990,70,4320,,830,30,700
"DESSERT PLATTER TRIO, 8-10 (10 SERVINGS) WITH CHOCOLATE CHIPS",CLAIM JUMPER,NATIONAL,8130,420.00,1010,70,4350,,830,30,720
"DESSERT PLATTER TRIO, 8-10 (10 SERVINGS) WITH WALNUTS",CLAIM JUMPER,NATIONAL,8170,430.00,1000,70,4320,,830,30,700
"DESSERT, CINNAMON TWISTS",ROUND TABLE PIZZA,NATIONAL,180,3.50,34,4,290,,0,1,11
DESSERT/SWEET WINE,PIZZA HUT,NATIONAL,280,0.00,24,0,15,,0,0,14
DEVIL'S FOOD CAKE (FLUFF BAKE BAR) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,45,2.00,7,1,70,,10,0,4
DEVIL'S FOOD CAKE (IT'S DELICIOUS DESSERTS) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,90,3.50,13,1,140,,20,0,8
"DEVIL'S FOOD CAKE - CHOCOLATE SOFT SERVE, 1 OZ (GALLON RECIPE)",TASTI D-LITE,NATIONAL,30,0.50,5,1,30,,0,0,4
"DEVIL'S FOOD CAKE - CHOCOLATE SOFT SERVE, 10 OZ (CUSTOM BLEND)",TASTI D-LITE,NATIONAL,280,5.00,56,9,320,,20,1,41
"DEVIL'S FOOD CAKE - CHOCOLATE SOFT SERVE, 10 OZ (GALLON RECIPE)",TASTI D-LITE,NATIONAL,280,5.00,55,9,320,,20,1,41
