name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,corp_id 
"THE PARNELL GROUP, INC.",CORPORATION,AR,1106 SOUTH WALTON,BENTONVILLE,72712,,,,,100039602,10156
"BUDD CREEK RANCH, INC.",CORPORATION,AR,490 CREEKSIDE DR.,GREERS FERRY,72067,,,,,100116346,10157
CHURCH OF CHRIST SEVENTH AND MUELLER,NONPROFIT,AR,1000 SOUTH 7TH STREET,PARAGOULD,72450,AR,1000 SOUTH SEVENTH STREET,PARAGOULD,72450,100011477,10170
"AARDVARK, INC.",CORPORATION,AR,"500 E MAIN STREET,SUITE 201",BATESVILLE,72503,,,,,100000503,10178
"A H & S, INC.",CORPORATION,AR,300 E ADAMS ST,HAMBURG,71646,,,,,100000294,10183
"ROGERS LUMBER COMPANY, INC.",CORPORATION,AR,937 HWY 7N,CAMDEN,71701,AR,937 HWY 7 N,CAMDEN,71701,100044474,10187
"SOUTHWESTERN ENTERPRISES, INC.",CORPORATION,AR,400 WEST CAPITOL AVENUE STE 2000,LITTLE ROCK,72201,,,,,100048279,10198
"GREENLAWN FARM, INC.",CORPORATION,AR,898 LESTER STREET,DECATUR,72722,,,,,100022714,10199
PRESBYTERY OF ARKANSAS,NONPROFIT,AR,901 N UNIVERSITY AVE,LITTLE ROCK,72201,AR,9221 NORTH RODNEY PARHAM RD,LITTLE ROCK,72227,100041515,10204
ARKANSAS BAPTIST CHILDREN'S HOMES AND FAMILY MINISTRIES,NONPROFIT,AR,10 REMINGTON DRIVE,LITTLE ROCK,72204,AR,10 REMINGTON DRIVE,LITTLE ROCK,72204,100002649,10219
"SEVEN SPRINGS, INC.",CORPORATION,AR,HWY. 25 NORTH,HEBER SPRINGS,72543,,,,,100151278,10224
"C. PHILLIPS FARMS, INC.",CORPORATION,AR,2210 HIGHWAY 91,WALNUT RIDGE,72476,,,,,100040339,10228
"CHALLENGER, INC.",CORPORATION,AR,926 TIPTON DRIVE,MOUNTAIN HOME,72653,,,,,100010879,10231
"L. B. GRANATA, INC.",CORPORATION,AR,168 HARMON ROAD,SPRINGDALE,72762,,,,,100022335,10232
"FIRST CHURCH OF GOD, VAN BUREN, INC.",NONPROFIT,AR,1819 RENA ROAD,VAN BUREN,72956,AR,1819 RENA ROAD,VAN BUREN,72956,100019486,10234
"THE ARKANSAS PUBLIC POLICY PANEL, INC.",NONPROFIT,AR,1308 WEST 2ND ST,LITTLE ROCK,72201,AR,1308 WEST 2ND STREET,LITTLE ROCK,72201,100003565,10237
"C. MAYO, INC.",CORPORATION,AR,105 W. ROBINSON AVENUE,SPRINGDALE,72764,,,,,100033504,10252
TEXARKANA BAPTIST ORPHANAGE,NONPROFIT,AR,2823 ARBORS CIRCLE,BRYANT,72022,AR,5401 E 9TH ST,TEXARKANA,71854,100050791,10259
"JONESBORO INSURANCE AGENCY, INC.",CORPORATION,AR,3567 W. NEW HOPE RD.,ROGERS,72758,AR,3567 W. NEW HOPE ROAD,ROGERS,72758,100028635,10260
"DELK, LARRY, & ASSOCIATES, INC.",CORPORATION,AR,201 QUARLES LANE,WEST HELENA,72390,,,,,100015397,10263
"NORTH HILLS FAMILY CLINIC, P.A.",CORPORATION,AR,7709 HWY 107,SHERWOOD,72120,,,,,100037391,10277
"ADVANTAGES OF SOUTHEAST ARKANSAS, INC.",NONPROFIT,AR,237 BOWSER RD.,MONTICELLO,71655,AR,168 WEST COLLEGE,MONTICELLO,71655,100016579,10282
"PRE-VALVE-CO., INC.",CORPORATION,AR,3401 KELLEY HIGHWAY,FORT SMITH,72904,,,,,100041454,10292
"CENTRAL ARKANSAS RADIO EMERGENCY NET, INC.",NONPROFIT,AR,7112 SHAMROCK DR,LITTLE ROCK,72205,AR,PO BOX 2893,LITTLE ROCK,72203,100010671,10294
"H.M. SCOTT LUMBER CO., INC.",CORPORATION,AR,P.O. BOX 213,WARD,72176,,,,,100045811,10300
"MENA ASSEMBLY OF GOD CHURCH, INC.",NONPROFIT,AR,2111 SUTHERLAND AVE,MENA,71953,AR,2111 SUTHERLAND AVE.,MENA,71953,100034314,10301
"WILBERT BURIAL VAULT CO., INC.",CORPORATION,AR,12705,ALEXANDER,72002,,,,,100055295,10304
NORTHEAST ARKANSAS HUMANE SOCIETY,NONPROFIT,AR,2300 KELLERS CHAPEL ROAD,JONESBORO,72404,AR,6111 EAST HIGHLAND DRIVE,JONESBORO,72401,100037544,10305
"MCKINNEY DRUG STORE, INC.",CORPORATION,AR,111 HOLCOMB STREET,SPRINGDALE,72764,,,,,100033919,10311
ENTERPRISE PRODUCTS COMPANY,CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100060126,10319
SERVICE FINANCE CORPORATION,CORPORATION,AR,"904 AUTUMN RD, STE 400",LITTLE ROCK,72211,,,,,100046172,10323
ARKANSAS BAPTIST FOUNDATION,NONPROFIT,AR,10 REMINGTON DR,LITTLE ROCK,72204,AR,10 REMINGTON DR,LITTLE ROCK,72204,100002650,10326
"OUACHITA ENRICHMENT CENTERS, INC.",NONPROFIT,AR,1325 CAMELLIA NW,CAMDEN,71701,AR,206 W. WASHINGTON STREET,CAMDEN,71701,100038641,10327
BALDWIN & SHELL CONSTRUCTION COMPANY,CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,ROCK,"1000 WEST CAPITOL,P O BOX 1750",LITTLE,72203,100005365,10334
BRADFORD BURIAL ASSOCIATION,NONPROFIT,AR,#3 JUDAH LANE,CAMDEN,71701,AR,#3 JUDAH LANE,CAMDEN,71701,100007799,10338
"ARKANSAS FEDERATION OF MUSIC CLUBS, INC.",NONPROFIT,AR,"2112 HINSON ROAD,#23",LITTLE ROCK,72212,AR,2112 HINSON ROAD,LITTLE ROCK,72212,100003060,10351
"VAN BUREN COUNTY EXTENSION HOMEMAKERS COUNCIL, INC.",NONPROFIT,AR,876 TRACE RIDGE RD,LESLIE,72645,AR,100 SUCCESS DRIVE,CLINTON,72031,100053120,10357
BAYOU METO LAND COMPANY,CORPORATION,AR,825 W. 3RD,LITTLE ROCK,72201,,,,,100005887,10362
"S. M. F. & MACHINE TOOLS, INC.",CORPORATION,AR,14824 ROCKBRIGE RD,LITTLE ROCK,72206,,,,,100045222,10364
THE MOUNT ZION HOUSE OF PRAYER,NONPROFIT,AR,223 LAKEWOOD PLACE,ASHDOWN,71822,AR,223 LAKEWOOD PLACE,ASHDOWN,71822,100035911,10373
"TUCKER PROPERTIES, INC.",CORPORATION,AR,3406 DORAL DRIVE,LITTLE ROCK,72212,AR,PO BOX 23035,LITTLE ROCK,72221,100052120,10378
"OSCAR BELL & SONS, INC.",CORPORATION,AR,RT. 1,GILLETT,72055,,,,,100006207,10398
"HALL BUSINESS MACHINES, INC.",CORPORATION,AR,223 OSPREY DRIVE,HOT SPRINGS,71913,,,,,100023352,10402
"HORSESHOE BEND AERIE NO. 3431, FRATERNAL ORDER OF EAGLES",NONPROFIT,AR,304 W CHURCH ST,HORSESHOE BEND,72512,AR,304 CHURCH STREET,HORSESHOE BEND,72512,100025661,10406
"THE UNITED WAY OF FORT SMITH AREA, INC.",NONPROFIT,AR,120 NORTH 13TH ST,FORT SMITH,72901,AR,120 NORTH 13TH ST,FORT SMITH,72901,100052806,10409
"NEBO POULTRY, INC.",CORPORATION,AR,1360 HWY 22 WEST,DARDANELLE,72834,AR,2905 WEST MAIN,RUSSELLVILLE,72801,100034972,10422
JODIE PARTRIDGE CENTER,NONPROFIT,AR,1180 HWY 165,DUMAS,71639,AR,PO BOX 643,DUMAS,71639,100010724,10435
"GIGERICH ELECTRICAL, INC.",CORPORATION,AR,4669 MALVERN ROAD,HOT SPRINGS,71901,AR,4669 MALVERN AVE.,HOT SPRINGS,71901,100035248,10440
P J'S DISCO PRIVATE CLUB,NONPROFIT,AR,1601 SOUTH OAK STREET,PINE BLUFF,71601,AR,2411 NORTH UNIVERSITY,PINE BLUFF,71601,100039170,10442
"THE BATESVILLE COMMUNITY THEATER, INC.",NONPROFIT,AR,300 MT. SPRINGS RD,BATESVILLE,72501,AR,PO BOX 2343,BATESVILLE,72503,100005738,10457
"MARY'S NATURAL FOODS, INC.",CORPORATION,AR,220 SOUTH THOMPSON,SPRINGDALE,72764,,,,,100033227,10460
"RAGLAND MILLS, INC.",CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,MO,14079 HAMMER ROAD,NEOSHO,64850,100065127,10466
"PROFESSIONAL LEASING COMPANY, INC.",CORPORATION,AR,26 DUCLAIR COURT,LITTLE ROCK,72223,,,,,100041787,10467
GLIDEWELL DISTRIBUTING COMPANY,CORPORATION,AR,5705 STEEP HILL ROAD,FORT SMITH,72916,,,,,100021868,10473
"IMA'S FASHIONS, INC.",CORPORATION,AR,309 WEST GARLAND ST.,PARAGOULD,72450,,,,,100026463,10490
PFIZER INC.,CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100064696,10492
"LEFLER'S FASHIONS, INC.",CORPORATION,AR,X,CLINTON,72031,,,,,100030857,10498
"ADULT LEARNING ALLIANCE, INC.",NONPROFIT,AR,"124 W. CAPITOL AVENUE,SUITE 1000",LITTLE ROCK,72201,AR,"124 W. CAPITOL AVENUE, SUITE 1000",LITTLE ROCK,72201,100003323,10504
"HOT SPRINGS RADIOLOGY SERVICES, LTD.",CORPORATION,AR,3633 CENTRAL AVE STE D,HOT SPRINGS,71913,AR,3633 CENTRAL AVE STE D,HOT SPRINGS,71913,100025839,10509
"HARRISON FAMILY PRACTICE CLINIC, P. A.",CORPORATION,AR,"715 W. SHERMAN, SUITE G",HARRISON,72601,,,,,100023921,10514
"GREER'S KOPPER KETTLE, INC.",CORPORATION,AR,6300 ALMA HWY,VAN BUREN,72956,AR,6300 ALMA HWY,VAN BUREN,72956,100022748,10525
"CHAS. E. OSBORN AGENCY, INC.",CORPORATION,AR,8 TOWNSQUARE,GREENWOOD,72936,,,,,100038523,10543
"LOST BRIDGE VILLAGE COMMUNITY ASSOCIATION, INC.",NONPROFIT,AR,"809 SW A ST., SUITE 105",BENTONVILLE,72712,AR,12477 LODGE DRIVE,GARFIELD,72732,100031928,10545
"B & S RENTAL COMPANY, INC.",CORPORATION,AR,7023 RUTH ANN LANE,LITTLE ROCK,72223,AR,7023 RUTH ANN LANE,LITTLE ROCK,72223,100004958,10547
"R. THOMPSON, INC.",CORPORATION,AR,501 N. CHERRY ST.,HAMBURG,71646,,,,,100051021,10554
GIRLS INC. OF FORT SMITH,NONPROFIT,AR,"3102 SOUTH 106TH CIRCLE,FORT",SMITH,72903,AR,1415 OLD GREENWOOD ROAD,FORT SMITH,72901,100020259,10569
"MITCHELL'S NURSING HOME, INC.",CORPORATION,AR,501 W. 10TH ST.,DANVILLE,72833,AR,501 W. 10TH STREET,DANVILLE,72833,100035265,10570
"CLAIRE'S BOUTIQUES, INC.",CORPORATION,AR,4250 N. VENETIAN LANE,FAYETTEVILLE,72703,,,,,100058794,10571
"SIR LOIN'S INN, INC.",CORPORATION,AR,3521 LAKESHORE DR.,NORTH LITTLE ROCK,72116,,,,,100046962,10581
CHRIST JESUS' SEVENTH DAY BAPTIST CHURCH,NONPROFIT,AR,4801 WEST 11TH ST.,LITTLE ROCK,72204,AR,4801 WEST 11TH ST.,LITTLE ROCK,72204,100046227,10588
"BLACKFORD PAINTING COMPANY, INC.",CORPORATION,AR,306 W. BOND ST,WEST MEMPHIS,72301,,,,,100007082,10591
HOT SPRINGS VILLAGE TOWNHOUSE ASSOCIATION,NONPROFIT,AR,1 PERRALENA LANE,HOT SPRINGS VILLAGE,71909,AR,1 PERRALENA LANE,HOT SPRINGS VILLAGE,71909,100025862,10603
"GASTROENTEROLOGY ASSOCIATES, P.A.",CORPORATION,AR,409 NORTH UNIVERSITY,LITTLE ROCK,72205,,,,,100021367,10610
"LASER LAW FIRM, P.A.",CORPORATION,AR,"101 SOUTH SPRING STREET, SUITE 300",LITTLE ROCK,72201,,,,,100030513,10611
"SELLEM COMPANY, INC.",CORPORATION,AR,2020 HYTROL DR.,JONESBORO,72401,,,,,100046075,10613
"JWN CO., INC.",CORPORATION,AR,9412 PINEWOOD TR.,MABELVALE,72103,,,,,100037104,10616
"ALL STATES FARM EQUIPMENT, INC.",CORPORATION,AR,4441 I-55 NORTH,MARION,72364,,,,,100001322,10617
"WEST APARTMENTS, INC.",NONPROFIT,AR,"8101 I-30,SUITE A",LITTLE ROCK,72209,AR,8101 I-30,LITTLE ROCK,72209,100054599,10622
PULASKI ACADEMY,NONPROFIT,AR,12701 HINSON ROAD,LITTLE ROCK,72212,AR,12701 HINSON ROAD,LITTLE ROCK,72212,100041996,10630
"CHURCH OF CHRIST, HIGHWAY 62 WEST",NONPROFIT,AR,309 WESTWOOD,POCAHONTAS,72455,AR,PO BOX 71,POCAHONTAS,72455,100011480,10649
"NEWTON'S PHARMACY, INC.",CORPORATION,AR,715 WEST MAIN,RUSSELLVILLE,72801,AR,715 W MAIN ST,RUSSELLVILLE,72801,100037074,10651
OZARK GATEWAY TOURIST COUNCIL,NONPROFIT,AR,788 VINE ST,BATESVILLE,72501,AR,453,BATESVILLE,72501,100038900,10653
"GIBSON FLYING SERVICE, INC.",CORPORATION,AR,2210 HWY 79W,MARIANNA,72360,,,,,100021655,10655
"NORTH CREEK GIN CO., INC.",CORPORATION,AR,9051 HWY 49,POPLAR GROVE,72374,,,,,100037372,10657
TRADE ARTS COMPANY OF ARKANSAS,CORPORATION,AR,2639 HWY 267 SOUTH,MCRAE,72102,,,,,100051556,10660
"TWIN CITY DRUGS, INC.",CORPORATION,AR,"TWIN CITY SHOPPING CENTER, 109 HICKORY HILL",WEST HELENA,72342,,,,,100052304,10664
"BCS, INC.",CORPORATION,AR,1616 EAST MAIN,EL DORADO,71730,,,,,100095211,10665
"GARNER INSURANCE AGENCY, INC.",CORPORATION,AR,2003 AIRPARK RD,WYNNE,72396,,,,,100021278,10669
"HOWARD COUNTY CHILDREN'S CENTER, INC.",NONPROFIT,AR,1577 HWY 371 W,NASHVILLE,71852,AR,1577 HWY 371 W,NASHVILLE,71852,100025949,10686
"THE SIXTEENTH SECTION CEMETERY, ENDOWMENT, CARE, AND EXPANSION TRUST, INC.",NONPROFIT,AR,8895 HWY 319 WEST,AUSTIN,72007,,,,,100047000,10690
CONTINENTAL RESEARCH CORPORATION,CORPORATION,AR,"300 SPRING BUILDING, SUITE 900,300 S. SPRING STREET",LITTLE ROCK,72201,,,,,100059159,10711
"PATHFINDER, INC.",NONPROFIT,AR,2520 W. MAIN ST.,JACKSONVILLE,72076,AR,2520 W. MAIN ST.,JACKSONVILLE,72076,100039679,10717
CHEROKEE VILLAGE TOWNHOUSE ASSOCIATION,NONPROFIT,AR,247 SOUTH MAIN STREET,JONESBORO,72403,AR,PO BOX 475,CHEROKEE VILLAGE,72525,100011132,10721
"THE CROWN SHOP, INC.",CORPORATION,AR,4 RIVER RIDGE CIR,LITTLE ROCK,72227,,,,,100014236,10725
"ASSOCIATED BROTHERHOOD OF CHRISTIANS, INCORPORATED",NONPROFIT,AR,303 LINZY LANE,PLAINVIEW,72857,AR,PO BOX 513,PLAINVIEW,72857,100004374,10726
"BADGER METER, INC.",CORPORATION,AR,"300 SPRING BUILDING, SUITE 900,300 S. SPRING STREET",LITTLE ROCK,72201,,,,,100057569,10727
"KHILCO INDUSTRIAL ELECTRIC, INC.",CORPORATION,AR,1315 SOUTH 11TH ST,FORT SMITH,72901,,,,,100029354,10733
"APPLETON SEED & ELEVATOR, INC.",CORPORATION,AR,2103 HARRISBURG ROAD,JONESBORO,72401,,,,,100002228,10736
"ED CULIN, INC.",CORPORATION,AR,130 JESTER LANE,MALVERN,72104,,,,,100014304,10739
TEXAS KENWORTH CO.,CORPORATION,AR,"300 SPRING BUILDING, SUITE 900,300 S. SPRING STREET",LITTLE ROCK,72201,,,,,100066823,10743
FIRST SAVINGS & LOAN SERVICE CORPORATION,CORPORATION,AR,400 NORTH MAIN ST.,WARREN,71671,,,,,100019658,10757
"WEHCO VIDEO, INC.",CORPORATION,AR,"400 W. CAPITOL AVE., SUITE 2910",LITTLE ROCK,72201,,,,,100054478,10758
"HAVEN HOME OF TEXARKANA, INC.",NONPROFIT,AR,3015 E 19TH STREET,TEXARKANA,71854,AR,940 PECAN STREET,TEXARKANA,71854,100024098,10767
"RINGLING BROS.-BARNUM & BAILEY COMBINED SHOWS, INC.",CORPORATION,AR,"300 SPRING BUILDING, SUITE 900,300 S. SPRING STREET",LITTLE ROCK,72201,,,,,100065372,10806
"CONLEY INVESTMENT CO., INC.",CORPORATION,AR,916 KELBURN COURT,SEARCY,72143,,,,,100012866,10813
HEART OF ARKANSAS TRAVEL ASSOCIATION INCORPORATED.,NONPROFIT,AR,"2020 WEST 3RD STREET, SUITE 610",LITTLE ROCK,72205,AR,PO BOX 1958,LITTLE ROCK,72203,100024290,10814
"ENGINEERING SERVICES, INC.",CORPORATION,AR,1207 SOUTH OLD MISSOURI ROAD,SPRINGDALE,72765,,,,,100017870,10819
"MID-CON MFG., INC.",CORPORATION,AR,1326 CRUTCHER ST,SPRINGDALE,72764,AR,1326 CRUTCHER ST.,SPRINGDALE,72764,100034645,10821
ZENECA INC.,CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100061798,10824
"BAR TWENTY RANCH, INC.",CORPORATION,AR,11796 S. HIGHWAY 16,FAYETTEVILLE,72701,,,,,100005495,10829
"HAROLD MORGAN FURNITURE CENTER, INC.",CORPORATION,AR,201 N 14TH ST,PARAGOULD,72450,,,,,100035656,10836
"P & P TRUCKING, INC.",CORPORATION,AR,2807 QUALITY DR,SEARCY,72143,AR,2807 QUALITY DR,SEARCY,72143,100039143,10850
"GOODSELL TRUCK ACCESSORIES, INC.",CORPORATION,AR,"1202 WEST MAIN,P.O. BOX 5269",JACKSONVILLE,72076,,,,,100027664,10859
"RESOURCE DEALER GROUP, INC.",CORPORATION,AR,"300 SPRING BUILDING, SUITE 900,300 S. SPRING STREET",LITTLE ROCK,72201,,,,,100065541,10863
STAUB REALTY COMPANY,CORPORATION,AR,"1702 STONE STREET,SUITE C",JONESBORO,72403,,,,,100048993,10876
"ATCO RUBBER PRODUCTS, INC.",CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100057438,10883
"TRIANGLE BUILDERS SUPPLY, INC.",CORPORATION,AR,204 SOUTH EAST AVE.,FAYETTEVILLE,72701,,,,,100051860,10894
UNIVERSAL HOUSING DEVELOPMENT CORPORATION,NONPROFIT,AR,301 E 3RD ST,RUSSELLVILLE,72801,AR,301 E. THIRD ST.,RUSSELLVILLE,72801,100052862,10901
"BEAR HOUSE, INC.",CORPORATION,AR,902 DEER RUN S,PINE BLUFF,71603,,,,,100005956,10903
"WATSON FARMS, INC.",CORPORATION,AR,RIVER BUILDING,AUGUSTA,72006,,,,,100017551,10930
"UNITED WAY OF NORTHWEST ARKANSAS, INC.",NONPROFIT,AR,1416 WOODLAND DRIVE,ROGERS,72756,AR,100 PARKWOOD STREET,LOWELL,72745,100052820,10936
"THE ARKANSAS SCHOOL PLANT MANAGEMENT ASSOCIATION, INCORPORATED",NONPROFIT,AR,219 S. VICTORY,LITTLE ROCK,72201,AR,219 S VICTORY,LITTLE ROCK,72201,100003693,10941
THE APOSTOLIC CHURCH OF BELLEFONTE INC.,NONPROFIT,AR,4464 HWY 65 SOUTH,HARRISON,72601,AR,P.O. BOX 1373,HARRISON,72602,100002204,10944
"BIG ""10"" WILDLIFE CLUB, INC.",NONPROFIT,AR,759 HESSER LEVEE RD,DEWITT,72042,AR,759 HESSER LEVEE ROAD,DEWITT,72042,100006734,10957
"OAKLAND AREA IMPROVEMENT ASSOCIATION, INC.",NONPROFIT,AR,80 BACKSHER LN,OAKLAND,72661,AR,6093,OAKLAND,72661,100038047,10958
"J D & E, INC.",CORPORATION,AR,"2908 S. UNIVERSITY AVE.,BROADMOOR SHOPPING CENTER,LITTLE ROCK, AR 72204","BROADMOOR SHOPPING CENTER, LITTLE ROCK",72204,,,,,100027325,10981
"ARKANSAS BIKE, INC.",CORPORATION,AR,"425 WEST CAPITOL AVENUE, SUITE 3810",LITTLE ROCK,72201,,,,,100028494,10984
"HARDY INSURANCE AGENCY, INCORPORATED",CORPORATION,AR,1942 HWY 62/412,HARDY,72542,,,,,100023706,10985
BLACK RIVER DUCK HUNTERS INC.,NONPROFIT,AR,3305 MOORING POINT ROAD,FORT SMITH,72903,AR,3305 MOORING POINT ROAD,FORT SMITH,72903,100007052,11005
BRUNSWICK CORPORATION,CORPORATION,AR,609 SW 8TH STREET #600,BENTONVILLE,72712,,,,,100058146,11008
UNITED WAY OF GREATER BLYTHEVILLE,NONPROFIT,AR,153 RAMBLEWOOD DR,BLYTHEVILLE,72315,AR,404 PARK ST,BLYTHEVILLE,72316,100052808,11018
LUDWIG DISTRIBUTING COMPANY,CORPORATION,AR,503 EAST 13TH ST.,STUTTGART,72160,,,,,100032080,11021
ARKANSAS NURSES ASSOCIATION,NONPROFIT,AR,"1123 S. UNIVERSITY, STE 1015",LITTLE ROCK,72204,AR,1123 S UNIVERSITY,LITTLE ROCK,72204,100003792,11028
XI CORPORATION OF ARKANSAS,NONPROFIT,AR,"12410 CANTRELL ROAD,SUITE 202",LITTLE ROCK,72223,AR,PO BOX 9580,FAYETTEVILLE,72703,100056281,11031
EAST CAMDEN & HIGHLAND RAILROAD COMPANY,CORPORATION,AR,711 WEST THIRD STREET,LITTLE ROCK,72201,,,,,100017129,11052
DYNAMO CORPORATION,CORPORATION,AR,3709 PARKER RD.,JONESBORO,72402,,,,,100016894,11058
"EMERGENCY MEDICAL SERVICES GROUP, P.A.",CORPORATION,AR,4991 FAWN TRAIL,GREENWOOD,72936,,,,,100017731,11086
"MUNRO & COMPANY, INC.",CORPORATION,AR,"3770 MALVERN AVENUE,P.O. BOX 1157",HOT SPRINGS,71901,,,,,100036217,11087
"IMPROVEMENT DISTRICTS, INC.",CORPORATION,AR,"ONE INNWOOD CIRCLE,SUIE 101",LITTLE ROCK,72211,,,,,100027018,11096
"PHELPS DODGE INDUSTRIES, INC.",CORPORATION,AR,4250 N. VENETIAN LANE,FAYETTEVILLE,72703,,,,,100064700,11102
"THE JUNIOR LEAGUE OF TEXARKANA, INCORPORATED",NONPROFIT,AR,4425 JEFFERSON AVE #115,TEXARKANA,71854,AR,409 HAZEL STREET,TEXARKANA,71854,100028810,11103
"QUINN AVIATION, INC.",CORPORATION,AR,6106 S.W. DR,JONESBORO,72404,,,,,100042314,11105
"ACTION HEATING & AIR CONDITIONING, INC.",CORPORATION,AR,616 EAST LEE,SHERWOOD,72120,,,,,100000754,11108
"WILLIAM B. DE YAMPERT, INC.",CORPORATION,AR,10 MAIN ST.,WILMOT,71676,,,,,100015226,11109
"THE ARKANSAS HOSPITALITY ASSOCIATION, INC.",NONPROFIT,AR,603 S PULASKI ST,LITTLE ROCK,72201,AR,603 S PULASKI ST,LITTLE ROCK,72201,100003198,11110
"K & K OF SPRINGDALE, INC.",CORPORATION,AR,1158 APPLE BLOSSOM LANE,SPRINGDALE,72764,,,,,100028867,11116
"TAYLOR ELECTRIC, INC.",CORPORATION,AR,4909 PARK AVE,HOT SPRINGS,71901,,,,,100050452,11120
"LELAND STRATTON FARMS, INC.",CORPORATION,AR,1530 HIGHWAY 79 SOUTH,STUTTGART,72160,,,,,100049343,11125
"ARKANSAS ENTERPRISES FOR THE DEVELOPMENTALLY DISABLED, INC.",NONPROFIT,AR,"400 W. CAPITOL AVE., SUITE 2000",LITTLE ROCK,72201,AR,105 E. ROOSEVELT ROAD,LITTLE ROCK,72206,100003009,11132
"CLARION PUBLISHING COMPANY, INC.",CORPORATION,AR,136 EAST WATERMAN ST.,DUMAS,71639,,,,,100011711,11138
"KELLER INDUSTRIAL, INC.",CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,MD,"7550 TEAGUE ROAD, STE 300",HANOVER,21076,100063677,11149
"SIMS ENTERPRISES, INCORPORATED",CORPORATION,AR,400 W FIR,WALDRON,72958,,,,,100046911,11154
"SANDERS SUPPLY, INC.",CORPORATION,AR,107 EAST BELDING,HOT SPRINGS,71901,AR,107 EAST BELDING,HOT SPRINGS,71901,100045469,11155
"PS3725 PROMISE, INC.",CORPORATION,AR,800 CLAYTON ST,SPRINGDALE,72766,,,,,100032231,11156
"B. J. BOROUGHS, INC.",CORPORATION,AR,305 DOGWOOD DRIVE,CABOT,72023,,,,,100007618,11168
"SERIO, INC.",CORPORATION,AR,1292 SOUTH ARCHER ST,EUDORA,71640,,,,,100046149,11182
"THE JONESBORO COUNTRY CLUB, INC.",NONPROFIT,AR,1408 E NETTLETON,JONESBORO,72401,AR,1408 E NETTLETON,JONESBORO,72401,100028618,11192
"VICTORY FARMS, INC.",CORPORATION,AR,515 SECOND ST,NEWPORT,72112,,,,,100053361,11193
LC CORPORATION,CORPORATION,AR,1119 FALLS STREET,JONESBORO,72401,,,,,100030697,11195
"TWIN LAKES QUARRYS, INC.",CORPORATION,AR,4456-1 HWY 5 NORTH,MOUNTAIN HOME,72653,,,,,100052353,11202
"KIWANIS CLUB OF CLARKSVILLE, ARKANSAS, INC.",NONPROFIT,AR,39 CRAIGWOOD LN,CLARKSVILLE,72830,,,,,100029571,11204
"STEAMATIC OF ARKANSAS, INCORPORATED",CORPORATION,AR,7123 I-30 FRONTAGE RD,LITTLE ROCK,72219,,,,,100049003,11218
"B & F ENGINEERING, INC.",CORPORATION,AR,928 AIRPORT RD.,HOT SPRINGS,71913,,,,,100004835,11234
LITTLE ROCK SHEET METAL COMPANY,CORPORATION,AR,625 WEST DIXON ROAD,LITTLE ROCK,72206,,,,,100031561,11251
"LAND INVESTMENT HOLDINGS, INC.",CORPORATION,AR,29 KAMPER LANE,MORRILTON,72110,,,,,100013112,11264
PEARCE INVESTMENT COMPANY,CORPORATION,AR,60 CHENAL CIRCLE,LITTLE ROCK,72223,,,,,100039846,11275
"BONANZA LAND, INC.",NONPROFIT,AR,2200 S WALDRON ROAD SUITE B,FORT SMITH,72903,AR,PO BOX 1518,VAN BUREN,72957,100007488,11289
M/C ELECTRIC COMPANY,CORPORATION,AR,1405 S. LESLIE,STUTTGART,72160,,,,,100032438,11298
"FENDLEY PROPERTIES, INC.",CORPORATION,AR,18309 MACARTHUR DR,NORTH LITTLE ROCK,72118,NJ,804 CARNEGIE CENTER,PRINCETON,08540,100015535,11303
"CLINTON AVIATION, INCORPORATED",CORPORATION,AR,248 FAYES FOREST DRIVE,CLINTON,72031,,,,,100012009,11316
"ODIS BURROUGHS CONSTRUCTION CO., INC.",CORPORATION,AR,500 PHADRAL POINT,HOT SPRINGS,71913,,,,,100008858,11317
FEDERAL EXPRESS CORPORATION,CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100060354,11318
"GUM RIDGE PLANTATION, INC.",CORPORATION,AR,227 MCDONALD LANE,DERMOTT,71638,,,,,100022970,11322
"NEWTON COUNTY SPECIAL SERVICE CORPORATION, INC.",NONPROFIT,AR,611 WEST CLARK STREET,JASPER,72641,AR,P.O. BOX 528,JASPER,72641,100037066,11324
"OPTIMIST CLUB OF SEARCY, ARKANSAS, INC.",NONPROFIT,AR,121 CHOCTAW DR,SEARCY,72143,AR,915 E. MARKET ST,SEARCY,72145,100038453,11328
"HATFIELD LUMBER COMPANY, INC.",CORPORATION,AR,870 POLK 77,MENA,71953,,,,,100024073,11329
