Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN_HPN_HMO_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"PSYCH","CHARGE","10001435","AB, TOXOPLASMA IGG","86777","106.00","37.44","32.19","38.61","90.10","55.50","33.79","58.30","61.72","64.66","84.80","63.77","39.95","58.30","44.43","90.10","49.92","59.90","55.11","62.12","58.30","32.19","90.10"
"PSYCH","CHARGE","10001436","AB, TOXOPLASMA IGM","86778","106.00","37.44","32.19","38.61","90.10","55.50","33.79","58.30","61.72","64.66","84.80","63.77","39.95","58.30","44.43","90.10","49.92","59.90","55.11","62.12","58.30","32.19","90.10"
"PSYCH","CHARGE","10001437","AB, TREPONEMA PALLIDUM","86780","85.00","26.21","23.11","27.70","72.25","43.13","21.60","46.75","47.83","51.85","68.00","48.52","28.88","46.75","28.76","72.25","33.99","44.01","37.70","44.13","46.75","21.60","72.25"
"PSYCH","CHARGE","10001442","AB, VARICELLA ZOSTER IGG","86787","149.00","47.88","42.22","50.60","126.65","78.79","39.47","81.95","87.38","90.89","119.20","88.64","52.77","81.95","52.54","126.65","62.10","80.40","68.87","80.61","81.95","39.47","126.65"
"PSYCH","CHARGE","10001443","AB, VARICELLA ZOSTER IGM","86787","149.00","52.62","45.25","54.27","126.65","78.01","47.50","81.95","86.76","90.89","119.20","89.63","56.15","81.95","62.46","126.65","70.18","84.20","77.46","87.32","81.95","45.25","126.65"
"PSYCH","CHARGE","10001465","AB, ANTI THYROGLOBULIN","86800","160.00","56.51","48.59","58.27","136.00","83.77","51.00","88.00","93.17","97.60","128.00","96.25","60.30","88.00","67.07","136.00","75.36","90.42","83.18","93.76","88.00","48.59","136.00"
"PSYCH","CHARGE","10001467","HEPATITIS C AB SCREEN","86803","197.00","69.68","59.00","70.75","167.45","95.23","61.15","108.35","105.95","120.17","157.60","110.25","73.22","108.35","80.32","167.45","90.74","105.97","99.36","110.73","108.35","59.00","167.45"
"PSYCH","CHARGE","10001495","ANTIBODY SCREEN, EACH","86850","143.00","50.50","43.42","52.08","121.55","74.87","45.59","78.65","83.27","87.23","114.40","86.02","53.89","78.65","59.94","121.55","67.35","80.81","74.34","83.80","78.65","43.42","121.55"
"PSYCH","CHARGE","10001507","ABO TYPING","86900","70.00","22.49","19.84","23.77","59.50","37.01","18.54","38.50","41.05","42.70","56.00","41.64","24.79","38.50","24.68","59.50","29.17","37.77","32.35","37.87","38.50","18.54","59.50"
"PSYCH","CHARGE","10001509","RH TYPING","86901","70.00","22.49","19.84","23.77","59.50","37.01","18.54","38.50","41.05","42.70","56.00","41.64","24.79","38.50","24.68","59.50","29.17","37.77","32.35","37.87","38.50","18.54","59.50"
"PSYCH","CHARGE","10001555","CULTURE, BLOOD","87040","138.00","48.74","41.91","50.26","117.30","72.25","43.99","75.90","80.36","84.18","110.40","83.02","52.01","75.90","57.84","117.30","65.00","77.99","71.74","80.87","75.90","41.91","117.30"
"PSYCH","CHARGE","10001556","CULTURE, STOOL SALM/SHIG","87045","138.00","48.74","41.91","50.26","117.30","72.25","43.99","75.90","80.36","84.18","110.40","83.02","52.01","75.90","57.84","117.30","65.00","77.99","71.74","80.87","75.90","41.91","117.30"
"PSYCH","CHARGE","10001559","CULTURE, STOOL, ADD PATH","87046","138.00","48.74","41.91","50.26","117.30","72.25","43.99","75.90","80.36","84.18","110.40","83.02","52.01","75.90","57.84","117.30","65.00","77.99","71.74","80.87","75.90","41.91","117.30"
"PSYCH","CHARGE","10001561","CULTURE, AEROBIC","87070","138.00","48.74","41.91","50.26","117.30","72.25","43.99","75.90","80.36","84.18","110.40","83.02","52.01","75.90","57.84","117.30","65.00","77.99","71.74","80.87","75.90","41.91","117.30"
"PSYCH","CHARGE","10001567","CULTURE, ANAEROBIC","87075","138.00","48.74","41.91","50.26","117.30","72.25","43.99","75.90","80.36","84.18","110.40","83.02","52.01","75.90","57.84","117.30","65.00","77.99","71.74","80.87","75.90","41.91","117.30"
"PSYCH","CHARGE","10001573","CULTURE, AEROBIC ID","87077","138.00","48.74","41.91","50.26","117.30","72.25","43.99","75.90","80.36","84.18","110.40","83.02","52.01","75.90","57.84","117.30","65.00","77.99","71.74","80.87","75.90","41.91","117.30"
"PSYCH","CHARGE","10001575","CULTURE, ORGANISM SCREEN","87081","138.00","48.74","41.91","50.26","117.30","72.25","43.99","75.90","80.36","84.18","110.40","83.02","52.01","75.90","57.84","117.30","65.00","77.99","71.74","80.87","75.90","41.91","117.30"
"PSYCH","CHARGE","10001577","CULTURE, URINE QUANTITATIVE","87086","138.00","44.94","39.63","47.49","117.30","73.95","37.04","75.90","82.02","84.18","110.40","83.19","49.52","75.90","49.31","117.30","58.28","75.46","64.64","75.66","75.90","37.04","117.30"
"PSYCH","CHARGE","10001578","CULTURE, URINE PRESUMPTIVE ID","87088","138.00","46.35","40.87","48.98","117.30","76.26","38.20","75.90","84.58","84.18","110.40","85.79","51.07","75.90","50.85","117.30","60.11","77.82","66.66","78.03","75.90","38.20","117.30"
"PSYCH","CHARGE","10001580","CULTURE, FUNGI OTHER SOURCE","87102","138.00","48.74","41.91","50.26","117.30","72.25","43.99","75.90","80.36","84.18","110.40","83.02","52.01","75.90","57.84","117.30","65.00","77.99","71.74","80.87","75.90","41.91","117.30"
"PSYCH","CHARGE","10001585","CULTURE, CHLAMYDIA","87110","138.00","48.74","41.91","50.26","117.30","72.25","43.99","75.90","80.36","84.18","110.40","83.02","52.01","75.90","57.84","117.30","65.00","77.99","71.74","80.87","75.90","41.91","117.30"
"PSYCH","CHARGE","10001586","CULTURE AFB ANY SOURCE","87116","138.00","48.74","41.91","50.26","117.30","72.25","43.99","75.90","80.36","84.18","110.40","83.02","52.01","75.90","57.84","117.30","65.00","77.99","71.74","80.87","75.90","41.91","117.30"
"PSYCH","CHARGE","10001589","CULTURE TYPING AGGLUTINATION","87147","44.00","15.54","13.36","16.03","37.40","23.04","14.03","24.20","25.62","26.84","35.20","26.47","16.58","24.20","18.44","37.40","20.72","24.86","22.87","25.79","24.20","13.36","37.40"
"PSYCH","CHARGE","10001593","PINWORM EXAM","87172","85.00","30.02","25.81","30.96","72.25","44.50","27.10","46.75","49.50","51.85","68.00","51.13","32.03","46.75","35.63","72.25","40.03","48.03","44.19","49.81","46.75","25.81","72.25"
"PSYCH","CHARGE","10001595","OVA & PARASITES","87177","108.00","38.14","32.80","39.34","91.80","56.54","34.43","59.40","62.89","65.88","86.40","64.97","40.70","59.40","45.27","91.80","50.87","61.03","56.15","63.29","59.40","32.80","91.80"
"PSYCH","CHARGE","10001599","SUSCEPTIBILITY MIC","87186","72.00","25.43","21.86","26.22","61.20","37.70","22.95","39.60","41.93","43.92","57.60","43.31","27.13","39.60","30.18","61.20","33.91","40.69","37.43","42.19","39.60","21.86","61.20"
"PSYCH","CHARGE","10001601","GRAM SMEAR","87205","74.00","26.14","22.47","26.95","62.90","38.74","23.59","40.70","43.09","45.14","59.20","44.52","27.89","40.70","31.02","62.90","34.85","41.82","38.47","43.37","40.70","22.47","62.90"
"PSYCH","CHARGE","10001603","ACID FAST STAIN","87206","89.00","31.43","27.03","32.42","75.65","46.60","28.37","48.95","51.82","54.29","71.20","53.54","33.54","48.95","37.31","75.65","41.92","50.30","46.27","52.16","48.95","27.03","75.65"
"PSYCH","CHARGE","10001605","TRICHROME STAIN","87209","90.00","31.79","27.33","32.78","76.50","47.12","28.69","49.50","52.41","54.90","72.00","54.14","33.92","49.50","37.72","76.50","42.39","50.86","46.79","52.74","49.50","27.33","76.50"
"PSYCH","CHARGE","10001609","KOH PREP","87220","59.00","20.84","17.92","21.49","50.15","30.89","18.81","32.45","34.36","35.99","47.20","35.49","22.24","32.45","24.73","50.15","27.79","33.34","30.67","34.58","32.45","17.92","50.15"
"PSYCH","CHARGE","10001631","HEPATITIS B SURFACE AG","87340","148.00","41.26","37.74","45.23","125.80","67.34","35.48","81.40","74.67","90.28","118.40","76.00","44.53","81.40","46.05","125.80","55.59","69.92","61.56","71.02","81.40","35.48","125.80"
"PSYCH","CHARGE","10001642","CHLAMYDIA TRACHOMATIS DNA","87491","198.00","63.61","57.89","69.38","168.30","104.07","54.38","108.90","115.52","120.78","158.40","117.79","68.86","108.90","70.83","168.30","85.60","108.08","94.77","109.57","108.90","54.38","168.30"
"PSYCH","CHARGE","10001643","C DIFFICILE TOXIN BY PCR","87493","204.00","72.05","61.95","74.30","173.40","106.80","65.03","112.20","118.79","124.44","163.20","122.72","76.88","112.20","85.51","173.40","96.08","115.28","106.05","119.55","112.20","61.95","173.40"
"PSYCH","CHARGE","10001649","HEPATITIS B VIRUS QUANT","87517","312.00","110.19","94.74","113.64","265.20","163.35","99.46","171.60","181.68","190.32","249.60","187.69","117.58","171.60","130.78","265.20","146.95","176.32","162.20","182.84","171.60","94.74","265.20"
"PSYCH","CHARGE","10001650","HEPATITIS C VIRUS RNA","87521","383.00","182.23","145.29","174.21","325.55","192.56","152.33","210.65","213.08","233.63","306.40","219.07","195.91","210.65","206.65","325.55","182.78","212.31","201.20","223.33","210.65","145.29","325.55"
"PSYCH","CHARGE","10001651","HEPATITIS C VIRUS QUANT","87522","342.00","120.79","103.85","124.56","290.70","179.05","109.02","188.10","199.15","208.62","273.60","205.74","128.89","188.10","143.35","290.70","161.08","193.27","177.79","200.42","188.10","103.85","290.70"
"PSYCH","CHARGE","10001652","HERPES SIMPLEX VIRUS, PCR","87529","250.00","88.29","75.92","91.05","212.50","130.89","79.69","137.50","145.57","152.50","200.00","150.39","94.22","137.50","104.79","212.50","117.75","141.28","129.97","146.51","137.50","75.92","212.50"
"PSYCH","CHARGE","10001656","HIV-1 DNA PCR, QUAL","87535","476.00","168.11","144.54","173.37","404.60","249.21","151.74","261.80","277.17","290.36","380.80","286.35","179.39","261.80","199.52","404.60","224.19","268.99","247.46","278.95","261.80","144.54","404.60"
"PSYCH","CHARGE","10001657","HIV-1 RNA QUANTITATIVE","87536","661.00","191.62","168.98","202.52","561.85","315.31","157.94","363.55","349.71","403.21","528.80","354.73","211.17","363.55","210.26","561.85","248.52","321.76","275.61","322.62","363.55","157.94","561.85"
"PSYCH","CHARGE","10001664","N GONORRHOREAE DNA","87591","183.00","60.68","56.95","68.25","155.55","97.71","53.74","100.65","108.44","111.63","146.40","110.94","64.49","100.65","68.56","155.55","83.50","103.05","92.34","105.55","100.65","53.74","155.55"
"PSYCH","CHARGE","10001669","MRSA BY PCR","87641","175.00","61.81","53.14","63.74","148.75","91.62","55.79","96.25","101.90","106.75","140.00","105.28","65.95","96.25","73.35","148.75","82.42","98.89","90.98","102.55","96.25","53.14","148.75"
"PSYCH","CHARGE","10001679","INFECT AGENT PCR MULT ORG","87801","350.00","123.61","106.28","127.48","297.50","183.24","111.57","192.50","203.80","213.50","280.00","210.55","131.90","192.50","146.71","297.50","164.85","197.79","181.95","205.11","192.50","106.28","297.50"
"PSYCH","CHARGE","10001681","PERTUSSIS/PARAPERTUSSIS BY PCR","87801","344.00","121.49","104.46","125.29","292.40","180.10","109.66","189.20","200.31","209.84","275.20","206.94","129.64","189.20","144.19","292.40","162.02","194.40","178.83","201.59","189.20","104.46","292.40"
"PSYCH","CHARGE","10001687","STREP GROUP A SCREEN","87880","87.00","30.73","26.42","31.69","73.95","45.55","27.73","47.85","50.66","53.07","69.60","52.34","32.79","47.85","36.47","73.95","40.98","49.16","45.23","50.98","47.85","26.42","73.95"
"PSYCH","CHARGE","10001715","TISSUE CULTURE, LYMPHOCYTES","88230","380.00","134.21","115.39","138.40","323.00","198.95","121.14","209.00","221.27","231.80","304.00","228.60","143.21","209.00","159.28","323.00","178.97","214.74","197.55","222.69","209.00","115.39","323.00"
"PSYCH","CHARGE","10001751","SMEAR FUNGAL","88312","115.00","40.62","34.92","41.88","97.75","60.21","36.66","63.25","66.96","70.15","92.00","69.18","43.34","63.25","48.20","97.75","54.16","64.99","59.78","67.39","63.25","34.92","97.75"
"PSYCH","CHARGE","10001894","ECG TRACING ONLY","93005","370.00","116.62","102.83","123.24","314.50","191.89","96.12","203.50","212.82","225.70","296.00","215.87","128.51","203.50","127.95","314.50","151.24","195.81","167.73","196.34","203.50","96.12","314.50"
"PSYCH","CHARGE","10001898","ECG RHYTHM STRIP","93041","250.00","78.79","69.48","83.27","212.50","129.65","64.94","137.50","143.80","152.50","200.00","145.86","86.83","137.50","86.46","212.50","102.19","132.31","113.33","132.66","137.50","64.94","212.50"
"PSYCH","CHARGE","10002061","INJECT SQ OR IM","96372","90.00","33.05","27.56","33.07","76.50","48.73","30.10","49.50","53.81","54.90","72.00","54.69","35.22","49.50","39.91","76.50","43.60","51.94","48.30","54.20","49.50","27.56","76.50"
"PSYCH","CHARGE","10002085","MNT GROUP EACH 30 MIN","97804","40.00","16.94","9.17","11.02","34.00","21.71","14.76","22.00","23.98","24.40","32.00","24.65","16.83","22.00","21.09","34.00","21.75","24.25","24.06","26.15","22.00","9.17","34.00"
"PSYCH","CHARGE","10002305","VENIPUNCTURE","36415","25.00","8.14","7.24","8.67","21.25","13.08","6.87","13.75","14.50","15.25","20.00","14.75","8.85","13.75","9.04","21.25","10.71","13.55","11.85","13.72","13.75","6.87","21.25"
"PSYCH","CHARGE","10002488","BASIC METABOLIC PANEL","80048","205.00","67.46","58.75","70.42","174.25","106.35","55.70","112.75","117.91","125.05","164.00","119.68","74.10","112.75","74.33","174.25","85.17","109.13","94.43","109.95","112.75","55.70","174.25"
"PSYCH","CHARGE","10002489","ELECTROLYTE PANEL","80051","175.00","61.81","53.14","63.74","148.75","91.62","55.79","96.25","101.90","106.75","140.00","105.28","65.95","96.25","73.35","148.75","82.42","98.89","90.98","102.55","96.25","53.14","148.75"
"PSYCH","CHARGE","10002490","COMPREHENSIVE METABOLIC PANEL","80053","275.00","90.20","75.75","90.81","233.75","143.34","75.66","151.25","158.83","167.75","220.00","161.62","97.54","151.25","101.28","233.75","119.24","149.36","131.89","151.88","151.25","75.66","233.75"
"PSYCH","CHARGE","10002491","LIPID PANEL","80061","222.00","71.02","61.72","73.97","188.70","115.12","58.66","122.10","127.63","135.42","177.60","129.49","77.97","122.10","78.32","188.70","91.80","117.96","101.77","118.67","122.10","58.66","188.70"
"PSYCH","CHARGE","10002492","RENAL FUNCTION PANEL","80069","246.00","86.88","74.70","89.60","209.10","128.79","78.42","135.30","143.25","150.06","196.80","147.99","92.71","135.30","103.11","209.10","115.86","139.02","127.89","144.16","135.30","74.70","209.10"
"PSYCH","CHARGE","10002493","ACUTE HEPATITIS PANEL","80074","556.00","162.98","148.80","178.33","472.60","264.85","139.83","305.80","294.23","339.16","444.80","300.71","176.10","305.80","181.76","472.60","218.98","276.00","242.17","279.82","305.80","139.83","472.60"
"PSYCH","CHARGE","10002494","HEPATIC FUNCTION PANEL","80076","238.00","85.64","81.69","97.91","202.30","123.94","77.27","130.90","137.60","145.18","190.40","141.67","90.11","130.90","97.52","202.30","113.53","134.31","125.25","140.24","130.90","77.27","202.30"
"PSYCH","CHARGE","10002495","DEFINITIVE NOS 1-3 ANALYTES","80375","225.00","85.73","81.13","97.48","191.25","120.72","93.69","123.75","135.01","137.25","180.00","147.47","91.95","123.75","119.33","191.25","123.39","143.16","140.37","153.74","123.75","81.13","191.25"
"PSYCH","CHARGE","10002498","AMITRIPTYLINE, LC/MS 1-2","80335","111.00","39.20","33.71","40.43","94.35","58.11","35.38","61.05","64.64","67.71","88.80","66.77","41.83","61.05","46.53","94.35","52.28","62.73","57.70","65.05","61.05","33.71","94.35"
"PSYCH","CHARGE","10002503","CARBAMAZEPINE/TEGRETAL","80156","231.00","81.58","70.15","84.13","196.35","120.94","73.64","127.05","134.51","140.91","184.80","138.96","87.06","127.05","96.83","196.35","108.80","130.54","120.09","135.37","127.05","70.15","196.35"
"PSYCH","CHARGE","10002505","DESIPRAMINE, LC/MS","80335","162.00","57.21","49.19","59.00","137.70","84.81","51.64","89.10","94.33","98.82","129.60","97.45","61.05","89.10","67.90","137.70","76.30","91.55","84.22","94.94","89.10","49.19","137.70"
"PSYCH","CHARGE","10002506","DIGOXIN TOTAL","80162","133.00","46.97","40.39","48.44","113.05","69.63","42.40","73.15","77.45","81.13","106.40","80.01","50.12","73.15","55.75","113.05","62.64","75.16","69.14","77.94","73.15","40.39","113.05"
"PSYCH","CHARGE","10002507","VALPROIC ACID TOTAL","80164","216.00","71.76","59.58","71.44","183.60","113.60","61.19","118.80","125.77","131.76","172.80","127.97","76.63","118.80","81.61","183.60","96.32","119.12","106.51","121.86","118.80","59.58","183.60"
"PSYCH","CHARGE","10002508","DOXEPIN","80335","162.00","57.21","49.19","59.00","137.70","84.81","51.64","89.10","94.33","98.82","129.60","97.45","61.05","89.10","67.90","137.70","76.30","91.55","84.22","94.94","89.10","49.19","137.70"
"PSYCH","CHARGE","10002509","ETHOSUXIMIDE","80168","102.00","36.02","30.97","37.15","86.70","53.40","32.52","56.10","59.39","62.22","81.60","61.36","38.44","56.10","42.75","86.70","48.04","57.64","53.03","59.77","56.10","30.97","86.70"
"PSYCH","CHARGE","10002511","HALOPERIDOL","80173","140.00","49.44","42.51","50.99","119.00","73.30","44.63","77.00","81.52","85.40","112.00","84.22","52.76","77.00","58.68","119.00","65.94","79.12","72.78","82.04","77.00","42.51","119.00"
"PSYCH","CHARGE","10002512","IMIPRAMINE, LC/MS 1-2","80335","144.00","50.86","43.73","52.45","122.40","75.39","45.90","79.20","83.85","87.84","115.20","86.63","54.27","79.20","60.36","122.40","67.82","81.38","74.86","84.39","79.20","43.73","122.40"
"PSYCH","CHARGE","10002514","LITHIUM","80178","107.00","35.00","26.61","31.92","90.95","55.44","29.43","58.85","61.25","65.27","85.60","62.16","37.21","58.85","40.25","90.95","47.72","58.39","52.75","60.02","58.85","26.61","90.95"
"PSYCH","CHARGE","10002515","NORTRIPTYLINE, LC/MS 1-2","80335","123.00","43.44","37.35","44.80","104.55","64.40","39.21","67.65","71.62","75.03","98.40","73.99","46.35","67.65","51.56","104.55","57.93","69.51","63.94","72.08","67.65","37.35","104.55"
"PSYCH","CHARGE","10002516","PHENOBARBITAL","80184","195.00","68.87","59.21","71.02","165.75","102.09","62.16","107.25","113.55","118.95","156.00","117.31","73.49","107.25","81.74","165.75","91.84","110.20","101.37","114.27","107.25","59.21","165.75"
"PSYCH","CHARGE","10002517","PHENYTOIN TOTAL","80185","174.00","61.45","52.84","63.37","147.90","91.10","55.47","95.70","101.32","106.14","139.20","104.67","65.57","95.70","72.93","147.90","81.95","98.33","90.46","101.97","95.70","52.84","147.90"
"PSYCH","CHARGE","10002518","PHENYTOIN FREE","80186","135.00","47.68","40.99","49.17","114.75","70.68","43.04","74.25","78.61","82.35","108.00","81.21","50.88","74.25","56.59","114.75","63.58","76.29","70.18","79.11","74.25","40.99","114.75"
"PSYCH","CHARGE","10002520","PRIMIDONE","80188","150.00","52.98","45.55","54.63","127.50","78.53","47.82","82.50","87.34","91.50","120.00","90.24","56.53","82.50","62.87","127.50","70.65","84.77","77.98","87.90","82.50","45.55","127.50"
"PSYCH","CHARGE","10002528","SALICYLATE, QUANTITATIVE","80329","169.00","59.69","51.32","61.55","143.65","88.48","53.87","92.95","98.41","103.09","135.20","101.67","63.69","92.95","70.84","143.65","79.60","95.50","87.86","99.04","92.95","51.32","143.65"
"PSYCH","CHARGE","10002529","TACROLIMUS","80197","132.00","46.62","40.08","48.08","112.20","69.11","42.08","72.60","76.86","80.52","105.60","79.41","49.75","72.60","55.33","112.20","62.17","74.59","68.62","77.36","72.60","40.08","112.20"
"PSYCH","CHARGE","10002531","THEOPHYLLINE","80198","162.00","57.21","49.19","59.00","137.70","84.81","51.64","89.10","94.33","98.82","129.60","97.45","61.05","89.10","67.90","137.70","76.30","91.55","84.22","94.94","89.10","49.19","137.70"
"PSYCH","CHARGE","10002534","TOPIRAMATE","80201","184.00","64.98","55.87","67.02","156.40","96.33","58.66","101.20","107.14","112.24","147.20","110.69","69.34","101.20","77.13","156.40","86.66","103.98","95.66","107.83","101.20","55.87","156.40"
"PSYCH","CHARGE","10002539","CAFFEINE","80155","138.00","48.74","41.91","50.26","117.30","72.25","43.99","75.90","80.36","84.18","110.40","83.02","52.01","75.90","57.84","117.30","65.00","77.99","71.74","80.87","75.90","41.91","117.30"
"PSYCH","CHARGE","10002542","CLOMIPRAMINE, GC/MS 1-2","80335","162.00","57.21","49.19","59.00","137.70","84.81","51.64","89.10","94.33","98.82","129.60","97.45","61.05","89.10","67.90","137.70","76.30","91.55","84.22","94.94","89.10","49.19","137.70"
"PSYCH","CHARGE","10002543","CLOZAPINE","80159","156.00","55.10","47.37","56.82","132.60","81.67","49.73","85.80","90.84","95.16","124.80","93.85","58.79","85.80","65.39","132.60","73.47","88.16","81.10","91.42","85.80","47.37","132.60"
"PSYCH","CHARGE","10002558","KEPPRA","80177","177.00","62.51","53.75","64.47","150.45","92.67","56.42","97.35","103.07","107.97","141.60","106.48","66.71","97.35","74.19","150.45","83.36","100.03","92.02","103.73","97.35","53.75","150.45"
"PSYCH","CHARGE","10002559","LAMOTRIGINE","80175","179.00","115.10","101.50","121.64","152.15","179.00","94.87","98.45","179.00","109.19","143.20","179.00","126.84","98.45","126.29","152.15","149.27","179.00","165.55","179.00","98.45","94.87","179.00"
"PSYCH","CHARGE","10002561","MEXILETINE","80299","242.00","85.47","73.49","88.14","205.70","126.70","77.14","133.10","140.92","147.62","193.60","145.58","91.20","133.10","101.44","205.70","113.98","136.76","125.81","141.82","133.10","73.49","205.70"
"PSYCH","CHARGE","10002563","OLANZEPINE, LC/MS 1-3","80342","188.00","66.40","57.09","68.47","159.80","98.43","59.93","103.40","109.47","114.68","150.40","113.10","70.85","103.40","78.80","159.80","88.55","106.24","97.73","110.17","103.40","57.09","159.80"
"PSYCH","CHARGE","10002564","OXCARBAZEPINE","80183","146.00","51.56","44.33","53.18","124.10","76.44","46.54","80.30","85.02","89.06","116.80","87.83","55.02","80.30","61.20","124.10","68.76","82.51","75.90","85.56","80.30","44.33","124.10"
"PSYCH","CHARGE","10002565","RISPERIDONE, LC/MS 1-3","80342","188.00","66.40","57.09","68.47","159.80","98.43","59.93","103.40","109.47","114.68","150.40","113.10","70.85","103.40","78.80","159.80","88.55","106.24","97.73","110.17","103.40","57.09","159.80"
"PSYCH","CHARGE","10002573","URINALYSIS AUTO WITH MICRO","81001","102.00","32.59","28.73","34.44","86.70","53.62","26.86","56.10","59.47","62.22","81.60","60.32","35.91","56.10","35.75","86.70","42.26","54.72","46.87","54.86","56.10","26.86","86.70"
"PSYCH","CHARGE","10002576","POC STREP SCREEN","87880","100.00","31.11","27.43","32.87","85.00","51.18","25.64","55.00","56.77","61.00","80.00","57.58","34.28","55.00","34.13","85.00","40.34","52.23","44.74","52.37","55.00","25.64","85.00"
"PSYCH","CHARGE","10002621","GROUP THERAPY OT OR PT","97150","140.00","51.41","42.87","51.44","119.00","75.81","46.82","77.00","83.70","85.40","112.00","85.07","54.78","77.00","62.08","119.00","67.82","80.80","75.13","84.31","77.00","42.87","119.00"
"PSYCH","CHARGE","10002622","THERAP ACTIVITIES PER UNIT","97530","150.00","55.09","45.93","55.11","127.50","81.22","50.17","82.50","89.68","91.50","120.00","91.15","58.70","82.50","66.51","127.50","72.66","86.57","80.49","90.33","82.50","45.93","127.50"
"PSYCH","CHARGE","10002739","POC DRUG SCREEN-URINE","80305","76.00","26.84","23.08","27.68","64.60","39.79","24.23","41.80","44.25","46.36","60.80","45.72","28.64","41.80","31.86","64.60","35.79","42.95","39.51","44.54","41.80","23.08","64.60"
"PSYCH","CHARGE","10002740","DRUG SCREEN CLASS A SINGLE","80307","67.00","23.66","20.35","24.40","56.95","35.08","21.36","36.85","39.01","40.87","53.60","40.31","25.25","36.85","28.08","56.95","31.56","37.86","34.83","39.26","36.85","20.35","56.95"
"PSYCH","CHARGE","10002741","DRUG SCREEN CLASS A (2)","80307","87.00","30.73","26.42","31.69","73.95","45.55","27.73","47.85","50.66","53.07","69.60","52.34","32.79","47.85","36.47","73.95","40.98","49.16","45.23","50.98","47.85","26.42","73.95"
"PSYCH","CHARGE","10002743","DRUG SCREEN CLASS A (5)","80307","87.00","30.73","26.42","31.69","73.95","45.55","27.73","47.85","50.66","53.07","69.60","52.34","32.79","47.85","36.47","73.95","40.98","49.16","45.23","50.98","47.85","26.42","73.95"
"PSYCH","CHARGE","10002744","DRUG SCREEN CLASS A (6)","80307","684.00","241.57","207.71","249.12","581.40","358.10","218.05","376.20","398.29","417.24","547.20","411.47","257.78","376.20","286.71","581.40","322.15","386.54","355.59","400.84","376.20","207.71","581.40"
"PSYCH","CHARGE","10002745","DRUG SCREEN CLASS A (7)","80307","87.00","30.73","26.42","31.69","73.95","45.55","27.73","47.85","50.66","53.07","69.60","52.34","32.79","47.85","36.47","73.95","40.98","49.16","45.23","50.98","47.85","26.42","73.95"
"PSYCH","CHARGE","10002748","DRUG SCREEN CLASS A (9)","80307","175.00","61.81","53.14","63.74","148.75","91.62","55.79","96.25","101.90","106.75","140.00","105.28","65.95","96.25","73.35","148.75","82.42","98.89","90.98","102.55","96.25","53.14","148.75"
"PSYCH","CHARGE","10002755","DRUG SCREEN TRICYCLICS","80305","76.00","26.84","23.08","27.68","64.60","39.79","24.23","41.80","44.25","46.36","60.80","45.72","28.64","41.80","31.86","64.60","35.79","42.95","39.51","44.54","41.80","23.08","64.60"
"PSYCH","CHARGE","10002794","FFP FROZEN 8-24 HR COLLECTION","P9059","190.00","69.78","58.18","69.81","161.50","102.88","63.55","104.50","113.60","115.90","152.00","115.46","74.35","104.50","84.25","161.50","92.04","109.66","101.96","114.41","104.50","58.18","161.50"
"PSYCH","CHARGE","10003457","MAGNESIUM, RBC'S","83735","129.00","45.56","39.17","46.98","109.65","67.54","41.12","70.95","75.12","78.69","103.20","77.60","48.62","70.95","54.07","109.65","60.76","72.90","67.06","75.60","70.95","39.17","109.65"
"PSYCH","CHARGE","10003530","DENERVATION-FACE MUSCLE(S)","64612","660.00","242.38","202.11","242.49","561.00","357.38","220.74","363.00","394.59","402.60","528.00","401.06","258.27","363.00","292.64","561.00","319.73","380.91","354.17","397.44","363.00","202.11","561.00"
"PSYCH","CHARGE","10003687","CIRCULATING TUMOR CELLS","86152","900.00","317.86","273.30","327.79","765.00","471.19","286.90","495.00","524.07","549.00","720.00","541.41","339.18","495.00","377.25","765.00","423.89","508.60","467.88","527.42","495.00","273.30","765.00"
"PSYCH","CHARGE","10003695","INFLUENZA VIRUS PCR 1ST 2 TYPES","87502","302.00","106.66","91.71","109.99","256.70","158.11","96.27","166.10","175.85","184.22","241.60","181.67","113.81","166.10","126.59","256.70","142.24","170.66","157.00","176.98","166.10","91.71","256.70"
"PSYCH","CHARGE","10003821","POC BREATH ALCOHOL","82075","68.00","27.59","24.62","29.55","57.80","36.37","27.76","37.40","40.85","41.48","54.40","43.52","29.02","37.40","35.73","57.80","37.16","41.65","40.76","44.50","37.40","24.62","57.80"
"PSYCH","CHARGE","10003833","PSYCHOTHERAPY FAMILY W/O PT 50 MIN","90846","300.00","109.37","59.22","71.18","255.00","165.00","95.29","165.00","180.00","183.00","240.00","180.00","108.66","165.00","136.18","255.00","162.00","180.00","180.00","195.00","165.00","59.22","255.00"
