SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL PPO - All Plans,UHC PPO - All Plans ,Aetna PPO - All Plans ,Cigna PPO - All Plans ,Humana PPO - All Plans ,COMM Viva Health PPO - All Plans ,UHC MA - All Plans ,Humana MA - All Plans ,BCBSAL MA - All Plans ,Healthspring MA - All Plans ,Aetna/Coventry MA - All Plans ,Viva Health MA - All Plans ,Multiplan - All Plans 
1314680,GIARDIA LAMBLIA AB,86674,734.31,2/13/2023,220.293,132.1758,50.66739,558.0756,55.80756,237.91644,558.0756,179.90595,234.24489,330.4395,53.60463,50.66739,54.33894,54.33894,58.7448,56.54187,190.9206
7211603,VERAPAM 2.5MG/ML 2ML,,17.65,2/13/2023,5.295,3.177,1.21785,13.414,1.3414,5.7186,13.414,4.32425,5.63035,7.9425,1.28845,1.21785,1.3061,1.3061,1.412,1.35905,4.589
1219960,NITROGLYCRN 2%OINTPK,,24.27,2/13/2023,7.281,4.3686,1.67463,18.4452,1.84452,7.86348,18.4452,5.94615,7.74213,10.9215,1.77171,1.67463,1.79598,1.79598,1.9416,1.86879,6.3102
1314088,BLD TYPING RH PHENO,86906,1285.15,2/13/2023,385.545,231.327,88.67535,976.714,97.6714,416.3886,976.714,314.86175,409.96285,578.3175,93.81595,88.67535,95.1011,95.1011,102.812,98.95655,334.139
7212039,FENTANY CIT 0.1MGINJ,J3010,17.32,2/13/2023,5.196,3.1176,1.19508,13.1632,1.31632,5.61168,13.1632,4.2434,5.52508,7.794,1.26436,1.19508,1.28168,1.28168,1.3856,1.33364,4.5032
282843,EXTERNAL CEPHALIC VE,59412,4354.2,2/13/2023,1306.26,783.756,300.4398,3309.192,330.9192,1410.7608,3309.192,1066.779,1388.9898,1959.39,317.8566,300.4398,322.2108,322.2108,348.336,335.2734,1132.092
1375022,"UA, AUTO W-SCOPE",81001,158.41,2/13/2023,47.523,28.5138,10.93029,120.3916,12.03916,51.32484,120.3916,38.81045,50.53279,71.2845,11.56393,10.93029,11.72234,11.72234,12.6728,12.19757,41.1866
7210283,LAMOTRIG 5MG DISP TB,,10.95,2/13/2023,3.285,1.971,0.75555,8.322,0.8322,3.5478,8.322,2.68275,3.49305,4.9275,0.79935,0.75555,0.8103,0.8103,0.876,0.84315,2.847
1663604,US-EXT COMP JNT UNI,76881,1187.01,2/13/2023,356.103,213.6618,81.90369,902.1276,90.21276,384.59124,902.1276,290.81745,378.65619,534.1545,86.65173,81.90369,87.83874,87.83874,94.9608,91.39977,308.6226
1314825,RUSSELL VIPER VEN DI,85613,478.1,2/13/2023,143.43,86.058,32.9889,363.356,36.3356,154.9044,363.356,117.1345,152.5139,215.145,34.9013,32.9889,35.3794,35.3794,38.248,36.8137,124.306
1663076,US-SPINAL CANAL,76800,1285.33,2/13/2023,385.599,231.3594,88.68777,976.8508,97.68508,416.44692,976.8508,314.90585,410.02027,578.3985,93.82909,88.68777,95.11442,95.11442,102.8264,98.97041,334.1858
1215227,TRIAMCIN ACE 10MGINJ,J3301,143.33,2/13/2023,42.999,25.7994,9.88977,108.9308,10.89308,46.43892,108.9308,35.11585,45.72227,64.4985,10.46309,9.88977,10.60642,10.60642,11.4664,11.03641,37.2658
7211486,OXYCOD5-APAP325MG TB,,7.68,2/13/2023,2.304,1.3824,0.52992,5.8368,0.58368,2.48832,5.8368,1.8816,2.44992,3.456,0.56064,0.52992,0.56832,0.56832,0.6144,0.59136,1.9968
1314725,"TOXOPLASMA AB, IGM",86778,718.55,2/13/2023,215.565,129.339,49.57995,546.098,54.6098,232.8102,546.098,176.04475,229.21745,323.3475,52.45415,49.57995,53.1727,53.1727,57.484,55.32835,186.823
7210030,STERILE WATER 10ML,,17.32,2/13/2023,5.196,3.1176,1.19508,13.1632,1.31632,5.61168,13.1632,4.2434,5.52508,7.794,1.26436,1.19508,1.28168,1.28168,1.3856,1.33364,4.5032
7212343,LEVOFLOXAC 250MG INJ,J1956,436.87,2/13/2023,131.061,78.6366,30.14403,332.0212,33.20212,141.54588,332.0212,107.03315,139.36153,196.5915,31.89151,30.14403,32.32838,32.32838,34.9496,33.63899,113.5862
1972005,MSED OTH GT5 1ST15,99156,160.4,2/13/2023,48.12,28.872,11.0676,121.904,12.1904,51.9696,121.904,39.298,51.1676,72.18,11.7092,11.0676,11.8696,11.8696,12.832,12.3508,41.704
7211750,NEO/POLYB 40MG/ML,,174.28,2/13/2023,52.284,31.3704,12.02532,132.4528,13.24528,56.46672,132.4528,42.6986,55.59532,78.426,12.72244,12.02532,12.89672,12.89672,13.9424,13.41956,45.3128
2370230,DEBRIDE LE 20 SQ CM,97597,1805.48,2/13/2023,541.644,324.9864,124.57812,1372.1648,137.21648,584.97552,1372.1648,442.3426,575.94812,812.466,131.80004,124.57812,133.60552,133.60552,144.4384,139.02196,469.4248
7210209,LEVETIRA 100MG/ML 1M,,154.85,2/13/2023,46.455,27.873,10.68465,117.686,11.7686,50.1714,117.686,37.93825,49.39715,69.6825,11.30405,10.68465,11.4589,11.4589,12.388,11.92345,40.261
1410047,PMKR SINGL RATE-RSL2,C1786,27140.71,2/13/2023,8142.213,4885.3278,1872.70899,20626.9396,2062.69396,8793.59004,20626.9396,6649.47395,8657.88649,12213.3195,1981.27183,1872.70899,2008.41254,2008.41254,2171.2568,2089.83467,7056.5846
2520700,LE-TOE S 2VPLUS DR,73660,566.51,2/13/2023,169.953,101.9718,39.08919,430.5476,43.05476,183.54924,430.5476,138.79495,180.71669,254.9295,41.35523,39.08919,41.92174,41.92174,45.3208,43.62127,147.2926
1314804,PLASMIN EXCEPT AG AS,85420,325.74,2/13/2023,97.722,58.6332,22.47606,247.5624,24.75624,105.53976,247.5624,79.8063,103.91106,146.583,23.77902,22.47606,24.10476,24.10476,26.0592,25.08198,84.6924
1814979,NEG PR WN LT50CM PT,97605,1478.39,2/13/2023,443.517,266.1102,102.00891,1123.5764,112.35764,478.99836,1123.5764,362.20555,471.60641,665.2755,107.92247,102.00891,109.40086,109.40086,118.2712,113.83603,384.3814
1071261,EP-ABLATE AV NODE,93650,99999.14,2/13/2023,29999.742,17999.8452,6899.94066,75999.3464,7599.93464,32399.72136,75999.3464,24499.7893,31899.72566,44999.613,7299.93722,6899.94066,7399.93636,7399.93636,7999.9312,7699.93378,25999.7764
1660047,SP-LS SPNE 4VPLUS DR,72110,2601.35,2/13/2023,780.405,468.243,179.49315,1977.026,197.7026,842.8374,1977.026,637.33075,829.83065,1170.6075,189.89855,179.49315,192.4999,192.4999,208.108,200.30395,676.351
2370204,LEVEL 4 EP,G0463,2272.92,2/13/2023,681.876,409.1256,156.83148,1727.4192,172.74192,736.42608,1727.4192,556.8654,725.06148,1022.814,165.92316,156.83148,168.19608,168.19608,181.8336,175.01484,590.9592
1631531,CT-CHEST DIAG WO,71250,3836.61,2/13/2023,1150.983,690.5898,264.72609,2915.8236,291.58236,1243.06164,2915.8236,939.96945,1223.87859,1726.4745,280.07253,264.72609,283.90914,283.90914,306.9288,295.41897,997.5186
7218066,NON-RAD/CONT VIS 1ML,Q9968,1804.24,2/13/2023,541.272,324.7632,124.49256,1371.2224,137.12224,584.57376,1371.2224,442.0388,575.55256,811.908,131.70952,124.49256,133.51376,133.51376,144.3392,138.92648,469.1024
1374041,PHENOBARBITAL,80184,618.32,2/13/2023,185.496,111.2976,42.66408,469.9232,46.99232,200.33568,469.9232,151.4884,197.24408,278.244,45.13736,42.66408,45.75568,45.75568,49.4656,47.61064,160.7632
1314418,"PHOSPHATASE, PROSTAT",84066,482.14,2/13/2023,144.642,86.7852,33.26766,366.4264,36.64264,156.21336,366.4264,118.1243,153.80266,216.963,35.19622,33.26766,35.67836,35.67836,38.5712,37.12478,125.3564
1314286,"G6PD, QUANT",82955,483.76,2/13/2023,145.128,87.0768,33.37944,367.6576,36.76576,156.73824,367.6576,118.5212,154.31944,217.692,35.31448,33.37944,35.79824,35.79824,38.7008,37.24952,125.7776
1670680,SP-ENTIRE SPNE 1V DR,72081,1304.45,2/13/2023,391.335,234.801,90.00705,991.382,99.1382,422.6418,991.382,319.59025,416.11955,587.0025,95.22485,90.00705,96.5293,96.5293,104.356,100.44265,339.157
1219082,SEVELAMER 400MG TAB,,35.62,2/13/2023,10.686,6.4116,2.45778,27.0712,2.70712,11.54088,27.0712,8.7269,11.36278,16.029,2.60026,2.45778,2.63588,2.63588,2.8496,2.74274,9.2612
1218034,MONTELUKAST 4MG CHEW,,18.56,2/13/2023,5.568,3.3408,1.28064,14.1056,1.41056,6.01344,14.1056,4.5472,5.92064,8.352,1.35488,1.28064,1.37344,1.37344,1.4848,1.42912,4.8256
1316335,CALPROTECTIN FECAL,83993,979.61,2/13/2023,293.883,176.3298,67.59309,744.5036,74.45036,317.39364,744.5036,240.00445,312.49559,440.8245,71.51153,67.59309,72.49114,72.49114,78.3688,75.42997,254.6986
1221085,SOD CHLOR .9% 100ML,,27.58,2/13/2023,8.274,4.9644,1.90302,20.9608,2.09608,8.93592,20.9608,6.7571,8.79802,12.411,2.01334,1.90302,2.04092,2.04092,2.2064,2.12366,7.1708
1410007,OTH STER SUPP LVL 7,,2365.94,2/13/2023,709.782,425.8692,163.24986,1798.1144,179.81144,766.56456,1798.1144,579.6553,754.73486,1064.673,172.71362,163.24986,175.07956,175.07956,189.2752,182.17738,615.1444
1670178,MR-ORBT FACE NECK WO,70540,3836.61,2/13/2023,1150.983,690.5898,264.72609,2915.8236,291.58236,1243.06164,2915.8236,939.96945,1223.87859,1726.4745,280.07253,264.72609,283.90914,283.90914,306.9288,295.41897,997.5186
1641070,MRA-PELVIS WWO,C8920,13549.97,2/13/2023,4064.991,2438.9946,934.94793,10297.9772,1029.79772,4390.19028,10297.9772,3319.74265,4322.44043,6097.4865,989.14781,934.94793,1002.69778,1002.69778,1083.9976,1043.34769,3522.9922
1621557,US-LW EXT DPX ART UN,93926,2983.22,2/13/2023,894.966,536.9796,205.84218,2267.2472,226.72472,966.56328,2267.2472,730.8889,951.64718,1342.449,217.77506,205.84218,220.75828,220.75828,238.6576,229.70794,775.6372
1314502,"TROPONIN,QNT",84484,503.96,2/13/2023,151.188,90.7128,34.77324,383.0096,38.30096,163.28304,383.0096,123.4702,160.76324,226.782,36.78908,34.77324,37.29304,37.29304,40.3168,38.80492,131.0296
1212223,INSULIN 1 UNT INJ,,2,2/13/2023,0.6,0.36,0.138,1.52,0.152,0.648,1.52,0.49,0.638,0.9,0.146,0.138,0.148,0.148,0.16,0.154,0.52
1218068,NEO/POLY/DEX.1%OS 5M,,159.42,2/13/2023,47.826,28.6956,10.99998,121.1592,12.11592,51.65208,121.1592,39.0579,50.85498,71.739,11.63766,10.99998,11.79708,11.79708,12.7536,12.27534,41.4492
1217075,BUPIVACAINE .25%30ML,,26.95,2/13/2023,8.085,4.851,1.85955,20.482,2.0482,8.7318,20.482,6.60275,8.59705,12.1275,1.96735,1.85955,1.9943,1.9943,2.156,2.07515,7.007
2530517,US-BREAST LIMITED BI,76642,1713.21,2/13/2023,513.963,308.3778,118.21149,1302.0396,130.20396,555.08004,1302.0396,419.73645,546.51399,770.9445,125.06433,118.21149,126.77754,126.77754,137.0568,131.91717,445.4346
2370212,LEVEL 2 NP,G0463,1724.5,2/13/2023,517.35,310.41,118.9905,1310.62,131.062,558.738,1310.62,422.5025,550.1155,776.025,125.8885,118.9905,127.613,127.613,137.96,132.7865,448.37
8071024,P-INS LV LEAD NEW,SURG,58885.16,2/13/2023,17665.548,10599.3288,4063.07604,44752.7216,4475.27216,19078.79184,44752.7216,14426.8642,18784.36604,26498.322,4298.61668,4063.07604,4357.50184,4357.50184,4710.8128,4534.15732,15310.1416
1973286,ADM COV2 VAC (P) 2ND,0002A,58.32,2/13/2023,17.496,10.4976,4.02408,44.3232,4.43232,18.89568,44.3232,14.2884,18.60408,26.244,4.25736,4.02408,4.31568,4.31568,4.6656,4.49064,15.1632
1218276,SILV SULF 1%CRM 20GM,,105.35,2/13/2023,31.605,18.963,7.26915,80.066,8.0066,34.1334,80.066,25.81075,33.60665,47.4075,7.69055,7.26915,7.7959,7.7959,8.428,8.11195,27.391
7212125,METHYLERGONV .2MGINJ,J2210,144.03,2/13/2023,43.209,25.9254,9.93807,109.4628,10.94628,46.66572,109.4628,35.28735,45.94557,64.8135,10.51419,9.93807,10.65822,10.65822,11.5224,11.09031,37.4478
1211455,IVIG (GAMMAGD) 500MG,J1569,347.93,2/13/2023,104.379,62.6274,24.00717,264.4268,26.44268,112.72932,264.4268,85.24285,110.98967,156.5685,25.39889,24.00717,25.74682,25.74682,27.8344,26.79061,90.4618
1612285,IR-ARTHROGRAM ANKLE,73615,1893.37,2/13/2023,568.011,340.8066,130.64253,1438.9612,143.89612,613.45188,1438.9612,463.87565,603.98503,852.0165,138.21601,130.64253,140.10938,140.10938,151.4696,145.78949,492.2762
1414827,PORT 3,C1788,3862.47,2/13/2023,1158.741,695.2446,266.51043,2935.4772,293.54772,1251.44028,2935.4772,946.30515,1232.12793,1738.1115,281.96031,266.51043,285.82278,285.82278,308.9976,297.41019,1004.2422
1691173,IR-PERC CHOLECYSTOST,47490,36230.1,2/13/2023,10869.03,6521.418,2499.8769,27534.876,2753.4876,11738.5524,27534.876,8876.3745,11557.4019,16303.545,2644.7973,2499.8769,2681.0274,2681.0274,2898.408,2789.7177,9419.826
1374529,"HCG, QUAL",84703,375.45,2/13/2023,112.635,67.581,25.90605,285.342,28.5342,121.6458,285.342,91.98525,119.76855,168.9525,27.40785,25.90605,27.7833,27.7833,30.036,28.90965,97.617
1218194,K PHOS DI 3MM/ML 15M,,118.04,2/13/2023,35.412,21.2472,8.14476,89.7104,8.97104,38.24496,89.7104,28.9198,37.65476,53.118,8.61692,8.14476,8.73496,8.73496,9.4432,9.08908,30.6904
1314430,"PORPHYRINS,UR,QUAN",84120,733.91,2/13/2023,220.173,132.1038,50.63979,557.7716,55.77716,237.78684,557.7716,179.80795,234.11729,330.2595,53.57543,50.63979,54.30934,54.30934,58.7128,56.51107,190.8166
1660088,LE-TIB FIB 2V DR,73590,684.63,2/13/2023,205.389,123.2334,47.23947,520.3188,52.03188,221.82012,520.3188,167.73435,218.39697,308.0835,49.97799,47.23947,50.66262,50.66262,54.7704,52.71651,178.0038
1374891,SMEARWET MOUNT SAL-I,87210,235.21,2/13/2023,70.563,42.3378,16.22949,178.7596,17.87596,76.20804,178.7596,57.62645,75.03199,105.8445,17.17033,16.22949,17.40554,17.40554,18.8168,18.11117,61.1546
282842,L&D OBSERV ADDL HOUR,G0378,132.84,2/13/2023,39.852,23.9112,9.16596,100.9584,10.09584,43.04016,100.9584,32.5458,42.37596,59.778,9.69732,9.16596,9.83016,9.83016,10.6272,10.22868,34.5384
2520744,UE-HAND 3VWS BI DR,73130,1529.76,2/13/2023,458.928,275.3568,105.55344,1162.6176,116.26176,495.64224,1162.6176,374.7912,487.99344,688.392,111.67248,105.55344,113.20224,113.20224,122.3808,117.79152,397.7376
1660051,LE-PELVIS 3V PLUS DR,72190,881.32,2/13/2023,264.396,158.6376,60.81108,669.8032,66.98032,285.54768,669.8032,215.9234,281.14108,396.594,64.33636,60.81108,65.21768,65.21768,70.5056,67.86164,229.1432
1217329,NACIT100-CIT67/ML15M,,95.07,2/13/2023,28.521,17.1126,6.55983,72.2532,7.22532,30.80268,72.2532,23.29215,30.32733,42.7815,6.94011,6.55983,7.03518,7.03518,7.6056,7.32039,24.7182
1631532,CT-CHEST DIAG W,71260,4366.76,2/13/2023,1310.028,786.0168,301.30644,3318.7376,331.87376,1414.83024,3318.7376,1069.8562,1392.99644,1965.042,318.77348,301.30644,323.14024,323.14024,349.3408,336.24052,1135.3576
2520663,UE-SCAPULA BILAT DR,73010,566.51,2/13/2023,169.953,101.9718,39.08919,430.5476,43.05476,183.54924,430.5476,138.79495,180.71669,254.9295,41.35523,39.08919,41.92174,41.92174,45.3208,43.62127,147.2926
1217991,METOPROLO 1MG/ML 5ML,,27.58,2/13/2023,8.274,4.9644,1.90302,20.9608,2.09608,8.93592,20.9608,6.7571,8.79802,12.411,2.01334,1.90302,2.04092,2.04092,2.2064,2.12366,7.1708
1061561,IC-PRQ REVSC CHR 1VS,92943,43579.08,2/13/2023,13073.724,7844.2344,3006.95652,33120.1008,3312.01008,14119.62192,33120.1008,10676.8746,13901.72652,19610.586,3181.27284,3006.95652,3224.85192,3224.85192,3486.3264,3355.58916,11330.5608
1660037,SP-T SPINE 2 VIEW DR,72070,371.61,2/13/2023,111.483,66.8898,25.64109,282.4236,28.24236,120.40164,282.4236,91.04445,118.54359,167.2245,27.12753,25.64109,27.49914,27.49914,29.7288,28.61397,96.6186
1670683,SP-ENT SPNE MIN6V DR,72084,2608.9,2/13/2023,782.67,469.602,180.0141,1982.764,198.2764,845.2836,1982.764,639.1805,832.2391,1174.005,190.4497,180.0141,193.0586,193.0586,208.712,200.8853,678.314
7212171,METHYLPREDNIS 4MG PO,J7509,16.1,2/13/2023,4.83,2.898,1.1109,12.236,1.2236,5.2164,12.236,3.9445,5.1359,7.245,1.1753,1.1109,1.1914,1.1914,1.288,1.2397,4.186
282804,THERAPEUTIC DX SQ IM,96372,385.74,2/13/2023,115.722,69.4332,26.61606,293.1624,29.31624,124.97976,293.1624,94.5063,123.05106,173.583,28.15902,26.61606,28.54476,28.54476,30.8592,29.70198,100.2924
2070225,PROC WND CARE MAJOR,SURG,12903.16,2/13/2023,3870.948,2322.5688,890.31804,9806.4016,980.64016,4180.62384,9806.4016,3161.2742,4116.10804,5806.422,941.93068,890.31804,954.83384,954.83384,1032.2528,993.54332,3354.8216
1217811,HYDROXYCHLOR 200MGTB,,17.36,2/13/2023,5.208,3.1248,1.19784,13.1936,1.31936,5.62464,13.1936,4.2532,5.53784,7.812,1.26728,1.19784,1.28464,1.28464,1.3888,1.33672,4.5136
1660044,SP-ENT SPNE MIN6V DR,72084,2608.9,2/13/2023,782.67,469.602,180.0141,1982.764,198.2764,845.2836,1982.764,639.1805,832.2391,1174.005,190.4497,180.0141,193.0586,193.0586,208.712,200.8853,678.314
7212188,DIHYDROERGOT 1MG INJ,J1110,879.21,2/13/2023,263.763,158.2578,60.66549,668.1996,66.81996,284.86404,668.1996,215.40645,280.46799,395.6445,64.18233,60.66549,65.06154,65.06154,70.3368,67.69917,228.5946
1670176,CTA-HEAD,70496,3836.61,2/13/2023,1150.983,690.5898,264.72609,2915.8236,291.58236,1243.06164,2915.8236,939.96945,1223.87859,1726.4745,280.07253,264.72609,283.90914,283.90914,306.9288,295.41897,997.5186
1061741,CC-RV IVL STNT ATHR,SURG,33412.69,2/13/2023,10023.807,6014.2842,2305.47561,25393.6444,2539.36444,10825.71156,25393.6444,8186.10905,10658.64811,15035.7105,2439.12637,2305.47561,2472.53906,2472.53906,2673.0152,2572.77713,8687.2994
1317083,HLA2 TYP LR 1 LOC EA,81376,144.33,2/13/2023,43.299,25.9794,9.95877,109.6908,10.96908,46.76292,109.6908,35.36085,46.04127,64.9485,10.53609,9.95877,10.68042,10.68042,11.5464,11.11341,37.5258
1610087,LE-TIB FIB 2V DR,73590,684.63,2/13/2023,205.389,123.2334,47.23947,520.3188,52.03188,221.82012,520.3188,167.73435,218.39697,308.0835,49.97799,47.23947,50.66262,50.66262,54.7704,52.71651,178.0038
1314682,"HELMINTH AB, NOS",86682,649.04,2/13/2023,194.712,116.8272,44.78376,493.2704,49.32704,210.28896,493.2704,159.0148,207.04376,292.068,47.37992,44.78376,48.02896,48.02896,51.9232,49.97608,168.7504
1973230,ED-MINOR PROCEDURE,SURG,833.98,2/13/2023,250.194,150.1164,57.54462,633.8248,63.38248,270.20952,633.8248,204.3251,266.03962,375.291,60.88054,57.54462,61.71452,61.71452,66.7184,64.21646,216.8348
1973259,ED-IV THERAPY DX 1HR,96365,1276.54,2/13/2023,382.962,229.7772,88.08126,970.1704,97.01704,413.59896,970.1704,312.7523,407.21626,574.443,93.18742,88.08126,94.46396,94.46396,102.1232,98.29358,331.9004
1217687,FENTANY 100MCG/HR PT,,534.55,2/13/2023,160.365,96.219,36.88395,406.258,40.6258,173.1942,406.258,130.96475,170.52145,240.5475,39.02215,36.88395,39.5567,39.5567,42.764,41.16035,138.983
1680167,CT-ORBIT EAR WO,70480,3836.61,2/13/2023,1150.983,690.5898,264.72609,2915.8236,291.58236,1243.06164,2915.8236,939.96945,1223.87859,1726.4745,280.07253,264.72609,283.90914,283.90914,306.9288,295.41897,997.5186
1610139,UE-WRIST 3VW BI DR,73110,2447.95,2/13/2023,734.385,440.631,168.90855,1860.442,186.0442,793.1358,1860.442,599.74775,780.89605,1101.5775,178.70035,168.90855,181.1483,181.1483,195.836,188.49215,636.467
1061521,S-TIB PER REVAS W TL,SURG,69338.55,2/13/2023,20801.565,12480.939,4784.35995,52697.298,5269.7298,22465.6902,52697.298,16987.94475,22118.99745,31202.3475,5061.71415,4784.35995,5131.0527,5131.0527,5547.084,5339.06835,18028.023
1218033,MONTELUKAST 10MG TAB,,2.55,2/13/2023,0.765,0.459,0.17595,1.938,0.1938,0.8262,1.938,0.62475,0.81345,1.1475,0.18615,0.17595,0.1887,0.1887,0.204,0.19635,0.663
1670243,MR-THOR SPINE W,72147,4366.76,2/13/2023,1310.028,786.0168,301.30644,3318.7376,331.87376,1414.83024,3318.7376,1069.8562,1392.99644,1965.042,318.77348,301.30644,323.14024,323.14024,349.3408,336.24052,1135.3576
1631508,CT-LOWER EXT WO BI,73700,6419.39,2/13/2023,1925.817,1155.4902,442.93791,4878.7364,487.87364,2079.88236,4878.7364,1572.75055,2047.78541,2888.7255,468.61547,442.93791,475.03486,475.03486,513.5512,494.29303,1669.0414
2530458,US-DPLX SCAN ART CMP,93975,4170.07,2/13/2023,1251.021,750.6126,287.73483,3169.2532,316.92532,1351.10268,3169.2532,1021.66715,1330.25233,1876.5315,304.41511,287.73483,308.58518,308.58518,333.6056,321.09539,1084.2182
7210335,POVI-IODIN 10% 30ML,,10.48,2/13/2023,3.144,1.8864,0.72312,7.9648,0.79648,3.39552,7.9648,2.5676,3.34312,4.716,0.76504,0.72312,0.77552,0.77552,0.8384,0.80696,2.7248
1070053,P-REMOV LOOP REC,33286,5156.85,2/13/2023,1547.055,928.233,355.82265,3919.206,391.9206,1670.8194,3919.206,1263.42825,1645.03515,2320.5825,376.45005,355.82265,381.6069,381.6069,412.548,397.07745,1340.781
1213393,PHENOL 1.4%SPR 20ML,,18.79,2/13/2023,5.637,3.3822,1.29651,14.2804,1.42804,6.08796,14.2804,4.60355,5.99401,8.4555,1.37167,1.29651,1.39046,1.39046,1.5032,1.44683,4.8854
1315030,"URINALYSIS,VOL MEASU",81050,149.93,2/13/2023,44.979,26.9874,10.34517,113.9468,11.39468,48.57732,113.9468,36.73285,47.82767,67.4685,10.94489,10.34517,11.09482,11.09482,11.9944,11.54461,38.9818
1660058,UE-SCAPULA BILAT DR,73010,566.51,2/13/2023,169.953,101.9718,39.08919,430.5476,43.05476,183.54924,430.5476,138.79495,180.71669,254.9295,41.35523,39.08919,41.92174,41.92174,45.3208,43.62127,147.2926
1670721,LE-FEMUR 2V DR,73552,684.63,2/13/2023,205.389,123.2334,47.23947,520.3188,52.03188,221.82012,520.3188,167.73435,218.39697,308.0835,49.97799,47.23947,50.66262,50.66262,54.7704,52.71651,178.0038
1414414,CATH-INFUS PERIF 15,C1751,30998.3,2/13/2023,9299.49,5579.694,2138.8827,23558.708,2355.8708,10043.4492,23558.708,7594.5835,9888.4577,13949.235,2262.8759,2138.8827,2293.8742,2293.8742,2479.864,2386.8691,8059.558
1219212,CHOLESTYR LT POW 4GM,,42.34,2/13/2023,12.702,7.6212,2.92146,32.1784,3.21784,13.71816,32.1784,10.3733,13.50646,19.053,3.09082,2.92146,3.13316,3.13316,3.3872,3.26018,11.0084
1218481,DEMECLOCYCL 150MG TB,,81.42,2/13/2023,24.426,14.6556,5.61798,61.8792,6.18792,26.38008,61.8792,19.9479,25.97298,36.639,5.94366,5.61798,6.02508,6.02508,6.5136,6.26934,21.1692
2520662,UE-CLAVICLE DR,73000,566.43,2/13/2023,169.929,101.9574,39.08367,430.4868,43.04868,183.52332,430.4868,138.77535,180.69117,254.8935,41.34939,39.08367,41.91582,41.91582,45.3144,43.61511,147.2718
1217736,AMLODIPINE 2.5MG TAB,,9.57,2/13/2023,2.871,1.7226,0.66033,7.2732,0.72732,3.10068,7.2732,2.34465,3.05283,4.3065,0.69861,0.66033,0.70818,0.70818,0.7656,0.73689,2.4882
1913235,"THROMBOLY,CORONRY,IV",92977,2596.34,2/13/2023,778.902,467.3412,179.14746,1973.2184,197.32184,841.21416,1973.2184,636.1033,828.23246,1168.353,189.53282,179.14746,192.12916,192.12916,207.7072,199.91818,675.0484
1670165,CT-HEAD W,70460,4366.76,2/13/2023,1310.028,786.0168,301.30644,3318.7376,331.87376,1414.83024,3318.7376,1069.8562,1392.99644,1965.042,318.77348,301.30644,323.14024,323.14024,349.3408,336.24052,1135.3576
1217232,GLIPIZIDE 5MG TAB,,13.36,2/13/2023,4.008,2.4048,0.92184,10.1536,1.01536,4.32864,10.1536,3.2732,4.26184,6.012,0.97528,0.92184,0.98864,0.98864,1.0688,1.02872,3.4736
1374254,FERRITIN,82728,680.16,2/13/2023,204.048,122.4288,46.93104,516.9216,51.69216,220.37184,516.9216,166.6392,216.97104,306.072,49.65168,46.93104,50.33184,50.33184,54.4128,52.37232,176.8416
8611008,US-BRST BX LOC CLP A,MANUL,12955.58,2/13/2023,3886.674,2332.0044,893.93502,9846.2408,984.62408,4197.60792,9846.2408,3174.1171,4132.83002,5830.011,945.75734,893.93502,958.71292,958.71292,1036.4464,997.57966,3368.4508
1061599,IR-TC PLC STNT VN IN,SURG,99031.6,2/13/2023,29709.48,17825.688,6833.1804,75264.016,7526.4016,32086.2384,75264.016,24262.742,31591.0804,44564.22,7229.3068,6833.1804,7328.3384,7328.3384,7922.528,7625.4332,25748.216
8061024,P-INS LV LEAD NEW,SURG,58885.16,2/13/2023,17665.548,10599.3288,4063.07604,44752.7216,4475.27216,19078.79184,44752.7216,14426.8642,18784.36604,26498.322,4298.61668,4063.07604,4357.50184,4357.50184,4710.8128,4534.15732,15310.1416
1613747,S-THYROID CORE BX,60100,2483.72,2/13/2023,745.116,447.0696,171.37668,1887.6272,188.76272,804.72528,1887.6272,608.5114,792.30668,1117.674,181.31156,171.37668,183.79528,183.79528,198.6976,191.24644,645.7672
1314668,DIPHTHERIA AB,86648,758.56,2/13/2023,227.568,136.5408,52.34064,576.5056,57.65056,245.77344,576.5056,185.8472,241.98064,341.352,55.37488,52.34064,56.13344,56.13344,60.6848,58.40912,197.2256
282940,THERAPEUTIC IV PUSH,96374,1476.52,2/13/2023,442.956,265.7736,101.87988,1122.1552,112.21552,478.39248,1122.1552,361.7474,471.00988,664.434,107.78596,101.87988,109.26248,109.26248,118.1216,113.69204,383.8952
1374213,CPK TOTAL,82550,557.79,2/13/2023,167.337,100.4022,38.48751,423.9204,42.39204,180.72396,423.9204,136.65855,177.93501,251.0055,40.71867,38.48751,41.27646,41.27646,44.6232,42.94983,145.0254
1693830,S-SALIVARY GLAND BX,SURG,3708.85,2/13/2023,1112.655,667.593,255.91065,2818.726,281.8726,1201.6674,2818.726,908.66825,1183.12315,1668.9825,270.74605,255.91065,274.4549,274.4549,296.708,285.58145,964.301
1522138,S-IN PICC WOIMG GT5Y,SURG,5482.72,2/13/2023,1644.816,986.8896,378.30768,4166.8672,416.68672,1776.40128,4166.8672,1343.2664,1748.98768,2467.224,400.23856,378.30768,405.72128,405.72128,438.6176,422.16944,1425.5072
