name,city,state,address,website
SPRING VALLEY ELEMENTARY,SAN FRANCISCO,CA,1451 JACKSON ST.,"http://svs.chawanakee.k12.ca.us/"
SYCAMORE ELEMENTARY,SIMI VALLEY,CA,2100 RAVENNA ST.,"https://www.orangeusd.org/sycamore-elementary-school"
VILLAGE AT NORTH,LITTLETON,CO,1907 WEST POWERS AVENUE,"https://littletonpublicschools.net/schools/villagenorth"
SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,CASTLE ROCK,CO,1100 SOUTH STREET,"https://soe.dcsdk12.org/"
HESTER JR HIGH SCHOOL,FRANKLIN PARK,IL,2836 GUSTAV ST,"https://hester.d84.org/"
GARRISON ELEMENTARY SCHOOL,GARRISON,KY,79 GARRISON ELEMENTARY,"https://www.lewis.kyschools.us/garrisonelementaryschool_home.aspx"
MOUNDS VIEW SENIOR HIGH,ARDEN HILLS,MN,1900 LAKE VALENTINE RD,"https://www.moundsviewschools.org/moundsview"
ALBION ELEMENTARY SCHOOL,ALBION,ID,PO BPX 38,"https://www.cassiaschools.org/albion"
LACLEDE ELEM.,ST LOUIS,MO,5821 KENNERLY AVE,"https://www.slps.org/laclede"
SPECIAL PROGRAMS,RICHLAND,WA,615 SNOW AVE.,"https://www.dshs.wa.gov/dda/developmental-disabilities-administration-services-programs"
NEODESHA HIGH,NEODESHA,KS,N 8TH STREET,"https://www.neodesha.k12.ks.us/"
SOARING HEIGHTS,JERSEY CITY,NJ,1 ROMAR AVENUE,"https://www.shcsjc.org/"
VEAZIE STREET SCHOOL,PROVIDENCE,RI,211 VEAZIE STREET,"https://www.providenceschools.org/veazie"
BELVIDERE HIGH SCHOOL,BELVIDERE,NJ,809 OXFORD STREET,"https://www.belvideresd.org/"
CENTREDALE SCHOOL,NORTH PROVIDENCE,RI,41 ANGELL AVENUE,"http://centredale.nprovschools.org/"
BLOOMFIELD ELEMENTARY SCHOOL,BLOOMFIELD,IN,500 W SOUTH ST,"https://bes.bloomfield.k12.in.us/"
HAC DAEP MIDDLE,SAN ANTONIO,TX,4050 APOLLO,"https://schools.texastribune.org/districts/harlandale-isd/hac-daep-middle-school/"
BEACON AVENUE ELEMENTARY SCHOOL,MONTESANO,WA,1717 EAST BEACON AVENUE,"http://www.monteschools.org/beacon-elementary"
ADDELIAR GUY ELEMENTARY SCHOOL,NORTH LAS VEGAS,NV,4028 LA MADRE WAY,"http://addeliarguy.weebly.com/"
C. ALTON LINDSAY MIDDLE,HAMPTON,VA,1636 BRIARFIELD RD,"https://lin.hampton.k12.va.us/"
WEST MICHIGAN AVIATION ACADEMY,GRAND RAPIDS,MI,5363 44TH STREET SE,"https://www.westmichiganaviation.org/"
FRANCISCO MENDOZA,ISABELA,PR,CALLE CORCHADO,"https://www.manta.com/c/mmjrpqn/francisco-mendoza-inc"
EAST ALLEN UNIVERSITY,FORT WAYNE,IN,6501 WAYNE TRACE,"https://eau.eacs.k12.in.us/"
DANVILLE AREA MS,DANVILLE,PA,NORTHUMBERLAND ROAD,"https://www.danville.k12.pa.us/Domain/186"
NEW HOLLAND ELEMENTARY,NEW HOLLAND,PA,126 EASTERN SCHOOL RD,"https://nh.elanco.org/"
MOTT HAVEN COMMUNITY HIGH SCHOOL,BRONX,NY,455 SOUTHERN BLVD,"https://www.schools.nyc.gov/schools/X557"
LOVEJOY TECHNOLOGY ACADEMY,LOVEJOY,IL,PO BOX 250,"https://www.illinoisreportcard.com/School.aspx?schoolid=500821880220001"
JENKINS COUNTY ELEMENTARY SCHOOL,MILLEN,GA,220 LANDRUM DR,"https://www.jchs.com/"
CLEARMONT ELEM SCHOOL,ELK GROVE VILLAGE,IL,280 CLEARMONT DR,"https://clermontes.fcps.edu/"
LEXINGTON HIGH,LEXINGTON,SC,2463 AUGUSTA HIGHWAY,"https://schools.lexington1.net/LHS"
MOREAU HEIGHTS ELEM.,JEFFERSON CITY,MO,1410 HOUGH PARK,"https://www.jcschools.us/moreauheights"
CASCADE VIEW ELEMENTARY SCHOOL,SNOQUALMIE,WA,34816 SE RIDGE STREET,"https://www.svsd410.org/Domain/8"
POCATELLO HIGH SCHOOL,POCATELLO,ID,325 NORTH ARTHUR AVENUE,"https://www.sd25.us/PHS/home"
LEXINGTON HIGH SCHOOL,LEXINGTON,IL,100 E WALL ST,"http://www.lexington.k12.il.us/"
AVERY ELEMENTARY SCHOOL,HILLIARD,OH,4388 AVERY RD,"https://www.hilliardschools.org/avy/"
BLUFFSVIEW ELEMENTARY SCHOOL,COLUMBUS,OH,7111 LINWORTH RD,"https://www.worthington.k12.oh.us/bluffsview"
EL PASO-GRIDLEY HIGH SCHOOL,EL PASO,IL,600 N ELM ST,"https://www.unit11.org/"
CADET LEADERSHIP EDUCATION PROGRAM,JACKSON,KY,2665 HWY 30 W,"https://www.areavibes.com/jackson-ky/schools/cadet+leadership+education+program-210069001842/"
EAGLEVIEW MIDDLE SCHOOL,COLORADO SPRINGS,CO,1325 VINDICATOR DRIVE,"https://eagleview.asd20.org/"
INCHELIUM HIGH SCHOOL,INCHELIUM,WA,1 HORNET AVENUE,"https://www.inchelium.wednet.edu/"
ROSA PARKS/CENTRAL COMMUNITY SCHOOL,ORANGE,NJ,369 MAIN STREET,"https://www.orange.k12.nj.us/domain/558"
PACE ELEMENTARY,RIVERDALE,IL,14419 S ATLANTIC AVE,"https://dataexplorer.agile-ed.com/Lookup/IL/725298-Pace-Elementary"
GERING HIGH SCHOOL,GERING,NE,1500 U ST,"https://www.geringschools.net/"
GREENBRIER ELEMENTARY SCHOOL,BATON ROUGE,LA,12203 CANTERBURY DR.,"http://schools.ebrschools.org/greenbrierelementary/"
INDIAN SPRINGS ELEMENTARY SCHOOL,INDIAN SPRINGS,NV,400 SKY RD.,"https://tbirdterritory.com/"
PEEBLES EL SCH,PITTSBURGH,PA,8625 PEEBLES RD,"https://www.northallegheny.org/pes"
CHESHIRE CORRECTIONAL INSTITUTION,CHESHIRE,CT,900 HIGHLAND AVE.,"https://portal.ct.gov/DOC/Facility/Cheshire-CI"
MOHAWK ELEMENTARY SCHOOL,SYCAMORE,OH,605 STATE HIGHWAY 231,"https://www.mohawk.k12.oh.us/"
AGUSTIN FERNANDEZ COLON,CAYEY,PR,CARR 14 AVE ANTONIO R BARCELO BO MONTELLANO,"https://www.spellingcity.com/agustin-fernandez-colon-cayey-pr.html"
ORANGEVILLE ELEM SCHOOL,ORANGEVILLE,IL,310 S EAST ST,"https://www.orangevillecusd.com/"
WHEATLEY ELEMENTARY,LOUISVILLE,KY,1107 SOUTH 17TH STREET,"https://www.jefferson.kyschools.us/schools/profiles/wheatley"
HOWELL TOWNSHIP MIDDLE SCHOOL NORTH,FARMINGDALE,NJ,501 SQUANKUM YELLOWBROOK ROAD,"https://msn.howell.k12.nj.us/"
PS 13 CLEMENT C MOORE,ELMHURST,NY,55-01 94TH ST,"https://www.ps13queens.com/"
LOVETT ELEM SCHOOL,CLINTON,MS,2002 W. NORTHSIDE DRIVE,"https://www.clintonpublicschools.com/domain/55"
VICENTE PALES ANES,GUAYAMA,PR,CALLE 4 ESQ. VICENTE PALES,"https://www.ancestry.com/genealogy/records/vicente-pales-y-anes-24-23zbr62"
GEORGE T. DANIEL ELEMENTARY SCHOOL,KENT,WA,11310 SE 248TH ST,"https://www.kent.k12.wa.us/Domain/16"
BRET HARTE PREPARATORY MIDDLE,LOS ANGELES,CA,9301 S. HOOVER ST.,"https://hartems-lausd-ca.schoolloop.com/"
DE ANZA ELEMENTARY,BALDWIN PARK,CA,12820 BESS ST.,"https://daes.sanjacinto.k12.ca.us/"
HIGHLANDS J H,HIGHLANDS,TX,1212 E WALLISVILLE RD,"https://schools.gccisd.net/page/hjs.home"
EDWARD E. DREW JR. MIDDLE,FALMOUTH,VA,501 CAMBRIDGE ST,"https://www.staffordschools.net/Domain/24"
TECUMSEH-HARRISON ELEMENTARY SCH,VINCENNES,IN,2116 N 2ND STREET,"https://www.vcsc.k12.in.us/tecumseh-harrison-info/"
ROANOKE ELEMENTARY SCHOOL,ROANOKE,IN,423 W VINE ST,"https://ro.hccsc.k12.in.us/"
LINCOLN ELEMENTARY SCHOOL,TWIN FALLS,ID,238 BUHL STREET NORTH,"https://www.tcboe.org/Domain/15"
WEILL (RAPHAEL) CHILDREN CENTER,SAN FRANCISCO,CA,1501 O'FARRELL ST.,"https://www.sfusd.edu/school/rosa-parks-elementary-school/our-school/raphael-weill-early-education-school"
TRANSITION DAY STUDENTS,LAKEWOOD,WA,8805 STEILACOOM BLVD,"https://www.k12.wa.us/student-success/special-education/guidance-families-special-education-washington-state/transition-services-ages-16%E2%80%9321"
SOUTH VIEW MIDDLE,EDINA,MN,4725 S VIEW LN,"https://www.edinaschools.org/southview"
PS 8 ROBERT FULTON,BROOKLYN,NY,37 HICKS ST,"https://ps8brooklyn.org/"
OHLONE ELEMENTARY,WATSONVILLE,CA,21 BAY FARMS RD.,"https://ohlone.pausd.org/"
BLOSSOM VALLEY ELEMENTARY,EL CAJON,CA,9863 OAKMONT TERR.,"https://www.cajonvalley.net/blossomvalley"
PEACH HILL ACADEMY,MOORPARK,CA,13400 CHRISTIAN BARRETT DR.,"https://phs-moorpark-ca.schoolloop.com/"
MIAMI MIDDLE SCHOOL,FORT WAYNE,IN,8100 AMHERST DR,"https://fortwayneschools.org/Miami"
JAMES A GARFIELD SCHOOL 31,INDIANAPOLIS,IN,307 LINCOLN ST,"https://myips.org/jamesgarfield/"
MARIE GATTON PHILLIPS ELEMENTARY,SACRAMENTO,KY,640 MAIN ST,"https://www.mclean.k12.ky.us/2/Home"
OSSUN ELEMENTARY SCHOOL,LAFAYETTE,LA,400 RUE SCHOLASTIQUE,"https://www.lpssonline.com/schools/ossun/about-us"
CRESTON JR-SR HIGH SCHOOL,CRESTON,WA,485 SE E STREET,"https://wcsd.wednet.edu/"
LUIS MUNOZ MARIN,BARRANQUITAS,PR,CALLE A SECTOR NUEVO,"https://www.nga.org/governor/luis-munoz-marin/"
JAMES A. GARFIELD ELEMENTARY SCHOOL,MARION,OH,1170 BROOKSIDE RD,"https://www.garfield.sparcc.org/o/jag-elementary"
HEARTLAND CAREER CENTER,WABASH,IN,79 S 200 W,"http://www.hcc.k12.in.us/"
WINDING RIDGE ELEMENTARY SCHOOL,INDIANAPOLIS,IN,11825 E 46TH ST,"https://windingridge.ltschools.org/"
BLACKFOOT HIGH SCHOOL,BLACKFOOT,ID,870 SOUTH FISHER AVENUE,"https://www.blackfoothigh.org/"
MILLVILLE SENIOR HIGH SCHOOL,MILLVILLE,NJ,200 WADE BLVD,"http://mhs.millville.org/"
BOLINGBROOK HIGH SCHOOL,BOLINGBROOK,IL,365 RAIDER WAY,"https://www.vvsd.org/bhs"
WOODLAND PARK ELEMENTARY SCH,NORFOLK,NE,611 MEADOW LN,"https://www.norfolkpublicschools.org/schools/woodland-park-elementary/"
ASHMORE ELEM SCHOOL,ASHMORE,IL,PO BOX 219,"https://www.charleston.k12.il.us/o/aes"
PASADENA PARK ELEMENTARY,SPOKANE,WA,8508 E UPRIVER DRIVE,"https://pasadena.wvsd.org/"
DIVIDE EL,MOUNTAIN HOME,TX,120 DIVIDE SCHOOL RD,"https://www.tshaonline.org/handbook/entries/divide-tx-nolan-county"
LAKE CITY HIGH SCHOOL,COEUR D'ALENE,ID,6101 RAMSEY ROAD,"https://www.cdaschools.org/domain/17"
MAR VISTA SENIOR HIGH,IMPERIAL BEACH,CA,505 ELM AVE.,"https://www.cde.ca.gov/schooldirectory/details?cdscode=37684113733953"
PS 76 WILLIAM HALLET,LONG ISLAND CITY,NY,36-36 10TH ST,"http://www.ps76q.org/"
PARK RAPIDS AREA CENTURY MIDDLE,PARK RAPIDS,MN,501 HELTEN AVE,"https://www.parkrapids.k12.mn.us/Domain/351"
SPEC. EDUC. ATC,OGDEN,UT,1950 MONROE BLVD,"http://www.k12guides.com/school/Spec-Educ-Atc:490072000978.html"
PHOENIX ACADEMY,AUSTIN,TX,400 W LIVE OAK,"https://phoenix.mansfieldisd.org/"
ELSIE H WILCOX ELEMENTARY SCHOOL,LIHUE,HI,4319 HARDY ST,"http://www.wilcox.k12.hi.us/"
BIERBAUM ELEM.,ST LOUIS,MO,2050 UNION RD,"https://mehlvillebierbaumelementary.ss11.sharpschool.com/"
POST OAK MIDDLE,SPOTSYLVANIA,VA,6959 COURTHOUSE RD,"https://www.spotsylvania.k12.va.us/postoak"
SMOOT ELEMENTARY,SMOOT,WV,233 SMOKIE LANE,"https://ses.greenbriercountyschools.org/en-US"
SAN PASQUAL VALLEY ELEMENTARY,WINTERHAVEN,CA,RT. 1 676 BASELINE RD.,"https://www.spvusd.org/schools-elementary/"
ORRVILLE ELEMENTARY SCHOOL,ORRVILLE,OH,605 MINERAL SPRINGS ST,"http://www.orrville.k12.oh.us/es"
WATERVILLE SENIOR HIGH SCHOOL,WATERVILLE,ME,1 BROOKLYN AVE,"https://wshs.aos92.org/"
SERRANO MIDDLE,HIGHLAND,CA,3131 PIEDMONT DR.,"https://www.omsd.net/Serrano"
PARK MIDDLE SCHOOL,SCOTCH PLAINS,NJ,580 PARK AVENUE,"https://www.spfk12.org/park"
FRUITVALE ELEMENTARY,OAKLAND,CA,3200 BOSTON AVE.,"https://fruitvale.hemetusd.org/"
EASTERN LEBANON CO SHS,MYERSTOWN,PA,180 ELCO DR,"https://www.elcosd.org/Domain/86"
BELLEVIEW ELEMENTARY SCHOOL,GREENWOOD VILLAGE,CO,4851 SOUTH DAYTON STREET,"https://www.cherrycreekschools.org/belleview"
EARLY CHILDHOOD CENTER,NEPTUNE,NJ,11 MEMORIAL DRIVE,"https://www.nj.gov/education/ece/"
MCCALLUM H S,AUSTIN,TX,5600 SUNSHINE DR,"https://mccallumhs.com/"
LAKEVIEW ELEMENTARY,O'FALLON,MO,2501 MEXICO ROAD,"https://www.wentzville.k12.mo.us/LVE"
E RAYMOND APPLEBY ELEMENTARY SCHOOL,SPOTSWOOD,NJ,23 VLIET STREET,"https://appleby.spsd.us/"
BREITLING ELEMENTARY SCHOOL,GRAND BAY,AL,8350 GRAND BAY WILMER RD,"https://breitlingelemmcpssal.schoolinsites.com/"
CVIT - HAYDEN HIGH SCHOOL,WINKELMAN,AZ,824 THORNE AVE,"https://www.areavibes.com/winkelman-az/schools/cvit+-+hayden+high+school-040031602102/"
MIJTED - SELIGMAN HIGH SCHOOL,SELIGMAN,AZ,500 N MAIN,"https://www.seligmanschools.org/"
BENAVIDES EL,SAN YGNACIO,TX,307 LINCOLN ST,"https://www.benavidesisd.net/2/home"
CHICO HIGH,CHICO,CA,901 ESPLANADE,"http://chs.chicousd.org/"
HOLMDEL HIGH SCHOOL,HOLMDEL,NJ,36 CRAWFORDS CORNER ROAD,"https://www.holmdelschools.org/schools/holmdel-high-school-9-12"
HIGHLANDS RANCH HIGH SCHOOL,HIGHLANDS RANCH,CO,9375 CRESTHILL LANE,"http://www.hrhsfalcons.com/"
WARREN SNYDER-JOHN GIROTTI EL SCH,BRISTOL,PA,450 BEAVER ST,"https://www.bbsd.org/elementary.asp"
RIVER GROVE ELEM SCHOOL,RIVER GROVE,IL,2650 THATCHER AVE,"https://www.rivergroveschool.org/"
ARTHUR RANN ELEMENTARY SCHOOL,GALLOWAY,NJ,515 S EIGHTH AVE,"https://arthurrann.weebly.com/"
R E SIMPSON SCHOOL,PHOENIX,AZ,5330 N 23RD AVE,"https://www.homesnap.com/schools/AZ/Phoenix/R_E_Simpson_School"
NORTH MIDDLE SCHOOL,EVERETT,WA,2514 RAINIER AVE.,"https://www.everettsd.org/northms"
CRESTON INTERMEDIATE ACADEMY,INDIANAPOLIS,IN,10925 E PROSPECT ST,"https://creston.warren.k12.in.us/"
NORWOOD HIGH,NORWOOD,MO,675 N HAWK AVE,"https://www.mshsaa.org/MySchool/SchoolInfo.aspx?s=397"
BASS RIVER TOWNSHIP ELEMENTARY SCHOOL,NEW GRETNA,NJ,11 NORTH MAPLE AVENUE,"https://www.bcls.lib.nj.us/bass-river-elementary-school"
A E BUTLER INT,QUINLAN,TX,410 CLARDY DR,"https://butler.quinlanisd.net/"
KOUTS ELEMENTARY SCHOOL,KOUTS,IN,302 E COLLEGE AVE,"https://kes.eastporter.k12.in.us/"
BENFIELD ELEMENTARY,SEVERNA PARK,MD,365 LYNWOOD DR,"https://www.aacps.org/Page/4022"
JOSE ONOFRE TORRES FERMOSO,YAUCO,PR,CARR 128 KM 1 HM 8 INT 368,"https://www.ancestry.com/1940-census/usa/Puerto-Rico/Jos%C3%A9-O-Torres-Y-Fermoso_5mv5gv"
CORLISS HIGH SCHOOL,CHICAGO,IL,821 E 103RD ST,"https://www.newcorlisshs.org/"
LOU MENDIVE MIDDLE SCHOOL,SPARKS,NV,1900 WHITEWOOD DRIVE,"https://www.washoeschools.net/mendive"
LESSLIE ELEMENTARY,ROCK HILL,SC,250 NEELY STORE ROAD,"https://www.rock-hill.k12.sc.us/Domain/15"
DEAR ELEM.,RICHMOND,MO,701 E MAIN,"https://www.richmond.k12.mo.us/o/des"
MANUEL MENDEZ LICIAGA,SAN SEBASTIAN,PR,CARR 125 KM 19 BO GUATEMALA,"https://ancestors.familysearch.org/en/KWJB-8MJ/manuel-mendez-liciaga-1884-1964"
SHILOH ELEMENTARY SCHOOL,HUME,IL,21751 N 575TH ST,"http://shi85.ss5.sharpschool.com/"
CLINTON PRAIRIE JR-SR HIGH SCHOOL,FRANKFORT,IN,2400 S CR 450 W,"https://www.clintonprairie.com/"
BEHLAU EL,SAN ANTONIO,TX,2355 CAMP LIGHT WAY,"https://www.nisd.net/behlau"
CORONADO MIDDLE,CORONADO,CA,550 F AVE.,"https://cms.coronadousd.net/"
TERRACE ELEMENTARY,RIVERSIDE,CA,6601 RUTLAND ST.,"https://www.alvordschools.org/terrace"
HIGH PLAINS ELEMENTARY SCHOOL,GREENWOOD VILLAGE,CO,6100 SOUTH FULTON STREET,"https://www.cherrycreekschools.org/highplains"
LINCOLN ELEMENTARY SCHOOL,HUNTINGTON,IN,2037 E TAYLOR ST,"https://www.hanover.k12.in.us/lincolnel"
WATERLOO ELEMENTARY SCHOOL,WATERLOO,IN,300 E DOUGLAS ST,"https://wtl.dekalbcentral.net/"
LIBERTY HIGH SCHOOL,LAKE ST. LOUIS,MO,2275 SOMMERS ROAD,"https://www.lps53.org/lhs"
FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,BRONX,NY,3630 3RD AVE,"https://www.schools.nyc.gov/schools/X517"
DISCOVERY ELEMENTARY SCHOOL,MERIDIAN,ID,2100 EAST LEIGH FIELD DRIVE,"https://www.westada.org/discovery"
ROSSVILLE-ALVIN ELEM SCHOOL,ROSSVILLE,IL,350 N CHICAGO ST,"https://www.illinoisreportcard.com/School.aspx?schoolid=540920070262001"
WINNSBORO ELEMENTARY SCHOOL,WINNSBORO,LA,1310 WARREN STREET,"http://wes.fpsb.us/cms/One.aspx"
CARVER EARLY EE-KG,ODESSA,TX,600 COLLEGE AVE,"https://schools.texastribune.org/districts/ector-county-isd/carver-early-ee-kg/"
SWAINSBORO PRIMARY SCHOOL,SWAINSBORO,GA,308 TIGER TRL,"https://www.emanuel.k12.ga.us/6/home"
HOLLAND VIRTUAL TECH HIGH SCHOOL,HOLLAND,MI,600 VAN RAALTE AVE,"https://www.hollandpublicschools.org/our-schools/virtual-tech/"
LOIS CRAIG ELEMENTARY SCHOOL,NORTH LAS VEGAS,NV,2637 E. GOWAN RD.,"https://www.loiscraiglions.com/"
NEPONSET GRADE SCHOOL,NEPONSET,IL,201 W MAIN ST,"https://www.kcud229.org/neponset"
HUDSON MIDDLE SCHOOL,HUDSON,OH,77 N OVIATT ST,"https://www.hudson.k12.oh.us/hms"
PS 23 RICHMONDTOWN,STATEN ISLAND,NY,30 NATICK ST,"https://www.ps23r.org/"
BROWNSVILLE AREA HS,BROWNSVILLE,PA,ONE FALCON DRIVE,"https://www.basd.org/"
SAN VICENTE EL,BIG BEND NATL PARK,TX,195 ESCUELA VISTA,"https://www.sanvicente.org/"
CENTRAL MIDDLE SCHOOL,CENTRAL,LA,12656 SULLIVAN ROAD,"https://centralmiddle.centralcss.org/"
OSBORN EVERGREEN ACADEMY OF DESIGN AND ALTERNATIVE ENERGY,DETROIT,MI,11600 EAST 7 MILE RD,"https://projects.propublica.org/miseducation/school/261200008006"
TURNING POINT ACADEMY AT HENRY FORD,DETROIT,MI,20000 EVERGREEN ROAD,"https://www.detroitk12.org/turningpoint"
YPSILANTI INTERNATIONAL ELEMENTARY SCHOOL,YPSILANTI,MI,503 OAK STREET,"https://www.ycschools.us/our-schools/elementary-schools/ypsilanti-international-pre-school-and-elementary/"
PARKERS LAKE HIGH SCHOOL,PLYMOUTH,MN,1145 SHENANDOAH LANE,"https://www.homesnap.com/schools/MN/Plymouth/Parkers_Lake_High_School"
KALAMAZOO RESA WEST CAMPUSECSE,KALAMAZOO,MI,4606 CROYDEN AVENUE,"https://www.kresa.org/page/2092"
RED ROCK RIDGE - SUN,WINDOM,MN,68 10TH STREET,"https://www.coldwellbanker.com/schools/detail/2707023/Windom,MN/Region-6-and-8-Southwest-West-Central-Service-Cooperative/Red-Rock-Ridge---Sun?src=hd-schools"
SW METRO ALC,CHASKA,MN,401 EAST 4TH ST,"http://swmetro.k12.mn.us/"
SW METRO DAY TREATMENT,SHAKOPE,MN,792 CANTERBURY RD S STE 211,"http://swmetro.k12.mn.us/programs/alternative_programs/chemical_and_mental_health/reflections_day_treatment"
PRIMARY DCD - SNW,MONTICELLO,MN,9375 FENNING AVENUE NE,"https://minnesota.hometownlocator.com/schools/profiles,n,primary%20dcd%20-%20snw,z,55362,t,pb,i,1153706.cfm"
SKYLINE MATH AND SCIENCE ACADEMY,COLUMBIA HEIGHTS,MN,3989 CENTRAL AVE NE,"https://skylinemsa.org/"
THE JOURNEY SCHOOL,MINNEAPOLIS,MN,3901 FIRST AVENUE SOUTH,"https://www.thejourneyschool.org/"
SCITECH ACADEMY CHARTER SCHOOL,NOFOUNDCITY,MN,999 NOFOUND STREET,"https://scitechacademymn.org/"
RIVERSIDE ACADEMY IS,CAMBRIDGE,MN,625C MAIN STREET N,"https://www.c-ischools.org/riverside-academy"
ACADEMY OF CONSTRUCTION/ENGINEERING,MINNEAPOLIS,MN,4001 HARRIET AVE S,"https://www.manta.com/c/mhqr6l8/academy-of-construction-engineering-sciences"
EARLY CHILDHOOD SPECIAL EDUCATION S,FRIDLEY,MN,6085 7TH ST NE,"https://education.mn.gov/MDE/dse/early/ecse/"
FRANK WHITE EDUCATION CENTER,PARK RAPIDS,MN,301 HUNTSINGER AVE.,"https://www.parkrapids.k12.mn.us/domain/692"
PRIOR LAKE-SAVAGE ECSE,PRIOR LAKE,MN,5304 WESTWOOD DRIVE SE,"https://www.priorlake-savage.k12.mn.us/community/early-childhood-programs/ecse"
WM - CONNECTIONS,WATERTOWN,MN,1001 HWY 25,"https://www.neighborhoodscout.com/mn/watertown/schools/274191005062"
WYSONG ELEMENTARY,LINCOLN,NE,7901 BLANCHARD BOULEVARD,"https://wysong.lps.org/"
EASTWARD ELEMENTARY SCHOOL,NELIGH,NE,600 J ST,"https://www.nps.k12.nj.us/ewe/"
BIG SANDY 7-8,BIG SANDY,MT,398 FIRST AVE,"https://www.bigsandy.k12.mt.us/"
SWEDE PRESCHOOL ACADEMY,GOTHENBURG,NE,1401 LAKE AVENUE,"https://www.gothenburgswedes.org/swede-preschool-academy"
MEDICINE CROW MIDDLE SCHOOL,BILLINGS,MT,900 BARRETT ROAD,"https://www.billingsschools.org/our-schools/middle-schools/medicine-crow"
HILL TOP COLONY SCHOOL,STOCKETT,MT,909 SPRING CREEK ROAD,"https://www.century21.com/schools/sand-coulee-mt-schools/hill-top-colony-school/O5700115834-LCMTSANDCOULEE"
ACADEMY FOR ENVIRONMENTAL SCIENCE,OAK RIDGE,NJ,1010 WELDON ROAD,"https://www.jefftwp.org/domain/502"
LINCOLN ANNEX SCHOOL,NEW BRUNSWICK,NJ,165 SOMERSET ST,"https://www.nbpschools.net/Domain/11"
YUCCA HEIGHTS ELEMENTARY,CHAPPARAL,NM,580 ANGELINA BLVD,"http://yhe.gisd.k12.nm.us/"
LA MESA ON TRACK PREK CENTER,LA MESA,NM,253 E CHIMURI,"http://www.gisd.k12.nm.us/groups/73669/ontrack_prek/home"
MONTCROSS CHARTER ACADEMY,RALEIGH,NC,301 N. WILMINGTON STREET,"https://www.dpi.nc.gov/documents/charterschools/applications/17-18/montcross-charter-academy-mca"
NORTHGATE INTERMEDIATE,COLUMBUS,OH,6655 SHARON WOODS BLVD,"https://www.ccsoh.us/northgateis"
MORRISVILLE INTERMEDIATE SCH,MORRISVILLE,PA,550 W PALMER ST,"https://www.mv.org/domain/28"
ROSE HILL SCHOOL,JACKSON,TN,2233 BEECH BLUFF RD,"https://www.jmcss.org/rosehill"
MILL CREEK ELEMENTARY SCHOOL,NOLENSVILLE,TN,100 YORK TRL,"https://www.wcs.edu/MCES"
BELLEVUE HIGH SCHOOL,BELLEVUE,WA,10416 WOLVERINE WAY,"https://bsd405.org/bhs/"
JUBILEE BROWNSVILLE,BROWNSVILLE,TX,4955 PABLO KISEL,"https://www.jubileeacademies.org/jubilee-brownsville"
EARLY CHILDHOOD CAMPUS - CHOLLA,SCOTTSDALE,AZ,11130 E. CHOLLA,"https://www.areavibes.com/scottsdale-az/schools/early+childhood+campus+-+cholla-040757003357/"
MADISON ELEMENTARY,EVERETT,WA,616 PECKS DR,"https://madison.osd.wednet.edu/"
MERIDIANA EL,IOWA COLONY,TX,9815 MERIDIANA PKWY,"https://www.alvinisd.net/meridianaes"
JUDITH L HARLOW EL,ANNA,TX,1224 LEONARD AVE,"https://www.annaisd.org/Domain/12"
PARKWAY EL,LONGVIEW,TX,601 PT PKWY,"https://www.crowleyisdtx.org/parkway"
PROPEL CS-NORTHSIDE,PITTSBURGH,PA,1805 BUENA VISTA STREET,"https://www.propelschools.org/11/home?sa=X&ved=2ahUKEwiMw7bahr7yAhXXQs0KHfuJCIIQ9QF6BAgHEAI"
PRESIDENT WILLIAM MCKINLEY HIGH SCHOOL,HONOLULU,HI,1039 SOUTH KING ST,"https://www.mckinley.k12.hi.us/"
ELKMONT ELEMENTARY SCHOOL,ELKMONT,AL,25630 EVANS STREET,"https://www.elkmontelem.org/"
SEQUOIA VILLAGE HIGH SCHOOL,SHOW LOW,AZ,982 FULL HOUSE LANE,"https://www.sequoiavillageschool.org/"
GEORGE WASHINGTON ACADEMY,SNOWFLAKE,AZ,1945 S. 1ST ST.,"https://georgewashingtonacademy.org/"
LEMAN ACADEMY OF EXCELLENCE SIERRA VISTA,SIERRA VISTA,AZ,1000 EAST WILCOX DRIVE,"https://lemanacademy.com/sierra-vista/"
ARIZONA AUTISM CHARTER SCHOOL UPPER SCHOOL CAMPUS,PHOENIX,AZ,1445 E. INDIAN SCHOOL RD.,"https://www.autismcharter.org/"
LEMAN ACADEMY OF EXCELLENCE-ORO VALLEY ARIZONA,ORO VALLEY,AZ,1410 W TANGERINE ROAD,"https://lemanacademy.com/oro-valley-school/"
PATHWAYS IN EDUCATION,PHOENIX,AZ,2226 N. 7TH ST.,"https://az.pathwaysineducation.org/"
COLEGIO PETITE ARIZONA,NOGALES,AZ,850 NORTH MORELY AVE,"https://www.colegioaz.com/"
MARICOPA INSTITUTE OF TECHNOLOGY,PHOENIX,AZ,3900 S 55TH AVENUE,"http://www.mitglobalonline.org/"
SIERRA VISTA ONLINE,SIERRA VISTA,AZ,3555 EAST FRY BOULEVARD,"https://www.svusd68.org/District/Portal/online-schooling"
NORTHERN ARIZONA DISTANCE LEARNING,FLAGSTAFF,AZ,4000 N. CUMMINGS STREET,"https://www.fusd1.org/nadl"
