Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,AETNA_HMO-PPO,AETNA_WHOLE_HEALTH_ACO,BCBS_NEBRASKA_BLUE_PRINT,BCBS_NEBRASKA_NETWORK_BLUE,ELAP_LLC,MIDLANDS_CHOICE,NE_TOTAL_CARE_CENTENE,PHCS_MULTIPLAN,UHC,UHC_ACO,VNA_CYPRESS
4500325,Wound Repair Simple 20.1-30.0,Inpatient,0450,12006,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 20.1 cm to 30.0 cm",,0,550.00,495.00,495.00,528.00,N/A,N/A,522.50,528.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500330,Closed TX Shoulder Dislocation,Emergency,0450,23655,"Closed treatment of shoulder dislocation, with manipulation; requiring anesthesia",,0,2033.00,1829.70,1829.70,1951.68,N/A,N/A,1931.35,1951.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500330,Closed TX Shoulder Dislocation,Inpatient,0450,23655,"Closed treatment of shoulder dislocation, with manipulation; requiring anesthesia",,0,2033.00,1829.70,1829.70,1951.68,N/A,N/A,1931.35,1951.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500335,"FIRST DEGREE BURN, INITIAL",Emergency,0450,16000,"Initial treatment, first degree burn, when no more than local treatment is required",,0,188.00,169.20,169.20,180.48,N/A,N/A,178.60,180.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500335,"FIRST DEGREE BURN, INITIAL",Inpatient,0450,16000,"Initial treatment, first degree burn, when no more than local treatment is required",,0,188.00,169.20,169.20,180.48,N/A,N/A,178.60,180.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500340,BURN DRESSING >10% BURN,Emergency,0450,16030,"Dressings and/or debridement of partial-thickness burns, initial or subsequent; large (eg, more than 1 extremity, or greater than 10% total body surface area)",,0,501.00,450.90,450.90,480.96,N/A,N/A,475.95,480.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500340,BURN DRESSING >10% BURN,Inpatient,0450,16030,"Dressings and/or debridement of partial-thickness burns, initial or subsequent; large (eg, more than 1 extremity, or greater than 10% total body surface area)",,0,501.00,450.90,450.90,480.96,N/A,N/A,475.95,480.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500345,DISLOC ELBOW W/O ANES,Emergency,0450,24600,Treatment of closed elbow dislocation; without anesthesia,,0,981.00,882.90,882.90,941.76,N/A,N/A,931.95,941.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500345,DISLOC ELBOW W/O ANES,Inpatient,0450,24600,Treatment of closed elbow dislocation; without anesthesia,,0,981.00,882.90,882.90,941.76,N/A,N/A,931.95,941.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500350,DISLOC ELBOW W/ANES,Emergency,0450,24605,Treatment of closed elbow dislocation; requiring anesthesia,,0,1248.00,1123.20,1123.20,1198.08,N/A,N/A,1185.60,1198.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500350,DISLOC ELBOW W/ANES,Inpatient,0450,24605,Treatment of closed elbow dislocation; requiring anesthesia,,0,1248.00,1123.20,1123.20,1198.08,N/A,N/A,1185.60,1198.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500355,I&D VULVA/PERINEUM,Emergency,0450,56405,Incision and drainage of vulva or perineal abscess,,0,406.00,365.40,365.40,389.76,N/A,N/A,385.70,389.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500355,I&D VULVA/PERINEUM,Inpatient,0450,56405,Incision and drainage of vulva or perineal abscess,,0,406.00,365.40,365.40,389.76,N/A,N/A,385.70,389.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500360,INTMD REPAIR S/A/T/EXT 20.1-30,Emergency,0450,12036,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 20.1 cm to 30.0 cm",,0,1117.00,1005.30,1005.30,1072.32,N/A,N/A,1061.15,1072.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500360,INTMD REPAIR S/A/T/EXT 20.1-30,Inpatient,0450,12036,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 20.1 cm to 30.0 cm",,0,1117.00,1005.30,1005.30,1072.32,N/A,N/A,1061.15,1072.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500365,PORT BLOOD DRW/FLUSH,Emergency,0450,36591,Collection of blood specimen from a completely implantable venous access device,,0,164.00,147.60,147.60,157.44,N/A,N/A,155.80,157.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500365,PORT BLOOD DRW/FLUSH,Inpatient,0450,36591,Collection of blood specimen from a completely implantable venous access device,,0,164.00,147.60,147.60,157.44,N/A,N/A,155.80,157.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500375,SHLDR VELPEAU IMMOBILIZER,Emergency,0450,29240,"Strapping; shoulder (eg, Velpeau)",,0,84.00,75.60,75.60,80.64,N/A,N/A,79.80,80.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500375,SHLDR VELPEAU IMMOBILIZER,Inpatient,0450,29240,"Strapping; shoulder (eg, Velpeau)",,0,84.00,75.60,75.60,80.64,N/A,N/A,79.80,80.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500380,"Avulsion of nail, part/comp",Emergency,0450,11730,"Avulsion of nail plate, partial or complete, simple; single",,0,292.00,262.80,262.80,280.32,N/A,N/A,277.40,280.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500380,"Avulsion of nail, part/comp",Inpatient,0450,11730,"Avulsion of nail plate, partial or complete, simple; single",,0,292.00,262.80,262.80,280.32,N/A,N/A,277.40,280.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500385,Wound Repair Interm 2.5cm/less,Emergency,0450,12041,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.5 cm or less",,0,529.00,476.10,476.10,507.84,N/A,N/A,502.55,507.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500385,Wound Repair Interm 2.5cm/less,Inpatient,0450,12041,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.5 cm or less",,0,529.00,476.10,476.10,507.84,N/A,N/A,502.55,507.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500390,WOUND REPAIR INTERM 2.6-5.0CM,Emergency,0450,12052,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm",,0,650.00,585.00,585.00,624.00,N/A,N/A,617.50,624.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500390,WOUND REPAIR INTERM 2.6-5.0CM,Inpatient,0450,12052,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm",,0,650.00,585.00,585.00,624.00,N/A,N/A,617.50,624.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500395,Strapping; elbow or wrist,Emergency,0450,29260,Strapping; elbow or wrist,,0,78.38,70.54,70.54,75.24,N/A,N/A,74.46,75.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500395,Strapping; elbow or wrist,Inpatient,0450,29260,Strapping; elbow or wrist,,0,78.38,70.54,70.54,75.24,N/A,N/A,74.46,75.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500400,Shlder to hand (long arm) cast,Emergency,0450,29065,"Application, cast; shoulder to hand (long arm)",,0,244.28,219.85,219.85,234.51,N/A,N/A,232.07,234.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500400,Shlder to hand (long arm) cast,Inpatient,0450,29065,"Application, cast; shoulder to hand (long arm)",,0,244.28,219.85,219.85,234.51,N/A,N/A,232.07,234.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500405,"Thrombolysis, cerebral IV Infu",Emergency,0450,37195,"Thrombolysis, cerebral, by intravenous infusion",,0,865.14,778.63,778.63,830.53,N/A,N/A,821.88,830.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500405,"Thrombolysis, cerebral IV Infu",Inpatient,0450,37195,"Thrombolysis, cerebral, by intravenous infusion",,0,865.14,778.63,778.63,830.53,N/A,N/A,821.88,830.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500410,Evacuation of Subungual Hemato,Emergency,0450,11740,Evacuation of subungual hematoma,,0,145.53,130.98,130.98,139.71,N/A,N/A,138.25,139.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500410,Evacuation of Subungual Hemato,Inpatient,0450,11740,Evacuation of subungual hematoma,,0,145.53,130.98,130.98,139.71,N/A,N/A,138.25,139.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500415,TREATMENT OF SUPERFICIAL WOUND,Emergency,0450,12020,Treatment of superficial wound dehiscence; simple closure,,0,804.69,724.22,724.22,772.50,N/A,N/A,764.46,772.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500415,TREATMENT OF SUPERFICIAL WOUND,Inpatient,0450,12020,Treatment of superficial wound dehiscence; simple closure,,0,804.69,724.22,724.22,772.50,N/A,N/A,764.46,772.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500420,"Repair,intermediate,wounds 2.5",Emergency,0450,12051,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less",,0,744.15,669.74,669.74,714.38,N/A,N/A,706.94,714.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500420,"Repair,intermediate,wounds 2.5",Inpatient,0450,12051,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less",,0,744.15,669.74,669.74,714.38,N/A,N/A,706.94,714.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500425,Closed treatment of metatarsop,Emergency,0450,28630,Closed treatment of metatarsophalangeal joint dislocation; without anesthesia,,0,125.00,112.50,112.50,120.00,N/A,N/A,118.75,120.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500425,Closed treatment of metatarsop,Inpatient,0450,28630,Closed treatment of metatarsophalangeal joint dislocation; without anesthesia,,0,125.00,112.50,112.50,120.00,N/A,N/A,118.75,120.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500430,Remove Impacted Ear Wax Unilat,Emergency,0450,69210,"Removal impacted cerumen requiring instrumentation, unilateral",,0,278.00,250.20,250.20,266.88,N/A,N/A,264.10,266.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500430,Remove Impacted Ear Wax Unilat,Inpatient,0450,69210,"Removal impacted cerumen requiring instrumentation, unilateral",,0,278.00,250.20,250.20,266.88,N/A,N/A,264.10,266.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500435,Closed trtmnt Shoulder Disloc,Emergency,0450,23665,"Closed treatment of shoulder dislocation, with fracture of greater humeral tuberosity, with manipulation",,0,272.00,244.80,244.80,261.12,N/A,N/A,258.40,261.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500435,Closed trtmnt Shoulder Disloc,Inpatient,0450,23665,"Closed treatment of shoulder dislocation, with fracture of greater humeral tuberosity, with manipulation",,0,272.00,244.80,244.80,261.12,N/A,N/A,258.40,261.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500440,REPAIR INTERM WOUND 7.6-12.5,Emergency,0450,12034,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 7.6 cm to 12.5 cm",,0,893.07,803.76,803.76,857.35,N/A,N/A,848.42,857.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4500440,REPAIR INTERM WOUND 7.6-12.5,Inpatient,0450,12034,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 7.6 cm to 12.5 cm",,0,893.07,803.76,803.76,857.35,N/A,N/A,848.42,857.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600010,OXIMETRY; MULTIPLE,Inpatient,0460,94761,"Noninvasive ear or pulse oximetry for oxygen saturation; multiple determinations (eg, during exercise)",,0,248.00,223.20,223.20,238.08,N/A,N/A,235.60,238.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600010,OXIMETRY; MULTIPLE,Outpatient,0460,94761,"Noninvasive ear or pulse oximetry for oxygen saturation; multiple determinations (eg, during exercise)",,0,248.00,223.20,223.20,238.08,N/A,N/A,235.60,238.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600045,PULMONARY REHAB-GROUP,Inpatient,0948,G0239,"Oth resp proc, group",,0,212.00,190.80,190.80,203.52,N/A,N/A,201.40,203.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600045,PULMONARY REHAB-GROUP,Outpatient,0948,G0239,"Oth resp proc, group",,0,212.00,190.80,190.80,203.52,N/A,N/A,201.40,203.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600050,6 MINUTE WALK PULMONARY,Inpatient,0460,94618,"Pulmonary stress testing (eg, 6-minute walk test), including measurement of heart rate, oximetry, and oxygen titration, when performed",,0,334.00,300.60,300.60,320.64,N/A,N/A,317.30,320.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600050,6 MINUTE WALK PULMONARY,Outpatient,0460,94618,"Pulmonary stress testing (eg, 6-minute walk test), including measurement of heart rate, oximetry, and oxygen titration, when performed",,0,334.00,300.60,300.60,320.64,N/A,N/A,317.30,320.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600065,MOISTURE AIRFLOW RESISTANCE,Inpatient,0460,94726,"Plethysmography for determination of lung volumes and, when performed, airway resistance",,0,532.00,478.80,478.80,510.72,N/A,N/A,505.40,510.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600065,MOISTURE AIRFLOW RESISTANCE,Outpatient,0460,94726,"Plethysmography for determination of lung volumes and, when performed, airway resistance",,0,532.00,478.80,478.80,510.72,N/A,N/A,505.40,510.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600070,RESIDUAL LUNG CAPACITY,Inpatient,0460,94727,"Gas dilution or washout for determination of lung volumes and, when performed, distribution of ventilation and closing volumes",,0,450.00,405.00,405.00,432.00,N/A,N/A,427.50,432.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600070,RESIDUAL LUNG CAPACITY,Outpatient,0460,94727,"Gas dilution or washout for determination of lung volumes and, when performed, distribution of ventilation and closing volumes",,0,450.00,405.00,405.00,432.00,N/A,N/A,427.50,432.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600085,THORACIC GAS VOLUME,Inpatient,0460,94726,"Plethysmography for determination of lung volumes and, when performed, airway resistance",,0,532.00,478.80,478.80,510.72,N/A,N/A,505.40,510.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600085,THORACIC GAS VOLUME,Outpatient,0460,94726,"Plethysmography for determination of lung volumes and, when performed, airway resistance",,0,532.00,478.80,478.80,510.72,N/A,N/A,505.40,510.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600090,DIFFUSING CAPACITY,Inpatient,0460,94729,"Diffusing capacity (eg, carbon monoxide, membrane) (List separately in addition to code for primary procedure)",,0,476.00,428.40,428.40,456.96,N/A,N/A,452.20,456.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600090,DIFFUSING CAPACITY,Outpatient,0460,94729,"Diffusing capacity (eg, carbon monoxide, membrane) (List separately in addition to code for primary procedure)",,0,476.00,428.40,428.40,456.96,N/A,N/A,452.20,456.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600105,EVALUATION OF WHEEZING,Inpatient,0460,94060,"Bronchodilation responsiveness, spirometry as in 94010, pre- and post-bronchodilator administration",,0,644.00,579.60,579.60,618.24,N/A,N/A,611.80,618.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600105,EVALUATION OF WHEEZING,Outpatient,0460,94060,"Bronchodilation responsiveness, spirometry as in 94010, pre- and post-bronchodilator administration",,0,644.00,579.60,579.60,618.24,N/A,N/A,611.80,618.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600110,PULM FUNCT TST PLETHYSMOGRAP,Inpatient,0460,94726,"Plethysmography for determination of lung volumes and, when performed, airway resistance",,0,686.00,617.40,617.40,658.56,N/A,N/A,651.70,658.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4600110,PULM FUNCT TST PLETHYSMOGRAP,Outpatient,0460,94726,"Plethysmography for determination of lung volumes and, when performed, airway resistance",,0,686.00,617.40,617.40,658.56,N/A,N/A,651.70,658.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800005,2 DM-MODE DOPPLER & ECHO,Inpatient,0483,93307,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, without spectral or color Doppler echocardiography",,0,1925.00,1732.50,1732.50,1848.00,N/A,N/A,1828.75,1848.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800005,2 DM-MODE DOPPLER & ECHO,Outpatient,0483,93307,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, without spectral or color Doppler echocardiography",,0,1925.00,1732.50,1732.50,1848.00,N/A,N/A,1828.75,1848.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800010,STRESS ECHOCARDIOGRAPHY,Inpatient,0483,93350,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, during rest and cardiovascular stress test using treadmill, bicycle exercise and/or pharmacologically induced stress, with interpretation and report",,0,1456.00,1310.40,1310.40,1397.76,N/A,N/A,1383.20,1397.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800010,STRESS ECHOCARDIOGRAPHY,Outpatient,0483,93350,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, during rest and cardiovascular stress test using treadmill, bicycle exercise and/or pharmacologically induced stress, with interpretation and report",,0,1456.00,1310.40,1310.40,1397.76,N/A,N/A,1383.20,1397.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800020,HEART DOPPLER - COLOR,Inpatient,0483,93320,"Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); complete",,0,442.00,397.80,397.80,424.32,N/A,N/A,419.90,424.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800020,HEART DOPPLER - COLOR,Outpatient,0483,93320,"Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); complete",,0,442.00,397.80,397.80,424.32,N/A,N/A,419.90,424.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800025,ECHO 2D M MODE LIMITED,Inpatient,0483,93308,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, follow-up or limited study",,0,775.00,697.50,697.50,744.00,N/A,N/A,736.25,744.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800025,ECHO 2D M MODE LIMITED,Outpatient,0483,93308,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, follow-up or limited study",,0,775.00,697.50,697.50,744.00,N/A,N/A,736.25,744.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800035,DEVICE EVAL DUAL LEAD PACER,Inpatient,0480,93280,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report by a physician or other qualified health care professional; dual lead pacemaker system",,0,95.00,85.50,85.50,91.20,N/A,N/A,90.25,91.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800035,DEVICE EVAL DUAL LEAD PACER,Outpatient,0480,93280,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report by a physician or other qualified health care professional; dual lead pacemaker system",,0,95.00,85.50,85.50,91.20,N/A,N/A,90.25,91.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800055,TRANSESOPHAGEAL ECHOCARDIO,Inpatient,0483,93312,"Echocardiography, transesophageal, real-time with image documentation (2D) (with or without M-mode recording); including probe placement, image acquisition, interpretation and report",,0,2208.00,1987.20,1987.20,2119.68,N/A,N/A,2097.60,2119.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800055,TRANSESOPHAGEAL ECHOCARDIO,Outpatient,0483,93312,"Echocardiography, transesophageal, real-time with image documentation (2D) (with or without M-mode recording); including probe placement, image acquisition, interpretation and report",,0,2208.00,1987.20,1987.20,2119.68,N/A,N/A,2097.60,2119.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800085,DOPPLER COLOR FLOW VELOCITY,Inpatient,0483,93325,Doppler echocardiography color flow velocity mapping (List separately in addition to codes for echocardiography),,0,442.00,397.80,397.80,424.32,N/A,N/A,419.90,424.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800085,DOPPLER COLOR FLOW VELOCITY,Outpatient,0483,93325,Doppler echocardiography color flow velocity mapping (List separately in addition to codes for echocardiography),,0,442.00,397.80,397.80,424.32,N/A,N/A,419.90,424.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800105,DOPPLER ECHO FOLLOWUP,Inpatient,0480,93321,"Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); follow-up or limited study (List separately in addition to codes for echocardiographic imaging)",,0,148.00,133.20,133.20,142.08,N/A,N/A,140.60,142.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4800105,DOPPLER ECHO FOLLOWUP,Outpatient,0480,93321,"Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); follow-up or limited study (List separately in addition to codes for echocardiographic imaging)",,0,148.00,133.20,133.20,142.08,N/A,N/A,140.60,142.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4900010,OUTPATIENT SURGICAL SVCS RAD**,Ambulatory Surgical,0490,,,,0,1656.00,1490.40,1490.40,1589.76,N/A,N/A,1573.20,1589.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4900010,OUTPATIENT SURGICAL SVCS RAD**,Inpatient,0490,,,,0,1656.00,1490.40,1490.40,1589.76,N/A,N/A,1573.20,1589.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4900015,SEDATION 1ST 30 MIN,Ambulatory Surgical,0490,99152,"Moderate sedation services provided by the same physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports, requiring the presence of an independent trained observer to assist in the monitoring of the patient's level of consciousness and physiological status; initial 15 minutes of intraservice time, patient age 5 years or older",,0,350.00,315.00,315.00,336.00,N/A,N/A,332.50,336.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4900015,SEDATION 1ST 30 MIN,Inpatient,0490,99152,"Moderate sedation services provided by the same physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports, requiring the presence of an independent trained observer to assist in the monitoring of the patient's level of consciousness and physiological status; initial 15 minutes of intraservice time, patient age 5 years or older",,0,350.00,315.00,315.00,336.00,N/A,N/A,332.50,336.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4900045,MEDIUM JOINT INJECT W/US,ProFee,0960,20606,"Arthrocentesis, aspiration and/or injection, intermediate joint or bursa (eg, temporomandibular, acromioclavicular, wrist, elbow or ankle, olecranon bursa); with ultrasound guidance, with permanent recording and reporting",,0,177.00,159.30,87.08,159.30,98.31,87.08,92.41,92.41,94.34,88.54,N/A,138.85,N/A,N/A,96.76
4900055,THORACENTESIS PLEUR SPACE W/,ProFee,0960,32555,"Thoracentesis, needle or catheter, aspiration of the pleural space; with imaging guidance",,0,329.00,296.10,186.19,296.87,210.19,186.19,197.57,197.57,201.71,189.30,N/A,296.87,N/A,N/A,206.88
4900100,EPIDURAL W/FLUORO OR CT,ProFee,0960,62323,"Injection(s), of diagnostic or therapeutic substance(s) (eg, anesthetic, antispasmodic, opioid, steroid, other solution), not including neurolytic substances, including needle or catheter placement, interlaminar epidural or subarachnoid, lumbar or sacral (caudal); with imaging guidance (ie, fluoroscopy or CT)",,0,150.00,135.00,135.00,718.94,188.45,166.93,177.13,177.13,180.84,169.71,N/A,718.94,N/A,N/A,185.48
4900105,TRANSFORAMINAL EPI W/FLUORO/CT,ProFee,0960,64483,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with imaging guidance (fluoroscopy or CT); lumbar or sacral, single level",,0,1178.00,1060.20,187.31,1060.20,213.52,187.31,393.63,393.63,202.92,190.43,N/A,675.63,N/A,N/A,208.12
4900110,ABD PARACENTESIS W/IMAGING,ProFee,0960,49083,Abdominal paracentesis (diagnostic or therapeutic); with imaging guidance,,0,426.00,383.40,178.83,813.01,201.88,178.83,542.06,542.06,193.73,181.81,N/A,813.01,N/A,N/A,198.70
4900115,BILAT N BLK SPENOPLATINE GANGL,ProFee,0960,64505,"Injection, anesthetic agent; sphenopalatine ganglion",,0,150.00,135.00,75.00,135.00,75.00,75.00,75.00,75.00,112.50,120.00,N/A,135.00,N/A,N/A,112.50
4900120,THYROID BIOPSY,ProFee,0960,60100,"Biopsy thyroid, percutaneous core needle",,0,150.00,135.00,129.76,206.90,146.49,129.76,137.69,137.69,140.58,131.92,N/A,206.90,N/A,N/A,144.18
4900170,BONE BIOPSY TROCAR/NEEDLE,ProFee,0960,20225,"Biopsy, bone, trocar, or needle; deep (eg, vertebral body, femur)",,0,1225.00,1102.50,185.24,1102.50,986.27,185.24,934.98,934.98,200.67,188.33,N/A,295.35,N/A,N/A,205.82
4900180,INJ SINGLE TENDON SHEATH,ProFee,0960,20550,"Injection(s); single tendon sheath, or ligament, aponeurosis (eg, plantar ""fascia"")",,0,180.00,162.00,65.14,162.00,73.54,65.14,76.15,69.12,70.57,66.23,N/A,103.87,N/A,N/A,72.38
4900185,RENAL BIOPSY PERC BY TROCAR,ProFee,0960,50200,"Renal biopsy; percutaneous, by trocar or needle",,0,501.00,450.90,213.70,1095.33,1022.12,213.70,226.76,1095.33,231.50,950.03,N/A,394.71,N/A,N/A,237.44
4900195,US GUIDANCE NEEDLE PLACEMENT,ProFee,0960,76942,"Ultrasonic guidance for needle placement (eg, biopsy, aspiration, injection, localization device), imaging supervision and interpretation",,0,734.00,660.60,53.06,660.60,59.90,53.06,60.35,60.35,57.49,60.73,N/A,84.61,N/A,N/A,58.96
4900200,MYELOGRAM CERVICAL,ProFee,0960,62302,"Myelography via lumbar injection, including radiological supervision and interpretation; cervical",,0,796.00,716.40,202.14,716.40,228.19,202.14,214.49,214.49,218.99,205.51,N/A,322.30,N/A,N/A,224.60
4900205,MYELOGRAM LUMBOSACRAL,ProFee,0960,62304,"Myelography via lumbar injection, including radiological supervision and interpretation; lumbosacral",,0,2729.00,2456.10,199.08,2456.10,224.74,199.08,211.25,211.25,215.67,202.40,N/A,317.42,N/A,N/A,221.20
4900210,MYELOGRAM THORACIC,ProFee,0960,62303,"Myelography via lumbar injection, including radiological supervision and interpretation; thoracic",,0,796.00,716.40,202.70,716.40,228.82,202.70,215.09,215.09,219.59,206.08,N/A,323.19,N/A,N/A,225.22
4900215,PARAVERT FACET JOINT 1ST LEVEL,ProFee,0960,64493,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), lumbar or sacral; single level",,0,150.00,135.00,135.00,332.76,332.76,291.87,309.71,309.71,316.97,296.73,N/A,243.95,N/A,N/A,168.44
