name,ccn,homepage_url,state_code,street,city,state,zip,beds,telephone
VA HOSP,17005F,https://www.va.gov/eastern-kansas-health-care/locations/colmery-oneil-veterans-administration-medical-center/,KS,2200 Southwest Gage Boulevard,Topeka,KS,66622,0,(785) 350-3111
MADISON STATE HOSPITAL,154019,https://www.in.gov/fssa/dmha/state-psychiatric-hospitals/madison-state-hospital/,IN,711 Green Road,Madison,IN,47250,150,(812) 265-2611
SYCAMORE SHOALS HOSPITAL,440018,https://www.balladhealth.org/hospitals/sycamore-shoals-elizabethton,TN,1501 West Elk Avenue,Elizabethton,TN,37643,121,(423) 542-1300
HOLY CROSS HOSPITAL,210004,https://www.holycrosshealth.org,MD,1500 Forest Glen Road,Silver Spring,MD,20910,423,(301) 754-7000
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,030002,https://www.bannerhealth.com/locations/phoenix/banner-university-medical-center-phoenix,AZ,1111 East McDowell Road,Phoenix,AZ,85006,746,(602) 839-2000
RUSH COUNTY MEMORIAL HOSPITAL,171342,https://www.rushcountymemorialhospital.com,KS,801 Locust Street,La Crosse,KS,67548,16,(785) 222-2545
"DUNCAN REGIONAL HOSPITAL, INC",370023,https://duncanregional.com/,OK,1407 Whisenant Drive,Duncan,OK,73533,110,(580) 252-5300
VALLE VISTA HEALTH SYSTEM,154024,https://www.vallevistahospital.com,IN,898 East Main Street,Greenwood,IN,46143,98,(317) 887-1348
EAST CENTRAL REGIONAL HOSPITAL,114029,https://dbhdd.georgia.gov/be-caring/east-central-regional-hospital-ecrh-augusta-and-gracewood-ga,GA,3405 Mike Padgett Highway,Augusta,GA,30906,110,(706) 790-2011
WELLSTAR PAULDING HOSPITAL,110042,https://www.wellstar.org/locations/hospital/paulding-hospital,GA,2518 Jimmy Lee  Smith Parkway,Hiram,GA,30141,294,(470) 644-7000
"HEALTHSOUTH/MAINE MEDICAL CENTER, LLC",203025,https://www.encompasshealth.com/locations/nerhp,ME,335 Brighton Avenue,Portland,ME,04102,90,(207) 775-4000
JACKSON MEDICAL CENTER,010128,https://www.jmc.org,AL,220 Hospital Drive,Jackson,AL,36545,35,(251) 246-9021
TUG VALLEY ARH REGIONAL MEDICAL CENTER,180069,https://www.arh.org/portfolio_page/tug-valley-arh-regional-medical-center/,KY,260 Hospital Drive,South Williamson,KY,41503,123,(606) 237-1700
NORTHWOOD DEACONESS HEALTH CENTER,351312,https://www.ndhc.net,ND,4 North Park Street,Northwood,ND,58267,49,(701) 587-6060
BRIDGEPOINT HOSPITAL CAPITOL HILL,092002,https://www.bridgepointhealthcare.com/overview-bridgepoint-hospital-capitol-hill/,DC,223 7th Street NE,Washington,DC,20002,177,(202) 546-5700
ROBERT PACKER HOSPITAL,390079,https://www.guthrie.org/location/robert-packer-hospital,PA,1 Guthrie Square,Sayre,PA,18840,334,(570) 888-6666
SELECT SPECIALTY HOSPITAL - WEIRTON,512005,https://www.selectspecialtyhospitals.com/locations-and-tours/wv/weirton/weirton/,WV,601 Colliers Way 9th Floor,Weirton,WV,26062,72,(304) 919-4300
NEA BAPTIST MEMORIAL HOSPITAL,040118,https://www.baptistonline.org/locations/nea,AR,4800 East Johnson Avenue,Jonesboro,AR,72401,204,(870) 936-1000
"COPPER SPRINGS HOSPITAL, LLC",034032,https://coppersprings.com/locations/avondale-az/,AZ,10550 West McDowell Road,Avondale,AZ,85392,144,(480) 565-3035
TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,440153,https://www.tennovanewport.com/,TN,435 Second Street,Newport,TN,37821,88,(423) 625-2200
PROVIDENCE MEDFORD MEDICAL CENTER,380075,https://www.providence.org/locations/or/medford-medical-center,OR,1111 Crater Lake Avenue,Medford,OR,97504,108,(541) 732-5000
CHI HEALTH - MERCY CORNING,161304,https://www.chihealth.com/chi-health-mercy-corning,IA,603 Rosary Drive,Corning,IA,50841,22,(641) 322-3121
LEGACY MERIDIAN PARK MEDICAL CENTER,380089,https://www.legacyhealth.org/doctors-and-locations/hospitals/legacy-meridian-park-medical-center,OR,19300 Southwest 65th Avenue,Tualatin,OR,97062,123,(503) 692-1212
TRISTAR GREENVIEW REGIONAL HOSPITAL,180124,https://www.tristarhealth.com/locations/tristar-greenview-regional-hospital,KY,1801 Ashley Circle,Bowling Green,KY,42104,118,(270) 793-1000
NAVOS,504009,https://www.navos.org,WA,2600 Southwest Holden Street,Seattle,WA,98126,70,(206) 933-7000
GRACE HOSPITAL,362015,https://www.gracehospital.org,OH,2307 West 14th Street,Cleveland,OH,44113,38,(216) 687-1500
IOWA SPECIALTY HOSPITAL - CLARION,161302,https://www.iowaspecialtyhospital.com/locations/clarion/iowa-specialty-hospital---clarion,IA,1316 South Main Street,Clarion,IA,50525,25,(844) 474-4321
THE ORTHOPEDIC SPECIALTY HOSPITAL,460049,https://toshmd.com/,UT,"5848 South 300 East, Suite 110",Murray,UT,84107,40,(801) 314-4188
OHSU HOSPITAL AND CLINICS,380009,https://www.ohsu.edu/,OR,3181 Southwest Sam Jackson Park Road,Portland,OR,97239,549,(503) 494-8311
BELLEVUE HOSPITAL CENTER,330204,https://www.nychealthandhospitals.org/bellevue/,NY,462 First Avenue,New York,NY,10016,912,(212) 562-4141
HCA HOUSTON HEALTHCARE SOUTHEAST,450097,https://hcahoustonhealthcare.com/locations/southeast/,TX,4000 Spencer Highway,Pasadena,TX,77504,260,(713) 359-2000
ESSENTIA HEALTH MOOSE LAKE,241350,https://www.essentiahealth.org/find-facility/moose-lake/,MN,4572 County Road 61,Moose Lake,MN,55767,25,(218) 485-4481
OUR LADY OF BELLEFONTE HOSPITAL,180036,https://bonsecours.com/kentucky/find-a-facility/our-lady-of-bellefonte-hospital,KY,1000 Saint Christopher Drive,Ashland,KY,41101,151,(606) 833-3333
NEWTON MEDICAL CENTER,310028,https://www.atlantichealth.org/locations/hospitals/newton-medical-center.html,NJ,175 High Street,Newton,NJ,07860,146,(973) 383-2121
BURGESS HEALTH CENTER,161359,https://www.burgesshc.org,IA,1600 Diamond Street,Onawa,IA,51040,25,(712) 423-2311
MADISON HEALTH,360189,https://www.madison-health.com/,OH,210 North Main Street,London,OH,43140,45,(740) 845-7000
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF HENDER,293032,https://www.encompasshealth.com/hendersonrehab,NV,10301 Jeffreys Street,Henderson,NV,89052,90,(702) 939-9400
STEWARD CORAL GABLES HOSPITAL,100183,https://www.coralgableshospital.org/,FL,3100 Douglas Road,Coral Gables,FL,33134,245,(305) 445-8461
ORANGE COUNTY GLOBAL MEDICAL CENTER,050746,https://orangecountyglobalmedicalcenter.com/,CA,1001 North Tustin Avenue,Santa Ana,CA,92705,282,(714) 953-3500
YUMA DISTRICT HOSPITAL,061315,https://www.yumahospital.org,CO,1000 West 8th Avenue,Yuma,CO,80759,15,(970) 848-5405
COATESVILLE VA MEDICAL CENTER,39004F,https://www.coatesville.va.gov/,PA,1400 Blackhorse Hill Road,Coatesville,PA,19320,0,(610) 384-7711
ANGEL MEDICAL CENTER,341326,https://missionhealth.org/member-hospitals/angel/,NC,124 One Center Court,Franklin,NC,28734,35,(828) 524-8411
HIGHLAND HOSPITAL,514001,https://highlandhosp.com/,WV,300 56th Street Southeast,Charleston,WV,25304,115,(304) 926-1600
MIAMI COUNTY MEDICAL CENTER,170109,https://www.olathehealth.org/locations/miami-county-medical-center,KS,2100 Baptiste Drive,Paola,KS,66071,18,(913) 294-2327
MERCY HOSPITAL BERRYVILLE,041329,https://www.mercy.net/practice/mercy-hospital-berryville,AR,214 Carter Street,Berryville,AR,72616,25,(870) 423-3355
COMMUNITY HOSPITAL INC,010034,https://www.chal.org/,AL,805 Friendship Road,Tallassee,AL,36078,47,(334) 283-6541
MASON GENERAL HOSPITAL & FAMILY OF CLINICS,501336,https://www.masongeneral.com,WA,901 Mountain View Drive,Shelton,WA,98584,25,(360) 426-1611
MARLBOROUGH HOSPITAL,220049,https://www.ummhealth.org/marlborough-hospital,MA,157 Union Street,Marlborough,MA,01752,67,(508) 481-5000
"UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,THE",450076,https://www.mdanderson.org/about-md-anderson/our-locations/texas-medical-center.html,TX,1515 Holcombe Boulevard,Houston,TX,77030,739,(713) 792-2121
CHESTNUT HILL HOSPITAL,390026,https://towerhealth.org/locations/chestnut-hill-hospital,PA,8835 Germantown Avenue,Philadelphia,PA,19118,148,(215) 248-8200
SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,150076,https://www.sjmed.com/patients-visitors/plymouth-medical-center/,IN,1915 Lake Avenue,Plymouth,IN,46563,45,(574) 948-4000
GREAT PLAINS HEALTH,280065,https://www.gphealth.org/,NE,601 West Leota,North Platte,NE,69101,115,(308) 568-8000
TERREBONNE GENERAL HEALTH SYSTEM,190008,https://www.tghealthsystem.com,LA,8166 Main Street,Houma,LA,70360,210,(985) 873-4141
SIERRA NEVADA MEMORIAL HOSPITAL,050150,https://www.dignityhealth.org/sacramento/hospitals/sierra-nevada-memorial-hospital,CA,155 Glasson Way,Grass Valley,CA,95945,104,(530) 274-6000
HILLCREST HOSPITAL CUSHING,370099,https://www.hillcrestcushing.com/,OK,1027 East Cherry Street,Cushing,OK,74023,24,(918) 225-2915
UPMC ST MARGARET,390102,https://www.upmc.com/locations/hospitals/st-margaret,PA,815 Freeport Road,Pittsburgh,PA,15215,246,(412) 784-4000
PROMEDICA HERRICK HOSPITAL,231334,https://www.promedica.org/herrick-hospital/Pages/default.aspx,MI,500 East Pottawatamie Street,Tecumseh,MI,49286,25,(517) 424-3000
SAMARITAN BEHAVIORAL CENTER,234040,https://samaritancenterdetroit.org/,MI,5555 Conner Avenue,Detroit,MI,48213,55,(313) 579-4400
SOUTH CAMERON MEMORIAL HOSPITAL,190307,https://www.southcameronmemorial.com/,LA,5360 West Creole Highway,Cameron,LA,70631,49,(337) 542-4111
TEXAS SPECIALTY HOSPITAL AT LUBBOCK,670070,https://www.fundltc.com/Healthcare%20Facility%20Locator/facility_page.aspx,TX,4302-B Princeton Street,Lubbock,TX,79415,37,(806) 723-8700
FORKS COMMUNITY HOSPITAL,501325,https://www.forkshospital.org/,WA,530 Bogachiel Way,Forks,WA,98331,37,(360) 374-6271
SUNRISEVISTA HEALTH AND WELLNESS,364064,https://www.sunrisevistahealth.com,OH,1223 Market Avenue North,Canton,OH,44714,72,(844) 942-3007
CAMBRIDGE HEALTH ALLIANCE,220011,https://www.challiance.org/location/cambridge-hospital?utm_source=yxt&utm_medium=search,MA,1493 Cambridge Street,Cambridge,MA,02139,262,(617) 665-1000
SINGING RIVER GULFPORT,250123,https://singingriverhealthsystem.com/locations/gulfporthospital/,MS,15200 Community Road,Gulfport,MS,39503,130,(228) 575-7000
CENTRAL WASHINGTON HOSPITAL,500016,https://www.confluencehealth.org/locations/central-washington-hospital-clinics-campus/,WA,1201 South Miller Street,Wenatchee,WA,98801,176,(509) 662-1511
SAMUEL MAHELONA MEMORIAL HOSPITAL,121306,https://kauai.hhsc.org/facilities/samuel-mahelona-memorial-hospital-smmh/,HI,4800 Kawaihau Road,Kapaa,HI,96746,80,(808) 822-4961
MERCY HEALTH - FAIRFIELD HOSPITAL,360056,https://www.mercy.com/locations/hospitals/cincinnati/mercy-health-fairfield-hospital,OH,3000 Mack Road,Fairfield,OH,45014,214,(513) 870-7000
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF READIN,393026,https://www.encompasshealth.com/readingrehab,PA,1623 Morgantown Road,Reading,PA,19607,60,(610) 796-6000
UNITY PSYCHIATRIC CARE - HUNTSVILLE,014018,https://www.unitypsych.com/huntsville,AL,5315 Millenium Drive,Huntsville,AL,35806,20,(256) 964-6700
CENTURA ST ELIZABETH HOSPITAL,060044,https://www.centura.org/location/st-elizabeth-hospital,CO,1000 Lincoln Street,Fort Morgan,CO,80701,50,(970) 867-3391
MIDLANDS REGIONAL REHABILITATION HOSPITAL,423034,https://mrrh.ernesthealth.com/,SC,20 Pinnacle Parkway,Elgin,SC,29045,40,(803) 438-8890
PROVIDENCE MILWAUKIE HOSPITAL,380082,https://www.providence.org/locations/or/milwaukie-hospital,OR,10150 Southeast 32nd Avenue,Milwaukie,OR,97222,59,(503) 513-8300
HANS P PETERSON MEMORIAL HOSPITAL - CAH,431319,https://www.philiphealthservices.com/facility/hans-p-peterson-memorial-hospital/,SD,503 West Pine Street,Philip,SD,57567,48,(605) 859-2511
TEXAS CHILDRENS HOSPITAL,453304,https://www.texaschildrens.org,TX,6621 Fannin Street,Houston,TX,77030,861,(832) 824-1000
STERLING SURGICAL HOSPITAL,190256,https://sterlingsurgical.net/,LA,989 Robert Boulevard,Slidell,LA,70458,10,(985) 690-8200
FRANKLIN HOSPITAL,141321,https://www.franklinhospital.net,IL,201 Bailey Lane,Benton,IL,62812,25,(618) 439-3161
EAST MORGAN COUNTY HOSPITAL,061303,https://www.bannerhealth.com/locations/brush/east-morgan-county-hospital,CO,2400  Edison Street,Brush,CO,80723,25,(970) 842-6200
MERIT HEALTH RIVER REGION,250031,https://www.merithealthriverregion.com,MS,2100 Highway 61 North,Vicksburg,MS,39183,321,(601) 883-5000
BANNER LASSEN MEDICAL CENTER,051320,https://www.bannerhealth.com/locations/susanville/banner-lassen-medical-center?locname=LASSEN,CA,1800 Spring Ridge Drive,Susanville,CA,96130,25,(530) 252-2000
TANNER MEDICAL CENTER VILLA RICA,110015,https://www.tanner.org/tanner-medical-center-villa-rica,GA,601 Dallas Highway,Villa Rica,GA,30180,135,(770) 812-3000
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,https://www.matherhospital.org,NY,75 North Country Road,Port Jefferson,NY,11777,248,(631) 473-1320
MEMORIAL HOSPITAL,141338,https://www.mhchester.com/,IL,1900 State Street,Chester,IL,62233,25,(618) 826-4581
FAIRVIEW HOSPITAL,221302,https://www.berkshirehealthsystems.org/location/fairview-hospital,MA,29 Lewis Avenue,Great Barrington,MA,01230,24,(413) 528-0790
DECATUR COUNTY HOSPITAL,161340,https://www.decaturcountyhospital.org/,IA,1405 Northwest Church Street,Leon,IA,50144,11,(641) 446-4871
BLYTHEDALE CHILDREN'S HOSPITAL,333301,https://www.blythedale.org/,NY,95 Bradhurst Avenue,Valhalla,NY,10595,0,(914) 592-7555
ENCOMPASS HEALTH LAKESHORE REHABILITATION HOSPITAL,013025,https://www.encompasshealth.com/lakeshorerehab,AL,3800 Ridgeway Drive,Birmingham,AL,35209,100,(205) 868-2000
THE BEHAVIORAL CENTER OF MICHIGAN,234042,https://www.behavioralcenter.com,MI,4050 East Twelve Mile road,Warren,MI,48092,42,(866) 673-3100
NORTHWESTERN LAKE FOREST HOSPITAL,140130,https://www.nm.org/locations/lake-forest-hospital,IL,1000 North Westmoreland Road,Lake Forest,IL,60045,122,(847) 234-5600
KADLEC REGIONAL MEDICAL CENTER,500058,https://www.providence.org/locations/kadlec/regional-medical-center,WA,888 Swift Boulevard,Richland,WA,99352,300,(509) 946-4611
CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS,450272,https://www.christushealth.org/locations/santa-rosa-hospital-san-marcos,TX,1301 Wonder World Drive,San Marcos,TX,78666,115,(512) 353-8979
MOUNT SINAI REHABILITATION HOSPITAL INC,073025,https://www.trinityhealthofne.org/location/mount-sinai-rehabilitation-hospital-1,CT,490 Blue Hills Avenue,Hartford,CT,06112,60,(860) 714-3500
JACKSON HOSPITAL & CLINIC INC,010024,https://www.jackson.org/,AL,1725 Pine Street,Montgomery,AL,36106,274,(334) 293-8000
ADVENTIST HEALTH TULARE,050784,https://www.adventisthealth.org/tulare/,CA,869 North Cherry Street,Tulare,CA,93274,73,(559) 688-0821
VALLEYWISE HEALTH MEDICAL CENTER,030022,https://valleywisehealth.org/locations/valleywise-health-medical-center/,AZ,2601 East Roosevelt Street,Phoenix,AZ,85008,739,(602) 344-5011
ADVENTHEALTH ROLLINS BROOK,451323,https://www.adventhealth.com/hospital/adventhealth-rollins-brook,TX,608 North Key Avenue,Lampasas,TX,76550,25,(512) 556-3682
UNIVERSITY BEHAVIORAL CENTER,104076,https://www.universitybehavioral.com,FL,2500 Discovery Drive,Orlando,FL,32826,112,(407) 281-7000
MUSC MEDICAL CENTER,420004,https://muschealth.org/locations/university-medical-center,SC,171 Ashley Avenue,Charleston,SC,29425,903,(843) 792-1414
LEHIGH VALLEY HOSPITAL-SCHUYLKILL,390030,https://www.lvhn.org/locations/lehigh-valley-hospital-schuylkill-s-jackson-street,PA,420 South Jackson Street,Pottsville,PA,17901,186,(570) 621-5000
SPRING MOUNTAIN TREATMENT CENTER,294011,https://www.springmountaintreatmentcenter.com,NV,7000 West Spring Mountain Road,Las Vegas,NV,89117,110,(702) 873-2400
FRANCES MAHON DEACONESS HOSPITAL,271316,https://www.fmdh.org,MT,621 Third Street South,Glasgow,MT,59230,25,(406) 228-3500
CUMBERLAND HOSPITAL LLC,493300,https://cumberlandhospital.com,VA,9407 Cumberland Road,New Kent,VA,23124,0,(804) 966-2242
"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",171354,https://www.chcsks.org/,KS,120 West Eighth Street,Onaga,KS,66521,25,(785) 889-4272
EASTERN MAINE MEDICAL CENTER,200033,https://northernlighthealth.org/Eastern-Maine-Medical-Center,ME,489 State Street,Bangor,ME,04401,377,(207) 973-7000
SELECT SPECIALTY HOSPITAL-AKRON,362027,https://www.selectspecialtyhospitals.com/locations-and-tours/oh/akron/akron/,OH,200 East Market Street,Akron,OH,44308,60,(330) 761-7500
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,490097,https://www.bonsecours.com/locations/hospitals-medical-centers/richmond/southern-virginia-regional-medical-center,VA,727 North Main Street,Emporia,VA,23847,80,(434) 348-4400
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,https://www.valleybaptist.net/locations/detail/vbmc-brownsville,TX,1040 West Jefferson Street,Brownsville,TX,78520,240,(956) 698-5400
BLACK RIVER MEMORIAL HOSPITAL,521333,https://www.brmh.net,WI,711 West Adams Street,Black River Falls,WI,54615,25,(715) 284-5361
ST MARYS HOSPITAL MEDICAL CTR,520097,https://www.hshs.org/stmarysgreenbay/,WI,1726 Shawano Avenue,Green Bay,WI,54303,83,(920) 498-4200
NORTHERN INYO HOSPITAL,051324,https://www.nih.org/locations/northern-inyo-hospital/,CA,150 Pioneer Lane,Bishop,CA,93514,25,(760) 873-5811
ROANE GENERAL HOSPITAL,511306,https://www.roanegeneralhospital.com,WV,200 Hospital Drive,Spencer,WV,25276,69,(304) 927-4444
ROXBOROUGH MEMORIAL HOSPITAL,390304,https://www.roxboroughmemorial.com,PA,5800 Ridge Avenue,Philadelphia,PA,19128,131,(215) 483-9900
KINDRED HOSPITAL - SAN DIEGO,052036,https://www.kindredhealthcare.com/locations/ltac/kindred-hospital-san-diego,CA,1940 El Cajon Boulevard,San Diego,CA,92104,70,(619) 543-4500
HILLCREST HOSPITAL CLAREMORE,370039,https://hillcrestclaremore.com/,OK,1202 North Muskogee Place,Claremore,OK,74017,41,(918) 341-2556
TAYLOR REGIONAL HOSPITAL,180087,https://www.tchosp.org,KY,1700 Old Lebanon Road,Campbellsville,KY,42718,90,(270) 465-3561
ASCENSION ST VINCENT KOKOMO,150010,https://healthcare.ascension.org/locations/indiana/ineva/kokomo-ascension-st-vincent-kokomo,IN,1907 West Sycamore Street,Kokomo,IN,46901,129,(765) 456-5611
KONA COMMUNITY HOSPITAL,120019,https://www.kch.hhsc.org/,HI,79-1019 Haukapila Street,Kealakekua,HI,96750,94,(808) 322-9311
STEPHENS MEMORIAL HOSPITAL,450498,https://www.smhtx.com/getpage.php?name=index,TX,200 South Geneva Street,Breckenridge,TX,76424,14,(254) 559-2241
SPRING MOUNTAIN SAHARA,294010,https://springmountaintreatmentcenter.com/,NV,5460 West Sahara Avenue,Las Vegas,NV,89146,30,(702) 873-2400
UPMC NORTHWEST,390091,https://www.upmc.com/locations/hospitals/northwest,PA,100 Fairfield Drive,Seneca,PA,16346,164,(814) 676-7600
POST ACUTE MEDICAL AT LULING LLC,452062,https://pamhealth.com/index.php/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-Luling,TX,200 Memorial Drive,Luling,TX,78648,42,(830) 875-8400
MCLAREN LAPEER REGION,230193,https://www.mclaren.org/lapeer-region/mclaren-lapeer-region-home,MI,1375 North Main Street,Lapeer,MI,48446,131,(810) 667-5500
WELLSTAR WEST GEORGIA MEDICAL CENTER,110016,https://www.wellstar.org/locations/hospital/west-georgia-medical-center,GA,1514 Vernon Road,LaGrange,GA,30240,426,(706) 882-1411
UTAH VALLEY SPECIALTY HOSPITAL,462005,https://www.uvsh.ernesthealth.com,UT,306 West River Bend Lane,Provo,UT,84604,40,(801) 226-8880
HIMA-SAN PABLO FAJARDO,400125,https://himasanpablo.com/hospitales/fajardo/,PR,404 Avenida General Valero,Fajardo,PR,00738,179,(787) 655-0505
"WILLIAM R SHARPE, JR HOSPITAL",514012,"https://dhhr.wv.gov/officeofhealthfacilities/Pages/William-R.-Sharpe,-Jr.-Hospital.aspx",WV,936 Sharpe Hospital Road,Weston,WV,26452,200,(304) 269-1210
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,https://health.ucdavis.edu/medicalcenter/index.html,CA,2315 Stockton Boulevard,Sacramento,CA,95817,632,(916) 734-2011
SELECT SPECIALTY HOSPITAL- CLEVELAND FAIRHILL,362026,https://www.selectspecialtyhospitals.com/locations-and-tours/oh/cleveland/cleveland-gateway/,OH,"2351 East 22nd Street, 7th Floor",Cleveland,OH,44115,143,(216) 592-2175
KIOWA DISTRICT HOSPITAL,171331,https://www.kdhks.com,KS,1002 South 4th Street,Kiowa,KS,67070,10,(620) 825-4131
MADISON HOSPITAL,241372,https://mhsmn.org/,MN,900 Second Avenue,Madison,MN,56256,68,(320) 598-7551
HAZEL HAWKINS MEMORIAL HOSPITAL,050296,https://hazelhawkins.com/,CA,911 Sunset Drive,Hollister,CA,95023,168,(831) 637-5711
GREENWOOD LEFLORE HOSPITAL,250099,https://www.glh.org,MS,1401 River Road,Greenwood,MS,38930,193,(662) 459-7000
CARROLL HOSPITAL CENTER,210033,https://www.lifebridgehealth.org/Carroll/Carroll.aspx,MD,200 Memorial Avenue,Westminster,MD,21157,161,(410) 848-3000
VAN WERT COUNTY HOSPITAL,360071,https://www.vanwerthealth.org/locations/hospital,OH,1250 South Washington Street,Van Wert,OH,45891,34,(419) 238-2390
METHODIST RICHARDSON MEDICAL CENTER,450537,https://www.methodisthealthsystem.org/methodist-richardson-medical-center/,TX,2831 East President George Bush Highway ,Richardson,TX,75082,298,(469) 204-1000
KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,102010,https://www.kindredhealthcare.com/locations/ltac/kindred-hospital-south-florida-ft-lauderdale,FL,1516 East Las Olas Boulevard,Fort Lauderdale,FL,33301,238,(954) 764-8900
ADVANCED CARE HOSPITAL OF MONTANA,272001,https://achm.ernesthealth.com,MT,3528 Gabel Road,Billings,MT,59102,40,(406) 373-8000
PEACHFORD BEHAVIORAL HEALTH SYSTEM OF ATLANTA,114010,https://peachford.com/,GA,2151 Peachford Road,Atlanta,GA,30338,246,(770) 455-3200
PAM SPECIALTY HOSPITAL OF VICTORIA NORTH,452094,https://pamhealth.com/index.php/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-Victoria-North,TX,102 Medical Drive,Victoria,TX,77904,42,(361) 576-6200
ASCENSION SETON  SOUTHWEST,450865,https://healthcare.ascension.org/locations/texas/txaus/austin-ascension-seton-southwest,TX,7900 Farm to Market Road 1826,Austin,TX,78737,11,(512) 324-9000
COMMUNITY MEDICAL CENTER,270023,https://communitymed.org/,MT,2827 Fort Missoula Road,Missoula,MT,59804,151,(406) 728-4100
RIVERSIDE REGIONAL MEDICAL CENTER,490052,https://www.riversideonline.com/rrmc/index.cfm,VA,500 J. Clyde Morris Boulevard,Newport News,VA,23601,410,(757) 594-2000
UNITED MEMORIAL MEDICAL CENTER,450803,https://www.ummc.care,TX,510 West Tidwell Road,Houston,TX,77091,151,(218) 618-8500
FULTON COUNTY HOSPITAL,041322,https://www.fultoncountyhospital.org,AR,679 North Main Street,Salem,AR,72576,25,(870) 895-2691
"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",040156,https://www.baptistonline.org/locations/crittenden,AR,2100 North Seventh Street,West Memphis,AR,72301,11,(870) 394-7800
UNIVERSITY OF MD UPPER CHESAPEAKE MEDICAL CENTER,210049,https://www.umms.org/uch/locations/um-upper-chesapeake-medical-center,MD,500 Upper Chesapeake Drive,Bel Air,MD,21014,161,(443) 643-1000
ST VINCENT CHARITY MEDICAL CENTER,360037,https://www.stvincentcharity.com,OH,2351 East 22nd Street,Cleveland,OH,44115,162,(216) 861-6200
ALLEGHENY VALLEY HOSPITAL,390032,https://www.ahn.org/locations/hospitals/allegheny-valley,PA,1301 Carlisle Street,Natrona Heights,PA,15065,188,(724) 224-5100
MARIA PARHAM MEDICAL CENTER,340132,https://www.mariaparham.com,NC,566 Ruin Creek Road,Henderson,NC,27536,135,(252) 438-4143
"CARRIS HEALTH - REDWOOD, LLC",241351,https://www.carrishealth.com/locations/carris-health-redwood-hospital/?L=true,MN,101 Caring Way,Redwood Falls,MN,56283,14,(507) 637-4500
DORMINY MEDICAL CENTER,110073,https://www.dorminymedical.org/home/,GA,200 Perry House Road,Fitzgerald,GA,31750,60,(229) 424-7100
BOLIVAR MEDICAL CENTER,250093,https://www.bolivarmedical.com,MS,901 Highway 8 East,Cleveland,MS,38732,164,(662) 846-0061
STONESPRINGS HOSPITAL CENTER,490145,https://hcavirginia.com/locations/stonesprings-hospital-center/,VA,24440 StoneSprings Boulevard,Dulles,VA,20166,124,(571) 349-4000
CHI SAINT JOSEPH EAST,180143,https://www.chisaintjosephhealth.org/saint-joseph-east-about-us,KY,150 North Eagle Creek Drive,Lexington,KY,40509,160,(859) 967-5000
KINDRED HOSPITAL CLEAR LAKE,452075,https://www.kindredhealthcare.com/locations/ltac/kindred-hospital-clear-lake,TX,350 Blossom Street,Webster,TX,77598,110,(281) 316-7800
MEDICAL CITY ARLINGTON,450675,https://medicalcityarlington.com/,TX,3301 Matlock Rd.,Arlington,TX,76015,356,(817) 465-3241
SAMPSON REGIONAL MEDICAL CENTER,340024,https://sampsonrmc.org,NC,607 Beaman Street,Clinton,NC,28328,59,(910) 592-8511
KINDRED HOSPITAL-DENVER,062009,https://www.kindredhealthcare.com/locations/ltac/kindred-hospital-denver,CO,1920 High Street,Denver,CO,80218,68,(303) 320-5871
PALACIOS COMMUNITY MEDICAL CENTER,451332,https://www.palacioshospital.net/,TX,311 Green Avenue,Palacios,TX,77465,17,(361) 972-2511
NORTHEAST FLORIDA STATE HOSPITAL,104007,https://www.myflfamilies.com/service-programs/mental-health/nefsh,FL,7487 South State Road 121,Macclenny,FL,32063,60,(904) 259-6211
MAURY REGIONAL HOSPITAL,440073,https://www.mauryregional.com/locations/maury-regional-medical-center/maury-regional-medical-center,TN,1224 Trotwood Avenue,Columbia,TN,38401,255,(931) 381-1111
PETERSON REGIONAL MEDICAL CENTER,450007,https://www.petersonhealth.com,TX,551 Hill Country Drive,Kerrville,TX,78028,110,(830) 896-4200
VIDANT BEAUFORT HOSPITAL,340186,https://locations.ecuhealth.org/washington/ecu-health-beaufort-hospital-a-campus-of-ecu-health-medical-center.html,NC,628 East 12th Street,Washington,NC,27889,83,(252) 975-4100
US ARMY HOSP,11035F,https://winn.tricare.mil/,GA,1061 Harmon Avenue,Fort Stewart,GA,31314,0,(912) 435-6633
AVITA ONTARIO,360365,https://avitahealth.org,OH,715 Richland Mall,Ontario,OH,44906,26,(567) 307-7557
